,STRIP1 (85369)
ACH-000004,-0.3554526172642544
ACH-000005,-0.4692011265418657
ACH-000007,-0.4979094482156648
ACH-000009,-0.6552563841736027
ACH-000011,-0.6196398563422663
ACH-000012,-0.37872656620300094
ACH-000013,-0.7910343970502148
ACH-000014,-0.5282498816463824
ACH-000015,-0.6147690801353927
ACH-000017,-0.4649159169623145
ACH-000018,-0.5131779721264291
ACH-000019,-0.5886261936167249
ACH-000021,-0.787950103704993
ACH-000022,-0.2900250882520301
ACH-000025,-0.636245875304355
ACH-000028,-0.631994901763056
ACH-000030,-0.494979959938991
ACH-000035,-0.743076003264516
ACH-000036,-0.2640855037365331
ACH-000037,-0.20333090661748246
ACH-000039,-0.5581260758068399
ACH-000040,-0.468103265691266
ACH-000041,-0.5223586318042006
ACH-000042,-0.5840705602503642
ACH-000045,-0.5291961575130899
ACH-000047,-0.5441882876424075
ACH-000052,-0.5979269345734872
ACH-000053,-0.24136152438798214
ACH-000054,-0.33664479648315626
ACH-000055,-0.3827980634265997
ACH-000060,-0.5150701355204469
ACH-000067,-0.4492857108132933
ACH-000070,-0.7309998547999859
ACH-000075,-0.3550947272470168
ACH-000078,-0.2902057785564377
ACH-000082,-0.6019127001646624
ACH-000085,-0.6664495785611702
ACH-000086,-0.4549384718101087
ACH-000087,-0.4239834186621144
ACH-000092,-0.6864544271519939
ACH-000095,-0.698753238667312
ACH-000097,-0.2679891085028317
ACH-000098,-0.4884238621582071
ACH-000099,-0.4177796941662593
ACH-000108,-0.5719893223820649
ACH-000113,-0.5154642379174765
ACH-000116,-0.5771643843687259
ACH-000118,-0.28137521000161114
ACH-000120,-0.6289344445361964
ACH-000123,-0.4740654451725029
ACH-000127,-0.4888358506902038
ACH-000128,-0.5588776335454672
ACH-000132,-0.8648635668410187
ACH-000133,-0.32575905812290795
ACH-000137,-0.6119600043411234
ACH-000138,-0.7154521287999999
ACH-000142,-0.5791787558939603
ACH-000143,-0.16283908212399012
ACH-000146,-0.3763625706355137
ACH-000148,-0.4270077092440901
ACH-000150,-0.8792406895707396
ACH-000152,-0.6393351285764015
ACH-000153,-0.8184288149121282
ACH-000159,-0.3868200233452088
ACH-000160,-0.2683630122733831
ACH-000163,-0.4949183917425359
ACH-000167,-0.7632887480468191
ACH-000168,-0.4333058838768829
ACH-000169,-0.400421109056101
ACH-000178,-0.4066998230817936
ACH-000183,-0.9806227173178076
ACH-000188,-0.4866789237894151
ACH-000189,-0.4031886042564592
ACH-000190,-0.5514548535397102
ACH-000198,-0.7846169448613018
ACH-000203,-1.046100928296046
ACH-000204,-0.68510824634803
ACH-000206,-0.32101234505133314
ACH-000207,-0.7580397214819768
ACH-000208,-0.17129404554470434
ACH-000210,-0.3305074107951995
ACH-000211,-0.4566906629561111
ACH-000215,-0.4011207855291732
ACH-000221,-0.5960036126567011
ACH-000222,-0.3571159203523525
