,SPIC (121599)
ACH-000004,-0.19435657584905636
ACH-000005,-0.3856066601539183
ACH-000007,-0.143304138530937
ACH-000009,-0.3270651751540051
ACH-000011,-0.2379300219305986
ACH-000012,-0.14678682688520445
ACH-000013,-0.16566479087778924
ACH-000014,-0.2607660432255958
ACH-000015,-0.13538976116480486
ACH-000017,-0.19032846834952544
ACH-000018,0.08064074057109212
ACH-000019,-0.17719633419945102
ACH-000021,-0.24792801501734996
ACH-000022,-0.14373017004288166
ACH-000025,-0.19664672841361172
ACH-000028,-0.1844050040943048
ACH-000030,-0.20110787434624494
ACH-000035,-0.13201389055613375
ACH-000036,-0.2904192203563578
ACH-000037,-0.23063895228932074
ACH-000039,-0.07894648822341277
ACH-000040,-0.2731975258597697
ACH-000041,-0.09681445300769706
ACH-000042,-0.09338401396652148
ACH-000045,-0.021453047347340624
ACH-000047,0.004641987994632346
ACH-000052,-0.2443720568512217
ACH-000053,-0.1160444979653477
ACH-000054,-0.18466984017844326
ACH-000055,-0.34377087230030057
ACH-000060,-0.25391902008455425
ACH-000067,-0.2139905554918637
ACH-000070,-0.07179472771552993
ACH-000075,-0.062138438626726814
ACH-000078,-0.20905712431927775
ACH-000082,-0.0925102041547853
ACH-000085,-0.07515475190935877
ACH-000086,-0.2071487550565842
ACH-000087,-0.06737559180183983
ACH-000092,-0.1747642358663747
ACH-000095,-0.022963172104749945
ACH-000097,-0.06705216020313459
ACH-000098,-0.13656224225616773
ACH-000099,-0.2145731092400916
ACH-000108,-0.10440101391931453
ACH-000113,-0.14697265824360914
ACH-000116,-0.25238983816255955
ACH-000118,-0.08125753424548908
ACH-000120,-0.0667278322297671
ACH-000123,-0.1513351021529269
ACH-000127,-0.031800307638819844
ACH-000128,-0.1468002821720901
ACH-000132,-0.017619851072370983
ACH-000133,-0.27714364754674004
ACH-000137,-0.08312676680638363
ACH-000138,-0.11616597550500643
ACH-000142,-0.10091153238023963
ACH-000143,-0.33920298424282835
ACH-000146,-0.2367433896586875
ACH-000148,-0.22308886653312066
ACH-000150,-0.2277723288647784
ACH-000152,-0.3463575997482665
ACH-000153,-0.2224603711076082
ACH-000159,-0.07156010371019514
ACH-000160,-0.14494135487524248
ACH-000163,-0.16544030134863089
ACH-000167,0.07695466226624219
ACH-000168,-0.16578851954492732
ACH-000169,-0.11296026471645723
ACH-000178,-0.19601803483829996
ACH-000183,-0.3091400826649965
ACH-000188,-0.0896028529693456
ACH-000189,-0.4064302937931906
ACH-000190,0.05005100762730549
ACH-000198,-0.2017980552958886
ACH-000203,-0.4359570962355351
ACH-000204,-0.02899118767912628
ACH-000206,-0.06035259507412431
ACH-000207,-0.15307185043440694
ACH-000208,0.029880943797944193
ACH-000210,0.020146537272138148
ACH-000211,-0.14380331776374153
ACH-000215,-0.17835651545258482
ACH-000221,-0.26367334834512285
ACH-000222,0.02058296691423364
ACH-000223,-0.19545548105242108
ACH-000226,-0.1480955877410902
ACH-000227,-0.13030356518102715
ACH-000228,0.004274827884742096
ACH-000231,-0.21000944780058933
ACH-000232,-0.16926765131188432
ACH-000233,-0.1675275862899354
ACH-000234,0.01755643541774269
ACH-000235,-0.0978532715967627
ACH-000237,-0.27073453789963714
ACH-000238,-0.16576529376323176
ACH-000242,-0.4086743153511945
ACH-000243,-0.0440963847874815
ACH-000244,0.0008542465990846631
ACH-000246,-0.10603681464726733
ACH-000248,-0.12654304643724185
ACH-000250,-0.11004827129246188
ACH-000251,-0.1961142537092616
ACH-000252,-0.020882451490564318
ACH-000253,-0.13273785887640202
ACH-000255,-0.06431808080282504
ACH-000256,-0.2250746515180332
ACH-000257,-0.1480367258499543
ACH-000258,-0.03166976088185147
ACH-000259,-0.09317210794105628
ACH-000260,-0.06014652165792105
ACH-000261,-0.13875776975063028
ACH-000262,-0.06313507159272552
ACH-000263,-0.24565981042326834
ACH-000264,-0.13536864964184034
ACH-000265,-0.07887513619556175
ACH-000266,-0.09740773174922474
ACH-000272,-0.0955031298185961
ACH-000274,-0.15224909339039389
ACH-000277,-0.16023327158227174
ACH-000278,-0.28265304050029866
ACH-000279,-0.18042249728934295
ACH-000280,-0.15006374080878754
ACH-000281,-0.1885239087465528
ACH-000288,-0.19194116065518596
ACH-000291,-0.13425340372630787
ACH-000293,-0.037211509122259546
ACH-000294,-0.2897100225665192
ACH-000295,-0.14347156184584675
ACH-000296,-0.1411442775279067
ACH-000302,-0.20031344222934205
ACH-000304,-0.06852261955092112
ACH-000307,-0.20463998219654045
ACH-000308,-0.15947462264604464
ACH-000310,-0.2815431048262361
ACH-000311,-0.0961914417180407
ACH-000312,-0.11382895602614042
ACH-000315,-0.12046522946972248
ACH-000316,-0.10565407371720896
ACH-000317,-0.05091191149503895
ACH-000318,-0.2450408234358264
ACH-000319,-0.103309674710869
ACH-000320,-0.1452137498300678
ACH-000322,-0.0065685689166759
ACH-000323,0.06054944837183385
ACH-000324,-0.22469387067809407
ACH-000329,-0.1866206180065088
ACH-000330,-0.2337575380082943
ACH-000331,-0.22505006168280095
ACH-000332,-0.18229924674287296
ACH-000334,-0.19400823847504606
ACH-000335,-0.045194892051226614
ACH-000336,-0.19989322045920796
ACH-000337,-0.1263067462764188
ACH-000338,-0.5779492818970184
ACH-000339,-0.16129317335982835
ACH-000341,-0.04163787139031446
ACH-000348,-0.17845665600672628
ACH-000350,-0.16685238521378615
ACH-000352,-0.17878437871055974
ACH-000356,-0.18571103391332044
ACH-000361,-0.2068789405844167
ACH-000362,-0.0915055167021281
ACH-000363,-0.2161707383047068
ACH-000364,-0.1509177191877248
ACH-000365,-0.2353245929774241
ACH-000366,-0.1807459102763816
ACH-000368,-0.2233490240381047
ACH-000374,-0.13265241239428102
ACH-000375,-0.355569416122876
ACH-000376,-0.04068234090002139
ACH-000381,-0.3183115884004405
ACH-000383,-0.16320837249829387
ACH-000387,-0.2902516675381136
ACH-000389,-0.09020895347401102
ACH-000390,-0.10465472874146796
ACH-000393,-0.05745933555738135
ACH-000395,-0.2782317129752009
ACH-000396,-0.06756772235868844
ACH-000397,-0.10918730448065027
ACH-000401,-0.3132433727240196
ACH-000402,-0.11698617627705996
ACH-000403,-0.16165902502081952
ACH-000404,-0.08992179687542473
ACH-000406,-0.12125708671372255
ACH-000407,-0.07210045538267539
ACH-000408,0.05016543974183753
ACH-000410,-0.16675518372461534
ACH-000411,-0.12221356850900544
ACH-000414,-0.07207120523584709
ACH-000415,-0.10649647379066733
ACH-000416,-0.1868230183283736
ACH-000420,-0.14314317266418167
ACH-000421,-0.17584815663824674
ACH-000424,-0.17698077491188166
ACH-000425,-0.052268184873669625
ACH-000426,-0.05560412106445173
ACH-000427,-0.06744632316392335
ACH-000433,-0.126577077177131
ACH-000435,-0.13811577782366405
ACH-000436,-0.13539920974471567
ACH-000444,-0.2435863421670186
ACH-000445,-0.2737209078405525
ACH-000448,-0.19457970086646995
ACH-000450,-0.29223758846794684
ACH-000452,-0.1831717047156501
ACH-000454,-0.15282320002172273
ACH-000458,0.01885070752876404
ACH-000459,-0.2581777651163814
ACH-000460,-0.1387458858927483
ACH-000461,-0.04424239022432872
ACH-000463,-0.1204332511228234
ACH-000464,-0.1631530826760087
ACH-000466,-0.12313944980885155
ACH-000467,-0.3114368452399083
ACH-000468,-0.2905795250133387
ACH-000469,-0.14119005119028533
ACH-000470,-0.056196590432237695
ACH-000471,-0.06829727176100639
ACH-000472,-0.11131637704877506
ACH-000473,-0.070697608561633
ACH-000475,-0.10081757451956992
ACH-000476,-0.24331118989193926
ACH-000477,-0.20567826684407908
ACH-000479,0.0989015504914888
ACH-000480,-0.16917307554762193
ACH-000481,-0.17173689924314922
ACH-000483,-0.016617217581561827
ACH-000484,-0.10248730073881837
ACH-000485,0.011973942651203434
ACH-000486,-0.13919527172176982
ACH-000487,-0.08615907538938769
ACH-000488,-0.10794870194431012
ACH-000490,-0.13705771234865716
ACH-000491,-0.2337907947035078
ACH-000495,0.0628837868374937
ACH-000496,-0.14334794989065386
ACH-000499,-0.324282291415944
ACH-000500,-0.4262624721400333
ACH-000502,-0.13667213883351734
ACH-000503,-0.0334481127783902
ACH-000505,-0.1305876899012593
ACH-000507,-0.2271827378610565
ACH-000510,-0.2279657849346372
ACH-000511,-0.20089424593907296
ACH-000512,-0.2484787322187118
ACH-000516,-0.14288997413344798
ACH-000517,-0.1688382832540793
ACH-000518,-0.24207898948545456
ACH-000520,-0.11484137376450995
ACH-000521,-0.11237326590398436
ACH-000522,-0.08024121288971382
ACH-000524,-0.14993864571685422
ACH-000527,-0.06293738691042168
ACH-000528,-0.21115766162888566
ACH-000537,-0.2768781153149617
ACH-000541,-0.43360389179336506
ACH-000542,-0.1409724653127855
ACH-000544,-0.1409735824022814
ACH-000545,0.005583427277818542
ACH-000547,-0.04016158347328482
ACH-000548,-0.03977750247850749
ACH-000549,-0.11606823572008446
ACH-000550,-0.1044328773692427
ACH-000552,-0.03200250696620098
ACH-000556,-0.17475395656518505
ACH-000557,-0.2052672584791433
ACH-000569,-0.30739690646270457
ACH-000570,-0.2396497209207217
ACH-000571,-0.1565870513776396
ACH-000573,-0.13195694664371058
ACH-000576,-0.15610765592952466
ACH-000579,-0.0928083912014043
ACH-000580,-0.11394242599055028
ACH-000584,-0.09076881064481593
ACH-000585,-0.09108492668660297
ACH-000588,-0.1890466991130777
ACH-000589,-0.15502206156216572
ACH-000591,-0.2352742027980705
ACH-000593,-0.28964408011269394
ACH-000600,-0.09360473242838102
ACH-000601,-0.10322606006832634
ACH-000605,-0.044611520738544005
ACH-000606,-0.019609633974316143
ACH-000608,-0.17861102763353034
ACH-000614,-0.27343844633289216
ACH-000616,-0.20732297938482014
ACH-000618,-0.13239884618000936
ACH-000619,-0.14159006124488074
ACH-000620,-0.07075959232111091
ACH-000621,-0.07668996735945907
ACH-000622,-0.2195135401722812
ACH-000623,-0.1291649749996744
ACH-000624,-0.08818475418945962
ACH-000627,-0.08976588545544607
ACH-000630,-0.09052538466873254
ACH-000631,-0.2916601951097761
ACH-000632,-0.1600511291604362
ACH-000633,-0.06275682662028678
ACH-000637,-0.1591641493030459
ACH-000638,-0.1782558141455922
ACH-000646,-0.3757635189698372
ACH-000647,-0.04848034619857235
ACH-000648,-0.14687506486622118
ACH-000649,-0.12143114107619445
ACH-000651,-0.18620861422030768
ACH-000652,-0.2540907270630837
ACH-000653,-0.15685785585898585
ACH-000657,-0.1714330896084615
ACH-000658,-0.04060638317644066
ACH-000661,-0.1791703682082303
ACH-000662,-0.22016148049439646
ACH-000663,-0.18051411116802293
ACH-000665,-0.10813503258071172
ACH-000671,-0.1073281071068245
ACH-000672,-0.05217604939120028
ACH-000673,-0.16023298730853813
ACH-000676,-0.16559936853990245
ACH-000677,-0.1221289668492345
ACH-000681,-0.1402007708084823
ACH-000683,-0.13518429509654975
ACH-000684,-0.00011618011647330117
ACH-000688,-0.1899521528309208
ACH-000693,-0.14464425706563547
ACH-000694,-0.1357194703338257
ACH-000695,-0.04919560822973122
ACH-000696,-0.16853190234906645
ACH-000697,-0.10870263696413962
ACH-000699,-0.13162517037558952
ACH-000701,-0.21238454129503165
ACH-000706,-0.06566298726434781
ACH-000711,-0.1233015451171664
ACH-000713,-0.13157340583396054
ACH-000714,-0.19823010956247591
ACH-000718,-0.3738990528851121
ACH-000720,-0.0803384721058765
ACH-000721,-0.027592191512805755
ACH-000724,-0.06710305496761275
ACH-000725,-0.08686225946741154
ACH-000732,-0.1342502150571928
ACH-000734,-0.1507367216951481
ACH-000735,-0.10458265369899848
ACH-000736,-0.21378097829503634
