,CEBPE (1053)
ACH-000004,-0.16977754673196022
ACH-000005,-0.08771883852693423
ACH-000007,-0.3751964933824665
ACH-000009,-0.17968092485661152
ACH-000011,-0.2610758241104901
ACH-000012,-0.2744492616102828
ACH-000013,-0.15722043835256655
ACH-000014,-0.24543145600333466
ACH-000015,-0.17079895372094536
ACH-000017,-0.4247770552241703
ACH-000018,-0.2590603673869718
ACH-000019,-0.13070912835032653
ACH-000021,-0.2719662508789794
ACH-000022,-0.24376090912167425
ACH-000025,-0.28501355578308685
ACH-000028,-0.18146400865245887
ACH-000030,-0.26507676538533664
ACH-000035,-0.10770756347958838
ACH-000036,-0.1830301637175588
ACH-000037,-0.1448847287270545
ACH-000039,-0.1121851138323165
ACH-000040,-0.27802676544719723
ACH-000041,-0.1994245990226294
ACH-000042,-0.08276538763302503
ACH-000045,-0.2009886876123836
ACH-000047,-0.2930474169339591
ACH-000052,-0.19848146131136407
ACH-000053,-0.17571634182872914
ACH-000054,-0.217565238793624
ACH-000055,-0.013920508877015464
ACH-000060,-0.21836625784680205
ACH-000067,-0.3068688562255473
ACH-000070,-0.09841728800892303
ACH-000075,-0.2930532205449193
ACH-000078,-0.09832885516296183
ACH-000082,-0.13374540221333758
ACH-000085,-0.20570555272584934
ACH-000086,-0.12671976497737894
ACH-000087,-0.2636476920744141
ACH-000092,-0.2302798679114845
ACH-000095,-0.30862831561311616
ACH-000097,-0.22224041566666952
ACH-000098,-0.24797248402150826
ACH-000099,-0.28450712845294074
ACH-000108,-0.16705969811081406
ACH-000113,-0.35908470023477834
ACH-000116,-0.20329089418184268
ACH-000118,-0.3504058861493762
ACH-000120,-0.21015617612271573
ACH-000123,-0.25681483064782085
ACH-000127,-0.24492514291857986
ACH-000128,-0.1944510544511755
ACH-000132,-0.06629926769918461
ACH-000133,-0.24413663057286494
ACH-000137,-0.2202244826339524
ACH-000138,-0.06143506592843271
ACH-000142,-0.08288166754844656
ACH-000143,-0.0999274238213412
ACH-000146,-0.19293423614894545
ACH-000148,-0.17952211007960048
ACH-000150,0.017239713193424284
ACH-000152,-0.2720394231104833
ACH-000153,-0.2715369219581693
ACH-000159,-0.23747928680880034
ACH-000160,-0.4802953264534846
ACH-000163,-0.2385685070794231
ACH-000167,-0.09766488060112943
ACH-000168,-0.9266807519674636
ACH-000169,-0.14065525503377654
ACH-000178,-0.2501436551563831
ACH-000183,-0.21100605869676656
ACH-000188,-0.13407634374908586
ACH-000189,-0.335976407120726
ACH-000190,-0.12140076870825567
ACH-000198,-0.14780643150103034
ACH-000203,-0.1484805840974605
ACH-000204,-0.31394494836816794
ACH-000206,0.032530659709255116
ACH-000207,-0.23242282980841575
ACH-000208,-0.3861049055565737
ACH-000210,-0.3431580176287038
ACH-000211,-0.3062036269138549
ACH-000215,-0.2204238156891456
ACH-000221,-0.23973626372366125
ACH-000222,-0.13336964666537948
ACH-000223,0.007972806485088258
ACH-000226,-0.24865315294710025
ACH-000227,0.009824377801100542
ACH-000228,-0.2629278601932147
ACH-000231,-0.1809353041392284
ACH-000232,-0.15544895620456278
ACH-000233,-0.1371556739933667
ACH-000234,-0.1654484602196386
ACH-000235,-0.19396607066355434
ACH-000237,-0.004163866782319897
ACH-000238,-0.14034007122634148
ACH-000242,-0.1426239101278948
ACH-000243,-0.3652567791631874
ACH-000244,0.10405653999978416
ACH-000246,-0.3081459936998241
ACH-000248,-0.4206878188633552
ACH-000250,-0.32405600352695824
ACH-000251,-0.056688791201109
ACH-000252,-0.33848216653175206
ACH-000253,-0.19871143412555786
ACH-000255,-0.19170817293089173
ACH-000256,-0.14005937744597258
ACH-000257,-0.3606278103470336
ACH-000258,-0.12813206618148665
ACH-000259,-0.20748690735608807
ACH-000260,-0.2611323766885599
ACH-000261,-0.2400851175214557
ACH-000262,-0.34655402729979634
ACH-000263,-0.9130067371400664
ACH-000264,-0.21899381977740104
ACH-000265,-0.1391823488237882
ACH-000266,-0.18920340105277328
ACH-000272,-0.21132393211922013
ACH-000274,-0.06757389375923642
ACH-000277,-0.1727666901912418
ACH-000278,-0.2278865309002249
ACH-000279,-0.2289619381637829
ACH-000280,-0.2068916961327476
ACH-000281,-0.17505123046534915
ACH-000288,-0.2560790231501766
ACH-000291,-0.14522732112449935
ACH-000293,-0.1251193707399426
ACH-000294,-0.6236227029556101
ACH-000295,-0.3660483116773066
ACH-000296,-0.2036857042211293
ACH-000302,-0.1468604415888902
ACH-000304,-0.27762306846521384
ACH-000307,-0.25332371884707705
ACH-000308,-0.19171671722438755
ACH-000310,-0.05065457408201046
ACH-000311,-0.1684587278163973
ACH-000312,-0.2481174269700049
ACH-000315,-0.15995825961359006
ACH-000316,-0.12202519229787542
ACH-000317,-0.2889602526872567
ACH-000318,-0.3344357995744082
ACH-000319,-0.08237719999401269
ACH-000320,-0.1498160075570638
ACH-000322,-0.10825943542807724
ACH-000323,-0.2515212042117444
ACH-000324,-0.23483114952178294
ACH-000329,-0.07568943167187638
ACH-000330,-0.31524048811630856
ACH-000331,-0.07574844002307163
ACH-000332,-0.14174901550197602
ACH-000334,-0.2895041666388356
ACH-000335,-0.14598965533802216
ACH-000336,-0.157406134579491
ACH-000337,-0.3186241068617004
ACH-000338,0.07879332662143054
ACH-000339,-0.24120685051627344
ACH-000341,-0.2354164098879245
ACH-000348,-0.2554358314852241
ACH-000350,-0.3090099895704942
ACH-000352,-0.2033163979871654
ACH-000356,-0.3682881781030184
ACH-000361,-0.16857540886331773
ACH-000362,-0.1918845968465041
ACH-000363,-0.23946577537731084
ACH-000364,-0.11624597280322392
ACH-000365,-0.1296148831053208
ACH-000366,-0.23097777949512574
ACH-000368,-0.2627037156994549
ACH-000374,-0.027655367561618887
ACH-000375,-0.3333893738037262
ACH-000376,-0.247124855374288
ACH-000381,-0.10545881773915168
ACH-000383,-0.1840414253910452
ACH-000387,-0.1989384400126389
ACH-000389,-0.1650686543063052
ACH-000390,-0.3292248811331745
ACH-000393,-0.43320172202640544
ACH-000395,-0.12504526993123485
ACH-000396,-0.07393500431353264
ACH-000397,-0.2357656581546137
ACH-000401,-0.2527029342352153
ACH-000402,-0.26226022172111657
ACH-000403,-0.20461741893966906
ACH-000404,-0.2437502622463545
ACH-000406,-0.238300909048036
ACH-000407,-0.27418559457306363
ACH-000408,-0.154380025920068
ACH-000410,-0.2236755825252244
ACH-000411,-0.18035092470238
ACH-000414,-0.19075459836216832
ACH-000415,-0.14209568160579314
ACH-000416,-0.11300015917902388
ACH-000420,-0.12423920745347587
ACH-000421,-0.13788825353498554
ACH-000424,-0.1743807399459822
ACH-000425,-0.2777743416570361
ACH-000426,-0.2455054154712837
ACH-000427,-0.18151030843764
ACH-000433,-0.2461308403225252
ACH-000435,-0.3568959579389531
ACH-000436,-0.14433688231492606
ACH-000444,-0.1891014015617561
ACH-000445,-0.4667740288967485
ACH-000448,-0.30999959953123385
ACH-000450,-0.3293301690350416
ACH-000452,-0.1023801744157288
ACH-000454,-0.2435165340592127
ACH-000458,-0.18578397136923933
ACH-000459,-0.2468731489156808
ACH-000460,-0.248516649585036
ACH-000461,-0.16866423127355346
ACH-000463,-0.3127621179325677
ACH-000464,-0.19035797198543666
ACH-000466,-0.27226655147528883
ACH-000467,-0.12185849173779108
ACH-000468,-0.19246959848748726
ACH-000469,-0.15876384197177798
ACH-000470,0.059388716304550074
ACH-000471,-0.4845408271384367
ACH-000472,-0.22942556647858364
ACH-000473,-0.24504150971710045
ACH-000475,-0.2289643461807332
ACH-000476,-0.23364631591657425
ACH-000477,-0.3919356416113544
ACH-000479,-0.034434547996900926
ACH-000480,-0.18514622530687952
ACH-000481,-0.3359708631152214
ACH-000483,-0.2991883429125078
ACH-000484,-0.3388469436885018
ACH-000485,-0.2359052190720801
ACH-000486,-0.3855531856138552
ACH-000487,-0.03809101673039335
ACH-000488,-0.2613071241403752
ACH-000490,-0.2979989932823335
ACH-000491,-0.1413235368387568
ACH-000495,-0.44544918562002456
ACH-000496,-0.023437575804536055
ACH-000499,-0.4104725228245071
ACH-000500,0.14383018457926458
ACH-000502,-0.20757658952783556
ACH-000503,-0.2321499812514616
ACH-000505,-0.2416770132806326
ACH-000507,-0.2357210018305512
ACH-000510,-0.17164662811220982
ACH-000511,-0.228451029744252
ACH-000512,-0.18806376133167546
ACH-000516,-0.22965215276875506
ACH-000517,-0.13277865010087053
ACH-000518,-0.2220239173546879
ACH-000520,-0.1824254599381062
ACH-000521,-0.21225552473278975
ACH-000522,-0.2303600798598139
ACH-000524,-0.19360624113122785
ACH-000527,-0.24513619090010105
ACH-000528,-0.2886185155043432
ACH-000537,-0.11871654122022945
ACH-000541,-0.035349330592661536
ACH-000542,-0.2284067203719357
ACH-000544,-0.3715695842814011
ACH-000545,-0.3115034061707929
ACH-000547,-0.3209001259327617
ACH-000548,-0.1938004112765325
ACH-000549,-0.05202070542050614
ACH-000550,-0.265174575406885
ACH-000552,-0.3571702960569347
ACH-000556,-0.2167897155982789
ACH-000557,0.06599999834605981
ACH-000569,-0.3299948992412765
ACH-000570,-0.15473239485085882
ACH-000571,-0.21393127794361133
ACH-000573,-0.19572238540045325
ACH-000576,-0.07035807181157054
ACH-000579,0.04545534058755439
ACH-000580,-0.3559299072368811
ACH-000584,-0.3667342195879109
ACH-000585,-0.1673783853400388
ACH-000588,-0.11082812713735353
ACH-000589,-0.20364513374450266
ACH-000591,-0.12287472333190964
ACH-000593,-0.15821532425933502
ACH-000600,-0.2522385188642851
ACH-000601,-0.2419314676742639
ACH-000605,-0.05787989630422715
ACH-000606,-0.2770688044298367
ACH-000608,-0.20244348799901726
ACH-000614,-0.19146375868497476
ACH-000616,-0.21691859345995376
ACH-000618,-0.20280055802050265
ACH-000619,-0.3210129721079071
ACH-000620,-0.21803842610028676
ACH-000621,-0.09108653897799218
ACH-000622,-0.28983096412569004
ACH-000623,-0.2662852280743571
ACH-000624,-0.24549441984657225
ACH-000627,-0.22407587586449668
ACH-000630,-0.05010008172278736
ACH-000631,-0.039829087612871794
ACH-000632,-0.26488267204144794
ACH-000633,-0.2791811619449839
ACH-000637,-0.054331526049174385
ACH-000638,-0.15313419910394652
ACH-000646,-0.23685872977985695
ACH-000647,-0.09026458528785734
ACH-000648,-0.13707270537806554
ACH-000649,-0.2619662855936354
ACH-000651,-0.19154021011952505
ACH-000652,0.005637385585304649
ACH-000653,-0.08205459956554081
ACH-000657,-0.3214344807063456
ACH-000658,0.004996289560496693
ACH-000661,-0.2450232100985713
ACH-000662,-0.15348849675389936
ACH-000663,-0.16071773015644586
ACH-000665,-0.13777890241916402
ACH-000671,-0.26801778868491416
ACH-000672,-0.34694991706642664
ACH-000673,-0.11590660723236615
ACH-000676,-0.3362689030830236
ACH-000677,-0.3441365361403961
ACH-000681,-0.2585145465599946
ACH-000683,-0.3186245967160053
ACH-000684,-0.15934548890082095
ACH-000688,-0.1614859820183737
ACH-000693,-0.3374053716843968
ACH-000694,-0.30691213186782423
ACH-000695,-0.18488754816507932
ACH-000696,-0.21818236079693645
ACH-000697,-0.16976042545443326
ACH-000699,-0.19624445660937545
ACH-000701,-0.15858601011478413
ACH-000706,-0.15032933334521142
ACH-000711,-0.24439618761959825
ACH-000713,-0.3519829720467768
ACH-000714,-0.10245520496356103
ACH-000718,-0.1415200902374639
ACH-000720,-0.09466840487233226
ACH-000721,-0.3147242832326257
ACH-000724,-0.18093479187101305
ACH-000725,-0.5508939704678548
ACH-000732,-0.12245485359381825
