,CEBPE (1053)
ACH-000734,-0.05553695679188902
ACH-000735,-0.1900905636457962
ACH-000736,-0.2306407109007289
ACH-000738,-0.2799133423973168
ACH-000746,-0.27124293686493683
ACH-000747,-0.34170187648044353
ACH-000748,-0.16221573807972658
ACH-000753,-0.1575593403243637
ACH-000756,-0.22620461024302854
ACH-000757,-0.2872183981180243
ACH-000758,-0.18899431675803974
ACH-000760,-0.2626540260901604
ACH-000762,-0.15234472497148774
ACH-000763,-0.017485317701756632
ACH-000764,-0.22584073972788946
ACH-000765,-0.2644069232840758
ACH-000766,-0.305551880219347
ACH-000767,-0.16818047319966986
ACH-000768,-0.1372971308325203
ACH-000769,-0.16242278338480784
ACH-000770,-0.22203944316945864
ACH-000771,-0.06819047787051398
ACH-000773,-0.1897286493371864
ACH-000776,-0.27826359522363353
ACH-000777,-0.2363723351245185
ACH-000778,-0.09826922068660307
ACH-000781,-0.15762025648523156
ACH-000782,-0.06629748670906767
ACH-000783,-0.28279492142505896
ACH-000784,-0.24655249729202605
ACH-000785,0.052260907906234805
ACH-000787,-0.1190023933678809
ACH-000788,-0.23286474245198405
ACH-000791,-0.2667490128993477
ACH-000792,-0.15482424788709642
ACH-000794,-0.3214717912260224
ACH-000796,-0.2414892595558829
ACH-000798,-0.1433782351863129
ACH-000799,-0.05456776742573656
ACH-000800,-0.21790314812106806
ACH-000802,-0.2613740402163893
ACH-000804,-0.10462260099543463
ACH-000805,-0.27343951014428475
ACH-000809,-0.14178423540214588
ACH-000810,-0.100950777653859
ACH-000811,-0.14049388694375792
ACH-000817,-0.2001395412639736
ACH-000819,-0.29069072738201296
ACH-000820,-0.5319521638237947
ACH-000821,-0.13316278341364554
ACH-000822,-0.2235245393815849
ACH-000823,-0.29694780900316603
ACH-000824,-0.1568607490003349
ACH-000827,-0.32130948090224937
ACH-000829,-0.0852723377778994
ACH-000831,-0.20136345658542287
ACH-000832,-0.3690971044297722
ACH-000833,-0.09670060478557363
ACH-000834,-0.06361729237619973
ACH-000835,-0.23652116559478276
ACH-000836,-0.38112508973282
ACH-000837,-0.2679731572724073
ACH-000838,-0.2649756620445019
ACH-000839,-0.3013894601832968
ACH-000840,-0.210551128469198
ACH-000841,-0.2953327434992024
ACH-000843,-0.16591845302142752
ACH-000846,-0.21076288630025844
ACH-000847,-0.3475067642579873
ACH-000848,-0.23168322307591935
ACH-000849,-0.2360190051547096
ACH-000851,-0.3326859352128671
ACH-000855,-0.2388860576957805
ACH-000856,-0.18381521507187645
ACH-000858,-0.30385886032654513
ACH-000859,-0.2856446416305272
ACH-000861,-0.2601286669232785
ACH-000862,-0.02650423380642106
ACH-000865,-0.3588296536163942
ACH-000866,-0.20369702110789056
ACH-000867,-0.1892930757835574
ACH-000869,-0.23906267075182466
ACH-000872,-0.08495253705098092
ACH-000873,-0.16613312241794334
ACH-000876,-0.21328583909507887
ACH-000878,-0.2772975839093845
ACH-000880,-0.2553532576074077
ACH-000881,-0.2478762249463056
ACH-000882,-0.202406490980153
ACH-000884,-0.2417333712434989
ACH-000885,-0.2436632690091245
ACH-000887,-0.3175840105748003
ACH-000889,-0.5956326943559523
ACH-000896,-0.20110482412017294
ACH-000898,-0.2620174480844712
ACH-000900,-0.22910361298170198
ACH-000901,-0.12576460537137085
ACH-000905,-0.2997014599880269
ACH-000906,-0.17998136495622905
ACH-000907,-0.3232802883776532
ACH-000910,-0.10306027644360713
ACH-000911,-0.21685677510544565
ACH-000912,-0.3763574546440501
ACH-000913,-0.22278741951415054
ACH-000915,-0.13932948880474472
ACH-000916,-0.34427574154052304
ACH-000917,-0.2573055173284061
ACH-000920,-0.2367694462531051
ACH-000921,-0.21114099586130472
ACH-000924,-0.11219346373904544
ACH-000926,-0.0437859075873936
ACH-000928,-0.2234259700786478
ACH-000929,-0.18453531652291044
ACH-000932,-0.24414389402520564
ACH-000935,-0.27732159837996706
ACH-000936,-0.2914373837469513
ACH-000937,-0.08317927281623505
ACH-000938,-0.11683769031815222
ACH-000939,-0.2295508263467343
ACH-000941,-0.5257801213466858
ACH-000943,-0.3612102683205594
ACH-000946,-0.2368064610217186
ACH-000947,-0.20586115922880144
ACH-000948,-0.15594213855069572
ACH-000950,-0.1489275255036788
ACH-000953,-0.3156344367574685
ACH-000954,-0.3899769972131396
ACH-000957,-0.1360527090071657
ACH-000958,-0.058267973587105476
ACH-000960,-0.20746708567382
ACH-000963,-0.11732046284504995
ACH-000968,-0.3911702586271928
ACH-000969,-0.2490320109363175
ACH-000972,-0.2811407478535908
ACH-000973,-0.21032631884631448
ACH-000974,-0.2333508045533096
ACH-000978,-0.2601025113849329
ACH-000984,-0.12235544331066875
ACH-000986,-0.20511414247091575
ACH-000988,-0.20520972310488406
ACH-000993,-0.2300349682991221
ACH-000994,-0.24243554508603316
ACH-000996,-0.2191137370793496
ACH-001001,-0.18363854440550706
ACH-001020,-0.09806608059943464
ACH-001028,-0.2546622910238713
ACH-001031,-0.3937915248581208
ACH-001038,-0.2701630998721373
ACH-001048,-0.21215039047238504
ACH-001050,-0.2305501340106177
ACH-001053,-0.11925387107903958
ACH-001054,-0.1262973578219121
ACH-001061,-0.2447315895173688
ACH-001067,-0.26726206193494284
ACH-001075,-0.22932450382103636
ACH-001096,-0.3012569613220309
ACH-001111,-0.113390142144048
ACH-001119,-0.18823065584157173
ACH-001128,-0.2329892322941329
ACH-001134,-0.3236351248134476
ACH-001151,-0.1881160614029352
ACH-001163,-0.2484497072730971
ACH-001164,-0.31998681422890257
ACH-001183,-0.2582401227523073
ACH-001192,-0.2719803115673428
ACH-001193,-0.17214330764079114
ACH-001196,-0.2465297143458524
ACH-001197,-0.20326902626802745
ACH-001205,-0.06654460739890869
ACH-001211,-0.05444654670708908
ACH-001212,-0.1333767129538549
ACH-001228,-0.14057945951049516
ACH-001232,-0.26456125790251583
ACH-001239,-0.2002782945631778
ACH-001270,-0.2809051985061545
ACH-001274,-0.2764061693113597
ACH-001275,-0.08298967837700298
ACH-001277,-0.2308399285772905
ACH-001278,-0.11851762445460967
ACH-001280,-0.09255931054113577
ACH-001283,-0.3571859601081993
ACH-001289,-0.2376651841631745
ACH-001300,-0.17788621049319694
ACH-001301,-0.04794669145191667
ACH-001302,-0.1687268609360643
ACH-001306,-0.17392780872229158
ACH-001318,-0.2157775561498045
ACH-001322,-0.2659382075822175
ACH-001328,-0.1222539969788699
ACH-001332,-0.21380149965870907
ACH-001336,-0.1457710182817307
ACH-001346,-0.2881498423949266
ACH-001353,-0.25652450882701405
ACH-001354,-0.14609509930503342
ACH-001367,-0.3691221792625418
ACH-001368,-0.247030840059357
ACH-001374,-0.2844215602540263
ACH-001377,-0.23284375428180504
ACH-001380,-0.3537308561520777
ACH-001391,-0.1339810653398732
ACH-001408,-0.24812117299549144
ACH-001430,-0.038413411409438006
ACH-001431,-0.23446977159964694
ACH-001450,-0.2475628554869563
ACH-001496,-0.2173507922690172
ACH-001500,-0.23654399698899656
ACH-001523,-0.2304535183975657
ACH-001532,-0.2674332611688324
ACH-001550,-0.4432050818268021
ACH-001552,-0.17739261505942078
ACH-001554,-0.21151485694845348
ACH-001654,-0.1127627181890116
ACH-001735,-0.08822868134624114
ACH-001736,-0.06202726609437172
ACH-001737,-0.3599994588276843
ACH-001740,-0.19230374945500286
ACH-001745,-0.28201807617783764
ACH-001765,-0.3230143503669677
