,CHURC1 (91612)
ACH-000210,-0.1542406746789777
ACH-000211,-0.17375318732434056
ACH-000215,-0.17190623704730595
ACH-000221,-0.07793005054964829
ACH-000222,0.2327108610304526
ACH-000223,-0.2679591641123639
ACH-000226,-0.11161093838742314
ACH-000227,-0.1830923380839007
ACH-000228,-0.03073074053425277
ACH-000231,-0.24921735895352665
ACH-000232,-0.15597468462068054
ACH-000233,-0.14261119979860465
ACH-000234,-0.05604006704275832
ACH-000235,-0.11431528272568475
ACH-000237,-0.01988787224487699
ACH-000238,-0.3445528850476709
ACH-000242,-0.1795344182187116
ACH-000243,-0.17958783178805052
ACH-000244,0.011536771205702859
ACH-000246,-0.13349965093453772
ACH-000248,-0.21297907463132365
ACH-000250,-0.1427296025725569
ACH-000251,-0.3228963114119047
ACH-000252,-0.17815888465564447
ACH-000253,-0.1084559037886837
ACH-000255,-0.10362559368656253
ACH-000256,-0.21161467188174693
ACH-000257,-0.141570985616287
ACH-000258,0.11534553980480593
ACH-000259,-0.13460681103471475
ACH-000260,-0.2271622416082233
ACH-000261,-0.24116225283439066
ACH-000262,0.0385717271663831
ACH-000263,-0.11269480922232965
ACH-000264,-0.23360007234088595
ACH-000265,-0.06820362784635235
ACH-000266,-0.20772410709757128
ACH-000272,-0.22211836149994876
ACH-000274,-0.1508758915167915
ACH-000277,-0.1258053994997044
ACH-000278,-0.15152796496926607
ACH-000279,-0.22077980854408716
ACH-000280,-0.09634596525136692
ACH-000281,-0.02074271078497712
ACH-000288,-0.1590207526017275
ACH-000291,-0.15185112210450308
ACH-000293,-0.07560071588676594
ACH-000294,-0.2155589523876177
ACH-000295,0.15157175906010192
ACH-000296,-0.004084596738651087
ACH-000302,-0.09541333710943173
ACH-000304,0.032901182594315403
ACH-000307,-0.18038337448153746
ACH-000308,-0.1489994072096431
ACH-000310,-0.3044994341099938
ACH-000311,-0.1644019158347282
ACH-000312,-0.17339552574003128
ACH-000315,0.07026677787106934
ACH-000316,-0.17218997760910154
ACH-000317,-0.22901006553339898
ACH-000318,-0.11316106427168285
ACH-000319,-0.26022708498248764
ACH-000320,-0.14501116059788707
ACH-000322,-0.1929610387378023
ACH-000323,-0.15934802258753916
ACH-000324,-0.2160702895011921
ACH-000329,-0.1670052894284622
ACH-000330,-0.07334516802181146
ACH-000331,-0.05878450665188933
ACH-000332,-0.23139028507098494
ACH-000334,-0.09165415042658044
ACH-000335,-0.16157842995280922
ACH-000336,-0.3145849043033999
ACH-000337,-0.25934725093806715
ACH-000338,-0.5694199387779917
ACH-000339,-0.30819164225751416
ACH-000341,-0.2976724489067019
ACH-000348,-0.0974870406657806
ACH-000350,-0.047832841083483305
ACH-000352,-0.14483357736234667
ACH-000356,-0.2097041989251855
ACH-000361,-0.05522124566013754
ACH-000362,-0.08607580149828366
ACH-000363,-0.12090202264589806
ACH-000364,-0.19019828877701364
ACH-000365,-0.00499233363947004
ACH-000366,-0.05728878792582516
ACH-000368,-0.19000672101958652
ACH-000374,-0.1410071575429922
ACH-000375,-0.07556289035197117
ACH-000376,-0.11614634282700725
ACH-000381,-0.06199607643404531
ACH-000383,-0.1661093430634953
ACH-000387,-0.0974490982970011
ACH-000389,-0.3973431078276133
ACH-000390,-0.09805658033903038
ACH-000393,-0.1858997515732932
ACH-000395,-0.02690747324874516
ACH-000396,-0.005654375491140888
ACH-000397,-0.2599799397641225
ACH-000401,-0.11007369457457644
ACH-000402,0.018387905613524286
ACH-000403,-0.22004814620556226
ACH-000404,-0.11454017945050668
ACH-000406,-0.12216833548579499
ACH-000407,-0.2740982312748625
ACH-000408,-0.25497415637102155
ACH-000410,-0.15718377704563655
ACH-000411,-0.1809492965852139
ACH-000414,-0.09649651195645843
ACH-000415,-0.2464402766715897
ACH-000416,-0.14201938621489715
ACH-000420,-0.1177258559799017
ACH-000421,-0.0737035418365746
ACH-000424,-0.10725806817328283
ACH-000425,-0.2142926731023876
ACH-000426,-0.1269479030214342
ACH-000427,-0.2548344103392742
ACH-000433,-0.1671531106652677
ACH-000435,-0.1580489108148661
ACH-000436,-0.041336103667235606
ACH-000444,-0.14796965326145786
ACH-000445,-0.1899566223520924
ACH-000448,-0.18324489969326546
ACH-000450,-0.06665330399398425
ACH-000452,-0.22198163461332707
ACH-000454,-0.2757486626337309
ACH-000458,-0.1412475519078563
ACH-000459,-0.01870020285326613
ACH-000460,-0.14258489485141554
ACH-000461,-0.1371400888507131
ACH-000463,-0.20929433424338287
ACH-000464,-0.10460023859312824
ACH-000466,-0.10471437951705352
ACH-000467,-0.16730700808216306
ACH-000468,-0.11948790074002692
ACH-000469,-0.258752115324229
ACH-000470,-0.08539990064700022
ACH-000471,-0.11816587271538348
ACH-000472,-0.31127332662509977
ACH-000473,-0.21390992650486876
ACH-000475,-0.10083865523944216
ACH-000476,-0.13050289608988933
ACH-000477,-0.14787526168767154
ACH-000479,-0.003252656755177179
ACH-000480,-0.18891891931221536
ACH-000481,-0.3091180252294718
ACH-000483,-0.03984305327074748
ACH-000484,-0.15600055273182167
ACH-000485,-0.09806643070452947
ACH-000486,-0.18303435522369135
ACH-000487,-0.01018077710292805
ACH-000488,-0.14790294164849815
ACH-000490,-0.1946160886865705
ACH-000491,-0.19782403059758646
ACH-000495,-0.10907912245344578
ACH-000496,-0.08418152831809261
ACH-000499,-0.22045376730714025
ACH-000500,-0.16336768652407085
ACH-000502,-0.1605915178355949
ACH-000503,0.017272683287133682
ACH-000505,-0.1842686492375888
ACH-000507,-0.2501107671269682
ACH-000510,-0.04769083548048832
ACH-000511,-0.09983742713476768
ACH-000512,-0.14187117631110674
ACH-000516,-0.12119448636716587
ACH-000517,-0.16194206913769507
ACH-000518,-0.08999345271676684
ACH-000520,-0.20280731575638114
ACH-000521,-0.18119631013145054
ACH-000522,-0.1547225661025436
ACH-000524,-0.11833727367720995
ACH-000527,-0.15577304964675542
ACH-000528,-0.2962907495852677
ACH-000537,-0.040086331446244884
ACH-000541,-0.12417758381257105
ACH-000542,-0.2680667696432401
ACH-000544,-0.15087062047828406
ACH-000545,-0.22586273582244976
ACH-000547,-0.04197255654148258
ACH-000548,-0.15650682973330898
ACH-000549,-0.12167086201793728
ACH-000550,-0.21227543922091502
ACH-000552,-0.08049434211694483
ACH-000556,-0.15812554894912714
ACH-000557,-0.07946806751204158
ACH-000569,-0.2385272572781229
ACH-000570,-0.14566970836792367
ACH-000571,-0.23524372105730296
ACH-000573,-0.12580082030612788
ACH-000576,-0.2345172951781669
ACH-000579,-0.20326814009236185
ACH-000580,-0.014819443822607924
ACH-000584,-0.18808541167619544
ACH-000585,-0.2346477504925248
ACH-000588,0.05077573906688336
ACH-000589,-0.17637962340105448
ACH-000591,-0.25939469571374185
ACH-000593,-0.09402501373511236
ACH-000600,-0.20072815111603032
ACH-000601,-0.1493098342079804
ACH-000605,-0.2655219696283882
ACH-000606,-0.3369330173572074
ACH-000608,-0.1303845943316337
ACH-000614,-0.03642561216439079
ACH-000616,-0.09173129697805987
ACH-000618,-0.15501845546528092
ACH-000619,-0.07369496865796728
ACH-000620,-0.20964723232137966
ACH-000621,-0.12237661122104684
ACH-000622,-0.19961964986585573
ACH-000623,-0.21507305466242504
ACH-000624,-0.18075369428674606
ACH-000627,-0.25407830254144403
ACH-000630,-0.2322255763563033
ACH-000631,-0.21287417504496065
ACH-000632,-0.16875605589635595
ACH-000633,-0.08691666700913309
ACH-000637,-0.08156619895036188
ACH-000638,-0.15174950245906618
ACH-000646,-0.1270364854293671
ACH-000647,-0.12135066878746185
ACH-000648,-0.07015520098376486
ACH-000649,-0.1038230459083169
ACH-000651,-0.1562763522886226
ACH-000652,-0.005082924602397404
ACH-000653,-0.09858684697018917
ACH-000657,-0.11416594362389462
ACH-000658,-0.09582399064305806
ACH-000661,-0.1321040463556758
ACH-000662,-0.12596615154450158
ACH-000663,-0.11071991001510416
ACH-000665,-0.2251431101640604
ACH-000671,-0.11804225345319905
ACH-000672,-0.1002487172937062
ACH-000673,-0.21864335212977185
ACH-000676,-0.12111094446139445
ACH-000677,-0.14439715651347473
ACH-000681,-0.10519981771121584
ACH-000683,-0.10104021682990946
ACH-000684,-0.03255887770847641
ACH-000688,-0.1197104098430912
ACH-000693,-0.11396206683128247
ACH-000694,-0.1689808914960507
ACH-000695,-0.2372308145116312
ACH-000696,-0.2119127305805453
ACH-000697,-0.12360518060875425
ACH-000699,-0.03505471475124116
ACH-000701,-0.2019464854603355
ACH-000706,-0.09097177496616504
ACH-000711,-0.2024760040056488
ACH-000713,-0.05211100742786392
ACH-000714,-0.17537728528186555
ACH-000718,-0.4375210978633034
ACH-000720,-0.21690716345224897
ACH-000721,-0.07910394527591343
ACH-000724,-0.19996624890110112
ACH-000725,-0.13952024877194025
ACH-000732,-0.1837642741975524
ACH-000734,-0.0464062444659618
ACH-000735,-0.17689952953566024
ACH-000736,-0.16034195551636568
ACH-000738,-0.1812504506053271
ACH-000746,-0.2889051254977991
ACH-000747,-0.21002101375117144
ACH-000748,-0.17550364406200378
ACH-000753,-0.15968147401467453
ACH-000756,-0.058091519954903366
ACH-000757,-0.03881085115187477
ACH-000758,-0.02509927548487751
ACH-000760,-0.12440060390219755
ACH-000762,-0.11405791460432405
ACH-000763,-0.08131531433809665
ACH-000764,-0.004938531840066383
ACH-000765,-0.17184616636553646
ACH-000766,-0.15881667182923967
ACH-000767,-0.02499310533738788
ACH-000768,-0.08052182258099007
ACH-000769,-0.2048118896285308
ACH-000770,-0.18238037826051876
ACH-000771,-0.10886085467764484
ACH-000773,-0.09682238120964308
ACH-000776,-0.11799287220246375
ACH-000777,-0.16775587667446512
ACH-000778,-0.08934635905168667
ACH-000781,-0.15243349378768525
ACH-000782,-0.14114478070814854
ACH-000783,-0.2092279894749304
ACH-000784,-0.1412241404534243
ACH-000785,-0.08652750054103547
ACH-000787,-0.13275125047446204
ACH-000788,-0.11486151506664832
ACH-000791,-0.2650882998156599
ACH-000792,-0.2100908121791905
ACH-000794,-0.24431845048610665
ACH-000796,-0.19229047477285205
ACH-000798,-0.053765917819550084
ACH-000799,-0.17889619994411188
ACH-000800,-0.2906960340827613
ACH-000802,-0.04115473941108753
ACH-000804,-0.16977509822803982
ACH-000805,-0.07190635651900901
ACH-000809,-0.15207365507847945
ACH-000810,-0.2420335468919601
ACH-000811,-0.12667283737629548
ACH-000817,-0.15125868891564082
ACH-000819,-0.09882432135815522
ACH-000820,-0.12240352802726985
ACH-000821,-0.4661899458414941
ACH-000822,-0.21102417860193892
ACH-000823,-0.10378188428083228
ACH-000824,-0.3680431744281162
ACH-000827,-0.162713320815182
ACH-000829,-0.1715689037628009
ACH-000831,-0.18483340608789067
ACH-000832,-0.13725250031193326
ACH-000833,-0.25923873626029703
ACH-000834,-0.04758890633193004
ACH-000835,-0.07739137726876169
ACH-000836,-0.14986710316430127
ACH-000837,-0.09312955911012384
ACH-000838,-0.18224879145843934
ACH-000839,-0.2425139949006268
ACH-000840,0.10777230422245007
ACH-000841,-0.1281418467935687
ACH-000843,-0.22847467958329515
ACH-000846,-0.18813387438534973
ACH-000847,-0.10085194609650573
ACH-000848,-0.11200771456978724
ACH-000849,-0.2157044569529559
ACH-000851,-0.23407256250481195
ACH-000855,-0.0567834162718569
ACH-000856,-0.2025838451722043
ACH-000858,-0.1977021323742908
ACH-000859,-0.1978257501385629
ACH-000861,-0.2168716560996244
ACH-000862,-0.10958821934188777
ACH-000865,-0.12944535720355024
ACH-000866,-0.08161552020538834
ACH-000867,-0.1370722476815424
ACH-000869,-0.1469290779610041
ACH-000872,0.03373839778219332
ACH-000873,-0.17285300491198013
ACH-000876,-0.10332847305210993
ACH-000878,-0.11369699965212553
ACH-000880,-0.08556548323218993
ACH-000881,-0.13822070975059222
ACH-000882,-0.11178901992126324
ACH-000884,-0.09837141066873968
ACH-000885,-0.06225890357454534
ACH-000887,-0.1884167446490072
ACH-000889,-0.2839549649762258
ACH-000896,-0.16658037714590102
ACH-000898,-0.2908464474123914
ACH-000900,-0.5575584417673121
ACH-000901,-0.12438455064912235
ACH-000905,-0.2497185470741856
ACH-000906,-0.16144089296934347
ACH-000907,-0.22314920968919535
ACH-000910,-0.08085648884081659
ACH-000911,-0.21685024498036695
ACH-000912,-0.2278872540238105
ACH-000913,-0.2332389285908245
ACH-000915,-0.2356534439836725
ACH-000916,-0.30000472670843353
ACH-000917,-0.1724599008700656
ACH-000920,-0.3219859823281465
ACH-000921,-0.24578541107283816
ACH-000924,-0.07137448711702349
ACH-000926,-0.05788484609953427
ACH-000928,-0.19619331299907988
ACH-000929,-0.08369463095645413
ACH-000932,-0.1557978967412744
ACH-000935,-0.2854578786905799
ACH-000936,-0.19888376889174206
ACH-000937,-0.1677721401160604
ACH-000938,-0.07619338989204165
ACH-000939,-0.2410536893809982
ACH-000941,-0.1938883962953518
ACH-000943,-0.17120931003902182
ACH-000946,-0.24750191445293246
ACH-000947,-0.11969924472437295
ACH-000948,-0.1378805985253096
ACH-000950,-0.2028239882954622
ACH-000953,-0.10552124167707007
ACH-000954,0.13308506103182832
ACH-000957,-0.12166759480933405
ACH-000958,-0.34366245988725697
ACH-000960,-0.08478830034267708
ACH-000963,-0.15218235932592716
ACH-000968,-0.1327300257699327
ACH-000969,-0.2356692622960532
ACH-000972,-0.3044846892013243
ACH-000973,-0.1840822950428013
ACH-000974,-0.13944479787678465
ACH-000978,-0.14566785487904013
ACH-000984,-0.16575936353995424
ACH-000986,-0.2475511979085923
ACH-000988,-0.07947059852639753
ACH-000993,-0.3437846103906581
ACH-000994,-0.10286324602031932
ACH-000996,-0.17719514524208968
ACH-001001,-0.28111640093065143
ACH-001020,-0.1719538782589673
ACH-001028,-0.12395727222224773
ACH-001031,-0.048664004052146166
ACH-001038,-0.21958666295006424
ACH-001048,-0.18372835101129206
ACH-001050,-0.2125447836570222
ACH-001053,-0.08214011808944639
ACH-001054,-0.1524795717286597
ACH-001061,-0.2543133021188221
ACH-001067,-0.02907567885760255
ACH-001075,0.07935858242395137
ACH-001096,-0.10828357019991924
ACH-001111,-0.22329420954033286
ACH-001119,-0.24894061414410096
ACH-001128,-0.08505378122915729
ACH-001134,-0.048784640356073126
ACH-001151,-0.16867308980219084
ACH-001163,-0.08485079933242164
ACH-001164,-0.07676764566444942
ACH-001183,-0.07899278949894628
ACH-001192,-0.1779746142459443
ACH-001193,0.04834786926822872
ACH-001196,-0.32267776969553297
ACH-001197,-0.03407947866959115
ACH-001205,-0.19545714030972144
ACH-001211,-0.04629253134417961
ACH-001212,-0.0875263192366011
ACH-001228,-0.18562148951448226
ACH-001232,-0.1317620523841712
ACH-001239,-0.04296050388891588
ACH-001270,-0.5690333998492951
ACH-001274,-0.14074750155422114
ACH-001275,-0.15121748558711806
ACH-001277,-0.2789307144047589
ACH-001278,-0.15386479778434412
ACH-001280,-0.04018437023064226
ACH-001283,-0.16120966440045664
ACH-001289,-0.09774875839532236
ACH-001300,-0.1275421089503643
ACH-001301,-0.15117595339849327
ACH-001302,-0.18677026953722664
ACH-001306,-0.12592067727044934
ACH-001318,-0.05818365079770513
ACH-001322,-0.09957616897198543
ACH-001328,-0.10720391153267736
ACH-001332,-0.2557991693918281
ACH-001336,-0.16565808125506953
ACH-001346,-0.1584913589048289
ACH-001353,-0.2512349088827944
ACH-001354,-0.14645949410089726
ACH-001367,0.22031407503281394
ACH-001368,-0.2196559205706204
ACH-001374,-0.01387107466973098
ACH-001377,-0.1400832067828686
ACH-001380,-0.1775216895069416
ACH-001391,-0.12220397117456645
ACH-001408,-0.15094210246910114
ACH-001430,-0.12425294713435638
ACH-001431,-0.13586339008079884
ACH-001450,-0.1744266056848905
ACH-001496,-0.10364802616036542
ACH-001500,-0.12633509932323878
ACH-001523,-0.2058318399383377
ACH-001532,-0.14813958219023035
ACH-001550,-0.23875099864360905
ACH-001552,-0.09047160172891887
ACH-001554,-0.021302920772373588
ACH-001654,-0.15430731928116045
ACH-001735,-0.11411075103288565
ACH-001736,-0.05671714894248995
ACH-001737,-0.2801678468206137
ACH-001740,-0.14517896013285292
ACH-001745,-0.17893161610237693
ACH-001765,-0.1742471078976751
