,TCTE1 (202500)
ACH-000004,-0.010817802033987472
ACH-000005,-0.10799135420267836
ACH-000007,-0.17053572136790635
ACH-000009,-0.0406609416519911
ACH-000011,-0.13016907105019768
ACH-000012,-0.15353861161592838
ACH-000013,-0.2581895463913513
ACH-000014,0.024215097160116453
ACH-000015,-0.1446454772456681
ACH-000017,-0.23654649562979055
ACH-000018,-0.03064396067185588
ACH-000019,-0.21082651550313306
ACH-000021,-0.10607720261750074
ACH-000022,-0.07507599478774485
ACH-000025,-0.16752309251486333
ACH-000028,-0.21984537869256293
ACH-000030,-0.12180755313582453
ACH-000035,-0.19778212010994914
ACH-000036,-0.15704994405740905
ACH-000037,0.06488188967232532
ACH-000039,-0.30430723889585304
ACH-000040,-0.0632991530199547
ACH-000041,-0.1293142687688152
ACH-000042,-0.1670374451928738
ACH-000045,-0.07207929950224833
ACH-000047,-0.1217424309015358
ACH-000052,-0.2536269613597591
ACH-000053,-0.3025898613270278
ACH-000054,-0.06880518192655477
ACH-000055,0.09431786386148183
ACH-000060,-0.2267383502124182
ACH-000067,-0.32621995429163875
ACH-000070,-0.21244894378601512
ACH-000075,-0.1769797094331308
ACH-000078,-0.22682069748869546
ACH-000082,-0.11955573625126588
ACH-000085,-0.09231334861002843
ACH-000086,-0.17873383122142608
ACH-000087,-0.2416966443514298
ACH-000092,-0.06653595922080491
ACH-000095,-0.07528616134412701
ACH-000097,-0.1629667416204043
ACH-000098,-0.20984125485768496
ACH-000099,-0.09734989134141356
ACH-000108,-0.3453134241405846
ACH-000113,-0.10132312083513037
ACH-000116,-0.2563932405318925
ACH-000118,-0.13551623613116526
ACH-000120,-0.17919503179693524
ACH-000123,-0.09911683142597773
ACH-000127,-0.17611375241328936
ACH-000128,-0.13547394485140402
ACH-000132,-0.008128555454163503
ACH-000133,-0.137727568436142
ACH-000137,0.011987371550511558
ACH-000138,-0.16189024182825593
ACH-000142,-0.2491646671462665
ACH-000143,-0.31800365800845803
ACH-000146,0.006251572903334618
ACH-000148,-0.11356354915226152
ACH-000150,-0.1543693257075745
ACH-000152,-0.2207638800805798
ACH-000153,-0.14074856954555032
ACH-000159,-0.18878454423447708
ACH-000160,-0.13442550810437767
ACH-000163,-0.07081698850184133
ACH-000167,0.2710089300686559
ACH-000168,-0.2307397916249247
ACH-000169,-0.13037753698252352
ACH-000178,-0.15846595157452908
ACH-000183,-0.15134798046088555
ACH-000188,-0.2370615809212373
ACH-000189,0.1056906005362436
ACH-000190,-0.3535631016229991
ACH-000198,-0.10005035519544776
ACH-000203,-1.1170274225143022
ACH-000204,-0.12903065542687386
ACH-000206,0.029239102671067805
ACH-000207,-0.3175169261996274
ACH-000208,-0.2991040031243615
ACH-000210,-0.3274748929952413
ACH-000211,-0.2105966646278122
ACH-000215,-0.14001670673983427
ACH-000221,-0.022162267108909915
ACH-000222,-0.41574457898811
ACH-000223,-0.17817153541331565
ACH-000226,-0.10482669306588996
ACH-000227,-0.2118791293422336
ACH-000228,-0.23563917805143225
ACH-000231,-0.2688774605635895
ACH-000232,-0.07711571843534311
ACH-000233,-0.07463927400128334
