,GLRA1 (2741)
ACH-000004,0.028593936950733343
ACH-000005,-0.09673789673547836
ACH-000007,0.05287145052068252
ACH-000009,-0.11345596183193525
ACH-000011,0.015305456606738791
ACH-000012,-0.11300759941048345
ACH-000013,-0.06200108478853534
ACH-000014,-0.1608992342507576
ACH-000015,-0.14099556364083174
ACH-000017,-0.0997257172344701
ACH-000018,0.027402807293523512
ACH-000019,-0.01853656851722062
ACH-000021,-0.08677856137923708
ACH-000022,-0.03614468895751839
ACH-000025,0.11612584770242695
ACH-000028,0.03646530463292007
ACH-000030,-0.05932759495686263
ACH-000035,-0.05362185329248149
ACH-000036,-0.001169622794816511
ACH-000037,-0.20919414468062705
ACH-000039,0.045761739032732236
ACH-000040,-0.018539080895191327
ACH-000041,-0.03924819486804244
ACH-000042,-0.10710252120750448
ACH-000045,0.03146289982161976
ACH-000047,0.04827269760574802
ACH-000052,-0.2340061928679189
ACH-000053,-0.02635619480784066
ACH-000054,-0.15390636148345108
ACH-000055,-0.1382674018033605
ACH-000060,0.09162962406373372
ACH-000067,-0.15380520939388725
ACH-000070,-0.09344980671457567
ACH-000075,0.1239915813242798
ACH-000078,-0.022047559778115337
ACH-000082,0.01726167967300599
ACH-000085,-0.1599808825185983
ACH-000086,-0.05281782329088644
ACH-000087,-0.060600192499393135
ACH-000092,0.011264904433106931
ACH-000095,-0.030151526641990424
ACH-000097,-0.05285107204987592
ACH-000098,-0.04247804759983847
ACH-000099,-0.010065173606685577
ACH-000108,-0.07145445075335663
ACH-000113,0.07829504058959702
ACH-000116,-0.07414774251700743
ACH-000118,-0.09946017911040407
ACH-000120,-0.004356532994749592
ACH-000123,-0.1044565433119748
ACH-000127,-0.002259062629777715
ACH-000128,-0.06482369626498509
ACH-000132,-0.1010713846611646
ACH-000133,0.01599557000337079
ACH-000137,0.004088795177219994
ACH-000138,-0.07601817362457652
ACH-000142,0.06882559883540257
ACH-000143,-0.0995562544946558
ACH-000146,-0.00934904642954236
ACH-000148,-0.041774053803026685
ACH-000150,-0.2402698131656272
ACH-000152,0.023171050943914598
ACH-000153,-0.11904944678840992
ACH-000159,0.02275264114295034
ACH-000160,-0.04376314815338276
ACH-000163,0.06040773620310285
ACH-000167,0.06553312756546519
ACH-000168,-0.04948994517053562
ACH-000169,-0.10487117124371964
ACH-000178,-0.19614319659957216
ACH-000183,-0.18383423671829205
ACH-000188,-0.013220158853096974
ACH-000189,-0.07074052224088156
ACH-000190,-0.18424126275761848
ACH-000198,-0.0747485795000213
ACH-000203,-0.1434608329266252
ACH-000204,-0.16558865383760982
ACH-000206,-0.10320600971111836
ACH-000207,-0.0668529620131773
ACH-000208,-0.12087071534245762
ACH-000210,-0.026114710198195317
ACH-000211,-0.050739123761393834
ACH-000215,-0.041173238887164114
ACH-000221,-0.04147431909161454
ACH-000222,-0.12388321000524526
ACH-000223,-0.08330200028502578
ACH-000226,-0.032561329381494336
ACH-000227,0.037183735608621794
ACH-000228,-0.03785909320553433
ACH-000231,-0.004373380793765816
ACH-000232,-0.12462956057048072
ACH-000233,-0.08476770919197407
ACH-000234,-0.08583627312651651
ACH-000235,-0.004697137939771875
ACH-000237,0.03899716362257071
ACH-000238,-0.12750122986854232
ACH-000242,-0.30133214472626096
ACH-000243,-0.003856193289013592
ACH-000244,-0.3248698311855285
ACH-000246,-0.06826538845037719
ACH-000248,-0.1476360987652323
