,MUL1 (79594)
ACH-000004,-0.0896609537018163
ACH-000005,0.08753510873518147
ACH-000007,-0.05212350263373915
ACH-000009,-0.14969786180254718
ACH-000011,-0.05626166636716692
ACH-000012,-0.029661868166355188
ACH-000013,-0.08212954182862604
ACH-000014,-0.2306586692711352
ACH-000015,0.011157469419289528
ACH-000017,-0.035192161694094365
ACH-000018,0.01636425729336046
ACH-000019,-0.08466281962498824
ACH-000021,-0.08473258865832457
ACH-000022,-0.03240638558246721
ACH-000025,-0.14401207935952431
ACH-000028,-0.022462338068587644
ACH-000030,0.01430092953039866
ACH-000035,-0.1070029509143019
ACH-000036,-0.031966840347006226
ACH-000037,-0.19198201379924004
ACH-000039,-0.09087272889462024
ACH-000040,-0.08066903140063958
ACH-000041,-0.08485225162441795
ACH-000042,-0.010975233518944305
ACH-000045,-0.23700278263772595
ACH-000047,-0.01600970359512028
ACH-000052,0.07055343687605181
ACH-000053,-0.14950318283311312
ACH-000054,-0.09095713601835947
ACH-000055,-0.07984607104968887
ACH-000060,-0.1195702838172474
ACH-000067,-0.2245657553842469
ACH-000070,0.0704701466742633
ACH-000075,0.008299485857333748
ACH-000078,-0.0729340073064847
ACH-000082,-0.031913749785658724
ACH-000085,-0.24138557369524474
ACH-000086,-0.21174697642359872
ACH-000087,0.025322017212863
ACH-000092,-0.22809003698416355
ACH-000095,-0.038740019946786206
ACH-000097,-0.015486003779477332
ACH-000098,-0.0990401051952504
ACH-000099,-0.09423421485589197
ACH-000108,-0.19036852342355176
ACH-000113,-0.15146088033838684
ACH-000116,0.008375167466369902
ACH-000118,-0.003052063047930264
ACH-000120,-0.033348555722637126
ACH-000123,-0.05177235756042908
ACH-000127,-0.042011153113620484
ACH-000128,-0.07880175070590244
ACH-000132,-0.045198577147420996
ACH-000133,-0.09959769986125223
ACH-000137,-0.16996167816143634
ACH-000138,0.005168818547289063
ACH-000142,-0.20260881849403675
ACH-000143,0.040542152805687
ACH-000146,-0.039778301320939694
ACH-000148,-0.09922966795847488
ACH-000150,-0.22884002961930255
ACH-000152,-0.15308722713803394
ACH-000153,0.12562671205051806
ACH-000159,-0.12158783143293847
ACH-000160,-0.10548325528678644
ACH-000163,0.04393726006912297
ACH-000167,-0.22756902804198084
ACH-000168,-0.18757326132023594
ACH-000169,-0.06785131395529681
ACH-000178,-0.060242020633896914
ACH-000183,-0.17024381880009948
ACH-000188,-0.07467289637548241
ACH-000189,-0.09689882325064607
ACH-000190,-0.1728891156265924
ACH-000198,-0.0985936545315695
ACH-000203,-0.14591991958784742
ACH-000204,0.0036509833960007548
ACH-000206,-0.0600854679765657
ACH-000207,-0.06563878270624897
ACH-000208,-0.1613817280076511
ACH-000210,-0.0008056659926955084
ACH-000211,-0.04857583234236448
ACH-000215,-0.11718782542953053
ACH-000221,-0.0016339325554552589
ACH-000222,-0.14319553684445954
ACH-000223,-0.15474008439847664
ACH-000226,-0.24629989840982844
ACH-000227,-0.10287445378305418
ACH-000228,0.04070366431866375
ACH-000231,-0.05440045531101363
ACH-000232,0.010192847520899077
ACH-000233,-0.0921999556887607
ACH-000234,-0.21011935444341412
ACH-000235,-0.08241580183273522
ACH-000237,-0.1273405027571103
ACH-000238,-0.2202680834568768
ACH-000242,-0.05520764943475042
ACH-000243,-0.010305536834621015
ACH-000244,0.03829145251384977
ACH-000246,-0.08269519071886137
ACH-000248,-0.16578142903848012
ACH-000250,-0.04667845714198345
ACH-000251,-0.13059026395576587
ACH-000252,-0.13337525440035927
ACH-000253,-0.0862676171486936
ACH-000255,-0.10245622245759488
ACH-000256,-0.18349990748273548
ACH-000257,-0.12604887799450135
ACH-000258,0.10521928050067038
ACH-000259,-0.1446439831309474
ACH-000260,-0.0411895424137447
ACH-000261,0.035140199135653534
ACH-000262,-0.06704635804522717
ACH-000263,-0.19648593263674435
ACH-000264,-0.049845819796533485
ACH-000265,0.04632139931262054
ACH-000266,-0.0626509037735087
ACH-000272,-0.08074581133888363
ACH-000274,-0.13355639856301102
ACH-000277,-0.16624171866274803
ACH-000278,-0.02363543058626956
ACH-000279,-0.1184169093498667
ACH-000280,-0.03142809060521763
ACH-000281,-0.11042248529455656
ACH-000288,-0.17220419915889446
ACH-000291,-0.11355906549131163
ACH-000293,-0.03409116087529029
ACH-000294,-0.10412049268812504
ACH-000295,-0.2616313768543425
ACH-000296,-0.07566218260296152
ACH-000302,-0.05991906944487069
ACH-000304,-0.011381685349159688
ACH-000307,-0.006698296785427196
ACH-000308,-0.046441190922651567
ACH-000310,0.016805016033080218
ACH-000311,-0.1400192505182433
ACH-000312,-0.10051051918734184
