,ADAT1 (23536)
ACH-000004,-0.2852234872915501
ACH-000005,-0.005415366340483853
ACH-000007,-0.2284464819834076
ACH-000009,-0.24060589077443786
ACH-000011,-0.3163440998243115
ACH-000012,-0.3060533246630727
ACH-000013,-0.17953731924653113
ACH-000014,-0.21910258551732334
ACH-000015,-0.027371753601822018
ACH-000017,-0.2608717273686653
ACH-000018,-0.0428215422515271
ACH-000019,-0.12680021697389313
ACH-000021,-0.3653609435688209
ACH-000022,-0.16305563122721872
ACH-000025,-0.2874547619790571
ACH-000028,-0.09157663470108272
ACH-000030,-0.18021796571020451
ACH-000035,-0.13072111382371795
ACH-000036,-0.3566963110783729
ACH-000037,-0.225141533540312
ACH-000039,-0.09130800821267657
ACH-000040,-0.2255313605476072
ACH-000041,-0.04767148746599531
ACH-000042,-0.3012645110443477
ACH-000045,-0.24104798565975824
ACH-000047,-0.1991702648878501
ACH-000052,-0.3600359009770447
ACH-000053,-0.170262448578399
ACH-000054,-0.3246247638957321
ACH-000055,-0.09012504479254864
ACH-000060,-0.2279654715461582
ACH-000067,-0.2375253937643841
ACH-000070,-0.017349519809203028
ACH-000075,-0.22642447697574106
ACH-000078,-0.2330329852255565
ACH-000082,-0.32499554578367074
ACH-000085,0.06090662961062535
ACH-000086,-0.2543446105335518
ACH-000087,-0.0016402565402432142
ACH-000092,-0.2429402351344818
ACH-000095,-0.2767495834385098
ACH-000097,-0.14046395084643212
ACH-000098,-0.11706764772200562
ACH-000099,-0.1827300932887224
ACH-000108,-0.1500170299428586
ACH-000113,-0.16488253132188024
ACH-000116,-0.10436627413883796
ACH-000118,-0.014678239381006581
ACH-000120,-0.20745715933237407
ACH-000123,-0.23079375660655255
ACH-000127,-0.2652366352755145
ACH-000128,-0.1888578660575009
ACH-000132,-0.19178992290350866
ACH-000133,-0.19252252003078707
ACH-000137,-0.117659414781106
ACH-000138,-0.09270904699052164
ACH-000142,-0.16591007850878858
ACH-000143,-0.13886318073577505
ACH-000146,-0.2706169725747968
ACH-000148,-0.1725426148141896
ACH-000150,-0.21783072956013771
ACH-000152,-0.03724940951932055
ACH-000153,-0.04334683979488144
ACH-000159,-0.09406136294722636
ACH-000160,-0.0845787934100566
ACH-000163,-0.160780030694276
ACH-000167,-0.03855180139420245
ACH-000168,-0.2278802574268727
ACH-000169,-0.20401998740946173
ACH-000178,-0.2290096195623147
ACH-000183,-0.16971606251789906
ACH-000188,-0.10734257137241736
ACH-000189,-0.2028096569901552
ACH-000190,-0.21883239927703216
ACH-000198,-0.1694081805415988
ACH-000203,-0.07146375274839623
ACH-000204,0.24741407263317464
ACH-000206,-0.3334460162661236
ACH-000207,-0.0199247964043797
ACH-000208,-0.4224835241839038
ACH-000210,-0.2840835799577872
ACH-000211,-0.2963536009706981
ACH-000215,-0.2540906698391818
ACH-000221,-0.4070450703691347
ACH-000222,-0.28210754043135783
ACH-000223,-0.27874678267142355
ACH-000226,-0.10593380879881543
ACH-000227,-0.3165503511857025
ACH-000228,-0.3300970458377693
ACH-000231,-0.28243065179893484
ACH-000232,-0.22568856710055046
ACH-000233,-0.07061974311476665
ACH-000234,-0.2133364420315675
ACH-000235,-0.1365773434800881
ACH-000237,-0.27658256851735225
ACH-000238,-0.22295682490156832
ACH-000242,-0.0417272521025199
ACH-000243,-0.1013835685035862
ACH-000244,-0.18203572709833896
ACH-000246,-0.09976250335006312
ACH-000248,-0.17613528115556873
ACH-000250,-0.19373076044666104
ACH-000251,-0.13320090412692073
ACH-000252,0.0491869556540073
ACH-000253,-0.1624786028104594
ACH-000255,-0.235402792349986
ACH-000256,-0.09767333547171088
ACH-000257,-0.4542668234272532
ACH-000258,-0.1386729476534141
ACH-000259,-0.050895389161051116
ACH-000260,-0.2041287070990512
ACH-000261,-0.2443656363119404
ACH-000262,-0.2530560404469704
ACH-000263,-0.3519412318646825
ACH-000264,-0.13536258362012252
ACH-000265,-0.014042922207335023
ACH-000266,-0.17294848859318246
