,POLR2C (5432)
ACH-000004,-1.1779535524579061
ACH-000005,-1.5725312416765906
ACH-000007,-1.2409050689478645
ACH-000009,-0.9485351443187112
ACH-000011,-1.1922087313809782
ACH-000012,-0.9672846364967174
ACH-000013,-1.1858754341655702
ACH-000014,-1.2449513750966457
ACH-000015,-1.1102185559248132
ACH-000017,-1.1340259252993627
ACH-000018,-0.9793696744103114
ACH-000019,-1.1605763401655684
ACH-000021,-1.0428478420464034
ACH-000022,-1.1573570817642929
ACH-000025,-1.1705783559507232
ACH-000028,-1.2340974539418397
ACH-000030,-1.0831066118617063
ACH-000035,-1.133098240535386
ACH-000036,-0.9394299073203588
ACH-000037,-0.8672256684926444
ACH-000039,-1.1964952342730153
ACH-000040,-0.9287362921826156
ACH-000041,-1.2418224723951607
ACH-000042,-1.0818369524654188
ACH-000045,-1.2497554138657028
ACH-000047,-1.0817788225193723
ACH-000052,-1.0623903927035092
ACH-000053,-1.1596935087954072
ACH-000054,-1.104292853835739
ACH-000055,-1.2790528111051438
ACH-000060,-1.0268309724228608
ACH-000067,-1.2470915242708651
ACH-000070,-1.3358445276687931
ACH-000075,-1.1267383356202725
ACH-000078,-1.0928453154588649
ACH-000082,-1.0366112440587874
ACH-000085,-1.03184457585252
ACH-000086,-1.067218406582334
ACH-000087,-1.604761557273808
ACH-000092,-1.0779428537923963
ACH-000095,-1.1933840354286616
ACH-000097,-1.1262923312197708
ACH-000098,-1.0655774169500176
ACH-000099,-1.0969531150068053
ACH-000108,-1.1190020818442283
ACH-000113,-1.1685815400369866
ACH-000116,-0.9759584573056116
ACH-000118,-1.1402261540492251
ACH-000120,-1.0636086207855684
ACH-000123,-1.0824202810830217
ACH-000127,-1.0025163901743646
ACH-000128,-1.2562325957659626
ACH-000132,-1.0775574037750335
ACH-000133,-1.082188833273351
ACH-000137,-1.2442928528991537
ACH-000138,-1.1799560800505144
ACH-000142,-0.9445426566558132
ACH-000143,-1.3549568981975628
ACH-000146,-1.3548075871559022
ACH-000148,-1.312248905121739
ACH-000150,-1.0194980486175482
ACH-000152,-0.9184804214749966
ACH-000153,-1.0824752970657814
ACH-000159,-1.1104807267995245
ACH-000160,-0.7077508716416985
ACH-000163,-1.0880608684085509
ACH-000167,-1.5985070115475613
ACH-000168,-1.1999300719546466
ACH-000169,-1.1116420812500956
ACH-000178,-1.0730102351123194
ACH-000183,-0.9599727772620308
ACH-000188,-0.8950718870521027
ACH-000189,-0.7899001022524857
ACH-000190,-0.6306700651277491
ACH-000198,-1.205008315957565
ACH-000203,-1.460880782372916
ACH-000204,-1.1176309034775445
ACH-000206,-1.2354121336148696
ACH-000207,-1.3183280915875089
ACH-000208,-0.9853461594521729
ACH-000210,-1.0285293706145486
ACH-000211,-1.17031221750609
ACH-000215,-1.0256085862124589
ACH-000221,-1.2809121985597154
ACH-000222,-1.108319311296475
ACH-000223,-1.0214250760242496
ACH-000226,-1.1069714923616172
ACH-000227,-1.1270822243232284
ACH-000228,-1.141732361640431
ACH-000231,-0.9344856357062168
ACH-000232,-1.176737303155725
ACH-000233,-1.1079833101667649
ACH-000234,-1.0214585453353018
ACH-000235,-1.066329750669627
ACH-000237,-1.1264231537378793
ACH-000238,-1.2527500246069525
ACH-000242,-0.8629568468256955
ACH-000243,-1.1089943455491205
ACH-000244,-0.8648479832268575
ACH-000246,-1.007510410168272
ACH-000248,-1.0459073237472232
ACH-000250,-1.0277600950845318
ACH-000251,-1.313151243759502
ACH-000252,-1.038394456461438
ACH-000253,-1.2047219907246751
ACH-000255,-0.9671477081496104
ACH-000256,-1.1825785766090748
ACH-000257,-1.1639530027979312
ACH-000258,-1.2179160737790875
ACH-000259,-1.351667067933717
ACH-000260,-1.2585652865415664
ACH-000261,-1.0124471176684608
ACH-000262,-1.0107679108045775
ACH-000263,-1.4874726118538002
ACH-000264,-1.080870578388886
ACH-000265,-0.948777054638702
ACH-000266,-1.2464908935155252
ACH-000272,-0.9937455065253784
ACH-000274,-1.0045264151287452
ACH-000277,-1.247794086107528
ACH-000278,-1.2965283697541752
ACH-000279,-1.073397572793836
ACH-000280,-1.0781418606185291
ACH-000281,-1.1744370878244057
ACH-000288,-0.984350080252741
ACH-000291,-1.1919374186553782
ACH-000293,-1.2646835179440779
ACH-000294,-1.2879815829486123
ACH-000295,-0.9654242906341676
ACH-000296,-1.2588715462859823
ACH-000302,-1.1719075485400985
ACH-000304,-1.4126086618366336
ACH-000307,-1.1174851626470348
ACH-000308,-1.0659535300866472
ACH-000310,-1.0051118502597831
ACH-000311,-1.1345243671044474
ACH-000312,-1.131748651235014
ACH-000315,-1.2680977573838457
ACH-000316,-1.2401059482153762
ACH-000317,-1.227983420792541
ACH-000318,-1.3155565797944222
ACH-000319,-1.1589848791186623
ACH-000320,-1.0486636807657206
ACH-000322,-1.1963093482248652
ACH-000323,-1.1154819079160925
ACH-000324,-1.0238733292472555
ACH-000329,-1.1078669887335648
ACH-000330,-1.535964237096853
ACH-000331,-1.2622773619132648
ACH-000332,-1.1803700692083228
ACH-000334,-1.470206788020609
ACH-000335,-0.908498594498646
ACH-000336,-0.99201628094656
ACH-000337,-1.3009732769405518
ACH-000338,-1.0668224557370385
ACH-000339,-1.0456006264105768
ACH-000341,-1.3402140982841029
ACH-000348,-1.2561507263692917
ACH-000350,-1.1449131291290344
ACH-000352,-1.1948468482813115
ACH-000356,-0.862412650178483
ACH-000361,-1.5323338766736254
ACH-000362,-1.1827014213219371
ACH-000363,-1.3248012865861292
ACH-000364,-1.100086883613763
ACH-000365,-1.2464311721089616
ACH-000366,-1.0638448309988888
ACH-000368,-1.1043976547398058
ACH-000374,-1.3242012464008053
ACH-000375,-0.9673204164590424
ACH-000376,-1.0619099875423308
ACH-000381,-1.2735021494829424
ACH-000383,-1.0934883258347232
ACH-000387,-1.3886412255540823
ACH-000389,-1.3271927282495168
ACH-000390,-1.1240577174404731
