,MARS2 (92935)
ACH-000004,-0.88285227635098
ACH-000005,-0.8647050545506347
ACH-000007,-1.1314313752771037
ACH-000009,-0.672203880238923
ACH-000011,-0.7310961293495697
ACH-000012,-1.1363060522349615
ACH-000013,-0.9164166976538728
ACH-000014,-0.8702575044372804
ACH-000015,-1.2604068763066414
ACH-000017,-0.6584215804661614
ACH-000018,-1.3382311591287832
ACH-000019,-0.9982746776800292
ACH-000021,-0.7155410421018379
ACH-000022,-1.1445261253159449
ACH-000025,-1.1004006595329658
ACH-000028,-0.9697950728695122
ACH-000030,-1.0624720070507687
ACH-000035,-1.3091602256357189
ACH-000036,-0.4827444731464987
ACH-000037,-0.6786550420227861
ACH-000039,-0.7817462141519994
ACH-000040,-0.6653059245985883
ACH-000041,-0.8983102776195316
ACH-000042,-0.7772674021282794
ACH-000045,-0.8818768140674219
ACH-000047,-1.2787828231615914
ACH-000052,-0.7610402593527846
ACH-000053,-0.8207595947026354
ACH-000054,-1.0945808132990669
ACH-000055,-0.91183065446704
ACH-000060,-0.6951166743151138
ACH-000067,-0.7686603428580724
ACH-000070,-0.9200017356765876
ACH-000075,-0.7155733156677876
ACH-000078,-0.9006722951747561
ACH-000082,-0.9085752509919408
ACH-000085,-0.9167569512141504
ACH-000086,-1.163957524014863
ACH-000087,-1.2092883913610428
ACH-000092,-0.800171696550055
ACH-000095,-0.4741004102681055
ACH-000097,-0.7155439061614117
ACH-000098,-0.9622007692024536
ACH-000099,-0.9424487018503392
ACH-000108,-0.708782114743775
ACH-000113,-0.7756810256498441
ACH-000116,-1.2330545508243318
ACH-000118,-1.0562619910573872
ACH-000120,-0.7447867732276194
ACH-000123,-0.8264895693727949
ACH-000127,-1.1997246822925045
ACH-000128,-1.1295870293027008
ACH-000132,-0.7645367685317017
ACH-000133,-1.1288797834856297
ACH-000137,-0.8186173505040675
ACH-000138,-0.9497089200371016
ACH-000142,-0.6468332372866678
ACH-000143,-1.2583362984044266
ACH-000146,-0.9532187531739436
ACH-000148,-1.0617413274901086
ACH-000150,-1.2714506699765065
ACH-000152,-0.8512132549729767
ACH-000153,-0.8938074303669549
ACH-000159,-0.9572667368540276
ACH-000160,-1.1795936037642183
ACH-000163,-1.094698072055822
ACH-000167,-0.7799438423338044
ACH-000168,-0.5933139355115896
ACH-000169,-0.8112972626467928
ACH-000178,-1.0268654559594583
ACH-000183,-1.116301438751616
ACH-000188,-0.8804814870690171
ACH-000189,-1.1482109273962873
ACH-000190,-0.9724844464433264
ACH-000198,-0.981266958200494
ACH-000203,-0.5339958254154391
ACH-000204,-1.0251727995954307
ACH-000206,-1.4664291179542168
ACH-000207,-0.6969324733476285
ACH-000208,-1.1507705090788318
ACH-000210,-1.1458158067965214
ACH-000211,-0.7870381855770533
ACH-000215,-1.003405041201102
ACH-000221,-1.5856378298027882
ACH-000222,-0.9706280691271412
ACH-000223,-0.8477825896348604
ACH-000226,-0.8907086876444343
ACH-000227,-0.7619581069586584
ACH-000228,-0.7101211122836121
ACH-000231,-1.2131855244106595
ACH-000232,-1.0511964653869943
ACH-000233,-1.0228184607963846
ACH-000234,-0.7432520861002087
ACH-000235,-0.8035534980808062
ACH-000237,-0.5758514726705432
ACH-000238,-0.9375169571763836
ACH-000242,-0.9046035967845164
ACH-000243,-0.7146189160686665
ACH-000244,-0.8511359885459411
ACH-000246,-1.1177624705498908
ACH-000248,-1.1368471587220077
ACH-000250,-0.490484612335932
ACH-000251,-1.1621077697186788
ACH-000252,-0.917611043789234
ACH-000253,-0.6026848944052124
ACH-000255,-0.9983685500992718
ACH-000256,-0.8066553325295085
ACH-000257,-0.8513008386038372
ACH-000258,-0.8264903070243154
ACH-000259,-1.0579599009015614
ACH-000260,-0.8089618525060774
ACH-000261,-0.8713017934182354
ACH-000262,-0.7431421336579551
ACH-000263,-1.0159590055323582
ACH-000264,-0.7432577892539252
ACH-000265,-1.200403265685828
ACH-000266,-0.7443041270253281
ACH-000272,-0.7410202103144387
ACH-000274,-0.7900555838819192
ACH-000277,-1.0197817404004657
ACH-000278,-0.6119138255514069
ACH-000279,-1.4013608255477372
ACH-000280,-0.8942257394205347
ACH-000281,-1.137782146142822
ACH-000288,-1.3690650746067354
ACH-000291,-0.8769113437043606
ACH-000293,-0.9320745185305708
ACH-000294,-1.3569413937858874
ACH-000295,-1.0202794281079306
ACH-000296,-0.8302767767269268
ACH-000302,-1.025456692455486
ACH-000304,-1.4018362283252208
ACH-000307,-0.9309914097864459
ACH-000308,-0.9026157302114822
ACH-000310,-0.9038123396448884
ACH-000311,-0.8430590374319717
ACH-000312,-1.2398144270953944
ACH-000315,-0.8956386766166338
ACH-000316,-0.7941597546654793
ACH-000317,-1.7561388789849133
ACH-000318,-0.986217818739862
ACH-000319,-0.7863833744270821
ACH-000320,-1.1805248554072871
ACH-000322,-0.9043813035173944
ACH-000323,-1.0136968065880236
ACH-000324,-0.909366984581732
ACH-000329,-1.1553429786319322
ACH-000330,-0.9181276877297468
ACH-000331,-0.8503917775356177
ACH-000332,-0.5378616615943991
ACH-000334,-0.7044619519251308
ACH-000335,-1.2536506908059737
ACH-000336,-1.1849200970429128
ACH-000337,-0.8408274253912776
ACH-000338,-1.4096389763278732
ACH-000339,-1.098674057771785
ACH-000341,-0.9009649968324126
ACH-000348,-0.8592098626102911
ACH-000350,-0.9892267832902092
ACH-000352,-0.8039675383380745
ACH-000356,-0.9800635583549387
ACH-000361,-0.8635918614482317
ACH-000362,-0.7207246377032219
ACH-000363,-0.8953815659741464
ACH-000364,-1.0080150461068689
ACH-000365,-1.1998697085909724
ACH-000366,-0.7573582146657893
ACH-000368,-0.8730615326217829
ACH-000374,-1.2267856573769045
ACH-000375,-0.8211689293420514
ACH-000376,-1.1640211517619348
ACH-000381,-1.0688495240601732
ACH-000383,-0.7832561153555022
ACH-000387,-0.966502361984957
ACH-000389,-0.6606919557824065
ACH-000390,-0.8605197459312602
ACH-000393,-0.7800374749761426
ACH-000395,-0.6495054099798945
ACH-000396,-1.2633465882213355
ACH-000397,-0.5625517086224102
ACH-000401,-0.940487308359434
ACH-000402,-0.8830624886577374
ACH-000403,-0.7005579294348953
ACH-000404,-1.4956444514613123
ACH-000406,-1.2013347650812471
ACH-000407,-0.8865037163423083
ACH-000408,-1.4522969593899808
ACH-000410,-0.9758056368707356
ACH-000411,-0.7030502269677529
ACH-000414,-1.014271574879503
ACH-000415,-0.9224252494799542
ACH-000416,-0.5022209554465066
ACH-000420,-0.8093667224420399
ACH-000421,-0.8171223658128002
ACH-000424,-1.2931283470904342
ACH-000425,-0.8491746800927099
ACH-000426,-0.8543484220905643
ACH-000427,-0.9590099932266596
ACH-000433,-0.604683742860172
ACH-000435,-0.6551262292623492
ACH-000436,-0.6138483618606491
ACH-000444,-1.1049524101109611
ACH-000445,-0.8092391081104464
ACH-000448,-0.7346377930637817
ACH-000450,-1.079030747729785
ACH-000452,-0.8123489216032123
ACH-000454,-1.6693112790444304
ACH-000458,-1.4127322932030704
ACH-000459,-1.8012657800615952
ACH-000460,-0.8153394570745462
ACH-000461,-1.2791884379573766
ACH-000463,-0.8033976391163052
ACH-000464,-0.7379656993947469
ACH-000466,-0.6784290285811743
ACH-000467,-1.2470771582385949
ACH-000468,-0.927928925853676
ACH-000469,-1.1699218637681608
ACH-000470,-0.7732718457830349
ACH-000471,-0.6304212506619276
ACH-000472,-0.9310502279156
ACH-000473,-1.1674535950260334
ACH-000475,-0.9955242719233848
ACH-000476,-1.0810072033768965
ACH-000477,-0.8673966629648734
ACH-000479,-1.093133507657727
ACH-000480,-1.187614251265667
ACH-000481,-0.7388453912515458
ACH-000483,-1.0680002252781524
ACH-000484,-0.993133644622172
ACH-000485,-0.6520718185164996
ACH-000486,-0.8198216724658088
ACH-000487,-1.1434561067539788
ACH-000488,-1.1349974701820331
ACH-000490,-0.9401007553417988
ACH-000491,-1.0112470721383686
ACH-000495,-0.6845162958365851
ACH-000496,-0.7929029669075303
ACH-000499,-1.4096163613440014
ACH-000500,-1.5605621761051172
ACH-000502,-0.7862418454044952
ACH-000503,-1.5318756835119276
ACH-000505,-0.6629479031692198
ACH-000507,-1.0194434537353172
ACH-000510,-1.0430458674419387
ACH-000511,-0.9124758529211842
ACH-000512,-1.3674010139808
ACH-000516,-0.8439004171208445
ACH-000517,-0.7173751923803567
ACH-000518,-1.2215883365953577
ACH-000520,-0.43305787631594267
ACH-000521,-1.117949576815788
ACH-000522,-1.0404590433537528
ACH-000524,-0.5493623385600201
ACH-000527,-0.7877053775003204
ACH-000528,-1.1875959733442116
ACH-000537,-1.040699588380595
ACH-000541,-0.7604735353412818
ACH-000542,-0.7718179193315503
ACH-000544,-1.2898670377251449
ACH-000545,-1.2703189644947042
ACH-000547,-1.286796084607728
ACH-000548,-1.0824043391287672
ACH-000549,-1.2139349634799674
ACH-000550,-1.0465899270564862
ACH-000552,-1.2980147963049198
ACH-000556,-1.007132117266064
ACH-000557,-0.7073243648750671
ACH-000569,-0.7482402354344354
ACH-000570,-0.8561208295661682
ACH-000571,-0.9203813667186252
ACH-000573,-0.9705185429326996
ACH-000576,-0.5522409625035374
ACH-000579,-1.091536468774564
ACH-000580,-0.8332569664394013
ACH-000584,-0.9114574295885124
ACH-000585,-0.7876285688312724
ACH-000588,-1.3493822963706088
ACH-000589,-1.4088304389670216
ACH-000591,-1.400297630942893
ACH-000593,-1.1442291625795702
ACH-000600,-0.8398267918543824
ACH-000601,-1.0104435958003888
ACH-000605,-0.8928539051531806
ACH-000606,-1.2913294100224282
ACH-000608,-0.6846251251188525
ACH-000614,-1.4646777461042562
