,LGALS3BP (3959)
ACH-000483,-0.23978261231292194
ACH-000484,-0.27471903571431266
ACH-000485,-0.1958464864389939
ACH-000486,-0.21044430400409128
ACH-000487,-0.2391448786172829
ACH-000488,-0.3334875091719524
ACH-000490,-0.13510318026223955
ACH-000491,-0.168789901563974
ACH-000495,-0.2485915341728737
ACH-000496,-0.2505299752806799
ACH-000499,-0.2373678254866753
ACH-000500,-0.2700999213499103
ACH-000502,-0.2911212345981665
ACH-000503,-0.12103802721482597
ACH-000505,-0.1753555755657205
ACH-000507,-0.2303539930074309
ACH-000510,-0.17580026319759373
ACH-000511,-0.2352670489632713
ACH-000512,-0.10044852206930943
ACH-000516,-0.18579840002839745
ACH-000517,-0.26662035543289664
ACH-000518,-0.18845304603522325
ACH-000520,-0.12650922696087638
ACH-000521,-0.5228055851725547
ACH-000522,-0.19209208016998144
ACH-000524,-0.18520670250512106
ACH-000527,-0.2627349593071148
ACH-000528,-0.14219110595008408
ACH-000537,-0.3405123226430608
ACH-000541,-0.031951189360171287
ACH-000542,-0.2187786921934481
ACH-000544,-0.32266361758563
ACH-000545,-0.05308804882994685
ACH-000547,-0.33103724875571083
ACH-000548,-0.3945419457266056
ACH-000549,-0.3057361969233649
ACH-000550,-0.3071855655344461
ACH-000552,-0.1283154981284642
ACH-000556,-0.3676095556076163
ACH-000557,-0.2264501418740641
ACH-000569,-0.2883989417428121
ACH-000570,-0.16307309273784992
ACH-000571,-0.25529410718961626
ACH-000573,-0.22378146430254792
ACH-000576,-0.11417079765919727
ACH-000579,-0.2853393091845805
ACH-000580,-0.16323538662012355
ACH-000584,-0.27309924935963703
ACH-000585,-0.2278479345792251
ACH-000588,-0.03877122315716287
ACH-000589,-0.15091933733367954
ACH-000591,-0.415682247248957
ACH-000593,-0.24454234265875524
ACH-000600,-0.0889632268238141
ACH-000601,-0.2712752015185017
ACH-000605,-0.16978148167983334
ACH-000606,-0.14651078290371802
ACH-000608,-0.14074221096105313
ACH-000614,-0.10639336264825222
ACH-000616,-0.3387193288775501
ACH-000618,-0.14575698946139054
ACH-000619,-0.18167702836385266
ACH-000620,-0.21730321567229333
ACH-000621,-0.3434661093113692
ACH-000622,-0.2752853797374328
ACH-000623,-0.3593692144466706
ACH-000624,-0.2779603513491532
ACH-000627,-0.1845034634959847
ACH-000630,-0.15049670711633362
ACH-000631,-0.11355062243485205
ACH-000632,-0.27009348150680146
ACH-000633,-0.3637110034876924
ACH-000637,-0.3105467433489524
ACH-000638,-0.1668114266612866
ACH-000646,-0.3630054226471769
ACH-000647,-0.3424801394775861
ACH-000648,-0.37116546790759664
ACH-000649,-0.2202841515003149
ACH-000651,-0.275055042955471
ACH-000652,-0.24280274201422025
ACH-000653,-0.12173392401697765
ACH-000657,-0.32935922804806755
ACH-000658,-0.1298151393838888
ACH-000661,-0.2325909017714223
ACH-000662,-0.10110706033646633
ACH-000663,-0.4431676069113045
ACH-000665,-0.07497317068580711
ACH-000671,-0.18869593567188875
ACH-000672,-0.387893555532852
ACH-000673,-0.2900870862386446
ACH-000676,-0.25750606454985153
ACH-000677,-0.1304157058573706
ACH-000681,-0.3351421083076912
ACH-000683,-0.20372016047835012
ACH-000684,-0.2853847084173016
ACH-000688,-0.1902594478098891
ACH-000693,-0.19455841475761906
ACH-000694,-0.2334466145707044
ACH-000695,-0.42141396732439
ACH-000696,-0.1858189475194263
ACH-000697,-0.2668077747597809
ACH-000699,-0.3124478567357814
ACH-000701,-0.1914656542236411
ACH-000706,-0.1879196531248728
ACH-000711,-0.32667331485130235
ACH-000713,-0.19511068022990288
ACH-000714,-0.365169996841638
ACH-000718,-0.16697402314707366
ACH-000720,-0.27361790069675124
ACH-000721,-0.24825717815633644
ACH-000724,-0.060911509331495826
ACH-000725,-0.3474865099934419
ACH-000732,-0.2473068514483913
ACH-000734,-0.1829891435913784
ACH-000735,-0.15370874144083832
ACH-000736,-0.29091398550069986
ACH-000738,-0.214178935250512
ACH-000746,-0.13583206009715895
ACH-000747,-0.23236956428942754
ACH-000748,-0.23803524121392206
ACH-000753,-0.21937774090661066
ACH-000756,-0.12510098884819712
ACH-000757,-0.1427499259103078
ACH-000758,-0.08908031638509369
ACH-000760,-0.28660742657297433
ACH-000762,-0.11463308601999672
ACH-000763,-0.09281260964270384
ACH-000764,-0.3351225170173888
ACH-000765,-0.2815327335933415
ACH-000766,-0.18239120156625005
ACH-000767,-0.3302958081513607
ACH-000768,-0.12488247125762388
ACH-000769,-0.17518956013184514
ACH-000770,-0.1601512612841524
ACH-000771,-0.22242780173481747
ACH-000773,-0.3606066755578671
ACH-000776,-0.3327124277314173
ACH-000777,-0.3233795171728566
ACH-000778,-0.02713241280902897
ACH-000781,-0.20079591288484155
ACH-000782,-0.2099018369111022
ACH-000783,-0.3335406789658543
ACH-000784,-0.1964543115598865
ACH-000785,-0.16649054649701214
ACH-000787,-0.16614530615829504
ACH-000788,-0.41141297935871207
ACH-000791,-0.2290952712020501
ACH-000792,-0.2427825304704704
ACH-000794,-0.2741744737249421
ACH-000796,-0.34314208113838873
ACH-000798,-0.3500690473778372
ACH-000799,-0.3628388279970637
ACH-000800,-0.21937712935937415
ACH-000802,-0.2807864744613135
ACH-000804,-0.10079561690377828
ACH-000805,-0.2486011632650436
ACH-000809,-0.21378627605179906
ACH-000810,-0.27535705571063634
ACH-000811,-0.2318085236619535
ACH-000817,-0.04885210504143932
ACH-000819,-0.20319178730443213
ACH-000820,-0.2787528825141913
ACH-000821,-0.1378193411454774
ACH-000822,-0.2266920905316268
ACH-000823,-0.2778237962908451
ACH-000824,-0.24556105964266306
ACH-000827,-0.2729025746656084
ACH-000829,-0.2455694238098121
ACH-000831,-0.16390354540723465
ACH-000832,-0.0766467731105997
ACH-000833,-0.34891419369709625
ACH-000834,-0.1954543977061408
ACH-000835,-0.247564467965668
ACH-000836,-0.31561394742685434
ACH-000837,-0.22300476940341185
ACH-000838,-0.0659968255440841
ACH-000839,-0.057367846203262136
ACH-000840,-0.12039622576692108
ACH-000841,-0.2360115327177217
ACH-000843,-0.1719626939788904
ACH-000846,-0.0993973348041576
ACH-000847,-0.2681764911075285
ACH-000848,-0.2854529006408121
ACH-000849,-0.23741522231752404
ACH-000851,-0.23062931130817635
ACH-000855,-0.092402478723456
ACH-000856,-0.13332638520676374
ACH-000858,-0.2693637508811922
ACH-000859,-0.33594188907523165
ACH-000861,-0.12331211838798956
ACH-000862,-0.06895456024009891
ACH-000865,-0.3507516988992941
ACH-000866,-0.2137100956233443
ACH-000867,-0.16220181874996115
ACH-000869,-0.14934054962256146
ACH-000872,-0.3248880599553808
ACH-000873,-0.4361920379161031
ACH-000876,-0.06969829884017535
ACH-000878,-0.06689244400652823
ACH-000880,-0.15154481291076544
ACH-000881,-0.6331503817225694
ACH-000882,-0.2438860768041749
ACH-000884,-0.3569438379833917
ACH-000885,-0.24646280652518626
ACH-000887,-0.32867717537045915
ACH-000889,-0.060386366385861326
ACH-000896,-0.11833518531988013
ACH-000898,-0.1494937336065607
ACH-000900,-0.20979021913735568
ACH-000901,-0.2971300547122067
ACH-000905,-0.12824118030438833
ACH-000906,-0.134884928133693
ACH-000907,-0.3326375603458511
ACH-000910,-0.21586573761647426
ACH-000911,-0.21291613093904524
ACH-000912,-0.19722159605956285
ACH-000913,-0.16455404465677853
ACH-000915,-0.2661999084586762
ACH-000916,-0.3859772725990462
ACH-000917,-0.09090322343219837
ACH-000920,-0.19163674452964005
ACH-000921,-0.4091411955393531
ACH-000924,-0.2988897543924395
ACH-000926,-0.3527124005845412
ACH-000928,-0.3073523636632008
ACH-000929,-0.4143843864715725
ACH-000932,-0.1697103293332213
ACH-000935,-0.3267670124899467
ACH-000936,-0.2707310229661747
ACH-000937,-0.158549882109487
ACH-000938,-0.10578872123986154
ACH-000939,-0.2272124452854528
ACH-000941,-0.2020864639528633
ACH-000943,-0.06796732525285873
ACH-000946,-0.24641057628729
ACH-000947,-0.19345286113012405
ACH-000948,-0.14140625601230244
ACH-000950,-0.144409474305984
ACH-000953,-0.3062605826044754
ACH-000954,-0.2591115156453658
ACH-000957,-0.16267981519807476
ACH-000958,-0.15473386227887512
ACH-000960,-0.1529315440301456
ACH-000963,-0.1109424085223109
ACH-000968,-0.2289757039405265
ACH-000969,-0.04923527166842707
ACH-000972,-0.15483330152530472
ACH-000973,-0.16514992695199168
ACH-000974,-0.12687245777062894
ACH-000978,-0.4413757823398283
ACH-000984,-0.2361706174407329
ACH-000986,-0.27683193602526995
ACH-000988,-0.13699839701536445
ACH-000993,-0.3835778235305666
ACH-000994,-0.16225725927238702
ACH-000996,-0.2308140484799251
ACH-001001,-0.23392936078355603
ACH-001020,-0.4802260658433321
ACH-001028,-0.23513636788690465
ACH-001031,-0.13247117482056636
ACH-001038,-0.3201089831319632
ACH-001048,-0.2487782026934375
ACH-001050,-0.3971530756601221
ACH-001053,-0.3097196472811725
ACH-001054,-0.2270461090984543
ACH-001061,-0.12842180378371962
ACH-001067,-0.3247957887298036
ACH-001075,-0.09949271917006368
ACH-001096,-0.26025517345184945
ACH-001111,-0.0963356971679339
ACH-001119,-0.2101789495188248
ACH-001128,-0.28594466766640314
ACH-001134,-0.16220401114854335
ACH-001151,-0.13298454607133064
ACH-001163,-0.3263061882264339
ACH-001164,-0.2567729047165666
ACH-001183,-0.2693517010359787
ACH-001192,-0.2678206985381321
ACH-001193,-0.3128071004084905
ACH-001196,-0.2882041967172897
ACH-001197,-0.4603931997397842
ACH-001205,-0.1710101035438426
ACH-001211,-0.22824206814024306
ACH-001212,-0.171767228082961
ACH-001228,-0.08297468317509214
ACH-001232,-0.3236279891465529
ACH-001239,-0.17395240609631613
ACH-001270,-0.40579419392322813
ACH-001274,-0.2326087146064237
ACH-001275,-0.3187449549752628
ACH-001277,-0.3626159525610237
ACH-001278,-0.2396521493784567
ACH-001280,-0.4568730974540498
ACH-001283,-0.18472980566273686
ACH-001289,-0.2192668037138264
ACH-001300,-0.3485277155914983
ACH-001301,-0.40790854090401735
ACH-001302,-0.4157802779763256
ACH-001306,-0.2772744405788626
ACH-001318,-0.2604369251343343
ACH-001322,-0.2048734612328505
ACH-001328,-0.26337653346366857
ACH-001332,-0.33704627669153914
ACH-001336,-0.1623657001915762
ACH-001346,-0.12074120810188214
ACH-001353,-0.18144826860289812
ACH-001354,-0.21412794808993826
ACH-001367,-0.19591362072700733
ACH-001368,-0.3045264363594498
ACH-001374,0.01649665758828474
ACH-001377,-0.2334845360981604
ACH-001380,-0.27094455459827266
ACH-001391,-0.10478846687283833
ACH-001408,-0.341014557132749
ACH-001430,0.03290108861854897
ACH-001431,-0.2877154358910289
ACH-001450,-0.5056087999774596
ACH-001496,-0.3609893042548736
ACH-001500,-0.3382412198657975
ACH-001523,-0.3506214906511389
ACH-001532,-0.17983616761591775
ACH-001550,-0.30138517073533594
ACH-001552,-0.2950019776776121
ACH-001554,-0.18665451891877247
ACH-001654,-0.3269123518196826
ACH-001735,-0.21306539308166628
ACH-001736,-0.3093872382776094
ACH-001737,-0.603961362828764
ACH-001740,-0.2540184048507019
ACH-001745,-0.276995664982716
ACH-001765,-0.23170932280196235
