,WASF3 (10810)
ACH-000004,-0.020592669395772742
ACH-000005,-0.14451046825390296
ACH-000007,-0.2642213414455186
ACH-000009,0.020089224618653624
ACH-000011,-0.04399430472673158
ACH-000012,0.10542073438662852
ACH-000013,-0.0869671582266544
ACH-000014,0.003149889802353973
ACH-000015,-0.19596224486842487
ACH-000017,-0.01871240449529824
ACH-000018,0.12079976641848315
ACH-000019,-0.017768890669248836
ACH-000021,-0.09845821445225028
ACH-000022,-0.06596050645967262
ACH-000025,-0.04970724111293815
ACH-000028,-0.11215967367049308
ACH-000030,-0.06269836821728672
ACH-000035,-0.11442600900207713
ACH-000036,-0.12986437715889526
ACH-000037,-0.018556005200912884
ACH-000039,-0.0905499900716964
ACH-000040,-0.11471871175271772
ACH-000041,-0.05915102237264744
ACH-000042,-0.0954548707115052
ACH-000045,0.002520167668092929
ACH-000047,-0.03768708598786767
ACH-000052,0.07727188710476264
ACH-000053,-0.09288391437544063
ACH-000054,-0.1292549251455598
ACH-000055,-0.1867215136283662
ACH-000060,-0.11273876564566727
ACH-000067,-0.2462179136386083
ACH-000070,-0.1404732037723926
ACH-000075,-0.13096962139307886
ACH-000078,-0.18267365599269395
ACH-000082,-0.05861182277292235
ACH-000085,0.028390120539397243
ACH-000086,-0.16284979893778775
ACH-000087,0.030171014937142387
ACH-000092,-0.06529001872893217
ACH-000095,-0.13370476550591004
ACH-000097,-0.1907412481149224
ACH-000098,0.01872218116847025
ACH-000099,-0.03917581773999655
ACH-000108,-0.016454572828219622
ACH-000113,-0.08183242128408298
ACH-000116,0.03042611605814424
ACH-000118,-0.07196128671370451
ACH-000120,-0.08544143513733746
ACH-000123,-0.0160631604852556
ACH-000127,-0.06688880433634126
ACH-000128,-0.08926402439492026
ACH-000132,-0.1032204892912145
ACH-000133,-0.029670412465612743
ACH-000137,-0.06665049393347308
ACH-000138,-0.005368990471289884
ACH-000142,-0.017084650382812115
ACH-000143,-0.11003782234669414
ACH-000146,-0.04221350451717793
ACH-000148,0.039009572723287374
ACH-000150,-0.00048353491216010985
ACH-000152,-0.1717786251562822
ACH-000153,0.13873331637853895
ACH-000159,-0.12380665976958286
ACH-000160,0.08556424567707423
ACH-000163,-0.0025035352002979877
ACH-000167,0.036458334341013636
ACH-000168,-0.05068363356887367
ACH-000169,-0.015266201913600818
ACH-000178,-0.060091072153116834
ACH-000183,0.020713363300964616
ACH-000188,-0.11523489046006198
ACH-000189,0.12239128856246333
ACH-000190,-0.27144148301394777
ACH-000198,-0.06270733680890442
ACH-000203,-0.4093473793929752
ACH-000204,-0.13425128297913386
ACH-000206,-0.027274993393846717
ACH-000207,-0.1214252831924519
ACH-000208,0.2501816748319617
ACH-000210,-0.011739902447739472
ACH-000211,-0.042569239089699736
ACH-000215,-0.1557699631032412
ACH-000221,-0.1354421067839706
ACH-000222,-0.029972030481007876
ACH-000223,-0.1161068409997488
ACH-000226,-0.15239073209535892
ACH-000227,0.01081652667491812
ACH-000228,-0.16131498437392172
ACH-000231,-0.01826303625892029
ACH-000232,-0.03491615429901402
ACH-000233,-0.09681568530043848
ACH-000234,-0.046974770959983966
ACH-000235,-0.039057983469363663
ACH-000237,-0.04797349354431725
ACH-000238,-0.062308217967075814
ACH-000242,0.010246811404109518
ACH-000243,-0.015723683169704062
ACH-000244,-0.12780458827984442
ACH-000246,-0.02860506194218856
ACH-000248,-0.05759742250914129
ACH-000250,-0.06112786482257938
ACH-000251,-0.1695785799112089
ACH-000252,-0.08887643516693858
ACH-000253,-0.18192958628617226
ACH-000255,-0.12730503487162706
ACH-000256,-0.05723185228711991
ACH-000257,-0.2055032806371792
ACH-000258,-0.37104135516736775
ACH-000259,0.0014589825697730614
ACH-000260,-0.10969511084783327
ACH-000261,-0.06623286200393763
ACH-000262,-0.12859308343470355
ACH-000263,-0.00381778664658454
ACH-000264,-0.11359297323055377
ACH-000265,-0.13224409888904468
ACH-000266,-0.10493576599276164
ACH-000272,-0.13086023686639273
ACH-000274,-0.0699337686925064
ACH-000277,-0.03836841542381795
ACH-000278,-0.04481318718067129
ACH-000279,-0.10698430901620433
