,KNOP1 (400506)
ACH-000004,0.10060485508942504
ACH-000005,0.3096256128546244
ACH-000007,0.2502970658491084
ACH-000009,0.2294441654036023
ACH-000011,0.2669100156768028
ACH-000012,0.15559733120139488
ACH-000013,0.08478565747004939
ACH-000014,0.24055946539271264
ACH-000015,0.06947751288085517
ACH-000017,0.050527970118408434
ACH-000018,0.0419358783184982
ACH-000019,0.14699186187224414
ACH-000021,0.2178211373532544
ACH-000022,-0.027478464034820068
ACH-000025,0.16748803644943622
ACH-000028,0.18341725074786602
ACH-000030,0.1509144137177712
ACH-000035,0.13666016450719412
ACH-000036,0.18602379742278707
ACH-000037,0.2265329278319569
ACH-000039,0.006000474897195935
ACH-000040,0.06919057215315394
ACH-000041,0.08464014447826136
ACH-000042,0.14855567559732746
ACH-000045,0.3240735111944181
ACH-000047,0.16307117540293115
ACH-000052,0.1352817731639206
ACH-000053,0.2278413819931922
ACH-000054,0.16438570995449933
ACH-000055,0.2405995791916208
ACH-000060,0.22165712956464373
ACH-000067,0.139583640529845
ACH-000070,0.22885105129623184
ACH-000075,0.2358845612140864
ACH-000078,0.16569807266231773
ACH-000082,0.23922184459345905
ACH-000085,0.07167099419206165
ACH-000086,0.17571593941148075
ACH-000087,0.2033501892397405
ACH-000092,0.09278598325856653
ACH-000095,0.14165184017988525
ACH-000097,0.13653162544017713
ACH-000098,0.060974743885710524
ACH-000099,0.2239265089508604
ACH-000108,0.18691570925998746
ACH-000113,0.13758029303435554
ACH-000116,0.18381298753480946
ACH-000118,0.2037901421091744
ACH-000120,0.10774263552976733
ACH-000123,0.15477700364910238
ACH-000127,0.12621024403696854
ACH-000128,0.1662739822705935
ACH-000132,0.16831162771736646
ACH-000133,0.1251170692318232
ACH-000137,0.08911898376856803
ACH-000138,0.23497280565535264
ACH-000142,0.02411229347030358
ACH-000143,0.15029675903332845
ACH-000146,0.17948056630076906
ACH-000148,0.17194384004315275
ACH-000150,0.2094374271612925
ACH-000152,0.3012843196276196
ACH-000153,0.15235866769318146
ACH-000159,0.15450376321510256
ACH-000160,0.21728949948428825
ACH-000163,0.2228179655092378
ACH-000167,0.2810956044174384
ACH-000168,0.029452765169315127
ACH-000169,0.24746958152841025
ACH-000178,0.18311179409194547
ACH-000183,0.10451619049801324
ACH-000188,0.2178977759319156
ACH-000189,0.11513907143487526
ACH-000190,0.16865108742133827
ACH-000198,0.1988822611030273
ACH-000203,0.3424253277649829
ACH-000204,0.10199845722093022
ACH-000206,-0.0044178416253216005
ACH-000207,-0.016409412764247892
ACH-000208,0.19751896810313974
ACH-000210,-0.021116466363384837
ACH-000211,0.24360583796164045
ACH-000215,0.14414476224190026
ACH-000221,0.0974300568498004
ACH-000222,0.04845941337301188
ACH-000223,0.17834542110073934
ACH-000226,0.2348491419801216
ACH-000227,0.25855850587696505
ACH-000228,0.10495035297794553
ACH-000231,0.1056322530739534
ACH-000232,0.1372693431245688
ACH-000233,0.11109281855414814
ACH-000234,0.2746375288122267
ACH-000235,0.0981156566073922
ACH-000237,0.08818723113646011
ACH-000238,0.14552521817259506
ACH-000242,-0.04137308459743836
ACH-000243,0.11799675736102833
ACH-000244,0.18968474603237195
ACH-000246,0.3332961779580189
ACH-000248,0.13746770577772413
ACH-000250,0.15997397091948404
ACH-000251,0.1384361249571502
ACH-000252,0.1853196840936666
ACH-000253,0.21695450000707547
ACH-000255,0.15121565780615234
ACH-000256,0.16449160187428588
ACH-000257,0.16279793547682386
ACH-000258,0.2337844861937164
ACH-000259,0.116393369928117
ACH-000260,0.1702938386492084
ACH-000261,0.1657376056416116
ACH-000262,0.08912125261325862
ACH-000263,0.1364583474922438
ACH-000264,0.1449166837306506
ACH-000265,0.06870081312037367
ACH-000266,0.20138168329819348
ACH-000272,0.21288799068084527
ACH-000274,0.059968338640911924
ACH-000277,0.1585418826538096
ACH-000278,0.1532410857063186
ACH-000279,0.13634370284991812
ACH-000280,0.07524905622920837
ACH-000281,0.2474063579753394
ACH-000288,0.20791326364000384
ACH-000291,0.1962315371769309
ACH-000293,0.24915096299959535
ACH-000294,0.12282264728933286
ACH-000295,0.3056898702260798
ACH-000296,0.09888617201033732
ACH-000302,0.17484347084915094
ACH-000304,0.3014088864710433
ACH-000307,0.21463905453903415
ACH-000308,0.2455360296705755
ACH-000310,0.21063424556539515
ACH-000311,0.2986686592325471
ACH-000312,0.13968120991813401
ACH-000315,0.10837879289509987
ACH-000316,0.04047417049661274
ACH-000317,0.337649961777972
ACH-000318,0.09125363479820177
ACH-000319,0.13211486278365195
ACH-000320,0.11073941268180723
ACH-000322,0.11298956547894952
ACH-000323,0.13741609485579004
ACH-000324,0.211431649930804
ACH-000329,0.189547229216927
ACH-000330,0.16972027975511791
ACH-000331,0.2137309955109116
ACH-000332,0.09913796144144248
ACH-000334,0.13575755640405274
ACH-000335,0.2330245961999932
ACH-000336,-0.010646465367793791
ACH-000337,0.08795969907059882
ACH-000338,-0.5163266345174418
ACH-000339,0.10942255280221104
ACH-000341,0.0378729515914579
ACH-000348,0.1794285337393569
ACH-000350,0.11603174212829342
ACH-000352,0.10978567813664174
ACH-000356,0.1191205577273778
ACH-000361,0.26262599651842705
ACH-000362,0.131310006841233
ACH-000363,0.1588485961702593
ACH-000364,0.20002068649516885
ACH-000365,0.214357798439109
ACH-000366,0.11887816997973058
ACH-000368,0.04901965513155629
ACH-000374,0.20207347784329088
ACH-000375,0.09469286305502027
ACH-000376,0.19275571133804828
ACH-000381,0.12228477105403368
ACH-000383,0.1619418700168829
ACH-000387,0.17400859863574766
ACH-000389,0.187184309811908
ACH-000390,0.12771044407843304
ACH-000393,0.17659150720534444
ACH-000395,0.20848743809673015
ACH-000396,0.2417093748212879
ACH-000397,0.2111426662360684
ACH-000401,0.04799892452592553
ACH-000402,-0.031050045184467225
ACH-000403,0.15896041118056425
ACH-000404,0.1694265192833348
ACH-000406,0.15218066865901625
ACH-000407,0.16950697433809614
ACH-000408,-0.07623852979373336
ACH-000410,0.1661662043881409
ACH-000411,0.25099144028849657
ACH-000414,0.22169963534262047
ACH-000415,0.05270288307351755
ACH-000416,0.12365876082905487
ACH-000420,0.1985296309695785
ACH-000421,0.12471498180583787
ACH-000424,0.08243541231481293
ACH-000425,0.2128910594514651
ACH-000426,0.1315932541861525
ACH-000427,0.2786124361384474
ACH-000433,0.17137037788500215
ACH-000435,0.2986174175384848
ACH-000436,0.2955821068032325
ACH-000444,0.22001578471456976
ACH-000445,-0.0029866157569023557
ACH-000448,0.10194265450862204
ACH-000450,0.1027863769888177
ACH-000452,0.09118983942264804
ACH-000454,0.11315717959471445
ACH-000458,0.07631115547476029
ACH-000459,0.2196662031212223
ACH-000460,0.12106442526697035
ACH-000461,0.06297363256688518
ACH-000463,0.203164914000268
ACH-000464,0.13370153313635638
ACH-000466,0.22059642337644256
ACH-000467,0.2188052869279816
ACH-000468,0.18568301730857653
ACH-000469,0.21496145347099874
ACH-000470,0.2365530581697135
ACH-000471,0.10321142247925996
ACH-000472,0.09505986759906354
ACH-000473,0.12096772309714693
ACH-000475,0.1688267607645763
ACH-000476,0.23423532676210634
ACH-000477,0.2086303014475675
ACH-000479,0.21729952258222235
ACH-000480,0.01750112171110629
ACH-000481,0.1496416362690504
ACH-000483,0.06492107062297921
ACH-000484,0.17140658643169102
ACH-000485,0.16866158674569742
ACH-000486,0.09933479836598524
ACH-000487,0.2093821327518499
ACH-000488,0.117625699027867
ACH-000490,0.09664825108983156
ACH-000491,0.2894222256973757
ACH-000495,0.3581144862582331
ACH-000496,0.15926900005694575
ACH-000499,0.04081882438495504
ACH-000500,0.4033122223654527
ACH-000502,0.2008616667916104
