,RFPL3 (10738)
ACH-000004,-0.1310117139268933
ACH-000005,-0.16765025077811296
ACH-000007,-0.17284740658472866
ACH-000009,-0.058121060606171164
ACH-000011,-0.24619209433209344
ACH-000012,-0.11977647219979826
ACH-000013,-0.06474814477936519
ACH-000014,-0.16893498731645595
ACH-000015,-0.1848266375331898
ACH-000017,-0.03001309926630485
ACH-000018,0.01262018744525792
ACH-000019,-0.07896769586297342
ACH-000021,-0.16061122711219167
ACH-000022,-0.1254927613344181
ACH-000025,-0.11529643246264135
ACH-000028,-0.1612129887726319
ACH-000030,-0.1122968383603142
ACH-000035,0.06267292936586334
ACH-000036,-0.09124414418495852
ACH-000037,0.016702913272539418
ACH-000039,-0.12223762191753547
ACH-000040,0.12191986326713407
ACH-000041,-0.06693471937563401
ACH-000042,-0.19455323651490475
ACH-000045,-0.18690046484969766
ACH-000047,-0.035833607697393056
ACH-000052,-0.03601359720752026
ACH-000053,-0.17141766224150845
ACH-000054,-0.10242520508788004
ACH-000055,-0.01808779843605812
ACH-000060,-0.05201506326595736
ACH-000067,0.09381923288416144
ACH-000070,-0.03832043496217282
ACH-000075,0.03523463182370861
ACH-000078,-0.17034500428773647
ACH-000082,0.024098841022362358
ACH-000085,0.08755716357486401
ACH-000086,0.07922128311190384
ACH-000087,0.09556098266178996
ACH-000092,-0.10838430270208636
ACH-000095,-0.22645025751079245
ACH-000097,-0.17061023658252927
ACH-000098,-0.0538513409187405
ACH-000099,-0.059346320342966476
ACH-000108,-0.04904893856714871
ACH-000113,-0.09381904827892552
ACH-000116,-0.044886703396183135
ACH-000118,0.008180621102138614
ACH-000120,-0.03695718837507252
ACH-000123,-0.0716474800051257
ACH-000127,0.02997693853785456
ACH-000128,-0.2009975529633482
ACH-000132,-0.0365665692634673
ACH-000133,-0.0723908279831638
ACH-000137,-0.017293012041840288
ACH-000138,0.024512792469201117
ACH-000142,-0.04958318413649443
ACH-000143,-0.08256655440419725
ACH-000146,-0.0845767215627779
ACH-000148,0.0074655089599285395
ACH-000150,-0.0878365812833139
ACH-000152,-0.01232336053266587
ACH-000153,-0.054276579018741264
ACH-000159,0.1397993697140195
ACH-000160,-0.153731851382455
ACH-000163,-0.03839760466298585
ACH-000167,-0.08342696340744872
ACH-000168,-0.041873196392906736
ACH-000169,-0.14315094961494626
ACH-000178,-0.002833635522303305
ACH-000183,-0.12076603621265035
ACH-000188,0.013314636064467669
ACH-000189,0.11166497998673636
ACH-000190,0.10201161969462998
ACH-000198,-0.06902407807381063
ACH-000203,-0.02687366138969011
ACH-000204,-0.014093546499790228
ACH-000206,-0.11465869852059901
ACH-000207,-0.0407080028791662
ACH-000208,0.02110560512308552
ACH-000210,-0.19882307314212733
ACH-000211,-0.061726491507909174
ACH-000215,-0.019918362290763682
ACH-000221,-0.2181307261692897
ACH-000222,0.02948689197780807
ACH-000223,-0.08192621448488463
ACH-000226,0.017090343730907953
ACH-000227,-0.08940000533601633
ACH-000228,-0.09826389180681798
ACH-000231,-0.15391457637170936
ACH-000232,-0.13014838846198792
ACH-000233,-0.1179040658646663
ACH-000234,0.11615690089318872
ACH-000235,0.09649335361077577
ACH-000237,-0.08333544647417268
ACH-000238,-0.0455255648000984
ACH-000242,0.11155144968817046
ACH-000243,-0.12545506013498514
ACH-000244,-0.10195924502823084
ACH-000246,-0.04708212839693069
ACH-000248,-0.016788075520062118
ACH-000250,0.07158866538114105
ACH-000251,0.24142714254806996
ACH-000252,-0.1093179570635423
ACH-000253,-0.050297397964226935
ACH-000255,-0.07203492348103523
ACH-000256,-0.11057728993218764
ACH-000257,0.13647510769367954
ACH-000258,-0.10642552260868958
ACH-000259,0.03162135013370758
ACH-000260,0.0142384303737469
ACH-000261,-0.0020540457351848787
ACH-000262,-0.1629811798963474
ACH-000263,0.0
ACH-000264,-0.12124123535398887
ACH-000265,-0.14436741094226044
ACH-000266,-0.0062727682834165825
ACH-000272,-0.2020731785359994
ACH-000274,-0.12991030756472485
ACH-000277,0.002152204069220275
ACH-000278,-0.126617579072386
ACH-000279,-0.13048251051734114
ACH-000280,-0.044260270413791034
ACH-000281,-0.07051452105504293
ACH-000288,-0.054226817086301865
ACH-000291,-0.07266783519773104
ACH-000293,-0.05078674394511693
ACH-000294,-0.02293309370479311
ACH-000295,0.030152994916532186
ACH-000296,0.01914995538758405
ACH-000302,-0.15405394177324433
ACH-000304,0.007529453832846781
ACH-000307,-0.011605992516408377
ACH-000308,-0.046982847396244615
ACH-000310,-0.1277248119954333
ACH-000311,-0.035806708620811534
ACH-000312,0.00044531084342860363
ACH-000315,-0.022658353998349676
ACH-000316,-0.05388775302693613
ACH-000317,0.12454265009864125
ACH-000318,0.08750081031592345
ACH-000319,-0.012211877691427215
ACH-000320,-0.04803925448314378
ACH-000322,-0.1602754241045724
ACH-000323,-0.29175999097082445
ACH-000324,-0.1673458544600559
ACH-000329,0.03815761714203311
ACH-000330,-0.055392317771069725
ACH-000331,0.16571227326755236
ACH-000332,-0.03885549076784208
ACH-000334,-0.07572105496226747
ACH-000335,-0.056967064197233165
ACH-000336,-0.0756465748790056
ACH-000337,0.20393276815480169
ACH-000338,-0.035130228027984
ACH-000339,0.032728199079716525
ACH-000341,-0.10626224546763632
ACH-000348,0.0015083437009350722
ACH-000350,-0.04765889855087563
ACH-000352,-0.14194980594433107
ACH-000356,-0.007665756723317601
ACH-000361,-0.2046770955007317
ACH-000362,-0.012287067328511122
ACH-000363,-0.05074243282699751
ACH-000364,0.008056608390426667
ACH-000365,-0.0511286982111882
ACH-000366,-0.051130976331539464
ACH-000368,-0.10231968520402987
ACH-000374,0.17506855385222986
ACH-000375,-0.006324199109674776
ACH-000376,-0.0908736898816812
ACH-000381,-0.1957826454818028
ACH-000383,-0.04211971106340201
ACH-000387,-0.08910959507134407
ACH-000389,-0.03722947442394416
ACH-000390,-0.09832013865288032
ACH-000393,-0.13406177676590175
ACH-000395,0.0019433100596840886
ACH-000396,-0.05662594566540695
ACH-000397,0.0011438291341085995
ACH-000401,0.011661585773086288
ACH-000402,-0.08447966423895284
ACH-000403,-0.12907944375580416
ACH-000404,-0.013654009331785287
ACH-000406,-0.08051874369189765
ACH-000407,-0.07650683715802266
ACH-000408,-0.11836920172866056
ACH-000410,-0.0062079606012832075
ACH-000411,-0.0846549557610131
ACH-000414,0.03068656125903443
ACH-000415,-0.014090389530744802
ACH-000416,-0.008503989846855062
ACH-000420,0.007754148970679033
ACH-000421,-0.0993034618806898
ACH-000424,0.07757032923123487
ACH-000425,-0.24288893683813675
ACH-000426,-0.07519572704064319
ACH-000427,-6.009933261618338e-06
ACH-000433,0.07503592431669362
ACH-000435,0.0011772301263397547
ACH-000436,-0.2009850277826082
ACH-000444,0.03829661126702688
ACH-000445,-0.06780645996549589
ACH-000448,-0.12625013572119162
ACH-000450,-0.09907980361092424
ACH-000452,0.07201043454203747
ACH-000454,-0.13055284296188305
ACH-000458,-0.03153550428068168
ACH-000459,-0.04824478487439448
ACH-000460,-0.07309403594817555
ACH-000461,-0.21702168732328544
ACH-000463,-0.20136875046594185
ACH-000464,-0.08743430204659043
ACH-000466,-0.06827395166116189
ACH-000467,0.012564734624098477
ACH-000468,-0.006065040675052986
ACH-000469,-0.14952778327298571
ACH-000470,-0.08773863754888893
ACH-000471,-0.0699932369354481
ACH-000472,-0.14593696041940632
ACH-000473,-0.19047780278889306
ACH-000475,-0.12397319654161555
ACH-000476,-0.08012769921650037
ACH-000477,-0.04213484561538535
ACH-000479,-0.08257095466514497
ACH-000480,-0.12841244139412036
ACH-000481,-0.013500883790165678
ACH-000483,0.029935905252952182
ACH-000484,0.0670635495850075
ACH-000485,0.021752960177439024
ACH-000486,-0.08703418185870479
ACH-000487,0.055637304376277175
ACH-000488,-0.10334458977972946
