,FKBP10 (60681)
ACH-000004,-0.1371615566172681
ACH-000005,-0.4248565349068968
ACH-000007,-0.3089357229085653
ACH-000009,-0.3336387985940115
ACH-000011,-0.02713088658981373
ACH-000012,-0.2932591887661367
ACH-000013,-0.035871853094879634
ACH-000014,-0.14344410305340372
ACH-000015,-0.21108142760612916
ACH-000017,-0.2643478681785796
ACH-000018,0.032686418220194566
ACH-000019,0.01942912731201497
ACH-000021,-0.12151815726835552
ACH-000022,-0.13738440956956025
ACH-000025,-0.11009628016546837
ACH-000028,-0.04289286955105788
ACH-000030,-0.14347424328180394
ACH-000035,-0.08506477861035401
ACH-000036,-0.044537998728478766
ACH-000037,-0.028870707979628995
ACH-000039,-0.1745024497718887
ACH-000040,-0.1233971224671297
ACH-000041,-0.2773411191225309
ACH-000042,-0.10088958926756483
ACH-000045,-0.030202310161794064
ACH-000047,-0.15599752304190753
ACH-000052,-0.038135852073795995
ACH-000053,-0.14649777802366254
ACH-000054,0.006747688984242408
ACH-000055,-0.20425138848372545
ACH-000060,-0.06298946243775218
ACH-000067,-0.3432398176159801
ACH-000070,0.003506473582529684
ACH-000075,-0.1340687281232882
ACH-000078,-0.033326076471731324
ACH-000082,-0.2112187662248167
ACH-000085,-0.02726960235581361
ACH-000086,-0.05929135044332697
ACH-000087,-0.09834358678808666
ACH-000092,-0.2084062254618266
ACH-000095,-0.2264968965018596
ACH-000097,-0.22412301320715067
ACH-000098,-0.17619865611721827
ACH-000099,-0.16059491733095824
ACH-000108,-0.17289283721678786
ACH-000113,-0.12569949327869165
ACH-000116,-0.1263708847316797
ACH-000118,-0.06104821643578472
ACH-000120,-0.41979854749181694
ACH-000123,-0.06653452145199892
ACH-000127,0.03896950522820836
ACH-000128,-0.12949398748902607
ACH-000132,-0.02915040104196432
ACH-000133,-0.1494052221522805
ACH-000137,-0.07936837523764402
ACH-000138,-0.3866738016464553
ACH-000142,-0.2485578066136445
ACH-000143,-0.10812841118324128
ACH-000146,-0.06431712281639458
ACH-000148,-0.2497851685109731
ACH-000150,0.10361370124097063
ACH-000152,-0.09465090355019706
ACH-000153,-0.2834326705515785
ACH-000159,-0.13589238361996311
ACH-000160,-0.09736862806803684
ACH-000163,-0.18150079428335106
ACH-000167,-0.31643613756195266
ACH-000168,0.04624595618260216
ACH-000169,-0.1718452518540026
ACH-000178,-0.02483709710956124
ACH-000183,-0.2908094955576373
ACH-000188,-0.2333506385800677
ACH-000189,-0.08834730371404736
ACH-000190,-0.2599570956728827
ACH-000198,-0.09537825385246736
ACH-000203,0.2328557142650884
ACH-000204,-0.2965117903373051
ACH-000206,-0.25536687145113396
ACH-000207,-0.08654138180370191
ACH-000208,-0.22445866081149785
ACH-000210,-0.21403538457050056
ACH-000211,-0.23841556165445374
ACH-000215,-0.10925663609371172
ACH-000221,-0.1984123203324015
ACH-000222,-0.11564172400271175
ACH-000223,-2.0502926152369875e-05
ACH-000226,-0.04899855281722505
ACH-000227,-0.1646265954417585
ACH-000228,-0.1998738705082982
ACH-000231,-0.07226806564858691
ACH-000232,-0.0948196389205356
ACH-000233,-0.012444067848146868
ACH-000234,-0.21105783868884304
ACH-000235,-0.2395405809474781
ACH-000237,0.032245895268051716
ACH-000238,-0.34783187784663033
ACH-000242,-0.34135071219707513
ACH-000243,-0.0908937489446107
ACH-000244,-0.16428106801921685
ACH-000246,-0.06661215587583505
ACH-000248,-0.17704660351288773
ACH-000250,-0.1379969366195019
ACH-000251,-0.2970932435533169
ACH-000252,-0.2746886941882276
ACH-000253,-0.04540758028349375
ACH-000255,-0.19963353752791832
ACH-000256,-0.25492645915646306
ACH-000257,-0.264179872152416
ACH-000258,-0.24403600326036956
ACH-000259,-0.22987487670165335
ACH-000260,-0.1245450406460004
ACH-000261,-0.029191256153202918
ACH-000262,-0.2321759370019486
ACH-000263,-0.08698554231221486
ACH-000264,-0.16208169467415914
ACH-000265,-0.188648406480649
ACH-000266,-0.11114105596076296
ACH-000272,-0.1786298123102377
ACH-000274,-0.16236599868549045
ACH-000277,0.06277305018031645
ACH-000278,0.02899418970399485
ACH-000279,-0.2004724479916961
ACH-000280,-0.14563405596455326
ACH-000281,-0.11229763971016404
ACH-000288,-0.17594161152621052
ACH-000291,-0.1061943011353976
ACH-000293,-0.0606856224104429
ACH-000294,-0.2696023803142825
ACH-000295,-0.41504643302761146
ACH-000296,-0.2479821303065411
ACH-000302,-0.1453789736528773
ACH-000304,-0.24629840284104024
ACH-000307,-0.20790128278846448
ACH-000308,-0.12954615942970318
ACH-000310,-0.026510945181375586
ACH-000311,-0.242625412808046
ACH-000312,-0.20234343156016107
ACH-000315,-0.07669249814097802
ACH-000316,-0.2213497890744825
ACH-000317,-0.09986402199693296
ACH-000318,-0.2452187483811567
ACH-000319,-0.011484761390131552
ACH-000320,0.07771828099394938
ACH-000322,-0.12284073603617347
ACH-000323,-0.3817955016972306
ACH-000324,-0.194074321527078
ACH-000329,-0.08212223590869021
ACH-000330,-0.2351879847082212
ACH-000331,-0.008241935723399674
ACH-000332,-0.1401480030521812
ACH-000334,-0.11413647101244102
ACH-000335,-0.15687561346397685
ACH-000336,-0.16015989431293984
ACH-000337,0.015071878305131002
ACH-000338,-0.5576307479212397
ACH-000339,-0.13596848615130447
ACH-000341,-0.1054653590103358
ACH-000348,-0.09139570158147713
ACH-000350,-0.13282638500708674
ACH-000352,-0.2562891678471614
ACH-000356,-0.2156488508364729
ACH-000361,-0.22466503764760012
ACH-000362,-0.002818408608896416
ACH-000363,-0.1185634253146096
ACH-000364,-0.24185800858880704
ACH-000365,-0.08298430904142623
ACH-000366,-0.1544647294288295
ACH-000368,-0.14087663045645574
ACH-000374,-0.02217775526179123
ACH-000375,-0.22811050417131876
ACH-000376,-0.016709684297430003
ACH-000381,-0.34799247482507784
ACH-000383,-0.2389462888308396
ACH-000387,-0.08023466804928198
ACH-000389,-0.14010049826248253
ACH-000390,-0.14789542206906464
ACH-000393,-0.03324140511487498
ACH-000395,-0.16753504969955024
ACH-000396,-0.2584397186403027
ACH-000397,-0.2635149363140398
ACH-000401,-0.086348334279449
ACH-000402,-0.13036634334062067
ACH-000403,-0.04948594593091163
ACH-000404,-0.13581843621368905
ACH-000406,-0.08730206219944647
ACH-000407,-0.2420396133497352
ACH-000408,-0.2409791303778976
ACH-000410,-0.05083209788654505
ACH-000411,-0.12290729887156898
ACH-000414,-0.14179384141971388
ACH-000415,-0.27666939292459114
ACH-000416,-0.10133179831829056
ACH-000420,-0.06698954419498011
ACH-000421,-0.14460827795635367
ACH-000424,-0.17306738198333085
ACH-000425,-0.3127244542566914
ACH-000426,-0.2153656475111569
ACH-000427,-0.4710972865208318
ACH-000433,-0.2728740334638986
ACH-000435,-0.2830820329653811
ACH-000436,-0.06845507983551655
ACH-000444,-0.2350599489378925
ACH-000445,-0.01864549568561677
ACH-000448,-0.16651099912895925
ACH-000450,0.04417090343932861
ACH-000452,-0.12511275959484902
ACH-000454,-0.0022796801615293004
ACH-000458,-0.2058579037494428
ACH-000459,0.10428852821114776
ACH-000460,-0.055830500522278746
ACH-000461,-0.12938818466039248
ACH-000463,-0.1904459216994369
ACH-000464,-0.01233592292662238
ACH-000466,-0.4629857370429019
ACH-000467,0.03257130967140987
ACH-000468,-0.16511796343163926
ACH-000469,-0.10021176945226773
ACH-000470,-0.15904462142916506
ACH-000471,-0.23637160915621666
ACH-000472,-0.16124667236470933
ACH-000473,-0.2300865918170143
ACH-000475,-0.13495591543354654
ACH-000476,-0.07622491926996844
ACH-000477,-0.09601904237871883
ACH-000479,-0.2632318014005539
ACH-000480,-0.043716828098236536
ACH-000481,-0.20781238856342846
ACH-000483,-0.18116239789061397
ACH-000484,-0.11323317064810333
ACH-000485,-0.0496821262838214
ACH-000486,-0.2090872246541522
ACH-000487,-0.31335995348242696
ACH-000488,-0.09445168615434894
ACH-000490,-0.0959694368878542
ACH-000491,-0.10438714059649704
ACH-000495,-0.08393104670611856
ACH-000496,-0.1445115573261567
ACH-000499,-0.0823944324538613
ACH-000500,0.04309703417275638
ACH-000502,-0.13681080036631307
ACH-000503,0.2695255270763843
ACH-000505,-0.05948623026077291
ACH-000507,-0.21523494912853985
ACH-000510,-0.0887237642781915
ACH-000511,-0.01341363934331547
ACH-000512,0.11649011358657008
ACH-000516,-0.17109905766273034
ACH-000517,-0.06585358106877487
ACH-000518,-0.1979827793620985
ACH-000520,-0.14810131951129546
ACH-000521,-0.3769549636749879
ACH-000522,-0.07378514001204238
ACH-000524,-0.07835794442874226
ACH-000527,-0.16239658191816578
ACH-000528,-0.07173712682398653
ACH-000537,-0.08037773899954644
ACH-000541,0.09142921737714398
ACH-000542,-0.08598508239514309
ACH-000544,-0.2850667530410195
ACH-000545,-0.13934968493750738
ACH-000547,-0.1214989738683442
ACH-000548,-0.1251400495389232
ACH-000549,-0.1587721369532586
ACH-000550,-0.1948960667836322
ACH-000552,-0.09022741722517344
ACH-000556,-0.3203523849221881
ACH-000557,-0.0386558466282562
ACH-000569,-0.37560824837270296
ACH-000570,-0.15413927057298718
ACH-000571,-0.12715164980138804
ACH-000573,-0.02325334730104757
ACH-000576,-0.05337642201269142
ACH-000579,-0.15901988068162431
ACH-000580,-0.14495631438910686
ACH-000584,-0.07789206209834755
ACH-000585,-0.09022468658289992
ACH-000588,-0.18736440812649424
ACH-000589,-0.1405635225166986
ACH-000591,-0.05056516604292898
ACH-000593,-0.2268715611447815
ACH-000600,-0.13767445585827792
ACH-000601,-0.111796458262616
ACH-000605,-0.1859100481369636
ACH-000606,-0.21629980986930306
ACH-000608,-0.1720777828051932
ACH-000614,-0.022850635806133283
ACH-000616,-0.1188721560613252
ACH-000618,-0.13600680712972985
ACH-000619,-0.1634201748250343
ACH-000620,-0.001146316080923458
ACH-000621,-0.12184778176267592
ACH-000622,-0.2822397861726758
ACH-000623,-0.15913463452145335
ACH-000624,-0.10330182287710607
ACH-000627,-0.20832786620637248
ACH-000630,-0.23401289995351435
ACH-000631,-0.025611649496323628
ACH-000632,-0.15148531266368814
ACH-000633,-0.19992128438434328
ACH-000637,-0.13444633221968258
ACH-000638,-0.1836109036746128
ACH-000646,-0.03852962341982629
ACH-000647,-0.2384058592247004
ACH-000648,0.15335381979738025
ACH-000649,-0.05768919794649152
ACH-000651,-0.1047533118212844
ACH-000652,-0.07785006580951033
ACH-000653,-0.25220865327569064
ACH-000657,-0.1109020699730296
ACH-000658,-0.1590868724805164
ACH-000661,-0.15248792188882412
ACH-000662,-0.04602259592403592
ACH-000663,-0.2672571533011784
ACH-000665,-0.10886716385885514
ACH-000671,-0.14036938557640224
ACH-000672,0.06226813971570243
ACH-000673,-0.10974374977825202
ACH-000676,-0.3586419001228441
ACH-000677,-0.118360509261638
ACH-000681,-0.2983767769754068
ACH-000683,-0.1849228627278879
ACH-000684,-0.05653453678690815
ACH-000688,-0.30701369643734994
ACH-000693,-0.14436741957315405
ACH-000694,-0.20986276517717115
ACH-000695,-0.1191079887752722
ACH-000696,-0.10008092122293727
ACH-000697,-0.04765716818289897
ACH-000699,-0.16120430789627282
ACH-000701,-0.17953345875025736
ACH-000706,-0.14643223425978144
ACH-000711,-0.06405862280213409
ACH-000713,-0.07315278051094944
ACH-000714,-0.14060913465354608
ACH-000718,-0.08967016860422608
ACH-000720,-0.08791277578873588
ACH-000721,-0.08645360581740674
ACH-000724,-0.18065115915190588
ACH-000725,-0.16005231225639505
ACH-000732,-0.13961486521012526
ACH-000734,0.039147812556236165
ACH-000735,-0.2341700296153306
ACH-000736,-0.0750414986626091
ACH-000738,-0.14539421178065542
ACH-000746,-0.3584109515345993
ACH-000747,-0.17570458864120822
ACH-000748,-0.047110723900242624
ACH-000753,-0.17834150087761286
ACH-000756,-0.18126420183721467
ACH-000757,-0.10658217849913326
ACH-000758,-0.1200984355806934
ACH-000760,-0.11010211043170944
ACH-000762,-0.3281573266034169
ACH-000763,-0.05447341427984268
ACH-000764,-0.1360983420845618
ACH-000765,0.07199134290691392
ACH-000766,-0.006199260817215742
ACH-000767,-0.1589611431091458
ACH-000768,-0.16753399546335904
ACH-000769,-0.2414212389782093
ACH-000770,-0.0516720217589404
ACH-000771,-0.2451282646923529
ACH-000773,-0.1686375991628537
ACH-000776,-0.24181407185982298
ACH-000777,-0.07778259918858456
ACH-000778,-0.17381392006051355
ACH-000781,-0.051393510050927266
ACH-000782,-0.12334044551421032
ACH-000783,-0.1005449842417104
ACH-000784,-0.15795374909887253
ACH-000785,-0.20053675766424384
ACH-000787,-0.10500693086728913
ACH-000788,-0.17149676940367428
ACH-000791,-0.1734483473350118
ACH-000792,-0.016008203625968952
ACH-000794,-0.1738839529673957
ACH-000796,-0.2005465925142903
ACH-000798,-0.14785453070293705
ACH-000799,-0.3097091909850686
ACH-000800,-0.13005538755443738
ACH-000802,-0.21205679466876565
ACH-000804,0.00668905825254438
ACH-000805,-0.2199465604080475
ACH-000809,-0.32171192708819113
ACH-000810,-0.254680505454347
ACH-000811,-0.2605940750254485
ACH-000817,0.03303649738316092
ACH-000819,-0.04283115497779834
ACH-000820,-0.17791060869367087
ACH-000821,-0.15451075156193625
ACH-000822,-0.3069582770260839
ACH-000823,-0.2034824007113134
ACH-000824,-0.1001295742432989
ACH-000827,0.00645561486316309
ACH-000829,-0.17380919712145845
ACH-000831,-0.03773199867270817
ACH-000832,-0.3427006234817666
ACH-000833,-0.14918992524325847
ACH-000834,-0.16784992127039725
ACH-000835,-0.11568289513712635
ACH-000836,-0.08180467391901318
ACH-000837,-0.2555681513181132
ACH-000838,-0.15303174716068452
ACH-000839,-0.06459582147405206
ACH-000840,-0.17396217270851622
ACH-000841,-0.07304632909607378
ACH-000843,-0.21297633640837296
ACH-000846,-0.0564095276639083
ACH-000847,-0.23362903013076464
ACH-000848,-0.1225592583426431
ACH-000849,-0.22648885367392546
ACH-000851,-0.16258024361595969
ACH-000855,0.13278611076815158
ACH-000856,-0.03565154855446774
ACH-000858,-0.2526753768077073
ACH-000859,-0.04222178554543747
ACH-000861,-0.20818301781105444
ACH-000862,-0.021528739027875023
ACH-000865,-0.1635832342496974
ACH-000866,-0.0782823977891673
ACH-000867,-0.13092807710436494
ACH-000869,-0.21278531258659567
ACH-000872,-0.035053395795356136
ACH-000873,-0.19015182606776007
ACH-000876,-0.16892219182147494
ACH-000878,-0.1731268344112288
ACH-000880,-0.0665465968300428
ACH-000881,-0.10884131723189233
ACH-000882,0.05234169784710586
ACH-000884,-0.2893673115499289
ACH-000885,-0.08930274856867072
ACH-000887,-0.141401160148138
ACH-000889,-0.18249875225595946
ACH-000896,-0.024215587536177974
ACH-000898,-0.0769794963903629
ACH-000900,-0.2889058320605006
ACH-000901,0.05641508655712683
ACH-000905,-0.1543480689303427
ACH-000906,-0.111002239681004
ACH-000907,-0.061380240369947985
ACH-000910,-0.05750588577713134
ACH-000911,-0.10260530750106384
ACH-000912,-0.1284489616460981
ACH-000913,-0.241835864578104
ACH-000915,-0.04713699679713652
ACH-000916,-0.1429658134132489
ACH-000917,-0.12748132915231794
ACH-000920,-0.2354320065230514
ACH-000921,-0.25157314274767195
ACH-000924,-0.14351977871750074
ACH-000926,-0.1641604675070779
