,ATP5C1 (509)
ACH-000004,-0.7422689357968877
ACH-000005,-0.5492696616464564
ACH-000007,-0.6560621273508405
ACH-000009,-0.4585518879025408
ACH-000011,-0.09468817143325008
ACH-000012,-0.563563664903
ACH-000013,-0.9384997922414636
ACH-000014,-0.5678081701670882
ACH-000015,-0.8121576794577046
ACH-000017,-0.664614072481182
ACH-000018,-0.4887850265428728
ACH-000019,-0.6647428358185675
ACH-000021,-0.739441505926674
ACH-000022,-0.7152501677695075
ACH-000025,-0.389315937426098
ACH-000028,-0.4928496397889288
ACH-000030,-0.507637288944712
ACH-000035,-0.8524366602509544
ACH-000036,-0.3470728180241003
ACH-000037,-0.35373714093597936
ACH-000039,-0.717336463832231
ACH-000040,-0.4198833327024579
ACH-000041,-0.5774455185913175
ACH-000042,-0.2120665144727956
ACH-000045,-0.4764073152336044
ACH-000047,-0.7911325034853243
ACH-000052,-0.5177606252043789
ACH-000053,-0.7400427656309272
ACH-000054,-0.7252043384385481
ACH-000055,-0.3000151419172577
ACH-000060,-0.4845307944549408
ACH-000067,-0.511713469182845
ACH-000070,-0.6191541382118677
ACH-000075,-0.4218425233360093
ACH-000078,-0.6311544135835698
ACH-000082,-0.47986195237814
ACH-000085,-0.4716922300580117
ACH-000086,-0.7693270520691325
ACH-000087,-0.5421109266091853
ACH-000092,-0.7049439616503443
ACH-000095,-0.29166024450875044
ACH-000097,-0.5285812213530564
ACH-000098,-0.6165119495273028
ACH-000099,-0.5184158381610998
ACH-000108,-0.3644409615243701
ACH-000113,-0.5383756044057365
ACH-000116,-0.8562322233924331
ACH-000118,-0.8191507373033167
ACH-000120,-0.5630607577482811
ACH-000123,-0.61070690359837
ACH-000127,-0.7191289605548457
ACH-000128,-0.6278015429115748
ACH-000132,-0.5201318506587804
ACH-000133,-0.5297866920654197
ACH-000137,-0.3118834721462419
ACH-000138,-0.4831840185370804
ACH-000142,-0.6659639313018519
ACH-000143,-0.484673194235079
ACH-000146,-0.40734284219348
ACH-000148,-0.5465010994246083
ACH-000150,-0.7257144401353657
ACH-000152,-0.5372989827685688
ACH-000153,-0.8093440143338385
ACH-000159,-0.5732403672015891
ACH-000160,-0.7070368122327896
ACH-000163,-0.5361049330678551
ACH-000167,-0.6480561934456457
ACH-000168,-0.30633441644854337
ACH-000169,-0.9428082397398259
ACH-000178,-0.4623033961559263
ACH-000183,-0.6443733552879854
ACH-000188,-0.4235450354112063
ACH-000189,-0.5961754045879532
ACH-000190,-0.7484901177033744
ACH-000198,-0.5381810832229459
ACH-000203,-0.3725475511018901
ACH-000204,-0.4944453086253769
ACH-000206,-0.5669309646329079
ACH-000207,-0.4610501827760878
ACH-000208,-0.3811581593205318
ACH-000210,-0.7111704251093192
ACH-000211,-0.6306555636442758
ACH-000215,-0.6614311987690605
ACH-000221,-0.7992636962975148
ACH-000222,-0.5831798079609432
ACH-000223,-0.6805647473882764
ACH-000226,-0.4000211630042619
ACH-000227,-0.6187864013082421
ACH-000228,-0.3923658573918997
ACH-000231,-0.3774536953752177
ACH-000232,-0.7413927151398517
ACH-000233,-0.6334395643004745
ACH-000234,-0.3773051019614806
ACH-000235,-0.2683681768290517
ACH-000237,-0.3429328321984897
ACH-000238,-0.6282194318978572
ACH-000242,-0.7261109060193608
ACH-000243,-0.4116209746538259
ACH-000244,-0.652631547482525
ACH-000246,-0.540000280320299
ACH-000248,-0.8103040103766981
ACH-000250,-0.5575767836654361
ACH-000251,-0.5233516840425974
ACH-000252,-0.7896096848782734
ACH-000253,-0.35582704990976777
ACH-000255,-0.6102820537218084
ACH-000256,-0.6055243222684261
ACH-000257,-0.7724194233885957
ACH-000258,-0.372510780700914
ACH-000259,-0.7102324119273229
ACH-000260,-0.7825444522360752
ACH-000261,-0.4355751142392409
ACH-000262,-0.4114431364799615
ACH-000263,-0.7594747053089133
ACH-000264,-0.5647168928324011
ACH-000265,-0.7007570727870147
ACH-000266,-0.3031566114344841
ACH-000272,-0.4530227481543923
ACH-000274,-0.6581623205817714
ACH-000277,-0.6940284550983563
ACH-000278,-0.4142540648407674
ACH-000279,-0.6750282770579661
ACH-000280,-0.7445699322353353
ACH-000281,-0.4564853349989116
ACH-000288,-0.7065738862356112
ACH-000291,-0.5263306776023414
ACH-000293,-0.6789248802535304
ACH-000294,-0.18474040059167768
ACH-000295,-0.4755410743955498
ACH-000296,-0.6012855815031157
ACH-000302,-0.7278951008755867
ACH-000304,-0.8793590366202196
ACH-000307,-0.5073328115209
ACH-000308,-0.711683461221875
ACH-000310,-0.620033371875528
ACH-000311,-0.4740414843186468
ACH-000312,-0.6774985037180647
ACH-000315,-0.4257106332338661
ACH-000316,-0.4331394626501802
ACH-000317,-0.969348732348618
ACH-000318,-0.8288202085739126
ACH-000319,-0.6132578446293998
ACH-000320,-0.5239655138637312
ACH-000322,-0.6344931860151785
ACH-000323,-0.6001087258701253
ACH-000324,-0.3530866233088493
ACH-000329,-0.7845712540275432
ACH-000330,-0.8277220076996165
ACH-000331,-0.6188675635398915
ACH-000332,-0.3989748349202595
ACH-000334,-0.6122769274052017
ACH-000335,-0.8359044515380487
ACH-000336,-0.6729109144295492
ACH-000337,-0.43334375832231936
ACH-000338,-0.7733143314656338
ACH-000339,-0.331109417587469
ACH-000341,-0.3692800807183591
ACH-000348,-0.5973071126440713
ACH-000350,-0.4118620832883363
ACH-000352,-0.44891218378247416
ACH-000356,-0.8159796825039142
ACH-000361,-0.3587623979982628
ACH-000362,-0.4827019483296753
ACH-000363,-0.5950801736705914
ACH-000364,-0.6675484469430603
ACH-000365,-0.484399705353477
ACH-000366,-0.2435647027512584
ACH-000368,-0.6415308406518548
ACH-000374,-0.7166345739120381
ACH-000375,-0.6582591823590813
ACH-000376,-0.9449776775229488
ACH-000381,-0.4562578424176011
ACH-000383,-0.5250595996033174
ACH-000387,-0.24153169806890085
ACH-000389,-0.08591232611320664
ACH-000390,-0.4914911828584595
ACH-000393,-0.2372005155458917
ACH-000395,-0.4746602015100549
ACH-000396,-0.4473751331413325
ACH-000397,-0.2776502595391089
ACH-000401,-0.7088845148709785
ACH-000402,-0.6257807022642972
ACH-000403,-0.5485002619781967
ACH-000404,-0.7437114003428764
ACH-000406,-0.6260700830395737
ACH-000407,-0.6716765811168063
ACH-000408,-0.913505364255696
ACH-000410,-0.5395163429482099
ACH-000411,-0.5836498273904714
ACH-000414,-0.6829345071733931
ACH-000415,-0.5894351864196367
ACH-000416,-0.3582252985567001
ACH-000420,-0.5086494807604165
ACH-000421,-0.5141595873295582
ACH-000424,-0.5851968969287471
ACH-000425,-0.4627303592909648
ACH-000426,-0.5027476331672327
ACH-000427,-0.4897848990245885
ACH-000433,-0.496988017846991
ACH-000435,-0.4587233526108686
ACH-000436,-0.3104079403084787
ACH-000444,-0.3820886121253235
ACH-000445,-0.4908171842909792
ACH-000448,-0.4879459600075653
ACH-000450,-0.7227016278754913
ACH-000452,-0.5775843840448023
ACH-000454,-0.9119784505285694
ACH-000458,-0.3052728074008532
ACH-000459,-0.7206936970038685
ACH-000460,-0.5847732939987939
ACH-000461,-0.6559915458373956
ACH-000463,-0.7987044444108292
ACH-000464,-0.25528917835379106
ACH-000466,-0.6331391110939459
ACH-000467,-0.6914677236548453
ACH-000468,-0.3936501250048827
ACH-000469,-0.8284513723827595
ACH-000470,-0.3186013392890487
ACH-000471,-0.5142581664682749
ACH-000472,-0.4003627144050538
ACH-000473,-0.6020742009209628
ACH-000475,-0.6573640395982369
ACH-000476,-0.8523131768399079
ACH-000477,-0.54055705654939
ACH-000479,-0.5039461188726879
ACH-000480,-0.8115804780218404
ACH-000481,-0.36391170560620295
ACH-000483,-0.7783899921657443
ACH-000484,-0.3990291116596277
ACH-000485,-0.4646281320516675
ACH-000486,-0.6413128982440414
ACH-000487,-0.7534333881749921
ACH-000488,-0.6201859964718127
ACH-000490,-0.6718121593601922
ACH-000491,-0.5307047805200039
ACH-000495,-0.3182808702984898
ACH-000496,-0.28374810990451765
ACH-000499,-0.8044657943790042
ACH-000500,-0.8746780269413706
ACH-000502,-0.4768096121547136
ACH-000503,-0.6048521116968365
ACH-000505,-0.4309719091808181
ACH-000507,-0.6308020945827394
ACH-000510,-0.737317516040865
ACH-000511,-0.4267525177810103
ACH-000512,-0.7330169149055549
ACH-000516,-0.3842208576860428
ACH-000517,-0.649704224361404
ACH-000518,-0.3082732463114297
ACH-000520,-0.31260234347100063
ACH-000521,-0.32453190775273205
ACH-000522,-0.5625683928236347
ACH-000524,-0.5101376119189069
ACH-000527,-0.7653765126684667
ACH-000528,-0.7203327162463643
ACH-000537,-0.7195588328840141
ACH-000541,-0.4512445995258039
ACH-000542,-0.3908258416418297
ACH-000544,-0.6832962927319253
ACH-000545,-0.5082017233894316
ACH-000547,-0.676638462245901
ACH-000548,-0.16572332091846467
ACH-000549,-0.4332477881473065
ACH-000550,-0.4095518675135035
ACH-000552,-0.7114087013500087
ACH-000556,-0.6488008762546632
ACH-000557,-0.3055806387316861
ACH-000569,-0.8496248022632047
ACH-000570,-0.6825389113296954
ACH-000571,-0.5255868762779347
ACH-000573,-0.7325148892959554
ACH-000576,-0.2681738865412153
ACH-000579,-0.8663497037589183
ACH-000580,-0.3326910967736908
ACH-000584,-0.6334456361379299
ACH-000585,-0.6574506787902975
ACH-000588,-0.713363583398356
ACH-000589,-0.695966643804709
ACH-000591,-0.5754135873597752
ACH-000593,-0.5645187142152512
ACH-000600,-0.7154173324285017
ACH-000601,-0.2452988624237763
ACH-000605,-0.6867631438520458
ACH-000606,-0.9811924795592484
ACH-000608,-0.5793458711204221
ACH-000614,-0.9492520780532708
ACH-000616,-0.24319531326896465
ACH-000618,-0.7449797350189613
ACH-000619,-0.4461000635314563
ACH-000620,-0.6913242945434069
ACH-000621,-0.31164923237165704
ACH-000622,-0.34425675441692805
ACH-000623,-0.6865203644367779
ACH-000624,-0.2727192094956009
ACH-000627,-0.8119624608361552
ACH-000630,-0.7426884818914814
ACH-000631,-0.6394528117889727
ACH-000632,-0.5922877761838365
ACH-000633,-0.8773861650084389
ACH-000637,-0.5698140719728843
ACH-000638,-0.4984769993867417
ACH-000646,-0.6087487392855682
ACH-000647,-0.6895933991410431
ACH-000648,-0.6293747915132013
ACH-000649,-0.4892163744018386
ACH-000651,-0.8626376001485038
ACH-000652,-0.6120496028294851
ACH-000653,-0.6714867475643799
ACH-000657,-0.5959543512710557
ACH-000658,-0.4834238934117153
ACH-000661,-0.38038191952645856
ACH-000662,-0.5599476684758367
ACH-000663,-0.5204394402795781
ACH-000665,-0.4001465209828048
ACH-000671,-0.5889007390318697
ACH-000672,-0.5176432136827832
ACH-000673,-0.4522359549937429
ACH-000676,-0.4477932963312029
ACH-000677,-0.8641201622329729
ACH-000681,-0.7222027745652122
ACH-000683,-0.8936414960403952
ACH-000684,-0.4457579181866463
ACH-000688,-0.5963428009944185
ACH-000693,-0.7194614234649525
ACH-000694,-0.6913348508386021
ACH-000695,-0.5026641064139353
ACH-000696,-0.3742240340539408
ACH-000697,-0.6910873184895566
ACH-000699,-0.634450865939554
ACH-000701,-0.6960984783000246
ACH-000706,-0.8934497219380337
ACH-000711,-0.3442002496692663
ACH-000713,-0.6697071259809888
ACH-000714,-0.4967166445212254
ACH-000718,-0.4434794404625146
ACH-000720,-0.6711165099229337
ACH-000721,-0.5479715806610852
ACH-000724,-0.6531525669153212
ACH-000725,-0.6436361107236129
ACH-000732,-0.7424703200843316
ACH-000734,-0.5634356840298654
ACH-000735,-0.5996086311551683
ACH-000736,-0.5674283984076846
ACH-000738,-0.8855434301645617
ACH-000746,-0.8384865712843187
ACH-000747,-0.7022076804806401
ACH-000748,-0.43523848302496987
ACH-000753,-0.4932809727493827
ACH-000756,-0.418707018399434
ACH-000757,-0.9897939478999378
ACH-000758,-0.6828628631605704
ACH-000760,-0.5868931131270729
ACH-000762,-0.6555280792404284
ACH-000763,-0.6326696585093359
ACH-000764,-0.4448107273388834
ACH-000765,-0.7029196943353514
ACH-000766,-0.4870132994565344
ACH-000767,-0.6731739487560411
ACH-000768,-0.5064977677522194
ACH-000769,-0.6975315320791114
ACH-000770,-0.40076250451846224
ACH-000771,-0.4252396684878171
ACH-000773,-0.48824767872439506
ACH-000776,-0.7057683737270835
ACH-000777,-0.5965526794972323
ACH-000778,-0.5324388226590246
ACH-000781,-0.7490972254819523
ACH-000782,-0.5270964913617482
ACH-000783,-0.3716805357936949
ACH-000784,-0.7129078065807403
ACH-000785,-0.5177800721322926
ACH-000787,-0.8101145172191401
ACH-000788,-0.4279739320209327
ACH-000791,-0.4374430081972371
ACH-000792,-0.29261561566079
ACH-000794,-0.2963378438570856
ACH-000796,-0.5777473277216894
ACH-000798,-0.3902247525026315
ACH-000799,-0.4692809440907175
ACH-000800,-0.6742735160090623
ACH-000802,-0.5602650457867943
ACH-000804,-0.5304904774050194
ACH-000805,-0.7340348340209064
ACH-000809,-0.7099882776245401
ACH-000810,-0.563101507357634
ACH-000811,-0.40387381608465467
ACH-000817,-0.5151914636615421
ACH-000819,-0.5529065832867075
ACH-000820,-0.35281464130115336
ACH-000821,-0.6468290162498349
ACH-000822,-0.5715102677396162
ACH-000823,-0.6433168243427061
ACH-000824,-0.5929336774139841
ACH-000827,-0.3248356765574169
ACH-000829,-0.5257123843735324
ACH-000831,-0.7533178843658571
ACH-000832,-0.6875807654858289
ACH-000833,-0.7852065066147723
ACH-000834,-0.6674127702100806
ACH-000835,-0.6205885849924486
ACH-000836,-0.3525200867634416
ACH-000837,-0.4667642821942369
ACH-000838,-0.9017857818550016
ACH-000839,-0.4424471035871971
ACH-000840,-0.8486530525070064
ACH-000841,-0.3556274261639029
ACH-000843,-0.557678813968282
ACH-000846,-0.7195848682513609
ACH-000847,-0.5408029773070858
ACH-000848,-0.7123237239561154
ACH-000849,-0.6261044295492082
ACH-000851,-0.8841173360545193
ACH-000855,-0.6416712409728937
ACH-000856,-0.6121459110805828
ACH-000858,-0.8257588576971623
ACH-000859,-0.292810572575156
ACH-000861,-0.6017663243391221
ACH-000862,-0.8459273897919641
ACH-000865,-0.6158445974099829
ACH-000866,-0.6211201067165293
ACH-000867,-0.8123259241562841
ACH-000869,-1.0469173937396823
ACH-000872,-0.3097582018643683
ACH-000873,-0.5920288696579932
ACH-000876,-1.092458057023876
ACH-000878,-0.7872860603125341
ACH-000880,-0.4995162648066456
ACH-000881,-0.5890639806309226
ACH-000882,-0.5926803438230954
ACH-000884,-0.612907362255098
ACH-000885,-0.6259404677459005
ACH-000887,-0.7910181420452986
ACH-000889,-0.4784219667855154
ACH-000896,-0.5508109972577494
ACH-000898,-0.8413975550184624
ACH-000900,-0.5701347372408403
ACH-000901,-0.4854137445666016
ACH-000905,-0.6784910823716278
ACH-000906,-0.4342144748659479
ACH-000907,-0.3309976567163908
ACH-000910,-0.8099715800302045
ACH-000911,-0.5872008203140676
ACH-000912,-0.4302889414021549
ACH-000913,-0.5409607756011744
ACH-000915,-0.5928824797916973
ACH-000916,-0.7613051494995681
ACH-000917,-0.8668304729528526
ACH-000920,-0.1932228427014766
ACH-000921,-0.5897532472033923
ACH-000924,-0.7108562538319547
ACH-000926,-0.5168819352883288
ACH-000928,-0.4747451663543852
ACH-000929,-0.4906374990460369
ACH-000932,-0.4607830843402465
ACH-000935,-0.7104128684092533
ACH-000936,-0.6221730586817431
ACH-000937,-0.3886003669842063
ACH-000938,-0.7182605367178692
ACH-000939,-0.6394729429008701
ACH-000941,-0.4992735437780084
ACH-000943,-0.8278785272179214
ACH-000946,-0.4548860863970378
ACH-000947,-0.5930304802202884
ACH-000948,-0.6432911238142663
ACH-000950,-0.4888004299774415
ACH-000953,-0.2406581292630461
ACH-000954,-0.6847182487790874
ACH-000957,-0.6670688435012408
ACH-000958,-0.4967319306466169
ACH-000960,-0.5242039056966535
ACH-000963,-0.6444937869542203
ACH-000968,-0.8239726078854475
ACH-000969,-0.6864305771604157
ACH-000972,-0.5628792275627204
ACH-000973,-0.17657315635628226
ACH-000974,-0.26592764540517155
ACH-000978,-0.5127404311322747
ACH-000984,-0.4533367603927596
ACH-000986,-0.5393771371675553
ACH-000988,-0.7178034146631479
ACH-000993,-0.27900584749612034
ACH-000994,-0.8718959499115954
ACH-000996,-0.25732559806094324
ACH-001001,-0.6901964928212908
ACH-001020,-0.515952324793893
ACH-001028,-0.6928271684867149
ACH-001031,-0.4931008327809946
ACH-001038,-0.5805034802543056
ACH-001048,-0.7534167010003281
ACH-001050,-0.6132687229814866
ACH-001053,-0.43116695537468025
ACH-001054,-0.3569548125745069
ACH-001061,-0.7114496716286733
ACH-001067,-0.5783475352896795
ACH-001075,-0.29259152804195004
ACH-001096,-0.5237145871706896
ACH-001111,-0.9163597195931829
ACH-001119,-0.5373151410027692
ACH-001128,-0.473171692533652
ACH-001134,-0.3981480512556185
ACH-001151,-0.3837685960032521
ACH-001163,-0.7579762276975867
ACH-001164,-0.4816872012123237
ACH-001183,-0.2242461811045748
ACH-001192,-0.5417356816826697
ACH-001193,-0.7070092873840116
ACH-001196,-0.5503500525578552
ACH-001197,-0.6129902725818109
ACH-001205,-0.5494075558844157
ACH-001211,-0.4181600465301892
ACH-001212,-0.5136950040875604
ACH-001228,-0.4958127158376343
ACH-001232,-0.4236051466003913
ACH-001239,-0.6994977966810177
ACH-001270,-0.7404026756607789
ACH-001274,-0.5380331315757688
ACH-001275,-0.682844754297725
ACH-001277,-0.6975663900244713
ACH-001278,-0.7805130667447336
ACH-001280,-0.3786494335023463
ACH-001283,-0.8228185669220642
ACH-001289,-0.3995155398478519
ACH-001300,-0.5271203674728666
ACH-001301,-0.4843568906054502
ACH-001302,-0.5921114876207867
ACH-001306,-0.4170780142338068
ACH-001318,-0.7070291753333159
ACH-001322,-0.9084258421497644
ACH-001328,-0.4063855201859359
ACH-001332,-0.932696254315944
ACH-001336,-0.7222655225549626
ACH-001346,-0.3660352343510027
ACH-001353,-0.2980907221746929
ACH-001354,-0.4532872257209072
ACH-001367,-0.6488517482614822
ACH-001368,-0.4855235268580448
ACH-001374,-0.31787611839445
ACH-001377,-0.5223495021275205
ACH-001380,-0.7518613288719073
ACH-001391,-0.4132826519680562
ACH-001408,-0.3779205158105972
ACH-001430,-0.5049252369071272
ACH-001431,-0.5035931319195409
ACH-001450,-0.8115153683578972
ACH-001496,-0.5515359609317835
ACH-001500,-0.7435782501424725
ACH-001523,-0.8111456385721048
ACH-001532,-0.4776906005259654
ACH-001550,-0.7914427590477181
ACH-001552,-0.4877608323362757
ACH-001554,-0.3466335033580446
ACH-001654,-0.7122742056195293
ACH-001735,-0.31060643798592164
ACH-001736,-0.4285494623747432
ACH-001737,0.08501109530055083
ACH-001740,-0.5312041705654011
ACH-001745,-0.5991508103596991
ACH-001765,-0.7032064130224261
