,PIGU (128869)
ACH-000167,-0.02337847827374621
ACH-000168,-0.014138110948056368
ACH-000169,-0.11167118393759558
ACH-000178,-0.09972669403953736
ACH-000183,-0.3581202515867745
ACH-000188,-0.08546447086308055
ACH-000189,-0.08976197973676632
ACH-000190,-0.2481330555658287
ACH-000198,0.029471072710689918
ACH-000203,-0.35663296792877264
ACH-000204,0.005777007210174322
ACH-000206,-0.3190690163352191
ACH-000207,-0.2263959285947695
ACH-000208,-0.10488426011425832
ACH-000210,-0.30255641597269883
ACH-000211,-0.08939444857842319
ACH-000215,0.007982064113026441
ACH-000221,-0.03594642948884805
ACH-000222,-0.1792274469400505
ACH-000223,-0.2483810681580381
ACH-000226,-0.061077789293075675
ACH-000227,-0.216377335240778
ACH-000228,-0.14383780659126905
ACH-000231,-0.16698293052139848
ACH-000232,-0.26573451961595396
ACH-000233,-0.01177595620143488
ACH-000234,-0.047337753678601525
ACH-000235,-0.10176300380680348
ACH-000237,-0.11471805232479887
ACH-000238,-0.08123363248495764
ACH-000242,-0.2396722739454709
ACH-000243,-0.09395375171558944
ACH-000244,-0.1904134699935748
ACH-000246,-0.09508947409563882
ACH-000248,-0.17887582953843287
ACH-000250,-0.09102202214525326
ACH-000251,-0.013424307280104394
ACH-000252,-0.18871762801788305
ACH-000253,-0.006164764610230389
ACH-000255,-0.3415245238882276
ACH-000256,-0.08998013688824119
ACH-000257,-0.10591229908431098
ACH-000258,-0.08094186210275922
ACH-000259,-0.15605328787206058
ACH-000260,0.0004669291066974659
ACH-000261,-0.14355140612583614
ACH-000262,-0.0983228905463575
ACH-000263,-0.03614359551834992
ACH-000264,-0.13571725677323165
ACH-000265,-0.08070966854039027
ACH-000266,-0.09219891330021
ACH-000272,-0.3268759410525725
ACH-000274,-0.14757329423727533
ACH-000277,-0.3346770857251908
ACH-000278,-0.01553607958611289
ACH-000279,0.08804372293447854
ACH-000280,-0.17883280135648638
ACH-000281,-0.056483627959411475
ACH-000288,0.004307003696402319
ACH-000291,-0.1001223431627239
ACH-000293,-0.061545615077788975
ACH-000294,-0.07970188284988347
ACH-000295,-0.05609030874310663
ACH-000296,-0.0715348679967273
ACH-000302,-0.1823579040211557
ACH-000304,-0.17234858366763006
ACH-000307,-0.13717186212325405
ACH-000308,-0.16109402916407214
ACH-000310,-0.035891430047388824
ACH-000311,-0.18190428235465445
ACH-000312,-0.06780049070705947
ACH-000315,0.11555141528652348
ACH-000316,-0.22723208148752946
ACH-000317,-0.05001128878262378
ACH-000318,-0.09800925795412573
ACH-000319,0.05713512110849809
ACH-000320,-0.2007406572527049
ACH-000322,0.07078667598905047
ACH-000323,0.016985283691547445
ACH-000324,-0.20033369227632125
ACH-000329,-0.14188349192362362
ACH-000330,-0.16956077934957828
ACH-000331,-0.3528795218994375
ACH-000332,-0.10864614348306373
ACH-000334,-0.034599182914313936
ACH-000335,-0.12224501416036446
ACH-000336,-0.021896878428192625
ACH-000337,-0.20938715240947206
ACH-000338,-0.08380708971174239
ACH-000339,-0.17239905379950185
ACH-000341,-0.12489952324394335
ACH-000348,-0.1720912226866521
ACH-000350,-0.094307643196092
ACH-000352,-0.10656441794373234
ACH-000356,-0.1056917250695854
ACH-000361,-0.1780007681967789
ACH-000362,-0.02207321804914036
ACH-000363,-0.0943654830081194
ACH-000364,-0.1998122264912988
ACH-000365,-0.09755907739061204
ACH-000366,-0.13314488672458644
ACH-000368,-0.11524697853336993
ACH-000374,-0.32613811660037123
ACH-000375,-0.2932910361014414
ACH-000376,-0.07866230335181434
ACH-000381,-0.3612545191414373
ACH-000383,-0.029843304615837868
ACH-000387,-0.18347262927471472
ACH-000389,-0.12407719053629385
ACH-000390,0.0013764081646698324
ACH-000393,0.01764893108093431
ACH-000395,-0.1595417390611551
ACH-000396,-0.25089419909927474
ACH-000397,-0.10859521504934763
ACH-000401,-0.08812034355814345
ACH-000402,-0.29634586902170146
ACH-000403,-0.22349514012642416
ACH-000404,-0.26395051857295315
ACH-000406,-0.017213033283856382
ACH-000407,-0.16165424099059342
ACH-000408,-0.11438192072123085
ACH-000410,-0.08206406822099169
ACH-000411,-0.09204423605950844
ACH-000414,-0.18623184236587664
ACH-000415,-0.07804421941432031
ACH-000416,-0.15581488170193245
ACH-000420,-0.2412759509647771
ACH-000421,-0.054112283037775016
ACH-000424,-0.21720914189033275
ACH-000425,-0.17129952596175627
ACH-000426,-0.20656669878961972
ACH-000427,-0.06610019504302041
ACH-000433,-0.07271734029876921
ACH-000435,-0.09455269796449636
ACH-000436,-0.11787748588049887
ACH-000444,-0.0866808837462433
ACH-000445,-0.08926536374313347
ACH-000448,-0.06557765514286244
ACH-000450,-0.12661937562805245
ACH-000452,0.03374967544462963
ACH-000454,0.018387153896702462
ACH-000458,-0.18980229901044893
ACH-000459,0.04036181799316384
ACH-000460,-0.14397334940111334
ACH-000461,-0.012744670273922927
ACH-000463,-0.20038594079222746
ACH-000464,0.009908797162904987
ACH-000466,-0.27784257566700765
ACH-000467,-0.22681107601416325
ACH-000468,-0.12143756609061873
ACH-000469,-0.07354959413273496
ACH-000470,-0.16885536471672574
ACH-000471,-0.3320672331821385
ACH-000472,-0.0876455839384421
ACH-000473,-0.2234393428870464
ACH-000475,-0.18667286692266727
ACH-000476,-0.2721125152457649
ACH-000477,-0.06500695983347618
ACH-000479,-0.05059718543165692
ACH-000480,-0.13343935182691152
ACH-000481,-0.10620286571127877
ACH-000483,-0.018523799891256812
ACH-000484,0.059255847909268376
ACH-000485,-0.05882166346540758
ACH-000486,-0.0726671602176811
ACH-000487,-0.01761689689009858
ACH-000488,-0.12797468035077195
ACH-000490,-0.3136990016043354
ACH-000491,-0.040432417775371016
ACH-000495,-0.1025243342345465
ACH-000496,-0.25231462728780085
ACH-000499,0.007090603427207637
ACH-000500,-0.282465501779752
ACH-000502,-0.04191351443641154
ACH-000503,0.12446828010108302
ACH-000505,-0.08270989514155808
ACH-000507,-0.05282877755411765
ACH-000510,-0.22743542128841504
ACH-000511,-0.0389762081352328
ACH-000512,-0.13519580012736548
ACH-000516,-0.14429067369396348
ACH-000517,-0.1341788142509793
ACH-000518,-0.12612977290311825
ACH-000520,-0.1994340610893656
ACH-000521,-0.2727640886231317
ACH-000522,-0.3272664229781686
ACH-000524,-0.05353654828999985
ACH-000527,-0.21389010901959565
ACH-000528,-0.2766159651265009
ACH-000537,-0.3951335785997265
ACH-000541,-0.09512560446903552
ACH-000542,-0.02572060574032069
ACH-000544,0.14766225706432587
ACH-000545,-0.05471678208203131
ACH-000547,-0.09770350240667143
ACH-000548,-0.04545179810173298
ACH-000549,-0.2554235628738589
ACH-000550,-0.0431275754703116
ACH-000552,-0.19528866442296045
ACH-000556,-0.08515328350744635
ACH-000557,-0.12021701869371396
ACH-000569,0.04546974572349043
ACH-000570,-0.16267910119065954
ACH-000571,-0.0629839691658983
ACH-000573,-0.08390598628924252
ACH-000576,0.21272118534778076
ACH-000579,-0.18222872141420848
ACH-000580,-0.07134818540699965
ACH-000584,0.02569637651210693
ACH-000585,-0.0405422841868407
ACH-000588,-0.17855322870015106
ACH-000589,-0.09217576370879386
ACH-000591,-0.08212710016995182
ACH-000593,-0.2791240343486516
ACH-000600,-0.318609445396281
ACH-000601,-0.07033483119631924
ACH-000605,-0.15585192181055135
ACH-000606,-0.15482277979163692
ACH-000608,-0.20385561732540386
ACH-000614,-0.21973478759522894
ACH-000616,0.07323610985158929
ACH-000618,0.013343065498621062
ACH-000619,-0.16038081633709186
ACH-000620,-0.4855271161839904
ACH-000621,-0.02410528552802178
ACH-000622,-0.17716449270867898
ACH-000623,-0.12208758780737775
ACH-000624,-0.04331737167919232
ACH-000627,-0.18919269074900175
ACH-000630,-0.18198460115447784
ACH-000631,-0.3593131699031764
ACH-000632,-0.19651867255765684
ACH-000633,-0.14690910731492646
ACH-000637,-0.02448924884658404
ACH-000638,0.057293131242492176
ACH-000646,-0.2843098078014052
ACH-000647,-0.11395306363894014
ACH-000648,-0.10648033843185846
ACH-000649,-0.12700436291741413
ACH-000651,-0.09941836935418748
ACH-000652,-0.1796814525425388
ACH-000653,-0.14047152097381674
ACH-000657,-0.037176795272226185
ACH-000658,-0.2345436279538482
ACH-000661,-0.1707510828705433
ACH-000662,-0.00372116414541126
ACH-000663,-0.14480291919444152
ACH-000665,-0.2103830000687508
ACH-000671,-0.41691560122264826
ACH-000672,-0.1739111148492464
ACH-000673,-0.0869752700482876
ACH-000676,-5.803677360037379e-06
ACH-000677,0.018563221269295486
ACH-000681,-0.1882130319937434
ACH-000683,-0.2109047630155384
ACH-000684,-0.24072334351324565
ACH-000688,-0.12127012803037815
ACH-000693,-0.12823616788090506
ACH-000694,-0.0011271053892389475
ACH-000695,-0.06791976716175135
ACH-000696,-0.042540042066028426
ACH-000697,-0.05851764963765794
ACH-000699,-0.12749629717264585
ACH-000701,-0.15822309560078884
ACH-000706,-0.3148584769551733
ACH-000711,0.021241227795630813
ACH-000713,-0.15787645431793895
ACH-000714,-0.02947144640716477
ACH-000718,-0.3658522537438979
ACH-000720,-0.07944144990533475
ACH-000721,-0.21473801894038053
ACH-000724,-0.12540591817045474
ACH-000725,-0.03974264517113022
ACH-000732,-0.06258259671194956
ACH-000734,-0.07960984676009424
ACH-000735,0.00020131130074920668
ACH-000736,-0.00806955293064723
ACH-000738,-0.13757963091266576
ACH-000746,-0.2484330014614375
ACH-000747,-0.14666662289096907
ACH-000748,-0.011227066848282645
ACH-000753,-0.023787923516151884
ACH-000756,0.02288453101215011
ACH-000757,0.07426484090714665
ACH-000758,-0.25591120541692786
ACH-000760,-0.07295821462870705
ACH-000762,-0.20927405622969136
ACH-000763,-0.14406571764170334
ACH-000764,-0.07414741351975962
ACH-000765,0.031077864969493288
ACH-000766,-0.2545419022440242
ACH-000767,-0.11581697162315975
ACH-000768,-0.1692146064106481
ACH-000769,-0.09796205720934574
ACH-000770,-0.1447571373425257
ACH-000771,-0.2505246682618967
ACH-000773,-0.02661413662927444
ACH-000776,-0.06778190269679006
ACH-000777,-0.14190066114514205
ACH-000778,-0.146122937903504
ACH-000781,-0.14992197932070564
ACH-000782,-0.11970946865801185
ACH-000783,0.0037466705018002647
ACH-000784,-0.10144447580411073
ACH-000785,-0.0691829767800169
ACH-000787,-0.26950358848493994
ACH-000788,-0.08622048824769359
ACH-000791,-0.0394771423312842
ACH-000792,-0.13184053715902014
ACH-000794,-0.045605274142054224
ACH-000796,-0.09481862611701372
ACH-000798,-0.040142670603802534
ACH-000799,-0.031040053545529536
ACH-000800,0.015678388570257357
ACH-000802,-0.035591297839573426
ACH-000804,0.042874220079634935
ACH-000805,-0.02401163276841216
ACH-000809,0.0003012743573842422
ACH-000810,-0.017569902331024505
ACH-000811,-0.20957703282482776
ACH-000817,-0.10644807556215573
ACH-000819,-0.10705392605996784
ACH-000820,-0.1327888177324503
ACH-000821,0.009828654562574405
ACH-000822,-0.1862986457041514
ACH-000823,-0.7604060274884447
ACH-000824,0.005671490568720416
ACH-000827,-0.11439436018543135
ACH-000829,-0.2630005204124835
ACH-000831,-0.034614434952446614
ACH-000832,-0.07470498080285813
ACH-000833,-0.028171792287885213
ACH-000834,-0.2070310676303964
ACH-000835,-0.12043207966216694
ACH-000836,-0.32253960385628816
ACH-000837,-0.1056327092684181
ACH-000838,-0.1935721131733267
ACH-000839,-0.3037242786687165
ACH-000840,-0.16568020960727542
ACH-000841,0.09228400138557427
ACH-000843,-0.11527563893005252
ACH-000846,-0.12509478130767945
ACH-000847,-0.15050374281101953
ACH-000848,0.006717842867588723
ACH-000849,-0.2272612843826789
ACH-000851,-0.2656913670643061
ACH-000855,-0.12668458905179872
ACH-000856,-0.2486083624093321
ACH-000858,0.04483050587944786
ACH-000859,-0.05326618318479318
ACH-000861,-0.16626732187482726
ACH-000862,0.019720627873686503
ACH-000865,-0.027466569687859658
ACH-000866,-0.2384345204577611
ACH-000867,-0.06408436320697497
ACH-000869,-0.01276196116023405
ACH-000872,-0.055984829338251066
ACH-000873,-0.10148014659176673
ACH-000876,-0.09902105367448608
ACH-000878,-0.12211768489499047
ACH-000880,-0.4513098964997431
ACH-000881,0.1300145999487748
ACH-000882,-0.05119375000238211
ACH-000884,-0.015359160597374216
ACH-000885,-0.4739288601403829
ACH-000887,-0.08926845083321779
ACH-000889,0.1072813577515553
ACH-000896,-0.02770731910153802
ACH-000898,-0.1729893330765321
ACH-000900,-0.12017035607188745
ACH-000901,-0.1354964320152108
ACH-000905,-0.10227592825684716
ACH-000906,-0.03498503104342772
ACH-000907,-0.3095710386158614
ACH-000910,-0.06478702267283724
ACH-000911,-0.20711455105821705
ACH-000912,0.11314985006413053
ACH-000913,-0.16593518549887645
ACH-000915,-0.15274289948759362
ACH-000916,-0.021575704933285443
ACH-000917,-0.2561578079641685
ACH-000920,0.24542903438535196
ACH-000921,-0.14966589432477012
ACH-000924,-0.10667329162025282
ACH-000926,-0.41821408092852097
ACH-000928,-0.12948245958082008
ACH-000929,0.08975789905816994
ACH-000932,-0.0019258898670504914
ACH-000935,-0.009952626904576716
ACH-000936,-0.2614431813962901
ACH-000937,-0.032762202400969165
ACH-000938,0.008450091844677474
ACH-000939,-0.2333329233903716
ACH-000941,-0.13212039774437995
ACH-000943,-0.14904557447962455
ACH-000946,-0.2628245205548732
ACH-000947,-0.058440775720165386
ACH-000948,-0.12688308384468094
ACH-000950,-0.31072492579692385
ACH-000953,-0.043843159068466295
ACH-000954,-0.2011927949853008
ACH-000957,-0.08008768658225614
ACH-000958,-0.1780218674546142
ACH-000960,-0.029620045145395606
ACH-000963,-0.10824672939371197
ACH-000968,-0.057951260931846375
ACH-000969,-0.18829167293614715
ACH-000972,-0.17711677251034671
ACH-000973,-0.03767910789077435
ACH-000974,-0.1669577071885714
ACH-000978,0.08294392564524906
ACH-000984,-0.050576029335815634
ACH-000986,-0.15700769207755144
ACH-000988,-0.17914320137909326
ACH-000993,-0.06323018927129988
ACH-000994,-0.15962707543059906
ACH-000996,0.025345054330364356
ACH-001001,-0.07684578514525536
ACH-001020,0.07906271793492793
ACH-001028,-0.12104059183074345
ACH-001031,-0.15108663745961018
ACH-001038,-0.07200168322969226
ACH-001048,-0.2050424393073755
ACH-001050,-0.14381909818333835
ACH-001053,-0.019170356770535562
ACH-001054,-0.1159089512209517
ACH-001061,-0.1345262339864365
ACH-001067,-0.040574445023472204
ACH-001075,-0.2506441054915205
ACH-001096,-0.1027602736594634
ACH-001111,-0.2854994447581521
ACH-001119,-0.22085466457803934
ACH-001128,-0.22293421611587272
ACH-001134,0.018003239543711504
ACH-001151,-0.2557389321382368
ACH-001163,-0.2288914746207513
ACH-001164,0.11403891788837373
ACH-001183,-0.2002451284223288
ACH-001192,0.012653784921024723
ACH-001193,0.20100117190276945
ACH-001196,-0.09141061025535026
ACH-001197,-0.02688492393057752
ACH-001205,-0.23418819853851286
ACH-001211,-0.220053806675798
ACH-001212,-0.2507403004822336
ACH-001228,-0.07314871476377867
ACH-001232,-0.0711486316812401
ACH-001239,-0.2003525251517766
ACH-001270,-0.048278234464173134
ACH-001274,-0.06069431328771273
ACH-001275,-0.11309044187443945
ACH-001277,-0.18497158265629726
ACH-001278,-0.1569685744062345
ACH-001280,-0.053475429955459085
ACH-001283,0.01471507449809026
ACH-001289,-0.1340956429369625
ACH-001300,-0.0409822576432306
ACH-001301,-0.08080930913520541
ACH-001302,-0.1566849623421636
ACH-001306,-0.1385190310478564
ACH-001318,-0.19613093456389424
ACH-001322,0.06480352619037222
ACH-001328,-0.2443908925093049
ACH-001332,-0.07304131571966947
ACH-001336,0.09561825615084577
ACH-001346,0.05131751778152333
ACH-001353,-0.28782246770284897
ACH-001354,0.08153596807139528
ACH-001367,-0.20814483074036946
ACH-001368,-0.14787012202180072
ACH-001374,-0.11408525008304275
ACH-001377,-0.07022723400376804
ACH-001380,-0.09516761028493984
ACH-001391,-0.2003689042488873
ACH-001408,-0.0724110892237301
ACH-001430,0.02132112744730126
ACH-001431,-0.1335233722306523
ACH-001450,-0.0016851911093932412
ACH-001496,-0.06713884576344409
ACH-001500,-0.2789033479069005
ACH-001523,-0.2663756551874364
ACH-001532,-0.03199756047357792
ACH-001550,-0.05382976082178462
ACH-001552,-0.12937721283710604
ACH-001554,-0.076381811248323
ACH-001654,-0.07812296820284192
ACH-001735,-0.07458561748381518
ACH-001736,-0.14875440697198422
ACH-001737,-0.2701793394119581
ACH-001740,0.093127671361105
ACH-001745,-0.08897267576470286
ACH-001765,0.0054576544474549855
