,LYN (4067)
ACH-000004,0.004976177891359721
ACH-000005,0.2882052630600801
ACH-000007,0.1262585291617178
ACH-000009,0.2113069725446803
ACH-000011,0.08115154443586325
ACH-000012,0.10509849800068856
ACH-000013,0.04218219667611035
ACH-000014,-0.08906274837990975
ACH-000015,0.09394321528512764
ACH-000017,-0.02945117700074854
ACH-000018,-0.0555034058579415
ACH-000019,0.06774503208125737
ACH-000021,0.10741266504346077
ACH-000022,-0.1144671993285519
ACH-000025,0.09474477742399914
ACH-000028,0.11757620392599985
ACH-000030,0.12206657082536955
ACH-000035,0.010702054808171805
ACH-000036,0.10587871162470988
ACH-000037,-8.595739149158632e-06
ACH-000039,-0.10811063502785477
ACH-000040,-0.017713681794228005
ACH-000041,-0.05457307337793718
ACH-000042,0.04607665614923129
ACH-000045,-0.010437574179926306
ACH-000047,0.06689361627245928
ACH-000052,0.12241974502618602
ACH-000053,0.055578717945063416
ACH-000054,-0.09751834634628828
ACH-000055,0.14656390678988096
ACH-000060,0.09801658203146901
ACH-000067,0.26671122836743216
ACH-000070,-0.10563990994514308
ACH-000075,-0.1632668270122297
ACH-000078,0.14937359833267053
ACH-000082,-0.08292429532320449
ACH-000085,-0.006048251973182129
ACH-000086,0.30865905555571244
ACH-000087,-0.2660372786516039
ACH-000092,0.07729023609668914
ACH-000095,0.2544339107415641
ACH-000097,0.02165865512774795
ACH-000098,0.05481522816005608
ACH-000099,0.0937950678944801
ACH-000108,0.10996937394227853
ACH-000113,0.04767931236399851
ACH-000116,0.12651294907397662
ACH-000118,0.12002087802071347
ACH-000120,-0.01611295480916264
ACH-000123,-0.039395586002270125
ACH-000127,0.039027472298528224
ACH-000128,0.06078162079954619
ACH-000132,0.061172922951623784
ACH-000133,0.08664239056549783
ACH-000137,0.14048859184716184
ACH-000138,0.04177279579112589
ACH-000142,0.05599959718891983
ACH-000143,0.1788208542668537
ACH-000146,0.10035493982779108
ACH-000148,0.08783854311032196
ACH-000150,-0.0488514254685719
ACH-000152,0.06494284792760456
ACH-000153,-0.1306510816779479
ACH-000159,0.07385063798734688
ACH-000160,0.1264780866329857
ACH-000163,0.0049795077787909816
ACH-000167,-0.1882036867502588
ACH-000168,0.1610536437915454
ACH-000169,0.13051079255971226
ACH-000178,0.08614448368804227
ACH-000183,-0.14970899732261125
ACH-000188,0.16926092157401984
ACH-000189,0.1318126159252745
ACH-000190,-0.1462158988108266
ACH-000198,0.002952294634779281
ACH-000203,0.119791509019155
ACH-000204,0.030395991240298736
ACH-000206,0.19744236625033093
ACH-000207,0.1684578690064203
ACH-000208,-0.02975293862248375
ACH-000210,-0.1337136597846339
ACH-000211,0.009784357635135266
ACH-000215,0.10627551710172953
ACH-000221,-0.02026034793264361
ACH-000222,0.2459094821322904
ACH-000223,0.10054822354501387
ACH-000226,0.07234645789220384
ACH-000227,0.16407823127014073
ACH-000228,0.06812337447171836
ACH-000231,0.08549175970177551
ACH-000232,0.18386418525052226
ACH-000233,0.11651393439162155
ACH-000234,0.0475709484821136
ACH-000235,0.04659971910701384
ACH-000237,0.18924737336632236
ACH-000238,0.019758100697088308
ACH-000242,0.16673861402837167
ACH-000243,0.11289981923735308
ACH-000244,0.14663048483909086
ACH-000246,0.18087665020287272
ACH-000248,-0.07186397860884514
ACH-000250,0.06695618174483405
ACH-000251,0.19586964900428086
ACH-000252,0.05575777890938819
ACH-000253,0.13962350620471606
ACH-000255,0.18640985085396344
ACH-000256,0.12677704818237445
ACH-000257,-0.03449306015459756
ACH-000258,0.22937504073204146
ACH-000259,0.006751177455104805
ACH-000260,-0.011719260759360936
ACH-000261,0.00330997022199213
ACH-000262,0.0022997275510547987
ACH-000263,-0.04508653956786368
ACH-000264,0.004669654300685903
ACH-000265,-0.11922122932035507
ACH-000266,0.1093265973275613
ACH-000272,0.057644797228912525
ACH-000274,0.1276429755823743
ACH-000277,0.0593642116764905
ACH-000278,0.04441846077539744
ACH-000279,0.06586495280750103
ACH-000280,-0.20765818085541324
ACH-000281,0.06969216847251324
ACH-000288,0.16490880194321722
ACH-000291,0.014846635713235669
ACH-000293,0.05792665130438478
ACH-000294,0.006921390191435456
ACH-000295,0.11525161307053712
ACH-000296,0.2856752953258289
ACH-000302,-0.02474234618182189
ACH-000304,0.1505485050462097
ACH-000307,0.07542851595149336
ACH-000308,0.002664654211385598
ACH-000310,0.08753782814335265
ACH-000311,0.02016643528498348
ACH-000312,-0.001897813507159138
ACH-000315,0.16503902990078267
ACH-000316,-0.03411967205133483
ACH-000317,0.02455978724520056
ACH-000318,0.051878711135532565
ACH-000319,-0.019113214356150758
ACH-000320,-0.015149114093633962
ACH-000322,-0.0285409071707958
ACH-000323,-0.013611846049089472
ACH-000324,0.0510524164915172
ACH-000329,-0.012343906563777207
ACH-000330,0.027431924414624723
ACH-000331,0.08491112941671068
ACH-000332,0.03403971123727738
ACH-000334,0.020558483100208903
ACH-000335,0.26628948040966155
ACH-000336,0.26125792709555595
ACH-000337,-0.09050457204550014
ACH-000338,0.15871593556583746
ACH-000339,0.0160016481587571
ACH-000341,-0.046905408996925683
ACH-000348,0.03047872702127982
ACH-000350,0.07853763298406778
ACH-000352,-0.14092784420819496
ACH-000356,0.003994734872925403
ACH-000361,0.09241651353761098
ACH-000362,-0.06317924984022134
ACH-000363,0.014709180377536487
ACH-000364,-0.0438364910065986
ACH-000365,-0.2736443978100226
ACH-000366,0.1271488573772667
ACH-000368,0.004284416384749818
ACH-000374,0.2542736900516831
ACH-000375,0.08567252540667325
ACH-000376,-0.0547029684326857
ACH-000381,-0.018265883900050885
ACH-000383,0.09829562582305362
ACH-000387,0.03603282797729622
ACH-000389,0.04113173232339097
ACH-000390,-0.031457809277455916
ACH-000393,-0.0922035497769891
ACH-000395,0.19778884310067066
ACH-000396,0.2096547387713218
ACH-000397,0.07697978496499011
ACH-000401,0.09621054294042172
ACH-000402,-0.3141435909747793
ACH-000403,0.11040792977416992
ACH-000404,-0.06247014233915495
ACH-000406,0.19822676411019985
ACH-000407,0.2422526115333184
ACH-000408,0.12601466847423556
