,CENPL (91687)
ACH-000738,-0.20355438825436295
ACH-000746,-0.0946565130864684
ACH-000747,-0.2936623303748272
ACH-000748,-0.30767070350686576
ACH-000753,-0.3152141111283425
ACH-000756,-0.3217371675894246
ACH-000757,-0.2882412777397824
ACH-000758,-0.4285154316595261
ACH-000760,-0.3128187003244026
ACH-000762,-0.2332942572921811
ACH-000763,-0.1056307718469876
ACH-000764,-0.5103614590703919
ACH-000765,-0.26175010008452004
ACH-000766,-0.1876096249130061
ACH-000767,-0.2393347232248752
ACH-000768,-0.20401131095188405
ACH-000769,-0.4339618862767441
ACH-000770,-0.2031325301990544
ACH-000771,-0.30237235002322443
ACH-000773,-0.1386591777685972
ACH-000776,-0.2061076713584916
ACH-000777,-0.19744387493877924
ACH-000778,-0.2217509447756272
ACH-000781,-0.15529696452053368
ACH-000782,-0.23104997294613602
ACH-000783,-0.15513082673150294
ACH-000784,-0.3619218849109583
ACH-000785,-0.2224593632383985
ACH-000787,-0.2501352857754813
ACH-000788,-0.3419456931389305
ACH-000791,-0.29790195796067603
ACH-000792,-0.1758625257791085
ACH-000794,-0.3693079075199688
ACH-000796,-0.41796202459270415
ACH-000798,-0.5356400910946543
ACH-000799,-0.3667690322001438
ACH-000800,-0.2486944815168933
ACH-000802,-0.20386557372037187
ACH-000804,-0.1764667412797645
ACH-000805,-0.0859945250119826
ACH-000809,-0.2126158957595944
ACH-000810,-0.11156719329111367
ACH-000811,-0.23909556230811
ACH-000817,-0.3387907981244853
ACH-000819,-0.2780453533885193
ACH-000820,0.04300250313936405
ACH-000821,-0.4279075347024188
ACH-000822,-0.28304901727098314
ACH-000823,-0.2380785971647265
ACH-000824,-0.2023194283138121
ACH-000827,-0.0780077675492414
ACH-000829,-0.2359386988742675
ACH-000831,-0.22508387898594054
ACH-000832,-0.3991270165409026
ACH-000833,-0.245293787154226
ACH-000834,-0.2794683412869966
ACH-000835,-0.20567085539502653
ACH-000836,0.032388090919336865
ACH-000837,-0.08777348119421696
ACH-000838,-0.10710300188850416
ACH-000839,-0.2531086484089345
ACH-000840,-0.18769899361286546
ACH-000841,-0.14221792802629052
ACH-000843,-0.25213936594993586
ACH-000846,-0.2571080030934581
ACH-000847,-0.06790233362433858
ACH-000848,-0.3942392061989542
ACH-000849,-0.2763088710165411
ACH-000851,-0.2855490110091687
ACH-000855,-0.22164849631208736
ACH-000856,-0.3082754876977629
ACH-000858,-0.2294121872515681
ACH-000859,-0.15139373526789446
ACH-000861,-0.3089718865336289
ACH-000862,-0.3309172720191746
ACH-000865,-0.16852936721201642
ACH-000866,-0.10035108024015636
ACH-000867,-0.20322236951169995
ACH-000869,-0.4307421793011328
ACH-000872,-0.06493327017256237
ACH-000873,-0.3435935940368713
ACH-000876,-0.22940466330865364
ACH-000878,-0.35196415788406504
ACH-000880,-0.2076093308654708
ACH-000881,-0.17119627082285166
ACH-000882,-0.21931539610251505
ACH-000884,-0.5023683463511606
ACH-000885,-0.3269382948470083
ACH-000887,-0.200778547142043
ACH-000889,-0.16951401461090115
ACH-000896,-0.15136982086175438
ACH-000898,-0.33477621282112163
ACH-000900,-0.3013842445122155
ACH-000901,-0.22264078102114768
ACH-000905,-0.3121672649152075
ACH-000906,-0.24910569512486874
ACH-000907,-0.2996368313363592
ACH-000910,-0.09965335051792032
ACH-000911,-0.2484881703396089
ACH-000912,-0.2583462834607492
ACH-000913,-0.18361518968914325
ACH-000915,-0.3246162088398436
ACH-000916,-0.11205597812331612
ACH-000917,-0.1664597344758794
ACH-000920,-0.08008789896376975
ACH-000921,-0.31140052984303995
ACH-000924,-0.1673951220092375
ACH-000926,-0.002059148116230864
ACH-000928,-0.5572656553880403
ACH-000929,-0.1587819626075987
ACH-000932,-0.2911670164064799
ACH-000935,-0.09266090447819264
ACH-000936,-0.30661280521134515
ACH-000937,-0.4262837971948968
ACH-000938,-0.039129383351757765
ACH-000939,0.12023205243749058
ACH-000941,-0.39501852002842897
ACH-000943,-0.25935028642001906
ACH-000946,-0.26100298318478243
ACH-000947,-0.07114546850397259
ACH-000948,-0.2139385555923585
ACH-000950,-0.1941813629112688
ACH-000953,-0.1870646586557919
ACH-000954,-0.2893103778566042
ACH-000957,-0.4577320467249629
ACH-000958,-0.08943530021029603
ACH-000960,-0.08126039699754116
ACH-000963,-0.20786654249453748
ACH-000968,-0.3466433580990173
ACH-000969,-0.15788788407055795
ACH-000972,-0.328503487600099
ACH-000973,-0.38053524643829295
ACH-000974,-0.3169731656097266
ACH-000978,-0.4027413356417177
ACH-000984,-0.3745096440626043
ACH-000986,-0.4393760661394118
ACH-000988,-0.3094210941109395
ACH-000993,-0.3137936960757633
ACH-000994,-0.2447374059777345
ACH-000996,-0.3208238802589176
ACH-001001,-0.4007612947654956
ACH-001020,-0.06946860661270046
ACH-001028,-0.1863448388588458
ACH-001031,-0.2322212860817489
ACH-001038,-0.20749028308969705
ACH-001048,-0.21841959861529936
ACH-001050,-0.28625105112414506
ACH-001053,-0.4025063720505501
ACH-001054,-0.3284586816406453
ACH-001061,-0.3484588722974817
ACH-001067,-0.4191569067755048
ACH-001075,-0.16464520995449425
ACH-001096,-0.3015212712912659
ACH-001111,-0.2623702991939595
ACH-001119,-0.2877517617025442
ACH-001128,0.4991122642631979
ACH-001134,-0.22747580471286835
ACH-001151,-0.2442288674426627
ACH-001163,-0.33058852491172674
ACH-001164,-0.10398011944244176
ACH-001183,-0.2950511004791754
ACH-001192,-0.27458208617099306
ACH-001193,-0.061164526680560966
ACH-001196,-0.27470826539056137
ACH-001197,-0.16540982599131818
ACH-001205,-0.12305905625014485
ACH-001211,-0.0060993921576589704
ACH-001212,-0.21558581461123089
ACH-001228,-0.2143700504245253
ACH-001232,-0.2917899725874314
ACH-001239,-0.350874302733426
ACH-001270,-0.12135852958750006
ACH-001274,-0.2726132411451649
ACH-001275,-0.18862909913002648
ACH-001277,-0.2211926140426563
ACH-001278,-0.12983386873423394
ACH-001280,-0.2398435114363597
ACH-001283,-0.13629591394511786
ACH-001289,-0.07534056110748379
ACH-001300,-0.38341009641708396
ACH-001301,-0.3409992621902329
ACH-001302,-0.4132544584188516
ACH-001306,-0.4134639375246653
ACH-001318,-0.09857599734289976
ACH-001322,-0.2160489584294876
ACH-001328,-0.2229767238692592
ACH-001332,-0.4708001605592506
ACH-001336,-0.4405230991718549
ACH-001346,-0.3774814691365013
ACH-001353,-0.2270547481477461
ACH-001354,-0.22168652776515688
ACH-001367,-0.3224393699501937
ACH-001368,-0.2878435594142908
ACH-001374,-0.4053676984132918
ACH-001377,-0.1238489419446623
ACH-001380,-0.22235870843717584
ACH-001391,-0.11529451755808365
ACH-001408,-0.20435181820528994
ACH-001430,-0.08826963291069581
ACH-001431,-0.4178667545482407
ACH-001450,-0.2608348832510064
ACH-001496,0.07520118654033063
ACH-001500,0.003073792813661411
ACH-001523,-0.2838488103248614
ACH-001532,-0.35365634331993995
ACH-001550,0.02906390158143164
ACH-001552,-0.11014910269637712
ACH-001554,-0.09963193542030642
ACH-001654,-0.08282834552100471
ACH-001735,-0.2210002720487141
ACH-001736,-0.17094651989860365
ACH-001737,-0.3159458639947643
ACH-001740,-0.16630148316105936
ACH-001745,-0.3114510127605787
ACH-001765,-0.33589265259723805
