,PPIAL4B (653505)
ACH-000004,-0.2761990890507852
ACH-000005,-0.5109650788337559
ACH-000007,-0.2032840636230905
ACH-000009,-0.3274661267033052
ACH-000011,-0.05717826523902692
ACH-000012,-0.1024002212606916
ACH-000013,-0.3534723580844509
ACH-000014,-0.2873800188144158
ACH-000015,-0.32388454102347125
ACH-000017,-0.1909471457079305
ACH-000018,-0.16542328741183268
ACH-000019,-0.2904991073301094
ACH-000021,-0.10611217046186464
ACH-000022,-0.14212137955403809
ACH-000025,-0.3285963706633179
ACH-000028,-0.28379048978063665
ACH-000030,-0.274797465447937
ACH-000035,-0.3699397176023579
ACH-000036,-0.2421670423468405
ACH-000037,-0.1752797552061132
ACH-000039,-0.2443691461974995
ACH-000040,-0.07343138314562501
ACH-000041,-0.256015516950292
ACH-000042,-0.21385394887406364
ACH-000045,-0.043937035005983664
ACH-000047,-0.1107048942946105
ACH-000052,-0.1688832672706209
ACH-000053,-0.20857398142806027
ACH-000054,-0.16569334519602516
ACH-000055,-0.320142644895192
ACH-000060,-0.5022935322623524
ACH-000067,-0.06610910488277262
ACH-000070,-0.25679880357137136
ACH-000075,-0.2450838009048849
ACH-000078,-0.1039319989261894
ACH-000082,-0.16084066107367026
ACH-000085,-0.3596868982847331
ACH-000086,-0.2460324177395967
ACH-000087,-0.21993280362094825
ACH-000092,-0.032238238996823584
ACH-000095,-0.18275121524608606
ACH-000097,-0.14830240648038484
ACH-000098,-0.18150803772322044
ACH-000099,-0.11261147459772188
ACH-000108,-0.28753223718083804
ACH-000113,-0.18983590113901516
ACH-000116,-0.13609081445841045
ACH-000118,-0.15401148342372872
ACH-000120,-0.06338821971279833
ACH-000123,-0.11107921477059636
ACH-000127,-0.26527484117840444
ACH-000128,-0.051888530450763234
ACH-000132,-0.14636146151251858
ACH-000133,-0.20910556799906305
ACH-000137,-0.2196268200685229
ACH-000138,0.007970151656199732
ACH-000142,0.02885631062734728
ACH-000143,-0.3779642605631037
ACH-000146,-0.19230587996370727
ACH-000148,-0.3826698588035761
ACH-000150,-0.3375808181379408
ACH-000152,-0.31161621208307755
ACH-000153,-0.5509113660652116
ACH-000159,-0.2902688222936612
ACH-000160,-0.13755647593450568
ACH-000163,-0.26749054288067875
ACH-000167,-0.349396961371332
ACH-000168,-0.018987385904796258
ACH-000169,-0.2267333913369789
ACH-000178,-0.36013282705887234
ACH-000183,-0.15919130766261702
ACH-000188,-0.23022030429272836
ACH-000189,-0.2467986868422828
ACH-000190,-0.29868543421152505
ACH-000198,-0.18998502770627676
ACH-000203,-0.15219702386230805
ACH-000204,-0.23262150708786786
ACH-000206,-0.1660449914347764
ACH-000207,-0.2029274728951372
ACH-000208,-0.1429646536104309
ACH-000210,-0.24950076201829266
ACH-000211,0.08727536369262505
ACH-000215,-0.19541569768823255
ACH-000221,-0.3373353699713672
ACH-000222,-0.3063986378968049
ACH-000223,-0.3598949905956745
ACH-000226,-0.2667270244896863
ACH-000227,-0.1441254020458644
ACH-000228,-0.09031886963671536
ACH-000231,-0.16232542512211912
ACH-000232,-0.2980107298691041
ACH-000233,-0.22356648764242568
ACH-000234,-0.16588448334719805
ACH-000235,-0.08751186737476646
ACH-000237,-0.264288430122512
ACH-000238,-0.13267796386502076
ACH-000242,-0.3953927801016396
ACH-000243,-0.1014347768152384
ACH-000244,-0.2903909094934922
ACH-000246,-0.1788445326285598
ACH-000248,-0.18697025283392493
ACH-000250,-0.17049621931977174
ACH-000251,-0.1846691245960424
ACH-000252,-0.1901119885121097
ACH-000253,-0.15949669197197291
ACH-000255,-0.025828386374350663
ACH-000256,-0.16283649390748126
ACH-000257,-0.4486178703019187
ACH-000258,-0.022370884381267487
ACH-000259,-0.10386231181281994
ACH-000260,-0.1284744961506538
ACH-000261,-0.06299892663899642
ACH-000262,-0.057170593216073415
ACH-000263,-0.3442712195773077
ACH-000264,-0.2598513802976949
ACH-000265,-0.2606529738213125
ACH-000266,-0.13817501039547553
ACH-000272,-0.1867004168092241
ACH-000274,-0.2795308473563489
ACH-000277,-0.16839015336900193
ACH-000278,-0.13772880713354466
ACH-000279,-0.2547841469367791
ACH-000280,-0.3530388650532804
ACH-000281,-0.21082521188898987
ACH-000288,-0.35184407006265456
ACH-000291,-0.2568174025230008
ACH-000293,-0.06561720694485551
ACH-000294,-0.4658355731743549
ACH-000295,-0.047007415322610636
ACH-000296,-0.059344505862976765
ACH-000302,-0.298435974668291
ACH-000304,-0.1222614848740642
ACH-000307,-0.3626438916102485
ACH-000308,-0.431821286736418
ACH-000310,-0.1243600631295097
ACH-000311,-0.08593553544347014
ACH-000312,-0.2530080520421585
ACH-000315,-0.16408109247152025
ACH-000316,-0.2423125349765671
ACH-000317,-0.2965123048289663
ACH-000318,-0.21900235103976026
ACH-000319,-0.0511797190351391
ACH-000320,-0.2573470843215156
ACH-000322,0.10466257045292383
ACH-000323,-0.24477170343016494
ACH-000324,-0.2658624327829953
ACH-000329,-0.19137908428568295
ACH-000330,-0.2383800770302527
ACH-000331,-0.3624442653355352
ACH-000332,-0.12958460727612514
ACH-000334,-0.11030786096180537
ACH-000335,-0.3444590128900337
ACH-000336,-0.3382379606505173
ACH-000337,-0.18905031328345992
ACH-000338,0.20504157804218207
ACH-000339,-0.2958114059623954
ACH-000341,-0.12665756621910998
ACH-000348,-0.14417972702992393
ACH-000350,-0.1944145294920062
ACH-000352,-0.3172293372619438
ACH-000356,-0.03301075876247666
ACH-000361,-0.11265236413928192
ACH-000362,-0.27919450715015376
ACH-000363,-0.11961975013562826
ACH-000364,-0.2366239449897625
ACH-000365,-0.1969538657766439
ACH-000366,-0.1396099414016165
ACH-000368,-0.23437829903396856
ACH-000374,-0.5284162409068551
ACH-000375,-0.22325162479433588
ACH-000376,-0.2484740395937685
ACH-000381,-0.1952348120002775
ACH-000383,-0.1816710356805884
ACH-000387,-0.3964541361336586
ACH-000389,-0.2294566829230599
ACH-000390,-0.34475516111834026
ACH-000393,-0.0040884057170842225
ACH-000395,-0.1638360516767277
ACH-000396,-0.32652622873692305
ACH-000397,-0.16970453958269588
ACH-000401,-0.1931230611184321
ACH-000402,-0.2697563130281502
ACH-000403,-0.14233692712487594
ACH-000404,-0.24514408826693926
ACH-000406,-0.282988491970986
ACH-000407,-0.1971879262214694
ACH-000408,-0.3014263810538608
ACH-000410,-0.2529670737435198
ACH-000411,-0.193681441033884
ACH-000414,-0.11757412792700175
ACH-000415,-0.31506098788979064
ACH-000416,-0.3562586154374841
ACH-000420,-0.20219186167629946
ACH-000421,-0.1388673158305904
ACH-000424,-0.1817592762546609
ACH-000425,-0.19538314098428008
ACH-000426,-0.2621822428028787
ACH-000427,-0.21642518069092356
ACH-000433,-0.2510036165711743
ACH-000435,-0.17498775300492214
ACH-000436,-0.2095394479529874
ACH-000444,-0.1838695924274964
ACH-000445,-0.2731606710263234
ACH-000448,-0.03038048545586728
ACH-000450,-0.013487472291226548
ACH-000452,-0.35839483288361984
ACH-000454,-0.4020082209398608
ACH-000458,-0.259959573218046
ACH-000459,-0.21497110879165116
ACH-000460,-0.19924979218669572
ACH-000461,-0.2966806352670734
ACH-000463,-0.12914139594371934
ACH-000464,-0.2284524166463916
ACH-000466,-0.4315253901452527
ACH-000467,-0.09378589389533004
ACH-000468,-0.13010041929107435
ACH-000469,-0.19840045924480693
ACH-000470,-0.2655527198456982
ACH-000471,-0.2670500425746068
ACH-000472,-0.19500954163472367
ACH-000473,-0.05594144906237846
ACH-000475,-0.2648117861078101
ACH-000476,-0.09135820476517456
ACH-000477,-0.16336110726912775
ACH-000479,-0.27976810357397186
ACH-000480,-0.14457221074738985
ACH-000481,-0.29155794377662825
ACH-000483,-0.10801489963614
ACH-000484,-0.20528692175019286
ACH-000485,-0.22491545633421714
ACH-000486,-0.16352553920334134
ACH-000487,-0.33915602217582314
ACH-000488,-0.3095236089105997
ACH-000490,-0.20445487897332465
ACH-000491,-0.2262621640110588
ACH-000495,-0.21648156131803994
ACH-000496,-0.3123117303888441
ACH-000499,-0.3768430794505475
ACH-000500,-0.4478121214775301
ACH-000502,-0.2809164077768477
ACH-000503,-0.13424035485458985
ACH-000505,-0.2887281709462815
ACH-000507,-0.15126587351593287
ACH-000510,-0.21581658433553186
ACH-000511,0.04236215221670326
ACH-000512,-0.025337519605523183
ACH-000516,-0.04823549178371712
ACH-000517,-0.20419228634050365
ACH-000518,-0.14793621642910484
ACH-000520,-0.06083833285266677
ACH-000521,-0.21246863556787926
ACH-000522,-0.3357065166080411
ACH-000524,-0.23042425733286315
ACH-000527,-0.13138487998241574
ACH-000528,-0.2010051124856954
ACH-000537,-0.2493780430968081
ACH-000541,-0.1305245503817017
ACH-000542,-0.18102711175657274
ACH-000544,-0.27565467047727843
ACH-000545,-0.2007430247994945
ACH-000547,-0.2874512805395814
ACH-000548,-0.2406608913202841
ACH-000549,-0.2785856025962881
ACH-000550,-0.12059250066003545
ACH-000552,-0.24047533615396624
ACH-000556,-0.26651128889402514
ACH-000557,-0.2263283651201828
ACH-000569,-0.344546436064936
ACH-000570,-0.14170785633058114
ACH-000571,-0.13841772478018513
ACH-000573,-0.2184108404168826
ACH-000576,-0.1744820835142722
ACH-000579,-0.27005872397620745
ACH-000580,-0.09549005029323228
ACH-000584,-0.2984994371762624
ACH-000585,-0.1544785687346233
ACH-000588,-0.1460127140910009
ACH-000589,-0.2780902595027898
ACH-000591,-0.21132777994016244
ACH-000593,-0.1803221636308901
ACH-000600,-0.18908264098578795
ACH-000601,-0.14723864892719454
ACH-000605,-0.6252944595254563
ACH-000606,-0.27404995417436084
ACH-000608,-0.13859042803530264
ACH-000614,-0.11678721841072187
ACH-000616,-0.05307658449165139
ACH-000618,-0.19549241318484234
ACH-000619,-0.27018813731436914
ACH-000620,-0.1430383339751562
ACH-000621,-0.14679188719035338
ACH-000622,-0.211223161095162
ACH-000623,-0.35146208621278124
ACH-000624,-0.0666889733025967
ACH-000627,0.015582464352504037
ACH-000630,-0.23824939581799065
ACH-000631,-0.3032490945229914
ACH-000632,-0.3723119584692247
ACH-000633,-0.15532529596593697
ACH-000637,-0.5220336674446592
ACH-000638,-0.2529824878065399
ACH-000646,-0.2362929136773427
ACH-000647,-0.1299543293449953
ACH-000648,0.058556703968362836
ACH-000649,-0.3180637203952289
ACH-000651,-0.18838609630612888
ACH-000652,-0.15894153720674215
ACH-000653,-0.061942773086313935
ACH-000657,-0.14832156947244596
ACH-000658,-0.1087038023527117
ACH-000661,-0.21801461577293385
ACH-000662,-0.08839903026493018
ACH-000663,-0.3110917264147747
ACH-000665,-0.13525713911462522
