,PPIAL4B (653505)
ACH-000671,-0.3620406356555017
ACH-000672,-0.22030339450363692
ACH-000673,-0.22180080617883316
ACH-000676,-0.4347433360752175
ACH-000677,-0.1912043507212364
ACH-000681,-0.12054660627298258
ACH-000683,-0.3404869590784938
ACH-000684,-0.2795636875429567
ACH-000688,-0.2928739341997417
ACH-000693,0.012018146012056202
ACH-000694,-0.27163961406110176
ACH-000695,-0.14475580842636987
ACH-000696,-0.2016160313744913
ACH-000697,-0.12171321223315165
ACH-000699,-0.17620821859611013
ACH-000701,-0.06992966053683969
ACH-000706,-0.2732174083278437
ACH-000711,-0.22470882665551695
ACH-000713,-0.318144261542011
ACH-000714,-0.15317002798719564
ACH-000718,-0.025674492755619872
ACH-000720,-0.19078863937129015
ACH-000721,-0.3131329233223599
ACH-000724,-0.18530789233942155
ACH-000725,-0.1604099249357378
ACH-000732,-0.4021500823846558
ACH-000734,-0.3382296128311146
ACH-000735,-0.22195242562317472
ACH-000736,-0.3330303860923419
ACH-000738,-0.24633445228915374
ACH-000746,-0.33601128086192755
ACH-000747,-0.15068479424594988
ACH-000748,-0.08157259014835412
ACH-000753,-0.20413514303346653
ACH-000756,-0.17436740299343667
ACH-000757,-0.2565717379746608
ACH-000758,-0.21890337857697095
ACH-000760,-0.06472765704860606
ACH-000762,-0.42231568148846776
ACH-000763,0.12590228923719332
ACH-000764,-0.3580228318913574
ACH-000765,-0.09932872569923686
ACH-000766,-0.2506671178236539
ACH-000767,-0.2327273904160618
ACH-000768,-0.06702325770507174
ACH-000769,-0.32398009651499643
ACH-000770,-0.2560630185844369
ACH-000771,-0.2264624780765689
ACH-000773,-0.2520442653110551
ACH-000776,-0.3409918183449842
ACH-000777,-0.30155888252177643
ACH-000778,-0.11091394628807268
ACH-000781,-0.21901819036301634
ACH-000782,-0.2428193004995894
ACH-000783,-0.12592573839856214
ACH-000784,-0.10052070550603474
ACH-000785,0.01375574364767137
ACH-000787,-0.13850343133841667
ACH-000788,-0.2473492425376974
ACH-000791,-0.2331462060348496
ACH-000792,-0.17535582560855936
ACH-000794,-0.35544674760174244
ACH-000796,-0.3021831215115484
ACH-000798,-0.0060676304306797645
ACH-000799,-0.19153005459975614
ACH-000800,-0.4413219016300291
ACH-000802,-0.2675739659579468
ACH-000804,-0.07642791915644677
ACH-000805,-0.1010262954583624
ACH-000809,-0.13138954859159885
ACH-000810,-0.3760583722490882
ACH-000811,-0.14509146978546808
ACH-000817,-0.2163277563723824
ACH-000819,-0.07983172245213027
ACH-000820,-0.29231517637326154
ACH-000821,-0.3140689666010172
ACH-000822,-0.0909538232757785
ACH-000823,-0.15739274801513026
ACH-000824,-0.1144018254503862
ACH-000827,-0.1818385549765798
ACH-000829,-0.0612676005314213
ACH-000831,-0.262302748698588
ACH-000832,-0.2215288694302329
ACH-000833,-0.16765147381134685
ACH-000834,-0.00590436729016891
ACH-000835,-0.21785307464161754
ACH-000836,-0.3598563169714094
ACH-000837,-0.2397813138673419
ACH-000838,-0.2363410637942411
ACH-000839,0.07471374083639767
ACH-000840,-0.185974564538166
ACH-000841,-0.2616463441680484
ACH-000843,-0.22308456556507766
ACH-000846,-0.29678541391886176
ACH-000847,-0.16940927501460598
ACH-000848,-0.21188164780781996
ACH-000849,-0.1548755287417266
ACH-000851,-0.30092611346811393
ACH-000855,-0.33510013481673345
ACH-000856,-0.2264207934504948
ACH-000858,-0.2918493181034855
ACH-000859,-0.22518554856144474
ACH-000861,-0.24456791714973444
ACH-000862,-0.3009770505028898
ACH-000865,-0.19850902560167655
ACH-000866,-0.26521554511472706
ACH-000867,-0.11605243323562915
ACH-000869,-0.2837489703654635
ACH-000872,-0.1035218906529196
ACH-000873,-0.3433128832628753
ACH-000876,-0.3036001230540546
ACH-000878,0.13970336631997146
ACH-000880,-0.10791204500187752
ACH-000881,-0.02802519890854585
ACH-000882,-0.05378805750559451
ACH-000884,-0.25628223601556305
ACH-000885,-0.15314616765975864
ACH-000887,-0.2983537268478164
ACH-000889,-0.20483493525968285
ACH-000896,-0.000787332293947896
ACH-000898,-0.2587947226128822
ACH-000900,-0.14336268609388833
ACH-000901,-0.27235778609301803
ACH-000905,-0.11099662340936768
ACH-000906,-0.25847347699867057
ACH-000907,-0.39101159859233536
ACH-000910,-0.1657914439136963
ACH-000911,-0.2457662592246805
ACH-000912,-0.2395980327863472
ACH-000913,-0.3786454643833821
ACH-000915,-0.327689523700553
ACH-000916,-0.019668480948512958
ACH-000917,-0.2556270692465176
ACH-000920,-0.19510413533959933
ACH-000921,-0.16791063427254108
ACH-000924,-0.0007408443490800203
ACH-000926,-0.16134633598677506
ACH-000928,-0.25328913168813005
ACH-000929,-0.21021928659180156
ACH-000932,-0.128277010360047
ACH-000935,-0.12990854693663378
ACH-000936,-0.12479507719054712
ACH-000937,-0.1881634370938534
ACH-000938,-0.16595458107052485
ACH-000939,-0.11395357235103112
ACH-000941,-0.349347146916885
ACH-000943,-0.3101963495973525
ACH-000946,-0.26109594260748376
ACH-000947,-0.15865065221548047
ACH-000948,-0.06850914447631314
ACH-000950,-0.3421322536477163
ACH-000953,-0.07803505265352986
ACH-000954,-0.5110032309052188
ACH-000957,-0.20928315924404733
ACH-000958,-0.136673764692733
ACH-000960,-0.17179952104853716
ACH-000963,-0.12168961043425812
ACH-000968,-0.25638240431846804
ACH-000969,-0.3013538160462424
ACH-000972,-0.06569294351354935
ACH-000973,-0.1334796680547898
ACH-000974,-0.29107994647250834
ACH-000978,-0.2137004120835581
ACH-000984,-0.3177126233290502
ACH-000986,-0.22585358857356325
ACH-000988,-0.13617426038629035
ACH-000993,-0.04147345077084928
ACH-000994,-0.26879617688487223
ACH-000996,-0.14542972751502226
ACH-001001,-0.1862884922918641
ACH-001020,-0.22401732401588811
ACH-001028,-0.22704941456121436
ACH-001031,-0.2593086044169112
ACH-001038,-0.16881955188859238
ACH-001048,-0.2731104862951047
ACH-001050,-0.3896627934051479
ACH-001053,-0.26599064452458904
ACH-001054,-0.20101513829411588
ACH-001061,-0.2644036051853551
ACH-001067,-0.40473953407330576
ACH-001075,-0.1207337491093058
ACH-001096,-0.07605855727249328
ACH-001111,-0.24328967894520154
ACH-001119,-0.07524517136989595
ACH-001128,-0.26042106180175256
ACH-001134,-0.17827829782556268
ACH-001151,-0.22442383679680092
ACH-001163,-0.2007126304041099
ACH-001164,-0.24690132051458105
ACH-001183,-0.11480982060331288
ACH-001192,-0.31859494201928834
ACH-001193,0.05703466251532845
ACH-001196,-0.3420678570632702
ACH-001197,-0.388727095620989
ACH-001205,-0.2830183744331599
ACH-001211,-0.09395025417399716
ACH-001212,-0.18986629131731655
ACH-001228,-0.21944404840628784
ACH-001232,-0.08531890726655655
ACH-001239,0.11161432907409663
ACH-001270,-0.05132812158611312
ACH-001274,-0.08634165064639256
ACH-001275,-0.07995041400407009
ACH-001277,-0.22345657723167398
ACH-001278,-0.11180094067220288
ACH-001280,-0.2163926483738056
ACH-001283,-0.16255597458996873
ACH-001289,-0.08720957678296892
ACH-001300,-0.1383391664314406
ACH-001301,-0.21705313134796056
ACH-001302,-0.07922911873961776
ACH-001306,-0.2426802315061268
ACH-001318,0.015167920117697787
ACH-001322,-0.38054715601244615
ACH-001328,-0.2511389416483976
ACH-001332,-0.028779757557348132
ACH-001336,-0.059869417030559424
ACH-001346,-0.2493688280541839
ACH-001353,-0.3061730479728242
ACH-001354,-0.2195612272586768
ACH-001367,-0.18886670930069774
ACH-001368,-0.3329158958686664
ACH-001374,-0.2625223325728052
ACH-001377,-0.08299214760777192
ACH-001380,-0.058765150689321435
ACH-001391,-0.18212436877055568
ACH-001408,-0.05127627876143698
ACH-001430,-0.15507773193525254
ACH-001431,-0.027492436041079198
ACH-001450,-0.012233603639765231
ACH-001496,-0.13251629058874234
ACH-001500,-0.06772885712267351
ACH-001523,-0.1133001297937792
ACH-001532,-0.1929473609258052
ACH-001550,-0.1815656621901389
ACH-001552,-0.2100646886940148
ACH-001554,-0.2662911468165533
ACH-001654,-0.34149137022785503
ACH-001735,-0.004728959567302392
ACH-001736,-0.14369671238762638
ACH-001737,-0.3338708740925671
ACH-001740,-0.18408373081896431
ACH-001745,-0.12202334795880475
ACH-001765,-0.18190026423436445
