,ZMYND8 (23613)
ACH-000004,-0.6384371917195851
ACH-000005,-0.91814600764058
ACH-000007,-0.4848276715715794
ACH-000009,-0.4874503680950237
ACH-000011,-0.9237284301722384
ACH-000012,-0.2394437773825876
ACH-000013,-0.06515038685039423
ACH-000014,-0.3138765098257973
ACH-000015,-0.6496977002641652
ACH-000017,-0.8434594654060383
ACH-000018,-0.6526315077086788
ACH-000019,-0.8639912071094716
ACH-000021,-0.4046179068103035
ACH-000022,-0.3281454145500691
ACH-000025,-0.4906977200523773
ACH-000028,-0.7844968728592266
ACH-000030,-0.4628938927717078
ACH-000035,-0.3337619842079309
ACH-000036,-0.5760234041717287
ACH-000037,-0.10653314410069677
ACH-000039,-0.3014941154688321
ACH-000040,-0.7126195361117355
ACH-000041,-0.5295910214996761
ACH-000042,-0.5172567941891464
ACH-000045,-0.7809903976635106
ACH-000047,-0.32800374098902835
ACH-000052,-0.5468436666262138
ACH-000053,0.007952120591756305
ACH-000054,-0.3633473833795604
ACH-000055,-0.7533112135721957
ACH-000060,-0.4010250054231489
ACH-000067,-0.30844114580865234
ACH-000070,-0.8215521131321238
ACH-000075,-0.7638675858282071
ACH-000078,-0.4878053043461239
ACH-000082,-0.5948493876134756
ACH-000085,-0.4012898298480813
ACH-000086,-0.5771050271020823
ACH-000087,-0.7150412644111055
ACH-000092,-0.24864982238842456
ACH-000095,-0.13581206138060778
ACH-000097,-0.5638142033315292
ACH-000098,-0.3487381289849298
ACH-000099,-0.4237043994707933
ACH-000108,-0.6075100274631767
ACH-000113,-0.8719246877371751
ACH-000116,-0.4288883598802457
ACH-000118,-0.23850458105319966
ACH-000120,-0.3398693648812798
ACH-000123,-0.8070944769023102
ACH-000127,-0.4763559052064052
ACH-000128,-0.6014184457884283
ACH-000132,-0.14458633540326754
ACH-000133,-0.28607512460512485
ACH-000137,-0.5563218920986498
ACH-000138,-0.3232219337733663
ACH-000142,-0.43871953408289865
ACH-000143,-0.5642972063152095
ACH-000146,-0.4957269044435872
ACH-000148,-0.4659369605667388
ACH-000150,0.0007006721590339927
ACH-000152,-0.2901705314801403
ACH-000153,-0.6352755162729624
ACH-000159,-0.5330049028533177
ACH-000160,-0.1795076384730284
ACH-000163,-0.8886692501018765
ACH-000167,0.08683049185191102
ACH-000168,-0.7102704628274019
ACH-000169,-0.1801276933354692
ACH-000178,-0.6550873016969461
ACH-000183,-0.8315944064117123
ACH-000188,-0.3868906072779729
ACH-000189,-0.32919861671845024
ACH-000190,-0.03204759281728327
ACH-000198,-0.7026124251003774
ACH-000203,0.2960316138676277
ACH-000204,-0.5214965140797929
ACH-000206,-0.23397699329801136
ACH-000207,-0.4293832972399783
ACH-000208,-0.32204478601743153
ACH-000210,-0.42201150434695983
ACH-000211,-0.7095800975280038
ACH-000215,-0.477973377075368
ACH-000221,-0.4771937634752543
ACH-000222,-0.5341785721259871
ACH-000223,-0.3878535614380024
ACH-000226,-0.1589940946271634
ACH-000227,-0.27248033677988204
ACH-000228,-0.3030495001256481
ACH-000231,-0.31229548486222025
ACH-000232,-0.5971386355167211
ACH-000233,-0.26004606317627826
ACH-000234,-0.5160766873474514
ACH-000235,-0.7430872956418791
ACH-000237,-0.4739066165149807
ACH-000238,-0.4437539476411064
ACH-000242,-0.7419818716580289
ACH-000243,-0.4034491582154458
ACH-000244,-0.9762123344528092
ACH-000246,-0.5105304259885833
ACH-000248,-0.4716195733515012
ACH-000250,-0.6958107937456468
ACH-000251,-0.4561508420888177
ACH-000252,-0.57680357910659
ACH-000253,-0.6882373098802907
ACH-000255,-0.5163335152000346
ACH-000256,-0.3862824526697231
ACH-000257,-0.4127167813130731
ACH-000258,-0.5784609703684951
ACH-000259,-0.7925661973187161
ACH-000260,-0.5545012656849788
ACH-000261,-0.6014797902429435
ACH-000262,-0.4593789393840054
ACH-000263,-0.4613878008738282
ACH-000264,-0.3195403612164138
ACH-000265,-0.3848181299143081
ACH-000266,-0.6060573801457771
ACH-000272,-0.6162293932370865
ACH-000274,-0.309061907867742
ACH-000277,-0.3897744678172277
ACH-000278,-0.15832455084396818
ACH-000279,-0.6081979782400759
ACH-000280,-0.3556001389769437
