,FAM71E1 (112703)
ACH-000004,0.1661978458444604
ACH-000005,0.00987517796393835
ACH-000007,-0.060495956268721375
ACH-000009,0.08737665657767661
ACH-000011,0.16383644531141636
ACH-000012,-0.05157921507354063
ACH-000013,-0.06353738642862926
ACH-000014,0.10924405246770208
ACH-000015,0.05270403262039082
ACH-000017,0.08336575318336129
ACH-000018,0.17633798483084456
ACH-000019,-0.09055691409059982
ACH-000021,0.08759524326196395
ACH-000022,-0.10961102048459567
ACH-000025,0.2080941883394613
ACH-000028,0.01852546847392621
ACH-000030,0.04262032675218107
ACH-000035,0.13265869950133544
ACH-000036,0.15691698055397374
ACH-000037,0.0903853244993586
ACH-000039,-0.2750602924541016
ACH-000040,0.11059065294804306
ACH-000041,0.004888192773550182
ACH-000042,-0.01706101916661242
ACH-000045,0.1926832962769395
ACH-000047,-0.08989417414650322
ACH-000052,-0.04923728144107505
ACH-000053,0.003319632754225288
ACH-000054,0.024399700827683203
ACH-000055,-0.003111958745842887
ACH-000060,0.11385148286665812
ACH-000067,0.1228318697303237
ACH-000070,-0.09294194989649222
ACH-000075,-0.08312726814173621
ACH-000078,0.15419923374191516
ACH-000082,0.06782433666241909
ACH-000085,-0.17643821875268742
ACH-000086,0.1112616471003789
ACH-000087,-0.241332380918736
ACH-000092,-0.029959990211095675
ACH-000095,0.04006675302638371
ACH-000097,-0.191545858342146
ACH-000098,-0.018158412798989682
ACH-000099,-0.0948795664188344
ACH-000108,-0.0493789059657768
ACH-000113,0.23571681370107445
ACH-000116,0.11883548904897286
ACH-000118,-0.007405249729163838
ACH-000120,0.13920523699331155
ACH-000123,-0.039414027642203836
ACH-000127,-0.055977002158190375
ACH-000128,-0.1245198374222154
ACH-000132,0.17766899457982432
ACH-000133,0.1685963187497711
ACH-000137,-0.04026220276360835
ACH-000138,-0.06632544653955329
ACH-000142,0.05301241334823798
ACH-000143,-0.10972739655391492
ACH-000146,0.02643950822912068
ACH-000148,0.16136135461597878
ACH-000150,0.019862434507210508
ACH-000152,0.061697166591721996
ACH-000153,0.12492598803012925
ACH-000159,0.049530452108645255
ACH-000160,-0.02349187809540761
ACH-000163,0.17485096683408352
ACH-000167,-0.0267148994577404
ACH-000168,0.11552355474885108
ACH-000169,0.0508627136663525
ACH-000178,0.1407950837300152
ACH-000183,0.12749774736166908
ACH-000188,0.11764700925768085
ACH-000189,0.12382295153363093
ACH-000190,-0.06533154447711759
ACH-000198,0.15433926042681345
ACH-000203,-0.2948536574608706
ACH-000204,0.0619365623182861
ACH-000206,-0.060398694143583176
ACH-000207,0.06745070560506508
ACH-000208,0.14044248036112378
ACH-000210,0.059316335248965686
ACH-000211,-0.05910107683489922
ACH-000215,0.048108015454101816
ACH-000221,0.025005277299941533
ACH-000222,-0.11322457009929912
ACH-000223,0.06552977106030053
ACH-000226,-3.973281313073287e-05
ACH-000227,0.037720898295968516
ACH-000228,0.15102210878046116
ACH-000231,0.13602895054232625
ACH-000232,0.01403492282716847
ACH-000233,-0.01788267113540164
ACH-000234,-0.04961769384694476
ACH-000235,-0.020317670033350485
ACH-000237,-0.06821919614996112
ACH-000238,0.1342692445012446
