,NMUR1 (10316)
ACH-000004,0.048530706780329634
ACH-000005,0.10669567912601938
ACH-000007,-0.0053400036422355975
ACH-000009,0.01906145588856071
ACH-000011,-0.019357517787683805
ACH-000012,-0.10276723108056424
ACH-000013,0.037409610327281226
ACH-000014,-0.019202241011114656
ACH-000015,0.0907020864798468
ACH-000017,0.02829728226029477
ACH-000018,-0.1579843043748351
ACH-000019,-0.19823170616419056
ACH-000021,0.0021259450478540477
ACH-000022,0.07122801426868362
ACH-000025,0.0971203967973676
ACH-000028,0.04406644620599255
ACH-000030,-0.008895511636619153
ACH-000035,0.1571182128433274
ACH-000036,-0.0807735081154643
ACH-000037,-0.2862638332149258
ACH-000039,-0.0036039695815806095
ACH-000040,-0.03957856593068949
ACH-000041,0.07275512277372302
ACH-000042,-0.0756627634382168
ACH-000045,-0.013640067638955814
ACH-000047,-0.09188538978609544
ACH-000052,0.02866687467766597
ACH-000053,0.0208633283058536
ACH-000054,-0.17316013715346504
ACH-000055,0.026476351951867632
ACH-000060,-0.07230802782541901
ACH-000067,-0.18842937683297564
ACH-000070,-0.14075001964787162
ACH-000075,-0.0844406404763558
ACH-000078,-0.21322245420889616
ACH-000082,-0.0100155029251077
ACH-000085,-0.17892637985957818
ACH-000086,-0.03434408857722051
ACH-000087,0.09049176495477612
ACH-000092,-0.10063473137556443
ACH-000095,-0.04808787860853439
ACH-000097,-0.06706651921786988
ACH-000098,-0.1020016631242646
ACH-000099,-0.12106489296342998
ACH-000108,-0.10041980206373284
ACH-000113,-0.2287593215909133
ACH-000116,0.029404706512046193
ACH-000118,0.02369593139489866
ACH-000120,-0.22797039296928245
ACH-000123,0.011610969847639749
ACH-000127,-0.06942481655562488
ACH-000128,-0.08408102330060255
ACH-000132,-0.02945548886405486
ACH-000133,-0.10886630602507327
ACH-000137,-0.09451367059117474
ACH-000138,-0.05447834621977876
ACH-000142,-0.08645128927579254
ACH-000143,0.13431253903580015
ACH-000146,-0.10788220747311683
ACH-000148,-0.0567590989576937
ACH-000150,-0.13895596636448493
ACH-000152,-0.10959556128528687
ACH-000153,-0.06457661993669482
ACH-000159,-0.07958119903471958
ACH-000160,-0.0927933328936234
ACH-000163,-0.1678122218602777
ACH-000167,0.0003515323832424448
ACH-000168,-0.06871877191806895
ACH-000169,-0.07558437151609583
ACH-000178,-0.03562377495905837
