,HSD3B1 (3283)
ACH-000004,-0.07870706374542326
ACH-000005,-0.13967367409615766
ACH-000007,-0.1808232396589104
ACH-000009,-0.1552449452148382
ACH-000011,-0.10131011607719988
ACH-000012,-0.2519624189685737
ACH-000013,-0.20144841199655072
ACH-000014,-0.3034236533267453
ACH-000015,-0.29294014621880143
ACH-000017,-0.1568822547696639
ACH-000018,-0.1140987668024431
ACH-000019,-0.2827060569703788
ACH-000021,-0.14334844131092758
ACH-000022,-0.16175782222404536
ACH-000025,-0.4894793169104105
ACH-000028,-0.3958051358135128
ACH-000030,-0.24976391430416384
ACH-000035,-0.022060463503989568
ACH-000036,-0.2452925806775256
ACH-000037,-0.31566750446173136
ACH-000039,-0.157709915078323
ACH-000040,-0.1180575679610093
ACH-000041,-0.29973146392834155
ACH-000042,-0.2396250350644673
ACH-000045,-0.24899667730175984
ACH-000047,-0.17759211539230496
ACH-000052,-0.17480567038460387
ACH-000053,-0.11967605962750605
ACH-000054,-0.34316397470614834
ACH-000055,-0.2527573460480358
ACH-000060,-0.26834688364035336
ACH-000067,-0.5263005208416524
ACH-000070,-0.424724966606183
ACH-000075,-0.522208157428144
ACH-000078,-0.3639123868367544
ACH-000082,-0.21526831083309192
ACH-000085,-0.27966779667965874
ACH-000086,-0.2501139787622729
ACH-000087,-0.3098088372587825
ACH-000092,-0.3709794562164539
ACH-000095,-0.3155450719093623
ACH-000097,-0.3514702218461417
ACH-000098,-0.2731746061310472
ACH-000099,-0.12832826328717248
ACH-000108,-0.2764138502548256
ACH-000113,-0.23801400026247205
ACH-000116,-0.06144492800917754
ACH-000118,-0.2101156030081404
ACH-000120,-0.26796915277081457
ACH-000123,-0.2256156566486757
ACH-000127,-0.18717824375112932
ACH-000128,-0.2589314772776932
ACH-000132,-0.30046023537149885
ACH-000133,-0.38188565786995776
ACH-000137,-0.38865889169061657
ACH-000138,-0.13548042331267554
ACH-000142,-0.21432977382119173
ACH-000143,-0.0909763689732824
ACH-000146,-0.2905192074898718
ACH-000148,-0.2918153182562402
ACH-000150,-0.1213788249683348
ACH-000152,-0.23502781561141145
ACH-000153,-0.19123433728489894
ACH-000159,-0.30899469180865835
ACH-000160,0.054520923811089236
ACH-000163,-0.22433421168995346
ACH-000167,-0.2570830660560169
ACH-000168,-0.2638565368843617
ACH-000169,-0.2516121247992277
ACH-000178,-0.2565642963977145
ACH-000183,-0.1628979848959506
ACH-000188,-0.4283842246218065
ACH-000189,-0.1502180929223687
ACH-000190,-0.2635927903619566
ACH-000198,-0.17045589248013018
ACH-000203,-0.1542304363961866
ACH-000204,0.102840574148675
ACH-000206,-0.2335586902038549
ACH-000207,-0.3641717777619437
ACH-000208,0.08613528367569294
ACH-000210,-0.040282671698642615
ACH-000211,-0.24929479636105895
ACH-000215,-0.16693206158532298
ACH-000221,-0.4706405775737651
ACH-000222,-0.22098640490120372
ACH-000223,-0.11479778222071688
ACH-000226,-0.2939928938456381
ACH-000227,-0.2512696201237146
ACH-000228,-0.16140474866278945
ACH-000231,-0.11179548312053132
ACH-000232,-0.11421087640315845
ACH-000233,-0.2077416980120993
ACH-000234,-0.09588285896320972
ACH-000235,-0.20863078992524653
ACH-000237,-0.19471737453466406
ACH-000238,-0.2484241366629909
ACH-000242,-0.4536652998401346
ACH-000243,-0.2520394670511123
ACH-000244,-0.2714272005095505
ACH-000246,-0.20404550117010706
ACH-000248,-0.20761520352158488
ACH-000250,-0.19741424104777505
ACH-000251,-0.2317693312679469
ACH-000252,-0.23615152507822584
ACH-000253,-0.19935671843426456
ACH-000255,-0.31569799575350355
ACH-000256,-0.13798292280279656
ACH-000257,-0.2897682189097899
ACH-000258,-0.023073164398516026
ACH-000259,-0.17844757909009992
ACH-000260,-0.19626746127442102
ACH-000261,-0.32651892151751155
ACH-000262,-0.3129017196705335
ACH-000263,-0.30824812447808025
ACH-000264,-0.05514421987178101
ACH-000265,-0.2493178742782983
ACH-000266,-0.208350369137324
ACH-000272,-0.439266902213791
ACH-000274,-0.17001325522339214
