,CNOT6L (246175)
ACH-000004,-0.2403830526727124
ACH-000005,-0.1053597852427904
ACH-000007,0.14722262304139475
ACH-000009,0.05344388292073033
ACH-000011,0.052301556424896666
ACH-000012,-0.1251389872313007
ACH-000013,-0.039897630844439584
ACH-000014,-0.02387344219131949
ACH-000015,-0.10995049310186264
ACH-000017,-0.27115491481103626
ACH-000018,0.01780080247908859
ACH-000019,-0.11954163634486707
ACH-000021,-0.0896326559973996
ACH-000022,0.06511422312773844
ACH-000025,0.004597550350727525
ACH-000028,-0.2252097928169224
ACH-000030,-0.07358160757361293
ACH-000035,-0.024936567921960532
ACH-000036,-0.03095807223365093
ACH-000037,-0.08141397413161422
ACH-000039,-0.06437127168477465
ACH-000040,-0.02222356951072534
ACH-000041,-0.10862783698994054
ACH-000042,-0.06694633494644517
ACH-000045,-0.04484761091005207
ACH-000047,0.07276839861415339
ACH-000052,0.06436491591254187
ACH-000053,0.0329089021127921
ACH-000054,0.0068042987617804255
ACH-000055,-0.13022310528468234
ACH-000060,-0.015669595000324357
ACH-000067,-0.18910598876317145
ACH-000070,0.033766730668629175
ACH-000075,-0.18972383214923352
ACH-000078,0.0901594155688516
ACH-000082,-0.10501201316173113
ACH-000085,-0.03215707783054325
ACH-000086,-0.02946587497378026
ACH-000087,-0.17072450476964526
ACH-000092,-0.07039923096683348
ACH-000095,-0.07455425488387614
ACH-000097,-0.20956539462070706
ACH-000098,0.020800308359276477
ACH-000099,0.0230182880972143
ACH-000108,0.01603035329583096
ACH-000113,0.17251975067434502
ACH-000116,-0.14857857036004204
ACH-000118,0.009968117140424755
ACH-000120,0.14833288979764206
ACH-000123,-0.22747365504029685
ACH-000127,-0.07067110922085725
ACH-000128,-0.042322238753724255
ACH-000132,0.0013621273255922412
ACH-000133,0.0033255176858321264
ACH-000137,-0.1223447297186256
ACH-000138,0.10468231398376368
ACH-000142,-0.1024572984573557
ACH-000143,-0.09562063994004204
ACH-000146,0.0008115785487181528
ACH-000148,-0.01407380613333049
ACH-000150,-0.15676070563715405
ACH-000152,0.10652992508515056
ACH-000153,-0.3611864882269927
ACH-000159,-0.12691791596916382
ACH-000160,-0.0337657846972391
ACH-000163,-0.06772046406431369
ACH-000167,-0.160609966109287
ACH-000168,0.1802263493351803
ACH-000169,-0.0977618646107332
ACH-000178,-0.03166215731504249
ACH-000183,0.019792138530322925
ACH-000188,-0.16825535256668514
ACH-000189,-0.08747444585535749
ACH-000190,0.11175144153306947
ACH-000198,0.03675151305554551
ACH-000203,0.23493063805447698
ACH-000204,-0.028040899675680613
ACH-000206,0.058685214646218585
ACH-000207,-0.05147400137347585
ACH-000208,-0.372004759956072
ACH-000210,-0.03819678026589544
ACH-000211,-0.09444163455952367
ACH-000215,-0.0811006892653721
ACH-000221,0.042107316965959735
ACH-000222,0.14042993263774303
ACH-000223,-0.04460110191638656
ACH-000226,-0.15138643563900253
ACH-000227,-0.16450557245805533
ACH-000228,-0.09202397261388848
ACH-000231,-0.11521476436465955
ACH-000232,-0.05649050225567667
ACH-000233,-0.02719333092664898
ACH-000234,-0.10930577853128594
ACH-000235,-0.05050704055740902
ACH-000237,-0.0899541446618909
ACH-000238,0.0005373936053533289
ACH-000242,0.18011690893507176
ACH-000243,-0.05159581613935813
ACH-000244,0.03212180838082316
ACH-000246,-0.044813254836772766
ACH-000248,-0.16513425867313022
ACH-000250,-0.06562560106613717
ACH-000251,0.03495489593990393
ACH-000252,0.11664800515658093
ACH-000253,-0.02186412443997289
ACH-000255,0.0148780639829159
ACH-000256,-0.055987188900858936
ACH-000257,-0.16613451043050426
ACH-000258,0.0562944837166828
ACH-000259,0.027873175245041563
ACH-000260,-0.04946610360522659
ACH-000261,-0.09970798982130218
ACH-000262,-0.006730055792655725
ACH-000263,0.1260907394428894
ACH-000264,-0.01936555108766949
ACH-000265,-0.13301787170537588
ACH-000266,-0.003735711609969421
ACH-000272,-0.009097901261487077
ACH-000274,-0.023831092481713282
ACH-000277,0.01577126516805849
ACH-000278,-0.02196130200885695
ACH-000279,0.013325714551470687
ACH-000280,0.0781531838363868
