,DEFA4 (1669)
ACH-000004,-0.06702236320030874
ACH-000005,-0.38078153141342186
ACH-000007,0.15542615999505238
ACH-000009,0.08330296284474081
ACH-000011,0.08025599631283319
ACH-000012,-0.0252805402795679
ACH-000013,0.06815297652332122
ACH-000014,0.06869298321046659
ACH-000015,-0.00921149994360955
ACH-000017,0.09319197331955824
ACH-000018,0.11344027241475488
ACH-000019,-0.1281242900486634
ACH-000021,0.13651926979091364
ACH-000022,0.1574667182950703
ACH-000025,0.018819700122095957
ACH-000028,0.035936071454571214
ACH-000030,0.006409923823030372
ACH-000035,0.15182033255003954
ACH-000036,0.03545292961612228
ACH-000037,0.12735723520381495
ACH-000039,0.10244359641960303
ACH-000040,0.016821511255684447
ACH-000041,-0.0571886040850302
ACH-000042,0.1328002948179241
ACH-000045,-0.0247305792022077
ACH-000047,0.14799258550254388
ACH-000052,0.08774494327398485
ACH-000053,0.02372935835364108
ACH-000054,0.0849014653056131
ACH-000055,0.04059899009436442
ACH-000060,-0.030180647399456417
ACH-000067,0.07206422944167097
ACH-000070,-0.07837501944245644
ACH-000075,0.2413991018173777
ACH-000078,-0.023003416565452302
ACH-000082,-0.05009934832086431
ACH-000085,0.14449024355706672
ACH-000086,0.07670236607917277
ACH-000087,0.030953648277921075
ACH-000092,0.027431348156419302
ACH-000095,0.05925310124999274
ACH-000097,0.025631886643470627
ACH-000098,0.022951377807806674
ACH-000099,0.03729525658216712
ACH-000108,0.08730574010304852
ACH-000113,0.09820076017692933
ACH-000116,0.09839574530508476
ACH-000118,0.018134332687160536
ACH-000120,0.10452639569480006
ACH-000123,0.10614030376155613
ACH-000127,0.049427584910857456
ACH-000128,0.023360674184320203
ACH-000132,0.016589531070625396
ACH-000133,0.08540779263953979
ACH-000137,0.005593535973737558
ACH-000138,0.1168048749103733
ACH-000142,0.11950822185467642
ACH-000143,0.13252993107772082
ACH-000146,0.04347470077742385
ACH-000148,0.1933313715372134
ACH-000150,0.010159854171590954
