,COPS2 (9318)
ACH-000004,-0.6488152086187919
ACH-000005,-0.5049963354087106
ACH-000007,-0.5667364949924549
ACH-000009,-0.7264694088377501
ACH-000011,-0.6186605436264111
ACH-000012,-0.8493619513309206
ACH-000013,-0.5821048681088902
ACH-000014,-0.5072941731498851
ACH-000015,-0.6275352068232098
ACH-000017,-0.742473987854366
ACH-000018,-0.4317630755156005
ACH-000019,-0.5559629742126341
ACH-000021,-0.6863838135826643
ACH-000022,-0.524890343758344
ACH-000025,-0.628523113665891
ACH-000028,-0.7374918690911386
ACH-000030,-0.6547318978607257
ACH-000035,-0.5834516866503069
ACH-000036,-0.3970539490815816
ACH-000037,-0.2451935961255749
ACH-000039,-0.6084419583799453
ACH-000040,-0.5786667227452431
ACH-000041,-0.5494701011842206
ACH-000042,-0.5214297259164229
ACH-000045,-0.4936567013069148
ACH-000047,-0.6143465233621358
ACH-000052,-0.8685182516748982
ACH-000053,-0.6592494673197147
ACH-000054,-0.6281396936137678
ACH-000055,-0.5873824945334072
ACH-000060,-0.7142201283055946
ACH-000067,-0.8470630452836623
ACH-000070,-0.7604050487094763
ACH-000075,-0.99189915525117
ACH-000078,-0.6744903354198896
ACH-000082,-0.5587518243743778
ACH-000085,-0.6150929412959425
ACH-000086,-0.6770607030580931
ACH-000087,-0.6634317195174932
ACH-000092,-0.6753382955523767
ACH-000095,-0.5685340464251097
ACH-000097,-0.7339344355714617
ACH-000098,-0.24546807408346435
ACH-000099,-0.3532584839012467
ACH-000108,-0.6064812413619411
ACH-000113,-0.5946310268752041
ACH-000116,-0.7960943406191512
ACH-000118,-0.5447284636283659
ACH-000120,-0.42476490411340573
ACH-000123,-0.4689653818139821
ACH-000127,-0.5308560871261464
ACH-000128,-0.5090057594193748
ACH-000132,-0.7028906300993369
ACH-000133,-0.5906007250722786
ACH-000137,-0.5856975949907155
ACH-000138,-0.629002483805962
ACH-000142,-0.4340188031034665
ACH-000143,-0.4042864524467581
ACH-000146,-0.4482240184976273
ACH-000148,-0.4492277213008852
ACH-000150,-0.40570579317609706
ACH-000152,-0.5635011345757173
ACH-000153,-0.8543028225612697
ACH-000159,-0.6961227377113741
ACH-000160,-0.4557613523258959
ACH-000163,-0.3504832144443888
ACH-000167,-0.1306865406190869
ACH-000168,-0.3982489493523945
ACH-000169,-0.6585439715180619
ACH-000178,-0.6379568689558889
ACH-000183,-0.617491773662129
ACH-000188,-0.5069755246822251
ACH-000189,-0.6549410343262009
ACH-000190,-0.7107431094296985
ACH-000198,-0.6199976931598525
ACH-000203,-0.7780663626418053
ACH-000204,-0.27728386579122744
ACH-000206,-0.4785553904838015
ACH-000207,-0.2272887961745174
ACH-000208,-0.3006428868145976
ACH-000210,-0.5956179777512332
ACH-000211,-0.5317847580736498
ACH-000215,-0.4950256047447237
ACH-000221,-0.5117337032501454
ACH-000222,-0.3528370950812387
ACH-000223,-0.5808846577924315
ACH-000226,-0.5890845161911606
ACH-000227,-0.2194576396259512
ACH-000228,-0.5353938518271875
ACH-000231,-0.6112071551284347
ACH-000232,-0.3650757186390325
ACH-000233,-0.6691785133020213
ACH-000234,-0.6461127114774228
ACH-000235,-0.4170215459192501
ACH-000237,-0.6491395363833955
ACH-000238,-0.5305084220974946
ACH-000242,-0.5558226484194518
ACH-000243,-0.6479875234089432
ACH-000244,-0.8749997066312735
ACH-000246,-0.6481479784357854
ACH-000248,-0.7433142038125025
ACH-000250,-0.8996833596066625
ACH-000251,-0.9392706764746352
ACH-000252,-0.6263911265690187
ACH-000253,-0.647253837824685
ACH-000255,-0.8294704064644195
ACH-000256,-0.4586570146374596
ACH-000257,-0.3086755665691348
ACH-000258,-0.6031745891022725
ACH-000259,-0.5019470676187344
ACH-000260,-0.7032423978132019
ACH-000261,-0.6921838256201683
ACH-000262,-0.7954210667368617
ACH-000263,-0.5824802391999429
ACH-000264,-0.6773955588168027
ACH-000265,-0.7648043408135641
ACH-000266,-0.6825297101927489
ACH-000272,-0.5718655552526517
ACH-000274,-0.5152971917141416
ACH-000277,-0.613053001790926
ACH-000278,-0.5338108573965872
ACH-000279,-0.5096485458174365
ACH-000280,-0.5635627089415718
ACH-000281,-0.8097634005087235
ACH-000288,-0.64441432504268
ACH-000291,-0.6668829109609287
ACH-000293,-0.7589489441223181
ACH-000294,-0.3275540407575769
ACH-000295,-0.18188301410113927
ACH-000296,-0.6574555031174364
ACH-000302,-0.6632527586623771
ACH-000304,-0.2171766800145516
ACH-000307,-0.7065704080734012
ACH-000308,-0.6453275989567541
ACH-000310,-0.3675520015186435
ACH-000311,-0.3924366983535997
ACH-000312,-0.6160930794988118
ACH-000315,-0.6128507322292649
ACH-000316,-0.5829407688102173
ACH-000317,-0.6271007463705636
ACH-000318,-0.4961763862068765
ACH-000319,-0.7772569388598041
ACH-000320,-0.3281447499686286
ACH-000322,-0.4907098555406744
ACH-000323,-0.6191441698181895
ACH-000324,-0.7409139322969421
ACH-000329,-0.30356720898115924
ACH-000330,-0.7037434224879775
ACH-000331,-0.6211756477453882
ACH-000332,-0.5598567586095303
ACH-000334,-0.3525660808061949
ACH-000335,-1.0118524034392016
ACH-000336,-0.7930391764699347
ACH-000337,-0.5865345335844123
ACH-000338,-0.6003090962216983
ACH-000339,-0.7334080826940187
ACH-000341,-0.427304582472864
ACH-000348,-0.5453521930552191
ACH-000350,-0.5266999330439285
ACH-000352,-0.9324131821191768
ACH-000356,-0.5366759474524473
ACH-000361,-0.4768315606444602
ACH-000362,-0.3036569222777422
ACH-000363,-0.39790961201966535
ACH-000364,-0.5866938845865891
ACH-000365,-0.3740135062935023
ACH-000366,-0.6122930362474145
ACH-000368,-0.50606368808279
ACH-000374,-0.4909723517675125
ACH-000375,-0.7621157684526639
ACH-000376,-0.8280425845722931
ACH-000381,-0.4574327302543026
ACH-000383,-0.5837940197275527
ACH-000387,-0.5114431210951786
ACH-000389,-0.6708731473172483
ACH-000390,-0.4414188810666996
ACH-000393,-0.5196577215303998
ACH-000395,-0.34109742949460026
ACH-000396,-0.333112171428482
ACH-000397,-0.5961440129372266
ACH-000401,-0.399962626230156
ACH-000402,-0.4830128126779588
ACH-000403,-0.69807230645853
ACH-000404,-0.8128260579192487
ACH-000406,-0.4009023994926875
ACH-000407,-0.6134608106329419
ACH-000408,-0.8462771688685116
ACH-000410,-0.3816468659208088
ACH-000411,-0.8579531219153196
ACH-000414,-0.5294645292551338
ACH-000415,-0.7224773350488424
ACH-000416,-0.4379725978705196
ACH-000420,-0.7624295270893784
ACH-000421,-0.7560507413139728
ACH-000424,-0.5426504595489356
ACH-000425,-0.7868634188450105
ACH-000426,-0.2700690586861493
ACH-000427,-0.4214871484102367
ACH-000433,-0.5289544642026327
ACH-000435,-0.7400978329514732
ACH-000436,-0.6719863498466504
ACH-000444,-0.5767390664765882
ACH-000445,-0.5683418156516532
ACH-000448,-0.5384348554078523
ACH-000450,-0.4993259930236824
ACH-000452,-0.5696085575678752
ACH-000454,-0.7791417493681904
ACH-000458,-0.7391505010091324
ACH-000459,-0.6027966103878144
ACH-000460,-0.5846546373754369
ACH-000461,-0.4682305846093714
ACH-000463,-0.5710007570540253
ACH-000464,-0.6059577530062361
ACH-000466,-0.6076267056687115
ACH-000467,-0.7493540604000603
ACH-000468,-0.8374490662256758
ACH-000469,-0.6038937392947393
ACH-000470,-0.4731807691505636
ACH-000471,-0.3870665600883304
ACH-000472,-0.3638034115936136
ACH-000473,-0.5335659834138373
ACH-000475,-0.5518742309501352
ACH-000476,-0.5468712805139393
ACH-000477,-0.4767228483208149
ACH-000479,-0.4757446923419329
ACH-000480,-0.7023774452885555
ACH-000481,-0.6666396261536142
ACH-000483,-0.8168085808009276
ACH-000484,-0.4444371181193553
ACH-000485,-0.5800105581457959
ACH-000486,-0.5807385070493889
ACH-000487,-0.4998495285860929
ACH-000488,-0.6354757459624754
ACH-000490,-0.7420169382212132
ACH-000491,-0.5580533883922102
ACH-000495,-0.8660977855825015
ACH-000496,-0.32525904433540304
ACH-000499,-0.3423967313948408
ACH-000500,-0.4538104370142366
ACH-000502,-0.6114091297315917
ACH-000503,-0.5085486111969939
ACH-000505,-0.6351382301587504
ACH-000507,-0.8759901583142279
ACH-000510,-0.5485288792304316
ACH-000511,-0.9153453895816396
ACH-000512,-0.3543371447873693
ACH-000516,-0.6960640286755733
ACH-000517,-0.6199449782422924
ACH-000518,-0.7035114177068167
ACH-000520,-0.8026606522069958
ACH-000521,-0.36672453839952107
ACH-000522,-0.5398457510586423
ACH-000524,-0.6530821224845103
ACH-000527,-0.6934772237982266
ACH-000528,-0.7267522939216281
ACH-000537,-0.4857363555953608
ACH-000541,-0.4024975473762708
ACH-000542,-0.501715397902294
ACH-000544,-0.6193317470257238
ACH-000545,-0.7031271073775965
ACH-000547,-0.9326158468125132
ACH-000548,-0.5576316929793029
ACH-000549,-0.3823507960674276
ACH-000550,-0.6508503873326553
ACH-000552,-0.6554357251042591
ACH-000556,-0.6997050991727685
ACH-000557,-0.3747286036315166
ACH-000569,-0.7414639961457129
ACH-000570,-0.4061978984060628
ACH-000571,-0.2639744377706949
ACH-000573,-0.7732673030177142
ACH-000576,-0.7078333819999441
ACH-000579,-0.7289517554771565
ACH-000580,-0.4272464015371298
ACH-000584,-0.499056899565727
ACH-000585,-0.6798986579703153
ACH-000588,-0.752075863577227
ACH-000589,-0.6804298186362618
ACH-000591,-0.5062520299420631
ACH-000593,-0.6370627828859631
ACH-000600,-0.5906321247059437
ACH-000601,-0.7852609768835105
ACH-000605,-0.5725532104844181
ACH-000606,-0.8177198947878054
ACH-000608,-0.5182282031153659
ACH-000614,-0.2322187587017307
ACH-000616,-0.623236398653209
ACH-000618,-0.7215286309598046
ACH-000619,-0.6860026732645228
ACH-000620,-0.5092069795836567
ACH-000621,-0.593295589269809
ACH-000622,-0.4527256372395573
ACH-000623,-0.5270825134561604
ACH-000624,-0.8465934692294196
ACH-000627,-0.5532104406226573
ACH-000630,-0.6655576040675631
ACH-000631,-0.5642065676769896
ACH-000632,-0.5784008327059387
ACH-000633,-0.5510295341861018
ACH-000637,-0.7097580688875764
ACH-000638,-0.7532853184308267
ACH-000646,-0.4331495206508365
ACH-000647,-0.7973502080445467
ACH-000648,-0.8049054461263774
ACH-000649,-0.5570452041664211
ACH-000651,-0.6644866667940776
ACH-000652,-0.6212596028069949
ACH-000653,-0.6326065723551345
ACH-000657,-0.31594255775371555
ACH-000658,-0.5107020890088027
ACH-000661,-0.40347294962035896
ACH-000662,-0.6998216790551547
ACH-000663,-0.8767272485206351
ACH-000665,-0.6398221597499858
ACH-000671,-0.7261800447017508
ACH-000672,-0.6375185658372547
ACH-000673,-0.5119120439655389
ACH-000676,-0.7235173257184764
ACH-000677,-0.3124778777103179
ACH-000681,-0.58494337996198
ACH-000683,-0.638911810175076
ACH-000684,-0.7129637985382499
ACH-000688,-0.30842720100990884
ACH-000693,-0.4687921875757311
ACH-000694,-0.6710780501634531
ACH-000695,-0.6585020763852985
ACH-000696,-0.7878609235613586
ACH-000697,-0.5812030195064041
ACH-000699,-0.9190239772262976
ACH-000701,-0.8672292472351524
ACH-000706,-0.4893443375756694
ACH-000711,-0.6818524904980201
ACH-000713,-0.7866015425423623
ACH-000714,-0.7606919032383298
ACH-000718,-0.6842929038981796
ACH-000720,-0.4097563152245862
ACH-000721,-0.5377050276647383
ACH-000724,-0.7003509260245008
ACH-000725,-0.7941746683864546
ACH-000732,-0.6427943224000064
ACH-000734,-0.521272833282001
ACH-000735,-0.6452218644306279
ACH-000736,-0.7935366685494647
ACH-000738,-0.5199667936539819
ACH-000746,-0.6080994774456434
ACH-000747,-0.7791728635313334
ACH-000748,-0.5265944290446776
ACH-000753,-0.6869655990251882
ACH-000756,-0.5285904387800568
ACH-000757,-0.6978545990597472
ACH-000758,-0.5526253530648548
ACH-000760,-0.5966940177220662
ACH-000762,-0.7430376519938892
ACH-000763,-0.2861573103446872
ACH-000764,-0.6737121319031291
ACH-000765,-0.6584395175433566
ACH-000766,-0.558945619715458
ACH-000767,-0.5444647045754166
ACH-000768,-0.5559236142481961
ACH-000769,-0.4936366697867764
ACH-000770,-0.7831520970617515
ACH-000771,-0.6371267419518432
ACH-000773,-0.8276795935327756
ACH-000776,-0.8906363954610467
ACH-000777,-0.5273427260474804
ACH-000778,-0.8773241366423953
ACH-000781,-0.2713708530388965
ACH-000782,-0.27140530588879197
ACH-000783,-0.5564570038020026
ACH-000784,-0.5610221109102617
ACH-000785,-0.519309132615851
ACH-000787,-0.6044022419782059
ACH-000788,-0.4122892524518838
ACH-000791,-0.552476557762273
ACH-000792,-0.3884864393322455
ACH-000794,-0.6892921733783266
ACH-000796,-0.5070565145544768
ACH-000798,-0.451528199580534
ACH-000799,-0.6644557827783798
ACH-000800,-0.5303970561585518
ACH-000802,-0.8187246010317187
ACH-000804,-0.3744784310241627
