,PDSS1 (23590)
ACH-000004,-0.12910067060264366
ACH-000005,0.055861064660375145
ACH-000007,-0.3030333292579208
ACH-000009,0.013817199281045042
ACH-000011,-0.061379386248292214
ACH-000012,-0.19560387599604567
ACH-000013,-0.12564806313815569
ACH-000014,-0.2698204868933782
ACH-000015,-0.2856435067566654
ACH-000017,-0.2443899594195389
ACH-000018,-0.11025967482382842
ACH-000019,-0.3263484762698132
ACH-000021,-0.36006903420949604
ACH-000022,-0.0721482945408814
ACH-000025,-0.03174465968330509
ACH-000028,-0.2479755925769849
ACH-000030,-0.14501930547419722
ACH-000035,-0.19442530866264726
ACH-000036,0.10595771753253387
ACH-000037,-0.30478551574327445
ACH-000039,-0.3792580750165284
ACH-000040,-0.037758075160847636
ACH-000041,-0.10098594745813663
ACH-000042,-0.1743282975245926
ACH-000045,-0.14783495486131226
ACH-000047,-0.3429176333244077
ACH-000052,0.03389347564783237
ACH-000053,-0.23242219022436475
ACH-000054,-0.2562021675205014
ACH-000055,0.022420708187482083
ACH-000060,-0.25076465136443016
ACH-000067,-0.02908809017360372
ACH-000070,-0.09430691296817104
ACH-000075,-0.02687409395274964
ACH-000078,-0.16664844840811674
ACH-000082,-0.0973254350849584
ACH-000085,-0.1363848569523426
ACH-000086,-0.10739102913928787
ACH-000087,-0.043676829909604906
ACH-000092,-0.1117515715825999
ACH-000095,-0.030035439000804437
ACH-000097,-0.19208073795577846
ACH-000098,-0.13850039265180747
ACH-000099,-0.07185032109359786
ACH-000108,-0.14274763767233112
ACH-000113,-0.28898511575340763
ACH-000116,-0.2952971850593293
ACH-000118,-0.6315085207700323
ACH-000120,0.010807129476451915
ACH-000123,-0.1565501926548447
ACH-000127,-0.21154281164138106
ACH-000128,-0.061587772126207425
ACH-000132,-0.20689884920660928
ACH-000133,-0.07661218663956727
ACH-000137,0.008745458531140685
ACH-000138,-0.26903249659407397
ACH-000142,-0.01322662410155294
ACH-000143,-0.14802451274681902
ACH-000146,-0.2405435126187368
ACH-000148,-0.17568919959313145
ACH-000150,-0.3241233574895132
ACH-000152,-0.14316140298656602
ACH-000153,-0.4267419557805587
ACH-000159,-0.07199367478236944
ACH-000160,-0.27407266395490754
ACH-000163,-0.020140224291488644
ACH-000167,-0.13939139359976666
ACH-000168,-0.1470574918703877
ACH-000169,-0.3913443321830008
ACH-000178,-0.1429737441226558
ACH-000183,-0.13668127646969958
ACH-000188,-0.059951158325129074
ACH-000189,-0.11972995329599255
ACH-000190,0.045883284054892136
ACH-000198,-0.3020350295066083
ACH-000203,-0.146762269755245
ACH-000204,-0.40028969274792064
ACH-000206,-0.4237236996367154
ACH-000207,-0.3878761576537642
ACH-000208,-0.04269956051238155
ACH-000210,-0.2575256521013329
ACH-000211,-0.1563156697097084
ACH-000215,-0.21847372562803874
ACH-000221,-0.12902859434802436
ACH-000222,-0.044244887097573495
ACH-000223,-0.22078289624724334
ACH-000226,-0.6948815767539329
ACH-000227,-0.10897120189192554
ACH-000228,-0.19567587877944048
ACH-000231,-0.037230729776256466
ACH-000232,-0.00398656455789614
ACH-000233,-0.2565200529465548
ACH-000234,-0.08135459502941036
ACH-000235,-0.21026297632233176
ACH-000237,-0.12903242906659854
ACH-000238,-0.2176572973806146
ACH-000242,-0.4372881688751327
ACH-000243,-0.1117685898037351
ACH-000244,-0.23030209910612326
ACH-000246,-0.3440332634708356
ACH-000248,-0.06317172267768781
ACH-000250,-0.011059036345283924
ACH-000251,-0.16915005385485005
ACH-000252,-0.21595379293798586
ACH-000253,-0.08596132362052182
ACH-000255,-0.08769038740022142
ACH-000256,-0.08489818824008835
ACH-000257,-0.4887777221942583
ACH-000258,-0.061757735793862824
ACH-000259,-0.12684123713235204
ACH-000260,-0.007233296759124928
ACH-000261,-0.0952084037779775
ACH-000262,-0.2618311570284709
ACH-000263,-0.08339651992303314
ACH-000264,-0.0422586044335112
ACH-000265,-0.3527183384958678
ACH-000266,-0.10907798180338868
ACH-000272,-0.1310486478871539
ACH-000274,-0.2412751504339084
ACH-000277,-0.15820446933644552
ACH-000278,-0.08666604789632347
ACH-000279,-0.2956864880581821
ACH-000280,-0.19982340830640044
ACH-000281,-0.21866085637491728
ACH-000288,-0.30448983984909284
ACH-000291,-0.13621446349317964
ACH-000293,-0.2124266721630975
ACH-000294,-0.19610898078589944
ACH-000295,-0.15917659924562466
ACH-000296,-0.053515281468451865
ACH-000302,-0.4139375321188165
ACH-000304,-0.3711384870638689
ACH-000307,-0.23867810784742716
ACH-000308,-0.1957549518326448
ACH-000310,0.040700373613052884
ACH-000311,-0.11741775599375415
ACH-000312,-0.14488489455720402
ACH-000315,-0.2680883131417181
ACH-000316,-0.14412693287381353
ACH-000317,-0.5180566328891563
ACH-000318,-0.04411101691473826
ACH-000319,-0.2126495759935777
ACH-000320,0.04789491188252227
ACH-000322,-0.02522230116239955
ACH-000323,-0.04044245555604145
ACH-000324,-0.04873828609593391
ACH-000329,-0.2738249107499317
ACH-000330,-0.3423649652022752
ACH-000331,-0.14232417315559762
ACH-000332,-0.14916806775746128
ACH-000334,-0.21993157408049546
ACH-000335,-0.07159063805598873
ACH-000336,-0.4440760147838199
ACH-000337,-0.60597690379873
ACH-000338,-0.5739377585073032
ACH-000339,-0.15272182451519978
ACH-000341,-0.13020914656612656
ACH-000348,-0.18183313423893926
ACH-000350,-0.2260100062729256
ACH-000352,-0.1119914049185964
ACH-000356,-0.15602073112093162
ACH-000361,-0.2303082497832457
ACH-000362,-0.2454069830888005
ACH-000363,-0.2681284733743532
ACH-000364,-0.17668839119273666
ACH-000365,-0.25510255852383396
ACH-000366,-0.005784907206927136
ACH-000368,-0.1613767098536534
ACH-000374,0.014758434446896153
ACH-000375,-0.1344809635678856
ACH-000376,-0.34254191279400403
ACH-000381,-0.03276374501334575
ACH-000383,-0.22686495410581306
ACH-000387,-0.30781580303551137
ACH-000389,0.02689147670773861
ACH-000390,-0.3433904533093733
ACH-000393,-0.22447236493728734
ACH-000395,0.016972454234442
ACH-000396,-0.3814230572823241
ACH-000397,-0.10090975457073224
ACH-000401,0.08021112830681662
ACH-000402,-0.5176293170101792
ACH-000403,-0.13662992187663456
ACH-000404,-0.41695561166488543
ACH-000406,-0.4844635992739237
ACH-000407,-0.08174402943953374
ACH-000408,-0.2902991539321395
ACH-000410,-0.2892590293050021
ACH-000411,-0.1343359633083827
ACH-000414,-0.20323718378697173
ACH-000415,-0.14435527629405825
ACH-000416,-0.13112163428217274
ACH-000420,-0.20402204925425216
ACH-000421,-0.09145963865895088
ACH-000424,-0.13408142787104496
ACH-000425,-0.19115636501412453
ACH-000426,-0.36864107859315065
ACH-000427,-0.2312519504061413
ACH-000433,-0.07853542256604222
ACH-000435,0.02717654709892401
ACH-000436,0.12020800259044848
ACH-000444,-0.17626117197336186
ACH-000445,-0.09559957343968324
ACH-000448,-0.17872581350613445
ACH-000450,-0.2913334174184132
ACH-000452,-0.14356319903042372
ACH-000454,-0.5935156756052612
ACH-000458,-0.08797697220668542
ACH-000459,-0.3778960475081514
ACH-000460,-0.24434808795413046
ACH-000461,-0.33051849780952786
ACH-000463,-0.09592398813374232
ACH-000464,-0.23832539520228985
ACH-000466,-0.2407398811530994
ACH-000467,-0.02673334038183857
ACH-000468,-0.1352769496030215
ACH-000469,-0.3848014146203793
ACH-000470,-0.1237218474593509
ACH-000471,-0.046529901489318674
ACH-000472,-0.12453547818748527
ACH-000473,-0.21093346845825955
ACH-000475,-0.13201854228129484
ACH-000476,-0.1569852754909205
ACH-000477,-0.3285149089659264
ACH-000479,-0.1467607324138191
ACH-000480,-0.2307711943341292
ACH-000481,-0.10864125066926106
ACH-000483,-0.4081585031938668
ACH-000484,-0.2851257720883306
ACH-000485,-0.09431739493592872
ACH-000486,-0.01800065522962798
ACH-000487,-0.15764325808301832
ACH-000488,-0.2674103625755838
ACH-000490,-0.17650622886471432
ACH-000491,-0.12868900444511666
ACH-000495,-0.05375807308411442
ACH-000496,0.01803212560763572
ACH-000499,-0.33041095780488666
ACH-000500,-0.5377149939634914
ACH-000502,-0.055858060841624695
ACH-000503,-0.0035118309685494642
ACH-000505,-0.03469808456039075
ACH-000507,-0.23257143031201324
ACH-000510,-0.18270395091790465
ACH-000511,-0.07748709624664747
ACH-000512,-0.2607185632294845
ACH-000516,-0.09826935536193517
ACH-000517,-0.21744097764090872
ACH-000518,-0.1704593374894367
ACH-000520,0.012948283747423062
ACH-000521,-0.0484803353289004
ACH-000522,-0.17934696525766908
ACH-000524,-0.12854256801448385
ACH-000527,-0.2554222182017079
ACH-000528,-0.4531655964387638
ACH-000537,-0.3823584731371946
ACH-000541,-0.0754843118942718
ACH-000542,-0.12228463305234732
ACH-000544,-0.15956230720611114
ACH-000545,-0.07462036751976378
ACH-000547,-0.264063990115395
ACH-000548,-0.17744459446054392
ACH-000549,-0.2421419105848819
ACH-000550,-0.05888893621087792
ACH-000552,-0.19125396324553048
ACH-000556,-0.2935511508212294
ACH-000557,-0.19736891136106186
ACH-000569,-0.2718333247243201
ACH-000570,-0.14649169043363913
ACH-000571,-0.20135807897558425
ACH-000573,-0.17870276187422046
ACH-000576,-0.12174095260647234
ACH-000579,-0.2539669349803766
ACH-000580,-0.1551221767681913
ACH-000584,-0.04468926122886402
ACH-000585,-0.224372409751564
ACH-000588,-0.2805867096486785
ACH-000589,-0.5603368826696609
ACH-000591,0.09829763748077948
ACH-000593,-0.15753652676052227
ACH-000600,-0.1834181108872289
ACH-000601,-0.1061395488237704
ACH-000605,-0.2713823083113688
ACH-000606,-0.3829414786142048
ACH-000608,-0.24829086509211254
ACH-000614,-0.3537324665409615
ACH-000616,-0.2690588449204517
ACH-000618,-0.4200210619544005
ACH-000619,-0.062439531781910376
ACH-000620,-0.17511599270854428
ACH-000621,-0.07134240916428465
ACH-000622,-0.2791190853054581
ACH-000623,-0.20024509695603968
ACH-000624,-0.12247551789307765
ACH-000627,-0.05499178781070113
ACH-000630,-0.022118446120284768
ACH-000631,0.10680571682072527
ACH-000632,-0.17793622519969535
ACH-000633,-0.24476463165769574
ACH-000637,-0.3072012475389087
ACH-000638,-0.1551835972963297
ACH-000646,-0.07800749137375207
ACH-000647,-0.2682662292032533
ACH-000648,-0.241434077174182
ACH-000649,-0.07123475070529815
ACH-000651,-0.4453937264624752
ACH-000652,-0.16493664964584634
ACH-000653,-0.3100945072202117
ACH-000657,-0.07722934469902548
ACH-000658,-0.1880898919121771
ACH-000661,-0.2180905322482099
ACH-000662,-0.08402940705849632
ACH-000663,-0.30895843744116114
ACH-000665,0.012704689385674796
ACH-000671,-0.11112036477973657
ACH-000672,0.18296754641480614
ACH-000673,-0.06864557092700015
ACH-000676,-0.29838524142233663
ACH-000677,-0.4665850209898054
ACH-000681,-0.07571816858683733
ACH-000683,-0.33637501182823265
ACH-000684,0.024128697492737883
ACH-000688,-0.15411950411678013
ACH-000693,-0.4207893615636044
ACH-000694,-0.3689004723131979
ACH-000695,-0.3268474979018804
ACH-000696,-0.1669299428849534
ACH-000697,-0.057957225148291214
