,PDZD2 (23037)
ACH-000004,-0.08007471808221059
ACH-000005,0.2767011053429064
ACH-000007,-0.04873471918107825
ACH-000009,0.09025118603927997
ACH-000011,0.07142422721475578
ACH-000012,0.07596870894387871
ACH-000013,0.0712016995670975
ACH-000014,0.05980378948739538
ACH-000015,0.06546153484095091
ACH-000017,0.12714236927434758
ACH-000018,0.3070557664233291
ACH-000019,0.36318280075609227
ACH-000021,0.16561057985900313
ACH-000022,0.00385971001043088
ACH-000025,0.2665653615471284
ACH-000028,0.04764560631644104
ACH-000030,0.1864754903739958
ACH-000035,-0.02083049965354549
ACH-000036,0.16591074052159205
ACH-000037,0.1244276013932786
ACH-000039,0.1230804741588178
ACH-000040,0.06861314339314734
ACH-000041,-0.03460657888455215
ACH-000042,0.04679353230052848
ACH-000045,0.19378363230368573
ACH-000047,0.025715226431175603
ACH-000052,-0.0834746258739427
ACH-000053,0.0700944129702505
ACH-000054,-0.05225818497528202
ACH-000055,0.04898401210409077
ACH-000060,0.0004553385906519538
ACH-000067,0.09285763229559588
ACH-000070,-0.1969205733889335
ACH-000075,0.17236548636761734
ACH-000078,0.045086252763683936
ACH-000082,0.125966691345054
ACH-000085,0.14586653201946212
ACH-000086,0.19002331230879935
ACH-000087,-0.2477686111085053
ACH-000092,-0.04507945671476507
ACH-000095,0.02334050928768722
ACH-000097,0.14918075868496872
ACH-000098,-0.054620481767316105
ACH-000099,0.027587364038912914
ACH-000108,-0.01810103791761191
ACH-000113,-0.04120206318027153
ACH-000116,0.05113979788726883
ACH-000118,0.10303141811233392
ACH-000120,0.019676493737411642
ACH-000123,0.08472182740055173
ACH-000127,0.016487671452947106
ACH-000128,0.04204909446009642
ACH-000132,0.13208540012853026
ACH-000133,0.14296313036322394
ACH-000137,0.0016698007985045075
ACH-000138,-0.048582945316089685
ACH-000142,-0.061462282078638415
ACH-000143,0.060444400661492224
ACH-000146,0.08105825101633075
ACH-000148,0.1035920689301746
ACH-000150,0.10303030891456684
ACH-000152,0.13531487749477272
ACH-000153,0.10598039390156837
ACH-000159,0.09535306318468452
ACH-000160,-0.05851521865235401
ACH-000163,0.1517515984847528
ACH-000167,0.06651567212255192
ACH-000168,0.034962413730079016
ACH-000169,0.024144739417853986
ACH-000178,0.16701787847861047
ACH-000183,0.09412252201178817
ACH-000188,0.1693419183740378
ACH-000189,-0.09925968948609087
ACH-000190,0.2998689215961005
ACH-000198,0.0172986608695342
ACH-000203,0.6314633761354025
ACH-000204,0.016356329959662512
ACH-000206,0.18752068624076496
ACH-000207,-0.1353071449140054
ACH-000208,0.14834887915605832
ACH-000210,-0.2294409906861036
ACH-000211,0.05349649561564025
ACH-000215,0.06981907247204093
ACH-000221,-0.014267856013311169
ACH-000222,0.30209067449932736
ACH-000223,0.08542496959367038
ACH-000226,0.08288411459643995
ACH-000227,0.12455686445366725
ACH-000228,0.1011836619149439
ACH-000231,0.018847299706298976
ACH-000232,-0.0642656987978174
ACH-000233,0.23763254317817104
ACH-000234,0.23292147864669266
ACH-000235,0.06850281088329473
ACH-000237,0.0703776636116313
ACH-000238,0.17367131298621055
ACH-000242,0.02704722952451919
ACH-000243,0.10251448721297952
ACH-000244,-0.09908376601694732
ACH-000246,0.07035847074041351
ACH-000248,0.32286025922537537
ACH-000250,0.1727280506979417
ACH-000251,0.08349955270109413
ACH-000252,0.24047888464866235
ACH-000253,0.09156460891736408
ACH-000255,-0.08709842746179852
ACH-000256,0.08819575510666999
ACH-000257,0.0912131501282816
ACH-000258,0.12685435445323714
ACH-000259,0.13854191723870005
ACH-000260,0.03326190959250884
ACH-000261,0.1344835320730699
ACH-000262,0.037076956912863335
ACH-000263,0.018033091773403228
ACH-000264,0.05391140155397103
ACH-000265,0.04790771786501922
ACH-000266,0.09708505869689896
ACH-000272,0.060994254497546224
ACH-000274,0.06752704087510991
ACH-000277,-0.02149693302857624
ACH-000278,0.07562689174834303
ACH-000279,0.0679509707783279
ACH-000280,0.1555896187779957
ACH-000281,0.00767464289990195
ACH-000288,-0.05753218005517308
ACH-000291,0.1495239141039285
ACH-000293,0.2533587297069656
ACH-000294,0.05765029168011111
ACH-000295,0.06751867912951746
ACH-000296,-0.013954498274093188
ACH-000302,0.05498413448342263
ACH-000304,0.1797250786206206
ACH-000307,0.04951340172231323
ACH-000308,0.12336496700933401
ACH-000310,0.21546594406107103
ACH-000311,-0.0757059136372932
ACH-000312,-0.029386658867681555
ACH-000315,-0.3235551677338854
ACH-000316,0.2004779142316671
ACH-000317,0.2461693585155685
ACH-000318,0.19344706734969316
ACH-000319,0.05353080241428169
ACH-000320,0.03611333680246078
ACH-000322,0.1923143020130291
ACH-000323,-0.052994344833054964
ACH-000324,0.10900987856527082
