,CDC27 (996)
ACH-000004,-1.3959218378697342
ACH-000005,-1.8737460386682927
ACH-000007,-1.2520819407920158
ACH-000009,-1.5532537972711304
ACH-000011,-1.4033698490387247
ACH-000012,-1.3446651605137665
ACH-000013,-1.3929149961737892
ACH-000014,-1.1655543549152054
ACH-000015,-1.365644110501761
ACH-000017,-1.537825483088404
ACH-000018,-1.0368466447819256
ACH-000019,-1.2918035820063172
ACH-000021,-1.3666303746137796
ACH-000022,-1.5556179629601692
ACH-000025,-1.2955702963774764
ACH-000028,-1.2729902477983075
ACH-000030,-1.4997404831052008
ACH-000035,-1.3717970743116357
ACH-000036,-1.2536977139626544
ACH-000037,-1.4664279802186635
ACH-000039,-1.3818975576312749
ACH-000040,-1.4280473347313107
ACH-000041,-1.4094276887858412
ACH-000042,-1.1990139172261152
ACH-000045,-1.4097724663195412
ACH-000047,-1.421270725206647
ACH-000052,-1.1183848985148164
ACH-000053,-1.3107513572647926
ACH-000054,-1.3568069411908243
ACH-000055,-1.1095583710210841
ACH-000060,-1.246209785284461
ACH-000067,-1.2429661327407098
ACH-000070,-1.436216075404014
ACH-000075,-1.2171546910379325
ACH-000078,-1.2011187300987252
ACH-000082,-1.667296721227299
ACH-000085,-1.4821551527106769
ACH-000086,-1.2586727374188864
ACH-000087,-1.4534261470868677
ACH-000092,-1.4008237259138874
ACH-000095,-1.2990385039997197
ACH-000097,-1.3255228387035562
ACH-000098,-1.3310669727179152
ACH-000099,-1.1494021429565715
ACH-000108,-1.2183727419945751
ACH-000113,-1.366385389672125
ACH-000116,-1.4292719811525347
ACH-000118,-1.1799609014636552
ACH-000120,-1.28825162045919
ACH-000123,-1.3841608792368183
ACH-000127,-1.2265236261907306
ACH-000128,-1.3234465136057012
ACH-000132,-1.3722623624678307
ACH-000133,-1.4285402973647094
ACH-000137,-1.4389686365460412
ACH-000138,-1.2607957365385465
ACH-000142,-1.1734645053616717
ACH-000143,-1.5491220421716847
ACH-000146,-1.5748417080494654
ACH-000148,-1.4572491936316456
ACH-000150,-1.2521146009845692
ACH-000152,-1.4100835601585826
ACH-000153,-1.253671898354011
ACH-000159,-1.122263740390907
ACH-000160,-1.41548275152585
ACH-000163,-1.3119438859920984
ACH-000167,-1.789908958026433
ACH-000168,-1.271532664124117
ACH-000169,-1.294962156990621
ACH-000178,-1.295967558795939
ACH-000183,-1.3390951906765265
ACH-000188,-1.2528870554773799
ACH-000189,-1.3735291357323245
ACH-000190,-1.5800463456821408
ACH-000198,-1.302507702555386
ACH-000203,-1.312553709351491
ACH-000204,-1.3950802538862712
ACH-000206,-1.4535260363462028
ACH-000207,-1.5189347578180998
ACH-000208,-1.1412215368049852
ACH-000210,-1.2218504204143086
ACH-000211,-1.3151637022900478
ACH-000215,-1.1495745188983666
ACH-000221,-1.4437046516090457
ACH-000222,-1.2767919397004233
ACH-000223,-1.4233125400649795
ACH-000226,-1.2245158537926208
ACH-000227,-1.427278996798968
ACH-000228,-1.5100408932250096
ACH-000231,-1.312490322859469
ACH-000232,-1.293114620432872
ACH-000233,-1.3581455947115222
ACH-000234,-1.446808764773224
ACH-000235,-1.2189236889418438
ACH-000237,-1.2938054185523704
ACH-000238,-1.437305523862093
ACH-000242,-1.4913263946038482
ACH-000243,-1.3828860368042672
ACH-000244,-1.1757744602307956
ACH-000246,-1.1842038407531608
ACH-000248,-1.332159971880594
ACH-000250,-1.3131030110911746
ACH-000251,-1.2810340692386013
ACH-000252,-1.313389882366169
ACH-000253,-1.187537177591638
ACH-000255,-1.2211954529007962
ACH-000256,-1.1387823813645737
ACH-000257,-1.3946033091342882
ACH-000258,-1.200951548557307
ACH-000259,-1.3458073001683934
ACH-000260,-1.2827460804932056
ACH-000261,-1.3482724726198472
ACH-000262,-1.2657658220056098
ACH-000263,-1.7142437276070448
ACH-000264,-1.4369856787044666
ACH-000265,-1.2897501074418594
ACH-000266,-1.2638778621228102
ACH-000272,-1.1986490655542152
ACH-000274,-1.416564362523084
ACH-000277,-1.4770364273153065
ACH-000278,-1.0684117208249206
ACH-000279,-1.4161584327535126
ACH-000280,-1.2479118450362057
ACH-000281,-1.1073369415509342
ACH-000288,-1.3377917103680328
ACH-000291,-1.3199447890262312
ACH-000293,-1.5331962915312558
ACH-000294,-1.6485103194885569
ACH-000295,-1.4192899645753758
ACH-000296,-1.2206130226690364
ACH-000302,-1.4436444206347685
