,HIST1H2AA (221613)
ACH-000004,-0.11568171443939305
ACH-000005,-0.1763802328247565
ACH-000007,-0.17904211576734902
ACH-000009,-0.08226848925665316
ACH-000011,-0.2014076353311973
ACH-000012,-0.06668657746508284
ACH-000013,-0.0469612581070352
ACH-000014,-0.0699606652121011
ACH-000015,-0.014129210741819713
ACH-000017,-0.14877488637494146
ACH-000018,-0.07130745878280438
ACH-000019,0.022597396617764123
ACH-000021,0.005976760357255892
ACH-000022,-0.03390856614725549
ACH-000025,-0.03338023566797175
ACH-000028,-0.02723834339261981
ACH-000030,0.03803042392569398
ACH-000035,0.14839146774106526
ACH-000036,-0.21074171979676312
ACH-000037,-0.15403856901055168
ACH-000039,-0.10991205952087844
ACH-000040,-0.09003568483816415
ACH-000041,-0.04982607141181297
ACH-000042,-0.08402256259507399
ACH-000045,-0.05910554370726712
ACH-000047,0.03985453371380624
ACH-000052,-0.1490919602848206
ACH-000053,0.026751382593714217
ACH-000054,-0.15158987237625698
ACH-000055,-0.025793531461451483
ACH-000060,-0.03228679822919106
ACH-000067,-0.014731659039593004
ACH-000070,0.03023718912172117
ACH-000075,-0.07479650612050003
ACH-000078,-0.08081155183200038
ACH-000082,-0.15522331306629336
ACH-000085,-0.27583185285481
ACH-000086,0.0935893777626296
ACH-000087,0.13426305443057562
ACH-000092,-0.0966656251930154
ACH-000095,-0.045637306320258565
ACH-000097,-0.0819297783477185
ACH-000098,0.0267423079958539
ACH-000099,-0.18523828005371468
ACH-000108,0.024598827255997283
ACH-000113,-0.034374136702045664
ACH-000116,-0.07584844597024147
ACH-000118,-0.08072179842714503
ACH-000120,0.05383657742846455
ACH-000123,0.007929131106628334
ACH-000127,-0.09340802446863992
ACH-000128,-0.09939896651396056
ACH-000132,0.10639785319455676
ACH-000133,-0.0017586938336212224
ACH-000137,0.005243419734031636
ACH-000138,-0.07902962799826126
ACH-000142,-0.05098646691194467
ACH-000143,-0.007751062468965259
ACH-000146,-0.13454396248948272
ACH-000148,0.024114316608164217
ACH-000150,0.0169945884781667
ACH-000152,-0.10634264892787193
ACH-000153,-0.05572461738322662
ACH-000159,0.00671996637375886
ACH-000160,-0.050925450895897256
ACH-000163,0.01709097720143873
ACH-000167,-0.1476809516846472
ACH-000168,-0.0691516510303877
ACH-000169,-0.17848854812940024
ACH-000178,0.04243103055254807
ACH-000183,0.06492877549117416
ACH-000188,-0.05548904714101087
ACH-000189,-0.19612025444010256
ACH-000190,-0.09630338862854773
ACH-000198,0.0
ACH-000203,-0.08002430470254464
ACH-000204,0.030156063079708518
ACH-000206,-0.13901410592993482
ACH-000207,-0.1840208597124448
ACH-000208,0.4140083567326352
ACH-000210,0.07828248387737702
ACH-000211,0.056112285750178736
ACH-000215,-0.04764564683510105
ACH-000221,0.043271797395716745
ACH-000222,-0.04362904369551727
ACH-000223,-0.11415425374475376
ACH-000226,-0.076204889484365
ACH-000227,-0.004100212056732014
ACH-000228,0.11570766787140516
ACH-000231,0.04214963344844865
ACH-000232,-0.08277198059073829
ACH-000233,-0.08891931244890385
ACH-000234,-0.061594044207485765
ACH-000235,-0.031200583795541387
ACH-000237,-0.04116016154352848
ACH-000238,-0.0886011712883955
ACH-000242,0.02691693734780606
ACH-000243,-0.06311339272095025
ACH-000244,-0.10937232878086824
ACH-000246,0.03214519901275615
ACH-000248,-0.15261252689492344
ACH-000250,-0.13265092932606418
ACH-000251,0.033933146231117595
ACH-000252,-0.081000756289962
ACH-000253,-0.12031008451709145
ACH-000255,-0.05417334862142241
ACH-000256,0.03615222615059787
ACH-000257,-0.087575882952375
ACH-000258,-0.1319384789481821
ACH-000259,-0.01680378201205039
ACH-000260,-0.09206365087659736
ACH-000261,0.046822709358987184
ACH-000262,0.07760492795918936
ACH-000263,-0.13364765781058466
ACH-000264,-0.023524187012203632
ACH-000265,0.11292158059642984
ACH-000266,0.020614840753793686
ACH-000272,-0.05855682320467541
ACH-000274,0.00871040217776112
ACH-000277,-0.025285668510563058
ACH-000278,-0.005640374924649934
ACH-000279,-0.06249295190320064
ACH-000280,0.007452238321325559
ACH-000281,-0.01209077186721749
ACH-000288,-0.11513484266258972
ACH-000291,0.13495886080756495
ACH-000293,-0.05105273089214222
ACH-000294,0.07376523592371577
ACH-000295,0.07581059117228146
ACH-000296,-0.09053908741876036
ACH-000302,-0.05007751538920795
ACH-000304,-0.17086675650434602
ACH-000307,-0.041392620654755165
ACH-000308,-0.08068634786959188
ACH-000310,-0.11237150524304283
ACH-000311,-0.23552052200142604
ACH-000312,-0.07601459022024107
ACH-000315,-0.11144484898739954
ACH-000316,-0.13170231511264238
ACH-000317,0.03636573667707165
ACH-000318,-0.04072381733393359
ACH-000319,-0.05027359836817687
ACH-000320,0.0010678458412328802
ACH-000322,-0.041233828373606785
ACH-000323,-0.05043014343476372
ACH-000324,-0.03894389030630386
ACH-000329,-0.08478182116163588
ACH-000330,-0.01145053280667785
ACH-000331,-0.11969843282337253
ACH-000332,-0.06583383427431844
ACH-000334,0.05941581293568252
ACH-000335,-0.18393047285722225
ACH-000336,-0.10654601552377496
ACH-000337,-0.05337774633949825
ACH-000338,0.13585212762228574
ACH-000339,-0.007601452174455814
ACH-000341,-0.03631843993727656
ACH-000348,-0.009777774507722391
ACH-000350,-0.04251392277674721
ACH-000352,0.014227700053519641
ACH-000356,0.09187208019005336
ACH-000361,-0.10525101794827614
ACH-000362,0.09313853571237116
ACH-000363,-0.13004190112012268
ACH-000364,0.061523808607953125
ACH-000365,0.21290414255905588
ACH-000366,0.11094999823391434
ACH-000368,-0.06750316838289942
ACH-000374,-0.2242491490595131
ACH-000375,-0.09073603941415233
ACH-000376,-0.13297846539239666
ACH-000381,-0.2448859969262471
ACH-000383,-0.0057127319231630854
ACH-000387,0.1627073965354127
ACH-000389,-0.02666568457428736
ACH-000390,0.013260974290078905
ACH-000393,-0.024980596138977244
ACH-000395,0.03299586164640789
ACH-000396,-0.07737157499989977
ACH-000397,0.008791512429228404
ACH-000401,0.10363753230584503
ACH-000402,0.16353788052143128
ACH-000403,-0.13039063186984715
ACH-000404,-0.23489895264323424
ACH-000406,-0.04740340381807866
ACH-000407,-0.03203673191300131
ACH-000408,0.029963922570070124
ACH-000410,0.04606416493332143
ACH-000411,-0.10294170568951908
ACH-000414,-0.26500209821368953
ACH-000415,0.007712970192220659
ACH-000416,-0.03585565652820847
ACH-000420,0.06964348908839392
ACH-000421,0.01580862280351529
ACH-000424,-0.06746405193506406
ACH-000425,-0.05676449059996048
ACH-000426,-0.11574833035781955
ACH-000427,-0.08649948758782244
ACH-000433,-0.1619070101074977
ACH-000435,-0.05408373466629182
ACH-000436,-0.07393454097072005
ACH-000444,-0.09201483681660426
ACH-000445,0.11350289625574556
ACH-000448,-0.10794603724144504
ACH-000450,-0.04782871619366861
ACH-000452,-0.15561622770151587
ACH-000454,-0.2881697662222196
ACH-000458,-0.05823469719383476
ACH-000459,-0.12297942266642772
ACH-000460,-0.018949764578955284
ACH-000461,-0.02985551425167517
ACH-000463,0.1109551049934139
ACH-000464,-0.13662124503143366
ACH-000466,-0.10415690705368644
ACH-000467,-0.122977207346
ACH-000468,-0.06361401955228624
ACH-000469,-0.048889180435886186
ACH-000470,-0.0885771984706094
ACH-000471,-0.004613881012511901
ACH-000472,-0.0119121098962135
ACH-000473,0.18568492781384674
ACH-000475,0.06571579217467705
ACH-000476,0.007398620465410069
ACH-000477,-0.19278537842006727
ACH-000479,-0.06003229473844704
ACH-000480,0.02619463231445137
ACH-000481,-0.10614998187268262
ACH-000483,-0.0012438203063788462
ACH-000484,0.015346342718054531
ACH-000485,-0.1767548506453899
ACH-000486,-0.10418016274578358
ACH-000487,-0.15322224369043638
ACH-000488,-0.0034332981042586174
ACH-000490,-0.13579042825861815
ACH-000491,-0.13586649081046928
