,CRHR1 (1394)
ACH-000004,0.02415709332623051
ACH-000005,0.07940216646724704
ACH-000007,-0.035751193925315214
ACH-000009,-0.045415756238793584
ACH-000011,-0.04348783354030651
ACH-000012,-0.21823691949895416
ACH-000013,-0.04519151601817791
ACH-000014,-0.1502095217818117
ACH-000015,-0.05360328109239427
ACH-000017,-0.07177266318104683
ACH-000018,-0.19504303593356007
ACH-000019,-0.0253061385171462
ACH-000021,0.015662961923293382
ACH-000022,-0.10842087632491593
ACH-000025,0.0039067451852546585
ACH-000028,0.028029557053756263
ACH-000030,-0.12128414833114495
ACH-000035,-0.1641655976581033
ACH-000036,-0.03962604153109274
ACH-000037,-0.02933550483904133
ACH-000039,-0.19621962815895366
ACH-000040,-0.1471193124530722
ACH-000041,-0.11195026150018432
ACH-000042,-0.13196056168788933
ACH-000045,0.02449014736644229
ACH-000047,-0.13191383597902626
ACH-000052,-0.05656931003316831
ACH-000053,-0.03825303052303335
ACH-000054,-0.014213796256620757
ACH-000055,-0.03787115763692482
ACH-000060,-0.046847612163154695
ACH-000067,-0.21400146758475935
ACH-000070,-0.10752331644605588
ACH-000075,0.04483825580408895
ACH-000078,-0.052149974083669635
ACH-000082,-0.07945781794928818
ACH-000085,0.06882386937714025
ACH-000086,-0.02737369539206361
ACH-000087,-0.040715303068682235
ACH-000092,0.10552171251391806
ACH-000095,-0.0936427714820859
ACH-000097,-0.15755452090926694
ACH-000098,-0.08560984841050599
ACH-000099,-0.056958279803782215
ACH-000108,-0.0029681572865821212
ACH-000113,-0.09918431088373196
ACH-000116,-0.09806737873420472
ACH-000118,-0.07624390612077869
ACH-000120,-0.3065503400507645
ACH-000123,-0.08817765196499656
ACH-000127,-0.04893482824545574
ACH-000128,-0.16539865673816592
ACH-000132,0.07414233237285685
ACH-000133,-0.04659361675813744
ACH-000137,0.05764831632142009
ACH-000138,0.011296403146276009
ACH-000142,-0.0032291530333101517
ACH-000143,0.07866812599927714
ACH-000146,-0.02970026858520533
ACH-000148,0.007025238195419991
ACH-000150,-0.18656177915372893
ACH-000152,-0.0984841989103518
ACH-000153,0.2675420129079795
ACH-000159,-0.07829228733637789
ACH-000160,0.10829598168006914
ACH-000163,0.010463809504471244
ACH-000167,0.02045721219211069
ACH-000168,-0.03567408197269574
ACH-000169,-0.09215539184301252
ACH-000178,0.006469270875825967
ACH-000183,-0.13550665412272395
ACH-000188,-0.1825149449696362
ACH-000189,-0.14295317222462164
ACH-000190,-0.15638357404992725
ACH-000198,-0.017841750197556554
ACH-000203,0.3629390697320449
ACH-000204,-0.030889845893225163
