,TRUB2 (26995)
ACH-000004,-0.27546602337343823
ACH-000005,-0.091835438765486
ACH-000007,-0.20595487512728786
ACH-000009,-0.412714174602247
ACH-000011,0.12137319144803675
ACH-000012,-0.34535567615208124
ACH-000013,-0.4413435831029195
ACH-000014,-0.2350537271419077
ACH-000015,-0.5692431312410148
ACH-000017,-0.04397172809756306
ACH-000018,-0.44425139589581786
ACH-000019,-0.2067471238664106
ACH-000021,-0.36736552089088936
ACH-000022,-0.3024905195426356
ACH-000025,-0.3359023876397528
ACH-000028,-0.4052397176200291
ACH-000030,-0.1941084112095801
ACH-000035,-0.4755754237224825
ACH-000036,0.007252206448101442
ACH-000037,-0.33408149855512176
ACH-000039,-0.20058720959936788
ACH-000040,-0.16737081440303206
ACH-000041,-0.14258777645715456
ACH-000042,-0.26364215785605194
ACH-000045,-0.32316888095649315
ACH-000047,-0.4731091099235952
ACH-000052,-0.16199082560551012
ACH-000053,-0.2006869927060857
ACH-000054,-0.2641910682073657
ACH-000055,-0.3115898607224941
ACH-000060,-0.23730430141113576
ACH-000067,-0.18369423775739693
ACH-000070,-0.2788134873111752
ACH-000075,-0.2797155889800441
ACH-000078,-0.2963951458823905
ACH-000082,-0.25874162671620465
ACH-000085,-0.3899092960585609
ACH-000086,-0.458782438739556
ACH-000087,-0.2868956845827725
ACH-000092,-0.1899128514536942
ACH-000095,-0.05364032380016713
ACH-000097,-0.23669473385722264
ACH-000098,-0.18071470475431145
ACH-000099,-0.3920108149333955
ACH-000108,-0.1863069953189904
ACH-000113,-0.4238653927889112
ACH-000116,-0.3278151742890523
ACH-000118,-0.5477494020254932
ACH-000120,-0.3028199677193123
ACH-000123,-0.25170601956104544
ACH-000127,-0.422753817579494
ACH-000128,-0.5372992644950277
ACH-000132,-0.19650966130003894
ACH-000133,-0.2920111222144097
ACH-000137,-0.14304166199061658
ACH-000138,-0.3331176375106099
ACH-000142,-0.14322458980481562
ACH-000143,-0.4143772767944136
ACH-000146,-0.2252766166046666
ACH-000148,-0.4741724472817586
ACH-000150,-0.5989600017635418
ACH-000152,-0.1701602802642138
ACH-000153,-0.5221397126673009
ACH-000159,-0.2283890999175733
ACH-000160,-0.424500664018694
ACH-000163,-0.2774296905906754
ACH-000167,0.4589471096548928
ACH-000168,-0.232663477843202
ACH-000169,-0.23006156003865516
ACH-000178,-0.2535214084250958
ACH-000183,-0.38894043641508297
ACH-000188,-0.21809176781655426
ACH-000189,-0.15039460945868866
ACH-000190,-0.4574742806305554
ACH-000198,-0.2352709633069893
ACH-000203,-0.4473799662732021
ACH-000204,-0.29857086242506353
ACH-000206,-0.08142825442939895
ACH-000207,-0.3625875682515972
ACH-000208,-0.08615698381438895
ACH-000210,-0.6528081216539932
ACH-000211,-0.2716258272422159
ACH-000215,-0.4033690649476181
ACH-000221,-0.4313249157740969
ACH-000222,0.02049423781178237
ACH-000223,-0.2556328844767504
ACH-000226,-0.25991437197807576
ACH-000227,-0.15139993550907058
ACH-000228,-0.2207820155821727
ACH-000231,-0.14121325728157574
ACH-000232,-0.3347305797060799
ACH-000233,-0.26599132081493104
ACH-000234,-0.21989211324301194
ACH-000235,-0.1471175080902379
ACH-000237,-0.020112359357918747
ACH-000238,-0.3877140669215134
ACH-000242,-0.1408167398345538
ACH-000243,-0.14068914147209094
ACH-000244,-0.2887353286217752
ACH-000246,-0.5080176099533585
ACH-000248,-0.2864334687572521
ACH-000250,-0.04732414208160931
ACH-000251,-0.2556635960703497
ACH-000252,-0.2918023801963421
ACH-000253,-0.11605236678635787
ACH-000255,-0.3805652929229307
ACH-000256,-0.2797564389185724
ACH-000257,-0.3048742629265265
ACH-000258,-0.28668980310066033
ACH-000259,-0.5444721661151225
ACH-000260,-0.13562651099773118
ACH-000261,0.014495120641737419
ACH-000262,-0.2467394901305585
ACH-000263,-0.2692026260503804
ACH-000264,-0.10040080260236678
ACH-000265,-0.5311685505499703
ACH-000266,-0.16567662884715495
ACH-000272,-0.1517223138047564
ACH-000274,-0.2917995793280456
ACH-000277,-0.28601000246415553
ACH-000278,-0.06566437581996262
ACH-000279,-0.4607287764873136
ACH-000280,-0.3570158587785029
ACH-000281,-0.4375150393252603
ACH-000288,-0.25560697224808016
ACH-000291,-0.2900934140447905
ACH-000293,-0.3731958430139744
ACH-000294,-0.2718296180139288
ACH-000295,-0.2581688886477495
ACH-000296,-0.2626131459636793
ACH-000302,-0.24681105212790885
ACH-000304,-0.3706296424149825
ACH-000307,-0.19474711676480397
ACH-000308,-0.20198442988570212
ACH-000310,-0.12464134971674135
ACH-000311,-0.08706804587612724
ACH-000312,-0.33124917003176296
