,MCOLN3 (55283)
ACH-000004,0.2364600882183827
ACH-000005,0.2707423857252646
ACH-000007,0.17423383154533478
ACH-000009,0.16021691585979028
ACH-000011,0.13282300336159364
ACH-000012,0.09747129371416442
ACH-000013,0.08169325982028018
ACH-000014,0.20475037159371212
ACH-000015,0.10860653324899104
ACH-000017,0.21463273322172846
ACH-000018,0.08041762659601577
ACH-000019,0.030225944223489856
ACH-000021,0.09902782697133182
ACH-000022,0.15733172045793606
ACH-000025,0.046824157459028085
ACH-000028,0.05556135018612132
ACH-000030,0.07007148185844968
ACH-000035,0.028816293385196687
ACH-000036,0.08881383721127563
ACH-000037,0.21599089442201005
ACH-000039,0.08417753299807511
ACH-000040,0.13749058543068654
ACH-000041,0.2057497902993732
ACH-000042,0.16967135660243338
ACH-000045,0.18205668106441106
ACH-000047,0.20439613403595264
ACH-000052,0.16276844329310694
ACH-000053,0.14413201287974725
ACH-000054,0.10220179440536373
ACH-000055,0.04791677319479243
ACH-000060,0.1554327325879685
ACH-000067,0.052170107300439035
ACH-000070,0.002058920382487137
ACH-000075,0.14343531642395593
ACH-000078,0.23026725989956254
ACH-000082,0.1161801337629128
ACH-000085,0.12875822417543026
ACH-000086,0.1858165673860099
ACH-000087,0.20530634670287504
ACH-000092,0.18290113877030129
ACH-000095,0.1046492997176496
ACH-000097,0.08662353026958165
ACH-000098,0.06435423102147562
ACH-000099,0.17675579756658566
ACH-000108,0.20318867863830392
ACH-000113,0.13797494642456376
ACH-000116,0.1378938879820302
ACH-000118,0.07060127527236547
ACH-000120,0.17290518602264865
ACH-000123,0.10462752022606912
ACH-000127,0.10527949998699906
ACH-000128,0.044118430309438315
ACH-000132,0.18176465148183346
ACH-000133,0.07412058819796764
ACH-000137,0.09077365474842046
ACH-000138,0.1564113966715806
ACH-000142,0.047277394306989615
ACH-000143,0.12631291561274702
ACH-000146,0.17408917003425262
ACH-000148,0.1825090022605352
ACH-000150,-0.13540018926065828
ACH-000152,0.10522603604469807
ACH-000153,0.0013475121842326224
ACH-000159,0.16825873612977546
ACH-000160,0.05251901291082337
ACH-000163,0.15536432669664882
ACH-000167,0.11406571371320262
ACH-000168,0.2077803727836965
ACH-000169,0.1399290000272982
ACH-000178,0.16085513871367066
ACH-000183,0.13419689719498426
ACH-000188,0.17733985538179226
ACH-000189,0.11660819175715068
ACH-000190,0.15070618891347834
ACH-000198,0.05203987281585068
ACH-000203,-0.2502225941866163
ACH-000204,0.2573403095361533
ACH-000206,0.05296799881363535
ACH-000207,0.03153168651334538
ACH-000208,0.17793585478251084
ACH-000210,0.14055471844502745
ACH-000211,0.15334945918661114
ACH-000215,0.0994984566043431
ACH-000221,0.04358354762007875
ACH-000222,0.026879574838249376
ACH-000223,0.06128284850440016
ACH-000226,0.08037071523131127
ACH-000227,0.16612059579997285
ACH-000228,0.11170746805079937
ACH-000231,0.14809518810598807
ACH-000232,0.1428619089785529
ACH-000233,0.1973838972569544
