,GOLPH3 (64083)
ACH-000004,0.06955367076771421
ACH-000005,0.2019626857092566
ACH-000007,-0.1346909035251666
ACH-000009,0.11589059409340748
ACH-000011,0.16136947893132053
ACH-000012,0.2241047135504836
ACH-000013,0.24291788947475385
ACH-000014,0.05352130118489499
ACH-000015,-0.04981362479278696
ACH-000017,0.2700124918996401
ACH-000018,0.11831952286049008
ACH-000019,0.2764824232906877
ACH-000021,0.15990657403407876
ACH-000022,0.12651936773422065
ACH-000025,0.13005288804336454
ACH-000028,0.20359327425708326
ACH-000030,0.060587682835492124
ACH-000035,0.031952949096716
ACH-000036,0.13638932218819336
ACH-000037,0.021025311501666324
ACH-000039,0.10282298429088753
ACH-000040,0.15393183011284978
ACH-000041,0.13588749695814015
ACH-000042,0.08980452201524955
ACH-000045,-0.03266222452083864
ACH-000047,0.19122414804758786
ACH-000052,0.31973306002199003
ACH-000053,0.06148316556070006
ACH-000054,0.09853417743943146
ACH-000055,0.005580585039478722
ACH-000060,-0.0076905980033794155
ACH-000067,0.1055138139744594
ACH-000070,0.2096947635401392
ACH-000075,0.08799110104843777
ACH-000078,0.07758700596789506
ACH-000082,-0.04579381559711791
ACH-000085,0.09281245363403899
ACH-000086,0.1982949453084077
ACH-000087,0.2416087807521326
ACH-000092,0.11955765328344645
ACH-000095,-0.01259181401721374
ACH-000097,0.17766412568884413
ACH-000098,-0.01196311412511226
ACH-000099,0.16795186832188005
ACH-000108,0.06564346345900697
ACH-000113,0.01219716543725888
ACH-000116,0.07290099661570182
ACH-000118,0.2040610449240442
ACH-000120,0.1398723584669852
ACH-000123,0.10789767164130544
ACH-000127,0.020102045318145655
ACH-000128,0.051935689266534274
ACH-000132,0.030615992366582457
ACH-000133,0.13113703021399667
ACH-000137,0.1803059968809106
ACH-000138,0.03908605451229216
ACH-000142,0.2980074111837627
ACH-000143,0.15105665035088914
ACH-000146,-0.03198391894649553
ACH-000148,0.010535387135212095
ACH-000150,0.13142776720584332
ACH-000152,0.14027477423174622
ACH-000153,0.18279710930832474
ACH-000159,-0.012165337284877956
ACH-000160,0.2521594303654961
ACH-000163,0.22947261355535795
ACH-000167,0.3585416711073
ACH-000168,-0.021918279199137875
ACH-000169,0.1823189742935876
ACH-000178,0.17692104327862007
ACH-000183,0.08427764829842523
ACH-000188,-0.08608174298588811
ACH-000189,0.1449126199530361
ACH-000190,-0.015734890457468332
ACH-000198,0.14127320846248445
ACH-000203,0.3060670891895142
ACH-000204,0.17405438729136374
ACH-000206,0.051170225436965235
ACH-000207,0.2416966150298538
ACH-000208,0.16184204711116051
