,SF3B5 (83443)
ACH-000004,-1.4368344561094517
ACH-000005,-1.5781094951357528
ACH-000007,-1.3716592156839031
ACH-000009,-1.2157693860870626
ACH-000011,-1.3221680157759743
ACH-000012,-1.234317934251114
ACH-000013,-1.1595297764800525
ACH-000014,-1.418508326626031
ACH-000015,-1.1619692361958085
ACH-000017,-1.3500553065765837
ACH-000018,-1.2363607540382378
ACH-000019,-1.297645332483952
ACH-000021,-1.1858322260520826
ACH-000022,-1.3717973340736926
ACH-000025,-1.239020001733229
ACH-000028,-1.1307548256499729
ACH-000030,-1.2598111828613632
ACH-000035,-1.1829710696224012
ACH-000036,-1.312177328378716
ACH-000037,-1.2284918116454635
ACH-000039,-1.0137610492137896
ACH-000040,-0.9996084554107264
ACH-000041,-1.2182842636826243
ACH-000042,-1.3742006908337785
ACH-000045,-1.1051872367028996
ACH-000047,-1.266737151917975
ACH-000052,-1.3094195239476445
ACH-000053,-1.2375524970051754
ACH-000054,-0.9467863820187656
ACH-000055,-1.1360617269536202
ACH-000060,-1.4282216738632485
ACH-000067,-1.0559123567509865
ACH-000070,-1.1349871298129326
ACH-000075,-1.30318789009869
ACH-000078,-1.1879592305021085
ACH-000082,-1.3837461930568922
ACH-000085,-1.1570263891527626
ACH-000086,-1.0137979312504373
ACH-000087,-1.257361618102528
ACH-000092,-1.2214425673138136
ACH-000095,-1.2876756106005267
ACH-000097,-1.3662575502961414
ACH-000098,-0.9796556230552486
ACH-000099,-1.1583871856325854
ACH-000108,-1.1970493335868624
ACH-000113,-1.0834384476610668
ACH-000116,-1.5063311756439868
ACH-000118,-1.370093206311045
ACH-000120,-1.3912542487330548
ACH-000123,-1.4051946093687129
ACH-000127,-1.2347318462314365
ACH-000128,-1.1538827246112535
ACH-000132,-1.3707418110239356
ACH-000133,-1.232637401851227
ACH-000137,-1.312006751837946
ACH-000138,-1.4367297850440617
ACH-000142,-1.4104025762905288
ACH-000143,-1.2114074240003825
ACH-000146,-1.3833440245668946
ACH-000148,-1.32401283412783
ACH-000150,-1.0209136513515666
ACH-000152,-1.0401136909156328
ACH-000153,-1.0674386107275904
ACH-000159,-1.286486208103922
ACH-000160,-1.4232025666266377
ACH-000163,-1.2363288610411365
ACH-000167,-0.90790782874982
ACH-000168,-1.0961708827018797
ACH-000169,-1.3980354567106186
ACH-000178,-1.193050188263054
ACH-000183,-1.5071996187253878
ACH-000188,-1.2118296419571593
ACH-000189,-1.3381049803193301
ACH-000190,-1.0295984560884623
ACH-000198,-1.2702707940363915
ACH-000203,-0.8055046299515954
ACH-000204,-1.1611568941792123
ACH-000206,-1.249564710802887
ACH-000207,-1.6209953016824594
ACH-000208,-1.143658657326703
ACH-000210,-1.0575625272589129
ACH-000211,-1.2419337828004466
ACH-000215,-1.0661921390860123
ACH-000221,-1.5257867154320748
ACH-000222,-1.1980575852719708
ACH-000223,-1.3020778840517446
ACH-000226,-1.2880418327607857
ACH-000227,-1.1954142261820766
ACH-000228,-1.2719554950120446
ACH-000231,-1.2595476767851113
