,NCAPH (23397)
ACH-000004,-0.5380773633585323
ACH-000005,-0.5054930868560816
ACH-000007,-0.5820120433917315
ACH-000009,-0.5742840528466409
ACH-000011,-0.5463976199381206
ACH-000012,-0.6810723007413103
ACH-000013,-0.6187440725167326
ACH-000014,-0.4765944914246675
ACH-000015,-0.6099964700531685
ACH-000017,-0.6779528719537911
ACH-000018,-0.7385266101002497
ACH-000019,-0.5526724834397707
ACH-000021,-0.5192829641220287
ACH-000022,-0.502008246232928
ACH-000025,-0.6031453092384056
ACH-000028,-0.6953630430251012
ACH-000030,-0.5135757873692681
ACH-000035,-0.7186506151676259
ACH-000036,-0.4338776086854957
ACH-000037,-0.6376473021700316
ACH-000039,-0.5170681634240225
ACH-000040,-0.4708291852074077
ACH-000041,-0.609909853622087
ACH-000042,-0.5583335252924027
ACH-000045,-0.7106808132881791
ACH-000047,-0.8649437985052849
ACH-000052,-0.6333245067392123
ACH-000053,-0.8118606662584174
ACH-000054,-0.8800913475787213
ACH-000055,-0.5474108929480842
ACH-000060,-0.5662807815666938
ACH-000067,-0.5813845781530194
ACH-000070,-0.6019474436952743
ACH-000075,-0.7146269512581658
ACH-000078,-0.6176604669577015
ACH-000082,-0.43756419953030296
ACH-000085,-0.7522857799177257
ACH-000086,-0.827643910083773
ACH-000087,-0.7892867295639822
ACH-000092,-0.690672198400311
ACH-000095,-0.5695597228598549
ACH-000097,-0.7822897539371367
ACH-000098,-0.7383138275429407
ACH-000099,-0.6559888562634764
ACH-000108,-0.7099967159389766
ACH-000113,-0.5773799353672027
ACH-000116,-0.6716793262458628
ACH-000118,-0.5876686695193689
ACH-000120,-0.6595006179045251
ACH-000123,-0.6090994833944664
ACH-000127,-0.4838623600201414
ACH-000128,-0.7100636267644463
ACH-000132,-0.7473516930095664
ACH-000133,-0.6722709213571191
ACH-000137,-0.8024785260822421
ACH-000138,-0.5617060141955643
ACH-000142,-0.570640739072895
ACH-000143,-0.681157402809568
ACH-000146,-0.4754806969766822
ACH-000148,-0.5673072491227351
ACH-000150,-0.4453935913749194
ACH-000152,-0.6550706533672236
ACH-000153,-0.5768003702582476
ACH-000159,-0.6585702170552469
ACH-000160,-0.2506394862696649
ACH-000163,-0.7332757431550363
ACH-000167,-0.2500725623066357
ACH-000168,-0.6898749787704409
ACH-000169,-0.6997035610621831
ACH-000178,-0.5631352042191856
ACH-000183,-1.0017358419032032
ACH-000188,-0.5002622818245095
ACH-000189,-0.8617461109450612
ACH-000190,-0.30689456964114364
ACH-000198,-0.5800573331126284
ACH-000203,-0.5393480848130005
ACH-000204,-0.6945156704943536
ACH-000206,-0.7717323202051777
ACH-000207,-0.7355754046523756
ACH-000208,-0.4150637514783844
ACH-000210,-0.4467653500812329
ACH-000211,-0.5501416221921516
ACH-000215,-0.5242799904788811
ACH-000221,-0.5302474698290917
ACH-000222,-0.5663152216414462
ACH-000223,-0.5434476690341171
ACH-000226,-0.6924153723115765
ACH-000227,-0.6375242550120381
ACH-000228,-0.6409830928903864
ACH-000231,-0.8486664239336258
ACH-000232,-0.5093128013519937
ACH-000233,-0.8635494186734576
ACH-000234,-0.6281202487516298
ACH-000235,-0.5388645955873521
ACH-000237,-0.5722339090396253
ACH-000238,-0.5784078375654478
ACH-000242,-0.7734096581716544
ACH-000243,-0.5272172957682387
ACH-000244,-0.7377641225963717
ACH-000246,-0.6877342682841796
ACH-000248,-0.512320034917057
ACH-000250,-0.8768674316977769
ACH-000251,-0.3700504893050557
ACH-000252,-0.8386563263386262
ACH-000253,-0.7791532082617834
ACH-000255,-0.6714804407255953
ACH-000256,-0.5967029966298463
ACH-000257,-0.7113140827930537
ACH-000258,-0.7906345822489785
ACH-000259,-0.9283949273398724
ACH-000260,-0.6425694264358366
ACH-000261,-0.5347277337233278
ACH-000262,-0.4788943413814634
ACH-000263,-0.8177250368956095
ACH-000264,-0.8851798880519555
ACH-000265,-0.6091068130822688
ACH-000266,-0.7765209059111284
ACH-000272,-0.5854889750083647
ACH-000274,-0.6156989371259135
ACH-000277,-0.5773276881866845
ACH-000278,-0.6555478639373229
ACH-000279,-0.5659061234295795
ACH-000280,-0.5535977268784403
ACH-000281,-0.6110738911770273
ACH-000288,-0.6035630338678829
ACH-000291,-0.8267020317442109
ACH-000293,-0.5752623933065893
ACH-000294,-0.3010412194055085
ACH-000295,-0.6499054759927323
ACH-000296,-0.704617267562694
ACH-000302,-0.622049376513965
ACH-000304,-0.5834486260452129
ACH-000307,-0.6152417375399677
ACH-000308,-0.4817633890573998
ACH-000310,-0.517631574272967
ACH-000311,-0.5456395248887018
ACH-000312,-0.5975686265349003
ACH-000315,-0.6983525048494175
ACH-000316,-0.7695842374872771
ACH-000317,-0.5627408553967693
ACH-000318,-0.7193495276830321
ACH-000319,-0.4623683010402211
ACH-000320,-0.5078401862673189
ACH-000322,-0.6025483326979238
ACH-000323,-0.5169176254070865
ACH-000324,-0.5114146976959362
ACH-000329,-0.6675847783422638
ACH-000330,-0.7962367692856015
ACH-000331,-0.8004207294338876
ACH-000332,-0.6395844969141283
ACH-000334,-0.505438528084021
ACH-000335,-0.6554586354040771
ACH-000336,-0.4526989856952152
ACH-000337,-0.6728960083716113
ACH-000338,-0.4671522839112485
ACH-000339,-0.6240842703563293
ACH-000341,-0.6457009701866867
ACH-000348,-0.5700766323831189
ACH-000350,-0.5882378866837674
ACH-000352,-0.5630367990922064
ACH-000356,-0.644278725936822
ACH-000361,-0.7820983463032022
ACH-000362,-0.6342705025976169
ACH-000363,-0.5371121700148935
ACH-000364,-0.5647214064143612
ACH-000365,-0.6890186413760514
ACH-000366,-0.7745697155602629
ACH-000368,-0.5790561586831483
ACH-000374,-0.69376155415347
ACH-000375,-0.33238324689877397
ACH-000376,-0.6026902983363909
ACH-000381,-0.7640573371840002
ACH-000383,-0.33509436533910114
ACH-000387,-0.5915150214515198
ACH-000389,-0.5556096705884637
ACH-000390,-0.40375386825580334
ACH-000393,-0.7566145202239942
ACH-000395,-0.7240906736357496
ACH-000396,-0.766970993778688
ACH-000397,-0.5657116590357335
ACH-000401,-0.5926734379723659
ACH-000402,-0.5122172046830309
ACH-000403,-0.548537338513709
ACH-000404,-0.573156839266293
ACH-000406,-0.6089387312237944
ACH-000407,-0.6605111246238082
ACH-000408,-0.7255872139817636
ACH-000410,-0.6709508732857445
ACH-000411,-0.7464289628406382
ACH-000414,-0.4761386115326188
ACH-000415,-0.7857576039792521
ACH-000416,-0.6465093397139371
ACH-000420,-0.476176035615694
ACH-000421,-0.6631050512026626
ACH-000424,-0.6075297263047189
ACH-000425,-0.39095061084103777
ACH-000426,-0.6763657319369638
ACH-000427,-0.5386219694604689
ACH-000433,-0.7484208779761294
ACH-000435,-0.57397313110508
ACH-000436,-0.7897904238131428
ACH-000444,-0.6731545251442529
ACH-000445,-0.6243819605135696
ACH-000448,-0.6141731859226784
ACH-000450,-0.6326090266177654
ACH-000452,-0.6264571634939085
ACH-000454,-0.6729395481518239
ACH-000458,-0.8349881669549408
ACH-000459,-0.5081718692870749
ACH-000460,-0.6838761800925197
ACH-000461,-0.5251438049804336
ACH-000463,-0.679404441474417
ACH-000464,-0.5151217858027779
ACH-000466,-0.5734287278464673
ACH-000467,-0.7021707395908128
ACH-000468,-0.4350465422775063
ACH-000469,-0.6682881817730272
ACH-000470,-0.7739495250449038
ACH-000471,-0.6451401620518683
ACH-000472,-0.5107947653264527
ACH-000473,-0.5995800663932386
ACH-000475,-0.5312354635605938
ACH-000476,-0.4995378500193462
ACH-000477,-0.453556038278997
ACH-000479,-0.5548690427051597
ACH-000480,-0.6398223425049363
ACH-000481,-0.9077096043917312
ACH-000483,-0.6893799717977934
ACH-000484,-0.9779170485517356
ACH-000485,-0.7306369796082461
ACH-000486,-0.5922753606657241
ACH-000487,-0.4803745986702239
ACH-000488,-0.5641771888231447
ACH-000490,-0.6252008510992141
ACH-000491,-0.4928948479082143
ACH-000495,-0.9534037977017654
ACH-000496,-0.5387111941235055
ACH-000499,-0.5780193370234907
ACH-000500,-0.9868247330383002
ACH-000502,-0.5873579673202093
ACH-000503,-0.7217669339843817
ACH-000505,-0.5559024710241703
ACH-000507,-0.6155428347519183
ACH-000510,-0.6323279172667747
ACH-000511,-0.656472646839143
ACH-000512,-0.6973359208783487
ACH-000516,-0.6122176785447598
ACH-000517,-0.5697547530100727
ACH-000518,-0.6505070544168795
ACH-000520,-0.6278908377665632
ACH-000521,-0.6744035848381075
ACH-000522,-0.5532494109242259
ACH-000524,-0.5366046300062458
ACH-000527,-0.7543226762404973
ACH-000528,-0.7468650342104294
ACH-000537,-0.5369640361536772
ACH-000541,-0.6937464160386957
ACH-000542,-0.5426594949814645
ACH-000544,-0.6073295335156623
ACH-000545,-0.7115237070557467
ACH-000547,-0.9514402980518321
ACH-000548,-0.6155143258523984
ACH-000549,-0.6827596207218025
ACH-000550,-0.6809693984686861
ACH-000552,-0.643986109679562
ACH-000556,-0.3960866344828943
ACH-000557,-0.6472353631872821
ACH-000569,-0.2723986675819315
ACH-000570,-0.6402582647048493
ACH-000571,-0.4822928249556535
ACH-000573,-0.4767833309356359
ACH-000576,-0.7581553202420328
ACH-000579,-0.559800521701845
ACH-000580,-0.6361260379925205
ACH-000584,-0.3825703125634644
ACH-000585,-0.7054922135002618
ACH-000588,-0.7082475287994207
ACH-000589,-0.4983718534206221
ACH-000591,-0.6804871296963205
ACH-000593,-0.7393603572828421
ACH-000600,-0.6189691296854332
ACH-000601,-0.5350357352688943
ACH-000605,-0.6519662090999779
ACH-000606,-0.7272458960320871
ACH-000608,-0.4204787458258305
ACH-000614,-0.5152205431091734
ACH-000616,-0.7591877122840067
ACH-000618,-0.536245151005959
ACH-000619,-0.6936922343549232
ACH-000620,-0.5297236713575454
ACH-000621,-0.5406944676249495
ACH-000622,-0.6475015427850299
ACH-000623,-0.6619701318865273
ACH-000624,-0.6940153429945359
ACH-000627,-0.634784888782384
ACH-000630,-0.6853449026218638
ACH-000631,-0.4306892447195031
ACH-000632,-0.5318016512727403
ACH-000633,-0.6557658145271408
ACH-000637,-0.7425652973010196
ACH-000638,-0.7449967440220572
ACH-000646,-0.5021294697601721
ACH-000647,-0.7201230750338764
ACH-000648,-0.5674767953210031
ACH-000649,-0.5043220929654426
ACH-000651,-0.5821920864478949
ACH-000652,-0.5008711634685408
ACH-000653,-0.6672367419206505
ACH-000657,-0.6806721585048592
ACH-000658,-0.471860471655301
ACH-000661,-0.6522706724671351
ACH-000662,-0.42821559328911946
ACH-000663,-0.5021056307403247
ACH-000665,-0.5514564596413485
ACH-000671,-0.562993138954307
ACH-000672,-0.6559563808653233
ACH-000673,-0.4495180361238109
ACH-000676,-0.5048541629283132
ACH-000677,-0.5909270738895702
ACH-000681,-0.44867030185291135
ACH-000683,-0.6253100408823411
ACH-000684,-0.5919430912392143
ACH-000688,-0.5417932146274428
ACH-000693,-0.6813776913958772
ACH-000694,-0.6261438761235066
ACH-000695,-0.8294074726218955
ACH-000696,-0.6935374426955652
ACH-000697,-0.8439351164907996
ACH-000699,-0.5581336952310405
ACH-000701,-0.5455402116268444
ACH-000706,-0.5689831744295784
ACH-000711,-0.4632942897698483
ACH-000713,-0.7321992196339107
ACH-000714,-0.5343144089271404
ACH-000718,-0.4763656820327398
ACH-000720,-0.6174020220374508
ACH-000721,-0.575307257530022
ACH-000724,-0.5611399816715742
ACH-000725,-0.6656715190645104
ACH-000732,-0.8241036425682735
ACH-000734,-0.5474197651275517
ACH-000735,-0.6306310916877769
ACH-000736,-0.6241556913397623
ACH-000738,-0.6955043741082652
ACH-000746,-0.6192191498422408
ACH-000747,-0.7479905194065913
ACH-000748,-0.8023694594033425
ACH-000753,-0.4146480173224152
ACH-000756,-0.7039862605703228
ACH-000757,-0.5946655857344517
ACH-000758,-0.5409537789845732
ACH-000760,-0.6801012174713265
ACH-000762,-0.4646680756073829
ACH-000763,-0.7382449795460161
ACH-000764,-0.617794802314629
ACH-000765,-0.7609879661351046
ACH-000766,-0.6298787432174678
ACH-000767,-0.7973289825204298
ACH-000768,-0.5450152580581009
ACH-000769,-0.5887324738733926
ACH-000770,-0.8227578158715692
ACH-000771,-0.628162764427569
ACH-000773,-0.8564761850233105
ACH-000776,-0.5800698696394994
ACH-000777,-0.7372605705515242
ACH-000778,-0.6885133987566909
ACH-000781,-0.5642127844557673
ACH-000782,-0.6027177910091249
ACH-000783,-0.9341054998333408
ACH-000784,-0.5384324046888884
ACH-000785,-0.5855760557837877
ACH-000787,-0.7051734700572946
ACH-000788,-0.8557850265920246
ACH-000791,-0.7694367169609914
ACH-000792,-0.5214105508586114
ACH-000794,-0.7263529070538834
ACH-000796,-0.5996926221358628
ACH-000798,-0.8914376830577682
ACH-000799,-0.6424979555074938
ACH-000800,-0.6243082708748053
ACH-000802,-0.5578061358459296
ACH-000804,-0.7373107397106357
ACH-000805,-0.6688575327258026
ACH-000809,-0.4758485376068659
ACH-000810,-1.0490262168745432
ACH-000811,-0.6872433317908934
ACH-000817,-0.702037252826072
ACH-000819,-0.8219515553718774
ACH-000820,-0.30154324689153383
ACH-000821,-0.6339365715000568
