,DBH (1621)
ACH-000004,0.25007492188352365
ACH-000005,0.1737850266608461
ACH-000007,0.10845743392822177
ACH-000009,0.04489657877504654
ACH-000011,0.14706942602141454
ACH-000012,0.02616377957003557
ACH-000013,0.006837187884136072
ACH-000014,0.0752156819944719
ACH-000015,0.026623296128384752
ACH-000017,0.1576529640174029
ACH-000018,0.10230574851787697
ACH-000019,0.14363278157524248
ACH-000021,0.0642662926790568
ACH-000022,-0.009329492529644507
ACH-000025,0.1258668563168231
ACH-000028,0.2532954103462955
ACH-000030,0.06477569714974511
ACH-000035,0.16527304585341282
ACH-000036,0.12692919415379292
ACH-000037,0.04823837715155292
ACH-000039,0.06963629886513219
ACH-000040,0.027341984427558627
ACH-000041,-0.04945902321781917
ACH-000042,0.026529425879075308
ACH-000045,0.0460748843702448
ACH-000047,0.1629998121525975
ACH-000052,-0.051208678425133575
ACH-000053,0.09536652432631278
ACH-000054,0.1471942583216544
ACH-000055,0.05956494437036455
ACH-000060,0.1018936980545976
ACH-000067,0.2152815957234188
ACH-000070,0.22424260871738205
ACH-000075,0.24583113737524498
ACH-000078,0.16768236943761902
ACH-000082,0.14892006608470096
ACH-000085,0.02369080060621256
ACH-000086,0.15424881653140352
ACH-000087,0.18875612013491053
ACH-000092,0.12280965361476112
ACH-000095,0.11875303832047668
ACH-000097,0.14101181950383165
ACH-000098,0.11092874059176333
ACH-000099,0.048536067476249264
ACH-000108,0.0917629104837786
ACH-000113,0.007886458729045425
ACH-000116,0.17637624488105474
ACH-000118,0.0013850988306647939
ACH-000120,0.09151324298687777
ACH-000123,0.1242798789897102
ACH-000127,0.06687950628487559
ACH-000128,-0.024531200312871912
ACH-000132,0.1245935392144122
ACH-000133,0.193890382665078
ACH-000137,0.1338048506631356
ACH-000138,0.014448820212221554
ACH-000142,0.16045563507401714
ACH-000143,0.09174323218965663
ACH-000146,0.07541755378188142
ACH-000148,-0.03758062506597008
ACH-000150,0.1364188370192709
ACH-000152,0.0380003003181249
ACH-000153,0.11727635788892443
ACH-000159,0.034178814000133693
ACH-000160,-0.0026194077800392518
ACH-000163,0.07617984211669837
ACH-000167,-0.0856251632018957
ACH-000168,-0.07594741262665748
ACH-000169,-0.08779142149600178
ACH-000178,0.07665766962341282
