,NPEPL1 (79716)
ACH-000004,0.06082398536494344
ACH-000005,0.1841100729138313
ACH-000007,0.2312697487389237
ACH-000009,0.1693225220457346
ACH-000011,0.01798563434207134
ACH-000012,0.10457265832611712
ACH-000013,0.1838174717829942
ACH-000014,0.10479941421565568
ACH-000015,0.12645029750078052
ACH-000017,-0.022312543790786444
ACH-000018,0.1267820500007026
ACH-000019,-0.2381149662733675
ACH-000021,0.2199652365795377
ACH-000022,0.15377958010945667
ACH-000025,0.061266101601635176
ACH-000028,-0.17007699093807566
ACH-000030,0.15107138593183633
ACH-000035,0.16287403385404367
ACH-000036,0.1615795264264655
ACH-000037,0.10912052028282936
ACH-000039,0.3812047423420553
ACH-000040,0.10565224248374283
ACH-000041,0.08332725693244862
ACH-000042,0.048892037308082836
ACH-000045,0.120919060380781
ACH-000047,0.044544266329043215
ACH-000052,0.016045884555885338
ACH-000053,0.1323755886098642
ACH-000054,0.1447582478086385
ACH-000055,-0.10801645860145194
ACH-000060,-0.016625517310287708
ACH-000067,0.1775885967234216
ACH-000070,-0.027522739566167825
ACH-000075,0.03941786114645135
ACH-000078,-0.08399304539072767
ACH-000082,0.16813589715047556
ACH-000085,-0.13988394705655488
ACH-000086,0.11283678408804867
ACH-000087,-0.04310558105573435
ACH-000092,0.07153592929951416
ACH-000095,0.14647436871325795
ACH-000097,0.04578202430490593
ACH-000098,0.15277793261891714
ACH-000099,0.13383048851773732
ACH-000108,0.06010583816107271
ACH-000113,0.12309872071840125
ACH-000116,0.16879472805243034
ACH-000118,0.19621509028870646
ACH-000120,-0.008494038533154884
ACH-000123,0.288346881479786
ACH-000127,0.24236280470694124
ACH-000128,0.1618354350914757
ACH-000132,0.3019091170058496
ACH-000133,0.017495198299451214
ACH-000137,0.06314619068414883
ACH-000138,0.19792647693550688
ACH-000142,0.17598322434375685
ACH-000143,-0.0321536999346391
ACH-000146,0.1022012457512125
ACH-000148,0.14974229645537399
ACH-000150,0.1295744517825881
ACH-000152,0.1576094297176818
ACH-000153,-0.13358157476288174
ACH-000159,0.051217496132571
ACH-000160,0.0015832718626557704
ACH-000163,0.25211692969141525
ACH-000167,0.2395312247249671
ACH-000168,0.07489802951487119
ACH-000169,0.07056631214668939
ACH-000178,0.08251058917753308
ACH-000183,-0.030915257478804106
ACH-000188,0.2980328234083406
ACH-000189,0.2566648769368717
ACH-000190,0.18532387890778915
ACH-000198,0.17452956742455628
ACH-000203,0.10937222353136422
ACH-000204,0.1607622567647232
ACH-000206,0.0377491211121827
ACH-000207,0.04702116148117512
ACH-000208,0.1329323754812781
ACH-000210,0.16220598428613048
ACH-000211,0.12484880763173255
ACH-000215,0.1029152955937857
ACH-000221,-0.04461482453012537
ACH-000222,0.050892157175881865
ACH-000223,0.1883803083268521
ACH-000226,0.24273854430814976
ACH-000227,0.11593419921398462
ACH-000228,0.23901747437696785
ACH-000231,0.08084640226975269
ACH-000232,0.15583844893631632
ACH-000233,0.13205320671380424
ACH-000234,0.07470407018353864
ACH-000235,0.1767616418433872
ACH-000237,0.17741994789000473
ACH-000238,0.07273026438726116
ACH-000242,0.15252296413241492
ACH-000243,0.1513756697740401
ACH-000244,0.2368104793381623
ACH-000246,0.14538007180791065
ACH-000248,0.015242726700197131
ACH-000250,0.1630360774112445
ACH-000251,0.048551937315380114
ACH-000252,0.1555790434763469
ACH-000253,0.11310951072647052
ACH-000255,0.09068532513385257
ACH-000256,-0.10920452156969354
ACH-000257,0.09923851703401236
ACH-000258,0.13213161758459646
ACH-000259,0.03881743371819736
