,RNASEH2B (79621)
ACH-000524,-0.2472230048430672
ACH-000527,0.09043333917834054
ACH-000528,-0.05776111807091034
ACH-000537,-0.2398536809265692
ACH-000541,-0.10592320284053007
ACH-000542,-0.4465879624020983
ACH-000544,-0.18642456666690835
ACH-000545,-0.2178304942194604
ACH-000547,-0.25043551173645673
ACH-000548,-0.07817209229213658
ACH-000549,0.05592109115410901
ACH-000550,-0.1765820522991559
ACH-000552,0.14323954199555164
ACH-000556,-0.1573438067896423
ACH-000557,-0.1260875472418269
ACH-000569,0.07732645965704794
ACH-000570,-0.3713848780076465
ACH-000571,-0.11442158941051582
ACH-000573,-0.360643469924786
ACH-000576,0.00415205567344055
ACH-000579,0.12390391769998205
ACH-000580,-0.362109108414177
ACH-000584,-0.17230579331236448
ACH-000585,-0.10060847695857277
ACH-000588,0.057254771366829625
ACH-000589,-0.017754545238070078
ACH-000591,-0.4700469172047755
ACH-000593,-0.08485634336572151
ACH-000600,-0.1479443258707704
ACH-000601,0.1231108215312841
ACH-000605,-0.1051787690122512
ACH-000606,0.041617454274329835
ACH-000608,-0.10687980756028233
ACH-000614,0.01696331413952231
ACH-000616,-0.5706153053127951
ACH-000618,-0.1445977921775612
ACH-000619,0.10492912886802007
ACH-000620,-0.04777855895138111
ACH-000621,-0.1958642322668717
ACH-000622,-0.3161468709942582
ACH-000623,-0.16073407102161605
ACH-000624,-0.4852815414648686
ACH-000627,-0.15454333878423993
ACH-000630,0.10066643692464124
ACH-000631,-0.2268694777363267
ACH-000632,-0.16173874859227458
ACH-000633,-0.08655237115361092
ACH-000637,-0.14278949482538394
ACH-000638,-0.36356171884778304
ACH-000646,-0.21871026746913969
ACH-000647,-0.1279533858841692
ACH-000648,-0.2005634347832342
ACH-000649,-0.29260476380762795
ACH-000651,0.0692083987673252
ACH-000652,-0.4403621590598695
ACH-000653,-0.3392428538209125
ACH-000657,-0.10317679509968453
ACH-000658,0.02352093076407915
ACH-000661,-0.2932302633833317
ACH-000662,0.17321238707657527
ACH-000663,-0.020476275689770403
ACH-000665,-0.19780683573854316
ACH-000671,-0.1707344653476364
ACH-000672,0.0016981908920407824
ACH-000673,-0.12376988330879445
ACH-000676,-0.1081876592816522
ACH-000677,-0.1847454112438437
ACH-000681,-0.08000066376348204
ACH-000683,-0.06051982897917495
ACH-000684,-0.2523688490748113
ACH-000688,-0.12978549922043392
ACH-000693,-0.16591407475278666
ACH-000694,-0.05531414994999671
ACH-000695,0.13501506992239162
ACH-000696,-0.25564028210070866
ACH-000697,-0.02966133922280616
ACH-000699,-0.466742250651821
ACH-000701,0.062365172698485835
ACH-000706,-0.06625731262791648
ACH-000711,-0.26544565576635754
ACH-000713,0.1013284336700411
ACH-000714,-0.3505067057709073
ACH-000718,-0.20093281718808687
ACH-000720,-0.2372527134938838
ACH-000721,-0.07326118890533781
ACH-000724,-0.07251764935769177
ACH-000725,-0.14908044450581406
ACH-000732,-0.22124672533303846
ACH-000734,-0.2434834748518792
ACH-000735,0.07342490539322635
ACH-000736,-0.2764377147629374
ACH-000738,-0.049882640223057856
ACH-000746,0.06520468151299351
ACH-000747,-0.3080609521247886
ACH-000748,0.16081020440735366
ACH-000753,-0.2919050944347525
ACH-000756,-0.7054921910245957
ACH-000757,-0.18189348067292072
ACH-000758,0.11737802872586788
ACH-000760,0.05797891546952993
ACH-000762,-0.3622717523228888
ACH-000763,-0.31637165256427696
ACH-000764,-0.01378003445328055
ACH-000765,-0.08200974206557995
ACH-000766,-0.4620940213388222
ACH-000767,0.06934151602324963
ACH-000768,-0.3768010076123272
ACH-000769,-0.06977827935295748
ACH-000770,0.1177681980256234
ACH-000771,0.06444557711320767
ACH-000773,0.0031206084105100877
ACH-000776,-0.4954233359749234
ACH-000777,-0.19224105009934767
ACH-000778,-0.1874231022762056
ACH-000781,-0.10031318160531946
ACH-000782,-0.4451873406317036
ACH-000783,-0.06335461994165763
ACH-000784,0.04685690627542427
ACH-000785,-0.16930104475504698
ACH-000787,-0.3272079546390554
ACH-000788,-0.15681073125200146
ACH-000791,-0.19282976178836728
ACH-000792,-0.09340557760967727
ACH-000794,-0.3141502183096416
ACH-000796,-0.2898591966763911
ACH-000798,-0.07068937811797472
ACH-000799,-0.05227819353276175
ACH-000800,-0.2614558254491416
ACH-000802,0.06282083615592235
ACH-000804,-0.1561581298962596
ACH-000805,-0.1034782162829978
ACH-000809,-0.18191862419828456
ACH-000810,-0.2782896328324764
ACH-000811,-0.15511905721840372
ACH-000817,-0.16764837576837374
ACH-000819,-0.17051289560736282
ACH-000820,-0.2687589928362068
ACH-000821,-0.30522520576521456
ACH-000822,0.026665827659295458
ACH-000823,-0.14872100567532232
ACH-000824,-0.08791135886173257
ACH-000827,-0.4102955666632448
ACH-000829,-0.08081198700048925
ACH-000831,-0.4784500457534062
ACH-000832,0.08948264627564907
ACH-000833,-0.44010274543279404
ACH-000834,-0.6032997249173169
ACH-000835,-0.14737366038407007
ACH-000836,0.0811296519358198
ACH-000837,-0.3072458751575857
ACH-000838,-0.17105118488762494
ACH-000839,-0.02231239996368493
ACH-000840,-0.04984318817333232
ACH-000841,-0.0966870090908713
ACH-000843,-0.3532383008622049
ACH-000846,-0.2368624217720474
ACH-000847,-0.06706630603402555
ACH-000848,0.053987313842372237
ACH-000849,-0.4991721619174753
ACH-000851,-0.10060959630877954
ACH-000855,-0.1052186000317534
ACH-000856,-0.31260850736217943
ACH-000858,-0.21626315180407066
ACH-000859,-0.1756990947169993
ACH-000861,-0.003829922043542763
ACH-000862,-0.13800576647838506
ACH-000865,-0.2709624145291889
ACH-000866,-0.5221250326670798
ACH-000867,-0.08215114005122733
ACH-000869,-0.18262193208439548
ACH-000872,-0.17066404338038438
ACH-000873,-0.3814877690563301
ACH-000876,-0.07593253098113176
ACH-000878,-0.34717022359161137
ACH-000880,-0.2259654741573173
ACH-000881,-0.298763909962143
ACH-000882,-0.3560906980558112
ACH-000884,-0.030139451595639875
ACH-000885,-0.2535701171514391
ACH-000887,-0.030753074410509486
ACH-000889,-0.1148637636226664
ACH-000896,-0.15990811474740074
ACH-000898,-0.01068979825181988
ACH-000900,-0.23245642486274154
ACH-000901,-0.10290747907966133
ACH-000905,-0.12821871279909022
ACH-000906,-0.5669268710147478
ACH-000907,-0.204028759153087
ACH-000910,0.012730644492366315
ACH-000911,0.09976052974618922
ACH-000912,-0.053802830984303864
ACH-000913,-0.3798440181466942
ACH-000915,-0.026042274107698937
ACH-000916,-0.2778593464621662
ACH-000917,0.04414758830949153
ACH-000920,-0.17741560147775035
ACH-000921,-0.16274540500096618
ACH-000924,0.0025363166501712717
ACH-000926,-0.06864241811574487
ACH-000928,-0.06880654831960788
ACH-000929,-0.05828841829419897
ACH-000932,0.06392211500043765
ACH-000935,-0.09266181231773836
ACH-000936,-0.2121529066504121
ACH-000937,-0.424758406696813
ACH-000938,-0.047361477090273184
ACH-000939,-0.25229471947503285
ACH-000941,-0.15505232301372862
ACH-000943,-0.2178377458207746
ACH-000946,-0.06571640967375246
ACH-000947,-0.1688750495694817
ACH-000948,-0.1745136465848969
ACH-000950,-0.14839669074685227
ACH-000953,-0.13462246897406302
ACH-000954,-0.04347770876726769
ACH-000957,0.0006127685903807581
ACH-000958,-0.12653553615953395
ACH-000960,-0.07578459788536529
ACH-000963,-0.191256104014159
ACH-000968,0.050298291839749584
ACH-000969,0.12205859946764012
ACH-000972,-0.026307183957719485
ACH-000973,-0.32438907139007445
ACH-000974,-0.08594651155353804
ACH-000978,-0.1818422617609408
ACH-000984,-0.07895630843414515
ACH-000986,0.004526777114438703
ACH-000988,-0.22137158324953224
ACH-000993,-0.20644085769592266
ACH-000994,-0.12190028959896845
ACH-000996,-0.2678618586933293
ACH-001001,-0.3192863175559447
ACH-001020,-0.005536054971482688
ACH-001028,-0.09044782234481896
ACH-001031,-0.25137680248627353
ACH-001038,-0.08755221787219387
ACH-001048,-0.10601299904878983
ACH-001050,-0.1185330232250989
ACH-001053,-0.0988164560176009
ACH-001054,-0.4144935063901768
ACH-001061,-0.17114533163888565
ACH-001067,-0.13874210568304404
ACH-001075,-0.21754616667857848
ACH-001096,-0.374246231559091
ACH-001111,-0.11013871814030207
ACH-001119,-0.29372941591123297
ACH-001128,0.18741748823534413
ACH-001134,-0.2824760909858308
ACH-001151,-0.1456374903567929
ACH-001163,0.09542754053079457
ACH-001164,0.11358294285680542
ACH-001183,-0.3188845243896064
ACH-001192,-0.2457113844250033
ACH-001193,-0.2620713675367504
ACH-001196,-0.12021680114911495
ACH-001197,-0.23132639360881604
ACH-001205,-0.01215469783013294
ACH-001211,0.0311918578151733
ACH-001212,0.22422169762063032
ACH-001228,-0.2037395002023145
ACH-001232,-0.2975700642544256
ACH-001239,-0.0441909898758668
ACH-001270,-0.07702740175330995
ACH-001274,-0.09379024590371918
ACH-001275,-0.43538542983760414
ACH-001277,-0.1430814533585816
ACH-001278,0.1323524665213923
ACH-001280,-0.17237459872344146
ACH-001283,-0.1513423803782676
ACH-001289,-0.2522043302901365
ACH-001300,-0.026591365371474288
ACH-001301,-0.35631541899639346
ACH-001302,-0.03027575948195663
ACH-001306,-0.034438592644875116
ACH-001318,-0.1794597319161402
ACH-001322,-0.543719665251697
ACH-001328,0.10960184025425987
ACH-001332,-0.1150055487958276
ACH-001336,-0.22604408931738185
ACH-001346,-0.19235636412548826
ACH-001353,-0.13413922184145996
ACH-001354,-0.19784208420612814
ACH-001367,-0.6233664180725652
ACH-001368,-0.3047857793061379
ACH-001374,-0.2078513663661896
ACH-001377,-0.1689086738094666
ACH-001380,-0.022692068822201882
ACH-001391,-0.1151030257934827
ACH-001408,0.013569367833786001
ACH-001430,-0.24825029741898735
ACH-001431,-0.2165042994536075
ACH-001450,-0.5205158324689484
ACH-001496,0.05823101283318105
ACH-001500,-0.1785362935738551
ACH-001523,-0.10044989717751623
ACH-001532,-0.3862962858904319
ACH-001550,-0.08939132628332312
ACH-001552,-0.1683437289988004
ACH-001554,-0.07918029051553258
ACH-001654,-0.4377470734801328
ACH-001735,-0.06395230466093031
ACH-001736,-0.11140414590963743
ACH-001737,-0.2565771230930297
ACH-001740,-0.2681730810277129
ACH-001745,-0.196374789826439
ACH-001765,-0.4486747666254393
