,UBE2L6 (9246)
ACH-000004,0.14925515998864242
ACH-000005,-0.09128995632468744
ACH-000007,-0.01937404278735969
ACH-000009,0.08505265122266001
ACH-000011,0.10310030317521628
ACH-000012,0.0875109704881677
ACH-000013,0.10702226742378723
ACH-000014,0.2770458977613256
ACH-000015,0.04869958732788778
ACH-000017,0.057323224156799614
ACH-000018,0.018036859779719742
ACH-000019,0.1513976704527904
ACH-000021,0.055038293538843784
ACH-000022,0.08891143905620115
ACH-000025,0.13152655008251152
ACH-000028,0.08648104176165711
ACH-000030,0.04935614271922082
ACH-000035,0.08935455128083285
ACH-000036,0.1419852889065007
ACH-000037,0.0927210026330193
ACH-000039,0.0735531081882804
ACH-000040,0.07392437085177535
ACH-000041,-0.13722447031560064
ACH-000042,0.061953623386199676
ACH-000045,-0.09664540665127128
ACH-000047,0.13283472204131552
ACH-000052,0.04479214127204995
ACH-000053,0.060698383918123884
ACH-000054,0.1333982190630472
ACH-000055,0.04803357303642074
ACH-000060,0.035878939305644834
ACH-000067,0.22808155441784506
ACH-000070,0.01820114782552141
ACH-000075,0.02795010135584448
ACH-000078,0.05201675630911156
ACH-000082,-0.04427601112697401
ACH-000085,0.043501758414487765
ACH-000086,0.016442180068536132
ACH-000087,0.012663632225814169
ACH-000092,0.0002743296435278241
ACH-000095,0.0029534143254530665
ACH-000097,0.1166592942982396
ACH-000098,0.14805842375784664
ACH-000099,0.11199270227499697
ACH-000108,-0.04950078831131242
ACH-000113,0.009632059956985926
ACH-000116,0.11795634825745198
ACH-000118,-0.0208729498426116
ACH-000120,0.09700609013904148
ACH-000123,0.16434978368950018
ACH-000127,0.21825081237296692
ACH-000128,0.16721520451674496
ACH-000132,0.09120805821466817
ACH-000133,0.03967499776233559
ACH-000137,0.0021348337542079765
ACH-000138,0.024619736926043904
ACH-000142,-0.08016117758987945
ACH-000143,0.0012678970175481722
ACH-000146,0.1220071883389428
ACH-000148,0.026480891716329183
ACH-000150,-0.1500331989593686
ACH-000152,0.17838672404108072
ACH-000153,-0.07362042574739554
ACH-000159,0.018267810696784174
ACH-000160,-0.0011965395887534255
ACH-000163,0.08300876403096404
ACH-000167,0.07341470976413693
ACH-000168,0.16609153856989614
ACH-000169,0.09964104613445117
ACH-000178,0.11894380686147606
ACH-000183,-0.03353094638754125
ACH-000188,0.010303814353287649
ACH-000189,-0.19044930590518167
ACH-000190,0.2101359458106252
ACH-000198,0.061511976264127764
ACH-000203,-0.09295637021905206
ACH-000204,0.09365660992555004
ACH-000206,-0.039481995054706814
ACH-000207,-0.14642758122539165
ACH-000208,0.1124444664399332
ACH-000210,-0.08221574792420826
ACH-000211,0.009567582768520377
ACH-000215,0.013317238845512738
ACH-000221,0.07117370261658365
ACH-000222,0.11595525189923728
ACH-000223,0.07081054648892543
ACH-000226,0.10355153829153108
ACH-000227,-0.02177543468847239
ACH-000228,-0.04912337062724026
ACH-000231,0.08297957201676015
ACH-000232,0.08534569449540877
ACH-000233,0.12494445787453964
ACH-000234,-0.008161768424931723
ACH-000235,0.05983764562101392
ACH-000237,0.0541636671567602
ACH-000238,0.010995357775593805
ACH-000242,0.14791341178868828
ACH-000243,0.1433614615159083
ACH-000244,0.1104637866241248
ACH-000246,-0.013389259357701955
ACH-000248,-0.11746231470176945
ACH-000250,0.10264778380530906
ACH-000251,0.1260288280766923
ACH-000252,0.11902180374828016
ACH-000253,0.13313767150093034
ACH-000255,0.19730552964442927
ACH-000256,-0.02677892063176268
ACH-000257,0.3526894255080807
ACH-000258,-0.029552249024606257
ACH-000259,0.049742995766035886
ACH-000260,-0.00831106700113832
ACH-000261,0.010959802047504134
ACH-000262,-0.08036999014305628
ACH-000263,0.20748463089103952
ACH-000264,0.03575023855758225
ACH-000265,0.06426160993114413
ACH-000266,0.14808331489504345
ACH-000272,-0.004708752097534376
ACH-000274,0.08718727112515354
ACH-000277,0.10621660468632528
ACH-000278,0.11959824047405458
ACH-000279,0.15895547028548726
ACH-000280,0.05349440120592448
ACH-000281,0.10365832458918428
ACH-000288,0.022011752166410492
ACH-000291,0.14501552429156198
ACH-000293,-0.08446109873565541
ACH-000294,0.0583447566048336
ACH-000295,0.03420519897580118
ACH-000296,0.09370146691565784
ACH-000302,0.07547239420850324
ACH-000304,0.16718805795148795
ACH-000307,0.004965025006275567
ACH-000308,-0.01143571336181482
ACH-000310,0.20175890195580334
ACH-000311,0.11619956487924535
ACH-000312,0.2477431489574438
ACH-000315,-0.09913549209017238
ACH-000316,-0.07564879809097069
ACH-000317,0.11985326018191468
ACH-000318,-0.07821937249661373
ACH-000319,-0.05309499637365747
ACH-000320,0.046530528993935914
ACH-000322,0.1045041019269362
ACH-000323,0.18694296260593732
ACH-000324,0.04322213848007852
ACH-000329,0.1457091034877413
ACH-000330,-0.02394989168888029
ACH-000331,0.1266402108570847
ACH-000332,0.10443805468277048
ACH-000334,0.3116328611130614
ACH-000335,-0.02204173233422549
ACH-000336,0.20426470572096692
ACH-000337,0.07609871936874849
ACH-000338,0.13432317329956148
ACH-000339,0.05608306611321195
ACH-000341,0.16302367474255608
ACH-000348,0.12288252416850465
ACH-000350,0.2006524361818856
ACH-000352,0.0417901944524967
ACH-000356,0.3069566078592547
ACH-000361,-0.007288006532451802
ACH-000362,0.15011757103368473
ACH-000363,0.07313940851284763
ACH-000364,0.02240155963777109
ACH-000365,0.013053746789855578
ACH-000366,-0.09721282546129482
ACH-000368,0.1118258724544774
ACH-000374,0.1729553577620409
ACH-000375,-0.152491554529507
ACH-000376,-0.03688775328276201
ACH-000381,-0.030875013540322783
ACH-000383,0.00214673043048367
ACH-000387,0.10266034574579644
ACH-000389,0.15650114821138542
ACH-000390,0.005565284934663267
ACH-000393,0.05360293639787005
ACH-000395,0.10911216997438364
ACH-000396,0.053791580313759926
ACH-000397,0.08696883407778762
ACH-000401,0.036097911807408234
ACH-000402,-0.04310016633280176
ACH-000403,0.12986492727131285
ACH-000404,0.22535750049518866
ACH-000406,0.060791235532546464
ACH-000407,0.045739158754801515
ACH-000408,-0.0334230514175673
ACH-000410,0.06464535798151552
ACH-000411,0.02174777336627879
ACH-000414,0.05040521302189505
ACH-000415,-0.037804318795624535
ACH-000416,0.12527513684635389
ACH-000420,-0.01494563331077926
ACH-000421,-0.012418522339559377
ACH-000424,0.10205951353613456
ACH-000425,0.12174730901133825
ACH-000426,-0.02292290294618748
ACH-000427,0.10619505554715426
ACH-000433,0.027764961572516757
ACH-000435,0.2833483400741879
ACH-000436,0.029122321902763582
ACH-000444,0.0884982314724585
ACH-000445,0.01524166368533624
ACH-000448,0.042208795579254166
ACH-000450,0.19230165511470426
ACH-000452,0.03599881854440755
ACH-000454,0.13490202650000102
ACH-000458,0.1622980907570871
ACH-000459,0.09659173513401637
ACH-000460,0.15456826662523182
ACH-000461,-0.10513884346928362
ACH-000463,0.01503926439130159
ACH-000464,-0.03651689412985498
ACH-000466,0.07771794188356923
ACH-000467,0.11464782311666175
ACH-000468,0.13309806668473026
ACH-000469,0.13821008920876005
ACH-000470,0.12649461458744954
ACH-000471,0.03819204435262536
ACH-000472,0.10030483768572078
ACH-000473,0.18158995571683545
ACH-000475,0.1514363326527068
ACH-000476,0.02155691339604472
ACH-000477,0.10702159961496467
ACH-000479,0.0558865544079394
ACH-000480,-0.026433080615019144
ACH-000481,-0.04780801867065386
ACH-000483,0.1087416678203346
ACH-000484,-0.030959921377255062
ACH-000485,0.10959750418234368
ACH-000486,-0.031663254826293584
ACH-000487,0.058617910515052975
ACH-000488,0.07617087748632351
ACH-000490,0.059440974719434825
ACH-000491,0.1186353485384914
ACH-000495,0.008849601350713806
ACH-000496,-0.12167050308403747
ACH-000499,-0.25211512413066184
ACH-000500,0.6190722157685161
ACH-000502,0.02506853729340132
ACH-000503,-0.1963113752655652
ACH-000505,0.02922159790843555
ACH-000507,0.038856913848282035
ACH-000510,0.08387695632813733
ACH-000511,0.06498918916061029
ACH-000512,0.08601113615687185
ACH-000516,-0.017162310598569427
ACH-000517,0.055785676584041516
ACH-000518,0.0496025495898699
ACH-000520,0.08676302265700005
ACH-000521,0.10558188166192987
ACH-000522,0.008708460341009274
ACH-000524,0.0462520755969978
ACH-000527,0.1148680139961067
ACH-000528,0.13195343943292198
ACH-000537,0.18927113963507386
ACH-000541,-0.011512463749894572
ACH-000542,0.10808599522919213
ACH-000544,0.07545690965067632
ACH-000545,-0.07218020169400333
ACH-000547,0.0093438594041124
ACH-000548,-0.08640032507522971
ACH-000549,0.06843708751909383
ACH-000550,0.08542803473010306
ACH-000552,-0.02251684798976059
ACH-000556,0.12775720424587256
ACH-000557,-0.003541574232321221
ACH-000569,0.06187637366929856
ACH-000570,-0.12243810870351796
ACH-000571,0.007777154624741052
ACH-000573,0.07825689310142862
ACH-000576,0.12852889202723225
ACH-000579,0.10796540992292668
ACH-000580,0.04172017934538162
ACH-000584,0.05989811747257012
ACH-000585,0.02547411318699309
ACH-000588,0.09522124708437724
ACH-000589,0.03991260293091517
ACH-000591,0.15628124522340078
ACH-000593,0.04461756389950751
ACH-000600,0.033638671121114384
ACH-000601,0.1184230324845644
ACH-000605,-0.005230240063156858
ACH-000606,-0.00014347047902534083
ACH-000608,0.015280769894860324
ACH-000614,0.12559561181651324
ACH-000616,0.07182700885906941
ACH-000618,-0.023760098825768503
ACH-000619,0.03167912210089525
ACH-000620,0.16438823181150014
ACH-000621,0.08973029282475717
ACH-000622,0.06256617494759459
ACH-000623,0.04712305733575406
ACH-000624,0.05456106035100492
ACH-000627,0.13447328182013288
ACH-000630,-0.035568813861327264
ACH-000631,-0.015014415493382888
ACH-000632,0.0006968044785630942
ACH-000633,0.03126912061428023
ACH-000637,0.013279607289687788
ACH-000638,0.03577100790954297
ACH-000646,0.12124527194886253
ACH-000647,-0.017460871028504982
ACH-000648,0.04201615817099578
ACH-000649,0.03755343821045471
ACH-000651,0.003988189672166398
ACH-000652,-0.10847411217890872
ACH-000653,0.045474883974733135
ACH-000657,0.062247534173925076
ACH-000658,0.0737802588193672
ACH-000661,-0.12300649404757627
ACH-000662,0.24101199082920105
ACH-000663,0.08671939895264921
ACH-000665,-0.11245575888841797
