,CHMP2A (27243)
ACH-000004,-1.5768309933907751
ACH-000005,-1.2628359234152875
ACH-000007,-1.2951405915333174
ACH-000009,-0.982999320543652
ACH-000011,-0.9373461031622896
ACH-000012,-1.1925778460938044
ACH-000013,-1.260837344308638
ACH-000014,-1.0661232210021758
ACH-000015,-1.1751723272605985
ACH-000017,-0.8641146667434649
ACH-000018,-1.059505096231295
ACH-000019,-1.2848623871217415
ACH-000021,-1.0282033185213744
ACH-000022,-0.9568906218180344
ACH-000025,-1.0117202907007032
ACH-000028,-1.009448452144342
ACH-000030,-1.1654933090932664
ACH-000035,-1.1661525843412794
ACH-000036,-1.1908067397631699
ACH-000037,-1.1520875116422309
ACH-000039,-1.2174203274929924
ACH-000040,-1.01465495087044
ACH-000041,-1.2385857349264258
ACH-000042,-0.901746082635956
ACH-000045,-1.1245321432772284
ACH-000047,-0.8097628879210494
ACH-000052,-1.065893698013773
ACH-000053,-1.312828712028986
ACH-000054,-1.1158318567140089
ACH-000055,-0.9787359341571854
ACH-000060,-1.1232645229997509
ACH-000067,-1.4392177314659391
ACH-000070,-0.8974105099973921
ACH-000075,-0.8358220893341227
ACH-000078,-1.3844274623268311
ACH-000082,-1.4380237282047668
ACH-000085,-0.7308248853589742
ACH-000086,-0.9643583385867248
ACH-000087,-0.9941282706374864
ACH-000092,-1.2375351503440042
ACH-000095,-1.0955416172691916
ACH-000097,-1.0818680823541384
ACH-000098,-0.9969778111602255
ACH-000099,-1.1337598099690278
ACH-000108,-1.243801463119964
ACH-000113,-1.103017108745317
ACH-000116,-1.214254232865114
ACH-000118,-1.0511585306053262
ACH-000120,-1.1056336156029496
ACH-000123,-1.0618180643653377
ACH-000127,-1.0238783619096692
ACH-000128,-0.91923871402053
ACH-000132,-0.9207323697179436
ACH-000133,-1.3435161622862366
ACH-000137,-1.417065489859375
ACH-000138,-1.2324276259730176
ACH-000142,-1.0443849089364692
ACH-000143,-0.9161791034722414
ACH-000146,-1.4733291090379037
ACH-000148,-1.052321073975614
ACH-000150,-1.1272264131473784
ACH-000152,-1.1743472843297549
ACH-000153,-0.9160582491899428
ACH-000159,-0.9862210981707938
ACH-000160,-0.9673313629930128
ACH-000163,-1.2059251666777289
ACH-000167,-1.5581792368988294
ACH-000168,-1.0829703500780077
ACH-000169,-1.1846853972636575
ACH-000178,-1.2250213576997893
ACH-000183,-1.1834335339971906
ACH-000188,-1.1531764338441126
ACH-000189,-1.1657200155205245
ACH-000190,-1.1657304350636588
ACH-000198,-0.9742196529386659
ACH-000203,-0.9753511485939852
ACH-000204,-1.1996145172385593
ACH-000206,-0.7812544897796165
ACH-000207,-1.4400810730043063
ACH-000208,-1.0028455181482725
ACH-000210,-1.2617281590934009
ACH-000211,-1.103401117769464
ACH-000215,-1.252610635427586
ACH-000221,-1.3978355525815638
ACH-000222,-0.8076574199700309
ACH-000223,-1.1787650088148205
ACH-000226,-1.0784562325130709
ACH-000227,-0.9719982624274854
ACH-000228,-1.026063495392801
ACH-000231,-1.0974009954859705
ACH-000232,-1.0651518930695836
ACH-000233,-1.3529585469443368
ACH-000234,-0.6264282597839527
ACH-000235,-1.0910329209699403
ACH-000237,-1.002051019981559
ACH-000238,-1.2253064925806127
ACH-000242,-1.0855671516931438
ACH-000243,-1.1657358252357788
ACH-000244,-1.1543628329021425
ACH-000246,-0.976621175265095
ACH-000248,-0.980946040596437
ACH-000250,-0.9833021928432576
ACH-000251,-1.160396204524683
ACH-000252,-1.0511896349264085
ACH-000253,-1.1724121464173236
ACH-000255,-1.2127642943935388
ACH-000256,-1.2255565625682037
ACH-000257,-0.8118040695753074
ACH-000258,-0.7794349278871192
ACH-000259,-1.0835195493815029
ACH-000260,-1.3780276128310809
ACH-000261,-0.9983877676730344
ACH-000262,-0.9832629783857112
ACH-000263,-1.1056923711815343
ACH-000264,-1.018865321954444
ACH-000265,-1.036935679538184
ACH-000266,-1.2450821067084612
ACH-000272,-1.0621118400271972
ACH-000274,-0.9679899784975259
ACH-000277,-1.2343758554625963
ACH-000278,-1.0894277860537551
ACH-000279,-0.9792952388979403
ACH-000280,-0.9146498596492918
ACH-000281,-1.3224880209917258
ACH-000288,-1.0676819411873208
ACH-000291,-0.9397130088048028
ACH-000293,-1.341879210042823
ACH-000294,-1.5826692980255517
ACH-000295,-1.164364726722957
ACH-000296,-0.828559826106062
ACH-000302,-1.23843796337142
ACH-000304,-0.8024969173914643
ACH-000307,-0.9741125616835892
ACH-000308,-1.1990736165419278
ACH-000310,-1.0770592284565097
ACH-000311,-0.9532531829917706
ACH-000312,-1.004089624535756
ACH-000315,-1.3978459271736516
ACH-000316,-0.9171357061935644
ACH-000317,-0.8598701064471305
ACH-000318,-1.0919467149121662
ACH-000319,-1.1282132854246656
ACH-000320,-0.8717785061644335
ACH-000322,-1.2650561836267074
ACH-000323,-1.135564083371263
ACH-000324,-1.0048974752385758
ACH-000329,-1.0062943853837814
ACH-000330,-1.120050945279098
ACH-000331,-1.0048209257501044
ACH-000332,-1.2296073215161851
ACH-000334,-0.8200245342457976
ACH-000335,-1.1075474827770415
ACH-000336,-1.2922559690813178
ACH-000337,-1.2845070829711114
ACH-000338,-0.9158372013740176
ACH-000339,-1.1355273166624928
ACH-000341,-1.5210378340833417
ACH-000348,-1.130556632515506
ACH-000350,-1.0898866300452934
ACH-000352,-1.0442922583230163
ACH-000356,-0.9655639467757584
ACH-000361,-0.9688401211615124
ACH-000362,-0.935324591930898
ACH-000363,-0.9522337873491199
ACH-000364,-1.2906104972543844
