,STX4 (6810)
ACH-000004,-0.4308967508995848
ACH-000005,-0.8607027881132311
ACH-000007,-0.5498975406632299
ACH-000009,-0.5842315949711652
ACH-000011,-0.40467629340804107
ACH-000012,0.02062979822784935
ACH-000013,-0.3277102154137207
ACH-000014,0.12988013460876902
ACH-000015,-0.0308344277990256
ACH-000017,-0.6778344066583982
ACH-000018,0.036446210168003375
ACH-000019,-0.5101610291742794
ACH-000021,0.026343682440758173
ACH-000022,-0.6595477678003966
ACH-000025,-0.133682887032089
ACH-000028,-0.4845205071987345
ACH-000030,-0.5035123806806809
ACH-000035,-0.4942185094785557
ACH-000036,0.04343604642182187
ACH-000037,-0.2333512289810118
ACH-000039,-0.0010454880426485466
ACH-000040,-0.07159585902247616
ACH-000041,0.01842544659165461
ACH-000042,-0.8580461817879941
ACH-000045,-0.05655779597993895
ACH-000047,-0.012118176712793857
ACH-000052,0.009558821529947402
ACH-000053,-0.04852602464102275
ACH-000054,-0.16656367792820273
ACH-000055,-0.1256465666311571
ACH-000060,-0.8246702703081736
ACH-000067,-0.05609858185360329
ACH-000070,-0.2543881106114582
ACH-000075,-0.05024851435412563
ACH-000078,0.057246833498613675
ACH-000082,-0.13985256395304274
ACH-000085,-0.5965832569685087
ACH-000086,0.07455596339477229
ACH-000087,0.14409387446140726
ACH-000092,-0.15612267358406925
ACH-000095,0.1212224166802582
ACH-000097,-0.139190467749654
ACH-000098,-0.09027586106177912
ACH-000099,0.0696614016543106
ACH-000108,-0.006783211304602848
ACH-000113,-0.5762400589079912
ACH-000116,-0.6081125396622725
ACH-000118,0.12652543773126515
ACH-000120,0.03890874489536497
ACH-000123,-0.2938542209202099
ACH-000127,-0.06863245943929036
ACH-000128,0.032555495042930815
ACH-000132,0.0702205662816543
ACH-000133,-0.04212697386692215
ACH-000137,0.03914354435608761
ACH-000138,-0.02075447186124073
ACH-000142,-0.5290567318159778
ACH-000143,0.0310885902431536
ACH-000146,-0.062128142325555476
ACH-000148,0.010721455760513192
ACH-000150,-0.034254890860805624
ACH-000152,-0.4930130036145104
ACH-000153,0.006303505211550852
ACH-000159,0.036456479316207865
ACH-000160,-0.4358748752076437
ACH-000163,-0.05769539591312022
ACH-000167,-0.8232795135433256
ACH-000168,0.031537449758918666
ACH-000169,0.02548135937545534
ACH-000178,0.2198663294908693
ACH-000183,-0.7583906722141638
ACH-000188,0.032897466823203186
ACH-000189,0.007409983947692148
ACH-000190,0.047373416833949945
ACH-000198,-0.1286420864858022
ACH-000203,-0.4328568277235623
ACH-000204,-0.42503425861226224
ACH-000206,-0.5997331963198673
ACH-000207,-0.927595555955136
ACH-000208,0.05959021147959921
ACH-000210,0.02659294763678852
ACH-000211,-0.062027411057527376
ACH-000215,0.040158334893178736
ACH-000221,-0.2015391267095887
ACH-000222,-0.09994568905533413
ACH-000223,-0.6515401420929132
ACH-000226,0.14562920865340168
ACH-000227,-0.009488979716007071
ACH-000228,-0.16731938852462638
ACH-000231,-0.08776312179874507
ACH-000232,-0.157491188600237
ACH-000233,-0.5111953655385955
ACH-000234,-0.09209692314534833
ACH-000235,-0.4737408479538052
ACH-000237,-0.4499102568192467
ACH-000238,0.034627957045271614
ACH-000242,-0.13563358773418646
ACH-000243,-0.19930795393091968
ACH-000244,-0.3053572651431302
ACH-000246,-0.2396558359682304
ACH-000248,-0.5416595192579908
ACH-000250,-0.030426553825318718
ACH-000251,0.228445552865334
ACH-000252,-0.4496458460871254
ACH-000253,-0.11242666526706566
ACH-000255,-0.0857472207467312
ACH-000256,0.16522168844459995
ACH-000257,0.2878738469157357
ACH-000258,0.13522751249546058
ACH-000259,0.0333631944400004
ACH-000260,-0.005630153893595733
ACH-000261,-0.016930055125408478
ACH-000262,-0.05171287626898358
ACH-000263,-0.5003987237412697
ACH-000264,-0.09055297536210877
ACH-000265,0.09962843820614874
