,HORMAD2 (150280)
ACH-000004,-0.043498424060278235
ACH-000005,0.25688932214920496
ACH-000007,-0.20668546888828435
ACH-000009,-0.1525394066147388
ACH-000011,-0.253068763875734
ACH-000012,-0.23562248029101074
ACH-000013,-0.09763271415856596
ACH-000014,-0.02475406743919221
ACH-000015,-0.06185897101678961
ACH-000017,-0.07768757486940085
ACH-000018,-0.02774203067226753
ACH-000019,-0.16869691419406854
ACH-000021,-0.06576364753998623
ACH-000022,-0.04720825401704816
ACH-000025,-0.1850568139684029
ACH-000028,-0.20351712297927416
ACH-000030,-0.1888474958524008
ACH-000035,0.00292745125610183
ACH-000036,-0.19262507590772926
ACH-000037,-0.11826527653482932
ACH-000039,-0.19014182604404312
ACH-000040,-0.024788120589821543
ACH-000041,0.06968774965697615
ACH-000042,-0.3281037856635678
ACH-000045,0.080534073447214
ACH-000047,-0.09142827131905233
ACH-000052,-0.1468254205215815
ACH-000053,-0.12226533247000147
ACH-000054,-0.12622340422039974
ACH-000055,-0.2835977475890989
ACH-000060,-0.19044629007292554
ACH-000067,-0.048361685710606894
ACH-000070,-0.13876345333994766
ACH-000075,0.0515404668087264
ACH-000078,-0.05184234023071714
ACH-000082,-0.04601786815980897
ACH-000085,0.03139346448167015
ACH-000086,0.0211014606692362
ACH-000087,0.04744286570844256
ACH-000092,-0.15421534246367882
ACH-000095,-0.01699489909568658
ACH-000097,-0.09104568465622197
ACH-000098,-0.11925645762009594
ACH-000099,-0.17485302543615866
ACH-000108,-0.09728905106407026
ACH-000113,0.05797258596038319
ACH-000116,-0.21629373181623726
ACH-000118,-0.11210520268347776
ACH-000120,8.709774910555307e-05
ACH-000123,-0.22492457614856728
ACH-000127,0.08724539783655473
ACH-000128,-0.005060246970478297
ACH-000132,0.12857169810676394
ACH-000133,-0.18736966840008404
ACH-000137,-0.13128527706014728
ACH-000138,0.1359291026003211
ACH-000142,-0.012700067356874777
ACH-000143,-0.11758670011382495
ACH-000146,-0.03050142901951288
ACH-000148,-0.015675962989600844
ACH-000150,-0.2552930292099012
ACH-000152,-0.07945879936153355
ACH-000153,0.07335099865725503
ACH-000159,0.12159880627205084
ACH-000160,-0.1213314420164038
ACH-000163,-0.16436381391095992
ACH-000167,0.034492242195295626
ACH-000168,-0.23380087682935985
ACH-000169,-0.07850081560809244
ACH-000178,-0.0844241375090396
ACH-000183,-0.16348685048314734
ACH-000188,0.04100685916076256
ACH-000189,0.1236734984670294
ACH-000190,-0.016069387035907226
ACH-000198,0.0406762367276641
ACH-000203,0.21439932754916288
ACH-000204,-0.16131936202902547
ACH-000206,-0.010131678125977027
ACH-000207,-0.0123265726548445
ACH-000208,-0.04892640423763138
ACH-000210,-0.290242810312784
ACH-000211,-0.04862117280483117
ACH-000215,0.030304093697204038
ACH-000221,0.04059297461871859
ACH-000222,-0.049558454866080716
ACH-000223,-0.05938304471084205
