,PEX11G (92960)
ACH-000004,0.130432883617465
ACH-000005,-0.3083800704437941
ACH-000007,0.2558382234098872
ACH-000009,0.1609477192358273
ACH-000011,0.17353442689349294
ACH-000012,0.10322583318327212
ACH-000013,0.01619337210885427
ACH-000014,0.058926233694528665
ACH-000015,0.01571747092328886
ACH-000017,0.014840596791387516
ACH-000018,-0.10231527168095604
ACH-000019,0.06906501879908736
ACH-000021,0.004649492326339854
ACH-000022,0.05158034644503127
ACH-000025,-0.05335023070329063
ACH-000028,0.025878502672492896
ACH-000030,0.019411923921884552
ACH-000035,0.010892709046865665
ACH-000036,0.03635437975956637
ACH-000037,0.10413419964009904
ACH-000039,-0.033288100308223066
ACH-000040,0.12645506757633626
ACH-000041,0.03703406967278605
ACH-000042,0.2385767921727999
ACH-000045,-0.18403647654454136
ACH-000047,0.0535520158900489
ACH-000052,0.022922351002657798
ACH-000053,0.04600629689075696
ACH-000054,0.06159186568630909
ACH-000055,0.3090795029913367
ACH-000060,0.1502346865187147
ACH-000067,-0.07898954031404938
ACH-000070,0.004444586118240952
ACH-000075,0.11890673097076605
ACH-000078,0.01777037354954767
ACH-000082,0.12555286582667835
ACH-000085,-0.04121716270087554
ACH-000086,0.08507931602945107
ACH-000087,0.10073413111892184
ACH-000092,0.02420756688250116
ACH-000095,0.08956553932384433
ACH-000097,0.14632293682708847
ACH-000098,-0.035073411828492086
ACH-000099,0.0017871432899218816
ACH-000108,0.01358703530484887
ACH-000113,0.10802667845767568
ACH-000116,0.08705924014037712
ACH-000118,0.04084278883528738
ACH-000120,0.06999287607497978
ACH-000123,0.1505591460699629
ACH-000127,0.01914895168574325
ACH-000128,-0.2211158892951764
ACH-000132,0.16029922611708752
ACH-000133,0.01155345175715398
ACH-000137,-0.006963920085233026
ACH-000138,0.15540773821419446
ACH-000142,-0.06799598396377877
ACH-000143,0.0409389700761299
ACH-000146,0.04123605923949738
ACH-000148,0.14035349759654284
ACH-000150,0.07148612628969532
ACH-000152,0.11251734996169313
ACH-000153,0.11421887849419846
ACH-000159,-0.03685145458924106
ACH-000160,0.19622950760646374
ACH-000163,-0.01955749176967992
ACH-000167,0.06512730801833203
ACH-000168,-0.012570912385196604
ACH-000169,-0.03317717935229557
ACH-000178,0.18908435605343685
ACH-000183,0.18029007000545172
ACH-000188,0.09277260145421456
ACH-000189,0.051978401831222806
ACH-000190,0.1220006617844027
ACH-000198,-0.08214612853899116
ACH-000203,0.20553550763064965
ACH-000204,0.001514057669152083
ACH-000206,0.07953457652598807
ACH-000207,0.11335872577430135
ACH-000208,0.2301731638943415
ACH-000210,-0.05581938636258939
ACH-000211,-0.0338703762994537
ACH-000215,0.10596957438360673
ACH-000221,0.06412265792906237
ACH-000222,0.294152919690671
ACH-000223,0.03812655896205697
ACH-000226,0.04746549297789415
ACH-000227,0.1930916795641888
ACH-000228,-0.0046525112060263815
ACH-000231,0.15035726634520433
ACH-000232,0.13664944170187365
ACH-000233,0.0106573990495271
ACH-000234,-0.11967912016383063
ACH-000235,0.05166956607574748
ACH-000237,0.11086422896166524
ACH-000238,0.19860796293040148
ACH-000242,-0.3079260490483388
ACH-000243,0.018014106791138497
ACH-000244,-0.12628194352534328
ACH-000246,0.01989923904021068
ACH-000248,-0.009920518049247241
ACH-000250,0.09057971117517837
ACH-000251,0.09486664519384852
ACH-000252,0.05755998193976927
ACH-000253,0.024350445994302267
ACH-000255,-0.028930409426643575
ACH-000256,0.1278247046035138
ACH-000257,0.10637377406502377
ACH-000258,0.04937897635091542
ACH-000259,0.09161404837986782
ACH-000260,-0.010007908690711423
ACH-000261,0.0027435907085593997
ACH-000262,0.12073003935784735
ACH-000263,-0.1060420832904798
ACH-000264,0.052321478016386175
ACH-000265,0.059766509154317124
ACH-000266,0.08385040247369817
