,DCTN4 (51164)
ACH-000004,-0.6254258628654128
ACH-000005,-0.8308175990076196
ACH-000007,-0.1842675043022076
ACH-000009,-0.40849849946784295
ACH-000011,-0.5304520779730403
ACH-000012,-0.6210983004287091
ACH-000013,-0.6086404403131768
ACH-000014,-0.20593553442363446
ACH-000015,-0.6555696594503384
ACH-000017,-0.2960422355759397
ACH-000018,-0.365321096500898
ACH-000019,-0.2031064005605389
ACH-000021,-0.4536780591458526
ACH-000022,-0.5314857429956668
ACH-000025,-0.5368566599405359
ACH-000028,-0.4657593502079785
ACH-000030,-0.4566110776294815
ACH-000035,-0.3546740025396266
ACH-000036,-0.5540273832172858
ACH-000037,-0.6420494528374698
ACH-000039,-0.30845594369085416
ACH-000040,-0.5891973757337516
ACH-000041,-0.6786228990619738
ACH-000042,-0.5522993378588972
ACH-000045,-0.3886629991021193
ACH-000047,-0.4919570134932713
ACH-000052,-0.4978173925539807
ACH-000053,-0.4442393799610724
ACH-000054,-0.4244880142046176
ACH-000055,-0.4454903126054303
ACH-000060,-0.5439173851049419
ACH-000067,-0.44500635340420025
ACH-000070,-0.4665968391804966
ACH-000075,-0.7309402241905392
ACH-000078,-0.5256451964594355
ACH-000082,-0.6332485923480861
ACH-000085,-0.6299473640548418
ACH-000086,-0.4805577764491141
ACH-000087,-0.41890423695547707
ACH-000092,-0.5416766838808741
ACH-000095,-0.3725565925506735
ACH-000097,-0.49835192081048
ACH-000098,-0.5958076303332205
ACH-000099,-0.3183143926329477
ACH-000108,-0.6350187837523561
ACH-000113,-0.4783510490604493
ACH-000116,-0.5922721729752165
ACH-000118,-0.5840108074201704
ACH-000120,-0.5372027921123184
ACH-000123,-0.3551608906880225
ACH-000127,-0.4423876028044571
ACH-000128,-0.4119064124696837
ACH-000132,-0.5295340994560862
ACH-000133,-0.5952025221306466
ACH-000137,-0.4720054181720237
ACH-000138,-0.35644225482584435
ACH-000142,-0.4819335496410528
ACH-000143,-0.33818034168947697
ACH-000146,-0.32142019461873905
ACH-000148,-0.5383782989545915
ACH-000150,-0.7060768583184035
ACH-000152,-0.5914449258414584
ACH-000153,-0.6941264822977111
ACH-000159,-0.4765570528572635
ACH-000160,-0.5108326312407206
