,GPD1L (23171)
ACH-000004,0.06046743055363464
ACH-000005,0.1944551777831649
ACH-000007,-0.01692321457437384
ACH-000009,-0.10644209500826908
ACH-000011,-0.01925833969703871
ACH-000012,0.10797442824544322
ACH-000013,0.07979952217232181
ACH-000014,0.04187892201016855
ACH-000015,-0.04360509100553464
ACH-000017,0.11751944484824305
ACH-000018,0.11619127698032684
ACH-000019,-0.013062294587687292
ACH-000021,0.042352317447499684
ACH-000022,-0.01971113054946014
ACH-000025,-0.0984636569408537
ACH-000028,-0.007224373768984649
ACH-000030,0.16707919258694814
ACH-000035,0.1264276034582587
ACH-000036,-0.09396461824864044
ACH-000037,0.09852573568034713
ACH-000039,0.09319458686571393
ACH-000040,-0.05657581584633856
ACH-000041,0.012267519375951882
ACH-000042,0.001938609193418403
ACH-000045,-0.03128580328305524
ACH-000047,-0.020569842866413984
ACH-000052,0.22400856958454346
ACH-000053,-0.027509884419835408
ACH-000054,0.11580267511139115
ACH-000055,0.013768495133813776
ACH-000060,-0.06779095243018443
ACH-000067,0.06430933006152784
ACH-000070,-0.10790029157600273
ACH-000075,0.04079656712244269
ACH-000078,-0.025625291426713808
ACH-000082,-0.11813973373383695
ACH-000085,-0.11613274863933115
ACH-000086,0.1815053194180261
ACH-000087,0.18864924083509607
ACH-000092,-0.048468873065301836
ACH-000095,0.012144568336367845
ACH-000097,-0.007617207509655831
ACH-000098,0.050137383746622334
ACH-000099,-0.1137302496595438
ACH-000108,-0.03551475243473313
ACH-000113,0.049518688022662335
ACH-000116,0.035310521411286974
ACH-000118,0.35514577710563483
ACH-000120,-0.04681634104391486
ACH-000123,-0.16629901098269734
ACH-000127,-0.028825307688872263
ACH-000128,0.037604840133672525
ACH-000132,0.040403123362117474
ACH-000133,0.10355131526864997
ACH-000137,0.006394652747248182
ACH-000138,-0.037451299836277485
ACH-000142,-0.08997093484815669
ACH-000143,-0.1871639876646997
ACH-000146,0.06569975743637338
ACH-000148,-0.007287360506757873
ACH-000150,-0.12855296798931146
ACH-000152,-0.024475431800875944
ACH-000153,0.01550870689061116
ACH-000159,0.057064815237481276
ACH-000160,0.14770948840979795
ACH-000163,0.09577306758584367
ACH-000167,0.01479851407322185
ACH-000168,0.16022848583167695
ACH-000169,-0.014106588010839437
ACH-000178,0.14220192555078684
ACH-000183,0.10654991108388667
ACH-000188,0.03620519015821975
ACH-000189,-0.005750711452888708
ACH-000190,0.20126207632501392
ACH-000198,0.15289423232159102
ACH-000203,0.21130286429037146
ACH-000204,-0.19291627111145435
ACH-000206,0.07196397613491086
ACH-000207,-0.18464202091861107
ACH-000208,-0.15978573454480632
ACH-000210,-0.12068938563149514
ACH-000211,0.0279162202089114
ACH-000215,0.10743161186861908
ACH-000221,0.05988515055065271
ACH-000222,-0.08177833052026262
ACH-000223,0.050015652410679234
ACH-000226,-0.007188467391803416
ACH-000227,-0.006158511546988615
ACH-000228,-0.03987463460346535
ACH-000231,-0.02711006798249532
ACH-000232,-0.1186702078793031
ACH-000233,-0.015131588095868419
ACH-000234,-0.03917756050731101
ACH-000235,-0.06268092575306404
ACH-000237,-0.005981780501677983
ACH-000238,-0.06865965604001928
ACH-000242,-0.2069483388807926
ACH-000243,0.10384975234240333
ACH-000244,0.24039128783696775
ACH-000246,-0.015592460741345928
ACH-000248,0.14892513218523815
ACH-000250,-0.0034384317009388877
ACH-000251,-0.03666353823358861
ACH-000252,0.06220244019539721
ACH-000253,0.045764188839286915
