,NTMT1 (28989)
ACH-000004,-0.017755333568136984
ACH-000005,0.1635441003995757
ACH-000007,-0.003208026859470773
ACH-000009,-0.1846234513196182
ACH-000011,-0.17871232014327412
ACH-000012,-0.08839430999605959
ACH-000013,-0.2306092934882725
ACH-000014,-0.07426247496751595
ACH-000015,-0.16418958721036264
ACH-000017,0.0791717038366205
ACH-000018,-0.030310479099913974
ACH-000019,-0.14803147949670878
ACH-000021,-0.13886519883097131
ACH-000022,-0.02507741434702997
ACH-000025,-0.15448013641210967
ACH-000028,-0.026426275829188627
ACH-000030,0.032155760088536316
ACH-000035,-0.0767433250648615
ACH-000036,-0.19389736353596226
ACH-000037,-0.16342435311899658
ACH-000039,-0.03642485216559282
ACH-000040,-0.06331666078390545
ACH-000041,-0.057589576571867335
ACH-000042,-0.14882959312235847
ACH-000045,-0.06625832149464793
ACH-000047,-0.10826340144258896
ACH-000052,-0.19411118193005134
ACH-000053,0.02016158440496542
ACH-000054,-0.10362231596039044
ACH-000055,-0.1052369889005927
ACH-000060,-0.16941840191273946
ACH-000067,-0.12370546745811788
ACH-000070,-0.02493478132003993
ACH-000075,-0.06595962213977563
ACH-000078,-0.1405557087843024
ACH-000082,-0.07719425152843272
ACH-000085,-0.05139649303593023
ACH-000086,-0.13438741229244805
ACH-000087,-0.1959572021803188
ACH-000092,-0.01056558290592732
ACH-000095,0.058860254017486874
ACH-000097,-0.046868008827958565
ACH-000098,-0.031407032065157034
ACH-000099,-0.3267627542423242
ACH-000108,-0.18488658609491995
ACH-000113,-0.12186628529589495
ACH-000116,-0.07624046838643139
ACH-000118,-0.21285251145729675
ACH-000120,-0.0907757107327648
ACH-000123,0.07186188129676492
ACH-000127,-0.092516606800713
ACH-000128,-0.008035248692164487
ACH-000132,-0.20174050177549016
ACH-000133,-0.1130090433213445
ACH-000137,-0.003655110617596765
ACH-000138,-0.08852463607837874
ACH-000142,-0.14302322233663978
ACH-000143,-0.18560861356400585
ACH-000146,-0.026295876324124973
ACH-000148,-0.1299634154719088
ACH-000150,-0.17087173162007002
ACH-000152,-0.22172204821497735
ACH-000153,0.2077691782205807
ACH-000159,-0.0038809061858049968
ACH-000160,-0.2267768059963039
ACH-000163,-0.09404157434349786
ACH-000167,-0.08598241236614948
ACH-000168,-0.23461052226833495
ACH-000169,-0.11960280636755008
ACH-000178,-0.13317644714691193
ACH-000183,-0.03588760107168914
ACH-000188,-0.13763423387593074
ACH-000189,0.030019292426954832
ACH-000190,-0.059425530356841665
ACH-000198,-0.0984211637390594
ACH-000203,-0.3647178071765628
ACH-000204,-0.1597273141792696
ACH-000206,0.05153777518127603
ACH-000207,-0.10367241587161324
ACH-000208,-0.02982915532225727
ACH-000210,0.035703823647068464
ACH-000211,-0.025065837939992043
ACH-000215,-0.14727997182539815
ACH-000221,-0.11135867342601716
ACH-000222,-0.06314390522159721
ACH-000223,-0.06931881581040117
ACH-000226,0.0016720512056608086
ACH-000227,0.008210595220482184
ACH-000228,-0.16489712868971734
ACH-000231,-0.0812762656609789
ACH-000232,-0.05854073241214147
ACH-000233,-0.0796799656953948
ACH-000234,-0.14001668136048215
ACH-000235,-0.07809337432193307
ACH-000237,-0.14534361220853034
ACH-000238,-0.12568677456195548
ACH-000242,0.04561046779056091
ACH-000243,-0.06241276233085705
ACH-000244,-0.13436278574933508
ACH-000246,-0.13243092949507754
ACH-000248,-0.10753156854767937
ACH-000250,-0.10983553841038696
ACH-000251,0.14250810840469416
ACH-000252,-0.30178784867017433
ACH-000253,-0.039846252819173714
ACH-000255,-0.19314550252006848
ACH-000256,-0.19877581135799213
ACH-000257,0.08973071082348608
ACH-000258,0.10852320668808532
ACH-000259,-0.205944604802844
ACH-000260,-0.08050976526103977
ACH-000261,-0.06281397158111507
ACH-000262,-0.13296738664649546
ACH-000263,0.011577013420898
ACH-000264,-0.07411632396777179
ACH-000265,-0.11058168408317068
ACH-000266,-0.08773451767603506
ACH-000272,-0.06905447538290482
ACH-000274,-0.0803208232871735
ACH-000277,-0.26390911763870883
ACH-000278,-0.04870385952522517
ACH-000279,-0.050174540749803084
ACH-000280,-0.08453248304479974
ACH-000281,0.042890994459185865
ACH-000288,0.00850822525621652
ACH-000291,-0.09370949955433573
ACH-000293,-0.12031144231322008
ACH-000294,0.0774043500587599
ACH-000295,-0.07507106349359398
ACH-000296,-0.12922434815852318
ACH-000302,-0.03165580721756719
ACH-000304,-0.014976864695440191
ACH-000307,-0.031897129409855764
ACH-000308,-0.10201094506105324
ACH-000310,-0.013989835016080122
ACH-000311,-0.06017879435558397
ACH-000312,-0.19144021343612516
ACH-000315,0.11411960223807747
ACH-000316,-0.28399964987196624
ACH-000317,0.0003264344990944201
ACH-000318,-0.08768705103017467
ACH-000319,0.016706760080967942
ACH-000320,-0.2272898726735433
ACH-000322,-0.16128677478824394
ACH-000323,-0.1603905086751308
ACH-000324,-0.07815008217933142
ACH-000329,-0.11123730065839144
ACH-000330,0.06281883361014093
ACH-000331,-0.0008648323657532588
ACH-000332,-0.13862957915610155
ACH-000334,-0.0032776591014620263
ACH-000335,-0.20590713485096945
ACH-000336,0.10620229595289736
ACH-000337,-0.04329063943857439
ACH-000338,-0.18188272533336364
ACH-000339,-0.09741180126705827
ACH-000341,-0.09887070317532133
ACH-000348,-0.15151775190257566
ACH-000350,-0.08728490957062733
ACH-000352,-0.036836490400108
ACH-000356,-0.040765601678574334
ACH-000361,-0.06499775324687809
ACH-000362,-0.08496996013303262
ACH-000363,-0.0780610203681913
ACH-000364,-0.08984641567892117
ACH-000365,-0.025337470478206812
ACH-000366,-0.188111151026202
ACH-000368,0.006215752025551947
ACH-000374,-0.05344226283316002
ACH-000375,0.016164071252158477
ACH-000376,-0.0183990703974191
ACH-000381,0.08384534191826938
ACH-000383,-0.05998781757559826
ACH-000387,-0.08465829549969199
ACH-000389,-0.14046460038081762
ACH-000390,-0.011142541807443205
ACH-000393,-0.08807651470194244
ACH-000395,-0.4126089869372077
ACH-000396,-0.13109845993999067
ACH-000397,-0.043496534438174514
ACH-000401,-0.08523534470251337
ACH-000402,-0.11513757277585253
ACH-000403,-0.17115047847158424
ACH-000404,0.1142780048929154
ACH-000406,-0.04440090433557976
ACH-000407,-0.12047886567818722
ACH-000408,-0.202436403596133
ACH-000410,-0.13595226031373053
ACH-000411,-0.1940717293473006
ACH-000414,-0.09021465882084287
ACH-000415,-0.06112848309802051
ACH-000416,-0.16152752064739867
ACH-000420,-0.119289715015168
ACH-000421,-0.04106506971638011
ACH-000424,-0.0844232181359174
ACH-000425,-0.09272038029230492
ACH-000426,-0.035086208009140474
ACH-000427,0.048281739526621285
ACH-000433,-0.3062341805454779
ACH-000435,-0.22376954018830214
ACH-000436,-0.03051046032840115
ACH-000444,-0.05141528040281476
ACH-000445,-0.4183826481699832
ACH-000448,0.05724041022790208
ACH-000450,-0.02538126283206921
ACH-000452,-0.03805598430707016
ACH-000454,-0.10578101849934564
ACH-000458,-0.15304677241529493
ACH-000459,0.0881584577161797
ACH-000460,-0.013900410476397266
ACH-000461,0.018024290440592762
ACH-000463,-0.05580897375903725
ACH-000464,-0.03108336552799234
ACH-000466,0.012557845654061548
ACH-000467,-0.056890367998633576
ACH-000468,-0.028588744492381274
ACH-000469,-0.1730529537215014
ACH-000470,-0.14215518300584126
ACH-000471,0.031243463220143763
ACH-000472,-0.04146749659001542
ACH-000473,-0.1811790603519529
ACH-000475,-0.03333095613918632
ACH-000476,-0.12550389808594914
ACH-000477,-0.04094989993176477
ACH-000479,-0.26314461918782184
ACH-000480,0.0267497942859036
ACH-000481,0.02670453902281679
ACH-000483,-0.09852384378167983
ACH-000484,-0.02570437675102957
ACH-000485,-0.036586683308173336
ACH-000486,-0.0753616643174622
ACH-000487,0.056014104180201085
ACH-000488,-0.13902617053590016
ACH-000490,-0.09574374514633667
ACH-000491,0.09335836899567382
ACH-000495,-0.0520422509535846
ACH-000496,-0.09517542385772422
ACH-000499,0.05417400224661549
ACH-000500,-0.5271248810921809
ACH-000502,-0.14643845045959686
ACH-000503,-0.14378158635622446
ACH-000505,-0.0510317861179576
ACH-000507,0.06929393039899741
ACH-000510,-0.0623246075374038
ACH-000511,-0.1289770366267363
ACH-000512,0.14281335895690828
ACH-000516,-0.1188644666684754
ACH-000517,-0.014199041219447256
ACH-000518,-0.10498477380142078
ACH-000520,-0.11578126938429648
ACH-000521,-0.16251670966368306
ACH-000522,0.057267853805785564
ACH-000524,-0.0662491778202913
ACH-000527,-0.10782264405323737
ACH-000528,-0.005771175145246949
ACH-000537,-0.2002089450232591
ACH-000541,0.14699442508721394
ACH-000542,-0.07532270278752877
ACH-000544,-0.14022780600165724
ACH-000545,-0.09951150874760234
ACH-000547,-0.020347173396118176
ACH-000548,-0.030758883910187388
ACH-000549,-0.12909945615441032
ACH-000550,-0.2093690385743864
ACH-000552,-0.10729923864656493
ACH-000556,-0.1874473013152438
ACH-000557,0.02033099548291112
ACH-000569,-0.1386836772767651
ACH-000570,-0.14794479047012202
