,ITM2C (81618)
ACH-000004,-0.13250808721474652
ACH-000005,0.2407691058573445
ACH-000007,-0.044310332358895484
ACH-000009,-0.15196463327138934
ACH-000011,0.04965087098399572
ACH-000012,-0.2184175027251744
ACH-000013,-0.0007779340035333244
ACH-000014,-0.13289099617856928
ACH-000015,-0.11874724848044417
ACH-000017,-0.07777209391059793
ACH-000018,-0.26507314702945195
ACH-000019,-0.06520065225247884
ACH-000021,-0.01578160479416208
ACH-000022,-0.1612749126909122
ACH-000025,0.048531710726441114
ACH-000028,-0.13377413310956762
ACH-000030,-0.12150142548132255
ACH-000035,-0.059134645902391814
ACH-000036,-0.1603127078584758
ACH-000037,-0.2825737586774634
ACH-000039,-0.05531119628985709
ACH-000040,-0.22766890401275103
ACH-000041,-0.047798844436842416
ACH-000042,-0.16867262092317206
ACH-000045,-0.05458259623534505
ACH-000047,0.0023827175349287197
ACH-000052,-0.12567942512238575
ACH-000053,-0.1313184080736366
ACH-000054,-0.019440109567400863
ACH-000055,0.06523097333885755
ACH-000060,-0.09703585777678206
ACH-000067,-0.1404951520441099
ACH-000070,-0.0067923350565900955
ACH-000075,-0.2456671185312212
ACH-000078,-0.17429903067561134
ACH-000082,-0.033015493622421545
ACH-000085,-0.1692466502256172
ACH-000086,-0.07785826355910437
ACH-000087,-0.08829259776807273
ACH-000092,-0.02604155995037024
ACH-000095,-0.06042898395865962
ACH-000097,-0.09148208003995204
ACH-000098,-0.09637590296259596
ACH-000099,-0.08484617767553781
ACH-000108,-0.20126860275634734
ACH-000113,0.030066801873808807
ACH-000116,-0.051768312125824514
ACH-000118,0.014047139486084943
ACH-000120,-0.07938821329172399
ACH-000123,0.025219167972923784
ACH-000127,-0.1405490506170779
ACH-000128,-0.1943921485300635
ACH-000132,0.015660625592274657
ACH-000133,-0.011579585017330508
ACH-000137,-0.05184967835868794
ACH-000138,-0.06759855516711584
ACH-000142,-0.08413743444574769
ACH-000143,-0.09807839632879303
ACH-000146,-0.0846852415217324
ACH-000148,-0.025340180497076887
ACH-000150,-0.17829443632932582
ACH-000152,-0.15134919780896605
ACH-000153,-0.0153594978365599
ACH-000159,-0.11669098739343953
ACH-000160,-0.059732660721556176
ACH-000163,-0.17904065978186176
ACH-000167,-0.42613552074843214
ACH-000168,-0.28149842953036663
ACH-000169,-0.02606465940294946
ACH-000178,-0.13692052037106625
ACH-000183,-0.11283205245712515
ACH-000188,-0.06016998779725391
ACH-000189,-0.30337346720519226
ACH-000190,-0.18534116466350609
ACH-000198,-0.16905351212720154
ACH-000203,0.1911537875561163
ACH-000204,-0.04034151096701679
ACH-000206,-0.033400363894651036
ACH-000207,-0.11218732766086666
ACH-000208,-0.13578215869944812
ACH-000210,-0.4833551327832014
ACH-000211,-0.13291291368026364
ACH-000215,-0.1486167333503037
ACH-000221,0.029887707377034133
ACH-000222,-0.2307159640868651
ACH-000223,-0.13483498820416054
ACH-000226,-0.01212251561257982
ACH-000227,-0.034353250744243204
ACH-000228,-0.0030983610526861393
ACH-000231,-0.1499806042340537
ACH-000232,-0.14113143243874562
ACH-000233,-0.2274546975562451
ACH-000234,-0.1084532129475991
ACH-000235,-0.14282580571546982
ACH-000237,-0.11695551078554307
ACH-000238,-0.07930038745879238
ACH-000242,-0.20152678903336668
ACH-000243,-0.13032572276538412
ACH-000244,-0.2056065588978304
ACH-000246,-0.07794301018205947
ACH-000248,-0.0006412917018375487
ACH-000250,-0.1723116602947224
ACH-000251,-0.10825776503187946
