,LRR1 (122769)
ACH-000266,-1.3454402892819908
ACH-000272,-1.4435304927010584
ACH-000274,-1.4313751599055642
ACH-000277,-1.576394635999577
ACH-000278,-1.3791955106072509
ACH-000279,-1.3180553030183852
ACH-000280,-1.025447926474992
ACH-000281,-1.3411162470434097
ACH-000288,-1.304727653828021
ACH-000291,-1.1546380317860818
ACH-000293,-1.0727300704693539
ACH-000294,-1.2438633974945827
ACH-000295,-1.4918915570450486
ACH-000296,-1.155003146921292
ACH-000302,-1.3388218539391896
ACH-000304,-1.4265007107522691
ACH-000307,-1.3501967718325214
ACH-000308,-1.2608868603474883
ACH-000310,-1.3597570112351731
ACH-000311,-1.2785456313729473
ACH-000312,-1.4067009797297478
ACH-000315,-1.330995946715965
ACH-000316,-1.6087323011475236
ACH-000317,-1.896466636669504
ACH-000318,-1.1919930949591853
ACH-000319,-1.277976337887482
ACH-000320,-1.2710040756407357
ACH-000322,-1.20394755049308
ACH-000323,-1.1834248497425324
ACH-000324,-1.3096239935498706
ACH-000329,-1.3541975391924097
ACH-000330,-1.3536544162869724
ACH-000331,-1.4121175454537238
ACH-000332,-1.2180943955818817
ACH-000334,-1.6584869160855182
ACH-000335,-1.1327152254457191
ACH-000336,-1.1546829089520518
ACH-000337,-1.2476444578452754
ACH-000338,-1.2016933630311395
ACH-000339,-1.2427417125602207
ACH-000341,-1.7130449621290684
ACH-000348,-1.3598292450220353
ACH-000350,-1.4471961557555768
ACH-000352,-1.2256963796824931
ACH-000356,-1.1468103520222803
ACH-000361,-1.2541669035895049
ACH-000362,-1.3521433521801896
ACH-000363,-1.4937155095934382
ACH-000364,-1.4015387631009402
ACH-000365,-1.3888931979176709
ACH-000366,-1.393532995499441
ACH-000368,-1.2740297256294115
ACH-000374,-1.316118300912496
ACH-000375,-1.3843520682205657
ACH-000376,-1.4702576906245055
ACH-000381,-1.2167678647240532
ACH-000383,-1.2903586593931335
ACH-000387,-1.4360811333024095
ACH-000389,-1.2699937699872588
ACH-000390,-1.1671056419762715
ACH-000393,-1.3623054949933102
ACH-000395,-1.0493713635970348
ACH-000396,-1.629874217927037
ACH-000397,-1.3517021280557573
ACH-000401,-1.3875933285133002
ACH-000402,-1.865086096442971
ACH-000403,-1.5697679787060714
ACH-000404,-1.557589799051756
ACH-000406,-1.5347256703262842
ACH-000407,-1.3802288134826062
ACH-000408,-0.9990864318260488
ACH-000410,-1.2778144710302322
ACH-000411,-1.4441449066408372
ACH-000414,-1.3765121752329734
ACH-000415,-1.3917252682031942
ACH-000416,-1.2894584532781752
ACH-000420,-1.362351397786589
ACH-000421,-1.3416878208025511
ACH-000424,-1.259182108798291
ACH-000425,-1.1301742650814213
ACH-000426,-1.683395408029044
ACH-000427,-1.3127594925298085
ACH-000433,-1.172024730293221
ACH-000435,-1.4296645027123083
ACH-000436,-1.3422506272291816
ACH-000444,-1.4116626285733032
ACH-000445,-1.1639519728232726
ACH-000448,-1.241917476022463
ACH-000450,-1.263434347420435
ACH-000452,-1.4211754803710697
ACH-000454,-1.2247218206285468
ACH-000458,-1.2677318605868015
ACH-000459,-1.0417659894244005
ACH-000460,-1.2187321173213146
ACH-000461,-1.1985984148088031
ACH-000463,-1.2404376740743557
ACH-000464,-1.2954409072970612
ACH-000466,-1.1700008190781237
ACH-000467,-1.3476190929512573
ACH-000468,-1.2973947183062782
ACH-000469,-1.3901517055837829
ACH-000470,-1.2906899952299808
ACH-000471,-1.3578408785915372
ACH-000472,-1.0904857352336892
ACH-000473,-1.4692945255650516
ACH-000475,-1.1393619321385282
ACH-000476,-1.2866320025429758
ACH-000477,-1.4110231337359644
ACH-000479,-1.2466356932662706
ACH-000480,-1.447041024342803
ACH-000481,-1.5262974421690112
ACH-000483,-1.0299695911468412
ACH-000484,-1.2535814936351668
ACH-000485,-1.1732833072607232
ACH-000486,-1.3050358896426395
ACH-000487,-1.4154928240528353
ACH-000488,-1.1235177774848308
ACH-000490,-1.3431945149560844
ACH-000491,-1.3118616888225232
ACH-000495,-1.4646122984246974
ACH-000496,-1.4021280076972604
ACH-000499,-1.2320874418389989
ACH-000500,-1.686709925331504
ACH-000502,-1.202681846804441
ACH-000503,-1.4235353034473022
ACH-000505,-1.1031364767759322
ACH-000507,-1.2500644397186411
ACH-000510,-1.3992027629324733
ACH-000511,-1.352863961284678
ACH-000512,-1.2998664779644464
ACH-000516,-1.3927850792820775
ACH-000517,-1.3452259802504989
ACH-000518,-1.3950797789480458
ACH-000520,-1.3434771592063846
ACH-000521,-1.2656925702349076
ACH-000522,-1.2184998324939076
ACH-000524,-1.2671800856897086
ACH-000527,-1.2057175083197178
ACH-000528,-1.2742954006335074
ACH-000537,-1.304480994525886
ACH-000541,-1.2937661157235576
ACH-000542,-1.1302226251966212
ACH-000544,-1.2509002832614855
ACH-000545,-1.4412482680390597
ACH-000547,-1.2171060674556804
ACH-000548,-1.0614580901891135
ACH-000549,-0.9159465279863754
ACH-000550,-1.2372251317160226
ACH-000552,-1.5231283621409124
ACH-000556,-1.222714291424864
ACH-000557,-1.5223148450332644
ACH-000569,-1.2073090874085548
ACH-000570,-1.5397606328947258
ACH-000571,-1.0866856570456456
ACH-000573,-1.5675390221166106
ACH-000576,-1.2913872216398017
ACH-000579,-0.9742963370230971
ACH-000580,-1.5490795213951714
ACH-000584,-1.33755518998134
ACH-000585,-1.255218202929108
ACH-000588,-1.6899334579932999
ACH-000589,-1.3347397413447442
ACH-000591,-1.3245030639350628
ACH-000593,-1.1429377908387468
ACH-000600,-1.4279099056925764
ACH-000601,-1.1964650746392884
ACH-000605,-0.842710537866481
ACH-000606,-1.1331591143650084
ACH-000608,-1.4674993665986082
ACH-000614,-1.1786275741809369
ACH-000616,-1.1643607316694546
ACH-000618,-1.4535078805329642
ACH-000619,-1.3376913422645107
ACH-000620,-1.2807741387548974
ACH-000621,-1.3240197190347658
ACH-000622,-1.6031046317377158
ACH-000623,-1.4519631628755
ACH-000624,-1.3981666341234384
ACH-000627,-1.0519229744082559
ACH-000630,-1.2004257076166032
ACH-000631,-1.0384872218972203
ACH-000632,-1.325221928978212
ACH-000633,-1.2787702699062842
ACH-000637,-1.3256437011263058
ACH-000638,-1.270434081445643
ACH-000646,-0.9865195439519736
ACH-000647,-1.2775670203310647
ACH-000648,-1.420439040063889
ACH-000649,-1.3384306094065344
ACH-000651,-1.3284070220770303
ACH-000652,-1.2876210285276466
ACH-000653,-1.3910994317396161
ACH-000657,-1.2655002174496026
ACH-000658,-1.5620794229755908
ACH-000661,-1.3477919241326282
ACH-000662,-1.3919554844444222
ACH-000663,-1.1705116527637536
ACH-000665,-1.2854940423685035
ACH-000671,-1.3145868662012588
ACH-000672,-1.0990017103919203
ACH-000673,-1.1368107838819752
ACH-000676,-1.37671631227355
ACH-000677,-1.4111530063916742
ACH-000681,-1.3738519947855299
ACH-000683,-1.3063879105470768
ACH-000684,-1.587435322773115
ACH-000688,-1.2884000008836554
ACH-000693,-1.2455111200108675
ACH-000694,-1.1381837225713094
ACH-000695,-1.517891044909366
ACH-000696,-1.2989145033687786
ACH-000697,-1.5015547384774452
ACH-000699,-1.353191499142531
ACH-000701,-1.164279736148214
ACH-000706,-1.4914991209367865
ACH-000711,-1.3111795507157085
ACH-000713,-1.4008216061218317
ACH-000714,-1.307771213697779
ACH-000718,-1.4344766751448206
ACH-000720,-1.4069669574176884
ACH-000721,-1.3508950246120437
ACH-000724,-1.6122054137943551
ACH-000725,-1.4473927814967176
ACH-000732,-1.1884063895704788
ACH-000734,-1.2726107816261376
ACH-000735,-1.2231431984125158
ACH-000736,-1.4486305616102215
ACH-000738,-1.2296238164083817
ACH-000746,-1.4221681264528292
ACH-000747,-1.3312565164487948
ACH-000748,-1.2868899470296282
ACH-000753,-1.4237484260780422
ACH-000756,-1.4491164526827442
ACH-000757,-1.2767801655173558
ACH-000758,-1.1856453981687158
ACH-000760,-1.1836908585982728
ACH-000762,-1.4244004817272715
ACH-000763,-2.061824958503591
ACH-000764,-1.4110487794724331
ACH-000765,-1.4189630820188577
ACH-000766,-1.39175507239971
ACH-000767,-1.4818287050736352
ACH-000768,-1.28488836080369
ACH-000769,-1.4351723569090542
ACH-000770,-1.3085480964358749
ACH-000771,-1.0716819881969124
ACH-000773,-1.3760365419309162
ACH-000776,-1.3478878761926574
ACH-000777,-1.4866908003832648
ACH-000778,-1.1738632906355435
ACH-000781,-1.4847752471238778
ACH-000782,-1.1741059937590606
ACH-000783,-1.5727438315439588
ACH-000784,-1.2455821761582857
ACH-000785,-1.4748136136225154
ACH-000787,-1.298719894838862
ACH-000788,-1.3120250662354414
ACH-000791,-1.3765083831125624
ACH-000792,-1.5403331387388102
ACH-000794,-1.1379553056991425
ACH-000796,-1.2352176965123922
ACH-000798,-1.6844156572051276
ACH-000799,-1.4934048423979664
ACH-000800,-1.333845888387929
ACH-000802,-1.2639056633133876
ACH-000804,-1.3435724703491336
ACH-000805,-1.114400801960982
ACH-000809,-1.2038592653736726
ACH-000810,-1.4378775626759608
ACH-000811,-1.238433623467581
ACH-000817,-1.5775782341679363
ACH-000819,-1.21953716609774
ACH-000820,-1.6756615988360493
ACH-000821,-1.7842998161139083
ACH-000822,-1.2991880418145882
ACH-000823,-1.2134130541740782
ACH-000824,-1.1226680784591403
ACH-000827,-1.3817301940482811
ACH-000829,-1.2765766852156268
ACH-000831,-1.3238486248271757
ACH-000832,-1.3695902331017606
ACH-000833,-1.4881908262913042
ACH-000834,-1.354464744295023
ACH-000835,-1.19423077724042
ACH-000836,-1.298127723425475
ACH-000837,-1.200100877346214
ACH-000838,-1.4224390183820763
ACH-000839,-1.2382124090815447
ACH-000840,-1.4231131194565794
ACH-000841,-1.2826849633807509
ACH-000843,-1.1693116795321867
ACH-000846,-1.341472471927354
ACH-000847,-1.2966210839533878
ACH-000848,-1.4080819763425696
ACH-000849,-1.0704698826363446
ACH-000851,-1.5138336790547713
ACH-000855,-1.5306095657480994
ACH-000856,-1.2503624481473183
ACH-000858,-1.3233863246035933
ACH-000859,-1.4232998244710438
ACH-000861,-1.4662205944592583
ACH-000862,-1.143877548964457
ACH-000865,-1.3354382090743468
ACH-000866,-1.3532524873041138
ACH-000867,-1.3054012984860517
ACH-000869,-1.4374523316675012
ACH-000872,-1.3446316128439637
ACH-000873,-1.2391536345789125
ACH-000876,-1.3971544108174858
ACH-000878,-1.2349681823588747
ACH-000880,-1.211560118953537
ACH-000881,-1.38648665227825
ACH-000882,-1.433738087449032
ACH-000884,-1.4434801456278743
ACH-000885,-1.3093744617134897
ACH-000887,-1.1257455087041717
ACH-000889,-1.2244972985308145
ACH-000896,-1.382818385672775
ACH-000898,-1.2673002006865537
ACH-000900,-1.3041901174793384
ACH-000901,-1.1943947686934842
ACH-000905,-1.351475758585324
ACH-000906,-1.314088446258142
ACH-000907,-1.4625455169554074
ACH-000910,-1.0247578015434404
ACH-000911,-1.2814329157572129
ACH-000912,-1.2746569215863932
ACH-000913,-1.387010189619067
ACH-000915,-1.201801533002834
ACH-000916,-1.4955319771364202
ACH-000917,-1.2946838169926205
ACH-000920,-1.1521860260171155
ACH-000921,-1.3989557574882727
ACH-000924,-1.1028893159455977
ACH-000926,-1.3486738410761716
ACH-000928,-1.2408880977879841
ACH-000929,-1.338343947012642
ACH-000932,-1.3254402535602074
ACH-000935,-1.3903870949187662
ACH-000936,-1.2053789359472336
ACH-000937,-1.4121278512124895
ACH-000938,-1.2712333042532418
ACH-000939,-1.1107525278722647
ACH-000941,-1.2710812170215178
ACH-000943,-1.3170933846856985
ACH-000946,-1.2998609413977296
ACH-000947,-1.4079255860690565
ACH-000948,-1.4525891029987468
ACH-000950,-1.4803475683242562
ACH-000953,-1.1641077202459542
ACH-000954,-1.069696725648018
ACH-000957,-1.3391672971776734
ACH-000958,-1.2782639491962255
ACH-000960,-1.0834092585066033
ACH-000963,-1.2518010908246373
ACH-000968,-1.1780754980667123
ACH-000969,-1.5481959061023765
ACH-000972,-1.4056179536173985
ACH-000973,-1.1087249100053786
ACH-000974,-1.3135452483437358
ACH-000978,-0.9342439893386856
ACH-000984,-1.2438677406259522
ACH-000986,-1.4024008765746685
ACH-000988,-1.3808298872499396
ACH-000993,-1.4005194936997876
ACH-000994,-1.6458911037429491
ACH-000996,-1.2085623169933468
ACH-001001,-1.1062219343277482
ACH-001020,-1.1878666014508854
ACH-001028,-1.4415868446448337
ACH-001031,-1.3735596308884843
ACH-001038,-1.3657572802135227
ACH-001048,-1.3862468822120622
ACH-001050,-1.287827670257376
ACH-001053,-1.6448249246895732
ACH-001054,-1.2097087934199124
ACH-001061,-1.025047098734933
ACH-001067,-1.2459954570277822
ACH-001075,-1.4890904271647358
ACH-001096,-1.2800030723517009
ACH-001111,-1.368735417366587
ACH-001119,-1.2612411116666435
ACH-001128,-0.9775285115565544
ACH-001134,-1.3105676054191575
ACH-001151,-1.2325781288279196
ACH-001163,-1.2951284253315245
ACH-001164,-1.1281027855798784
ACH-001183,-1.5131553410157974
ACH-001192,-1.5226450077679174
ACH-001193,-1.2626401112350267
ACH-001196,-1.4421577011672866
ACH-001197,-1.289243724598241
ACH-001205,-1.116723155352624
ACH-001211,-1.0191645767968072
ACH-001212,-1.4988413988228912
ACH-001228,-1.2234606045347989
ACH-001232,-1.2119173064116189
ACH-001239,-1.15794857652062
ACH-001270,-1.0733224388189408
ACH-001274,-1.2170369744720255
ACH-001275,-1.2901181413546183
ACH-001277,-1.5188224317695618
ACH-001278,-1.1972611844827241
ACH-001280,-1.4731849098033978
ACH-001283,-1.3895627692432426
ACH-001289,-1.281726249373581
ACH-001300,-1.5667176636273985
ACH-001301,-1.2113990864404958
ACH-001302,-1.1122430922326707
ACH-001306,-1.2118650766494858
ACH-001318,-1.4971356828543316
ACH-001322,-1.6671858372829886
ACH-001328,-1.1031650469683385
ACH-001332,-1.3381748227117898
ACH-001336,-1.3011645313475084
ACH-001346,-1.335146833205845
ACH-001353,-1.2167265209186808
ACH-001354,-1.7031330402226037
ACH-001367,-1.338741803707486
ACH-001368,-1.3439611714367483
ACH-001374,-1.2971629237665776
ACH-001377,-1.2600634766862746
ACH-001380,-1.244481119800516
ACH-001391,-1.3704227672372564
ACH-001408,-1.5350828025444858
ACH-001430,-1.019688725690986
ACH-001431,-1.1096564752595783
ACH-001450,-1.378505979143666
ACH-001496,-1.2840952319854555
ACH-001500,-1.3350703863674762
ACH-001523,-1.4145460936178191
ACH-001532,-1.2234576333276002
ACH-001550,-1.3738792823027333
ACH-001552,-1.5021392508216838
ACH-001554,-1.3969086183366335
ACH-001654,-1.171990144628389
ACH-001735,-1.4180950259254672
ACH-001736,-1.353931970517649
ACH-001737,-0.9053115151586314
ACH-001740,-1.4506216025792873
ACH-001745,-1.2150445243124022
ACH-001765,-1.2925249650412698
