,ECE1 (1889)
ACH-000004,0.0266095924923777
ACH-000005,-0.07883075456392087
ACH-000007,0.010290495950411892
ACH-000009,-0.13633543044943142
ACH-000011,0.11663876756675692
ACH-000012,-0.08969214460382761
ACH-000013,-0.13364237902839216
ACH-000014,-0.16291738184170185
ACH-000015,-0.10349229169693117
ACH-000017,-0.0029193306694424285
ACH-000018,-0.07836891627902677
ACH-000019,0.09779670664680487
ACH-000021,-0.09707953421541718
ACH-000022,-0.08494793579665945
ACH-000025,-0.03709912700102959
ACH-000028,0.09516512932289722
ACH-000030,-0.12144719850194845
ACH-000035,-0.1366034174360512
ACH-000036,-0.04086305916033112
ACH-000037,-0.0990946290005135
ACH-000039,-0.11405265086058805
ACH-000040,-0.2190644772720804
ACH-000041,-0.2827020040629743
ACH-000042,-0.09841363583684873
ACH-000045,-0.017152218247956316
ACH-000047,-0.025989859735633284
ACH-000052,-0.16727493139060104
ACH-000053,-0.09207196597749168
ACH-000054,-0.06591069865014752
ACH-000055,-0.06382626709928979
ACH-000060,-0.057654219201448025
ACH-000067,-0.04098996256610783
ACH-000070,0.07730063579041409
ACH-000075,0.10544832242296187
ACH-000078,-0.04284569557426087
ACH-000082,0.006453880565941471
ACH-000085,-0.2882785142380093
ACH-000086,-0.08644278189969477
ACH-000087,0.21089439795962972
ACH-000092,-0.14448760454543585
ACH-000095,-0.028442012223663368
ACH-000097,-0.08462053826243726
ACH-000098,-0.02313527753351726
ACH-000099,-0.11958758959644797
ACH-000108,-0.19444877761975385
ACH-000113,-0.12033076347534805
ACH-000116,0.019961703143724887
ACH-000118,-0.040121253358289706
ACH-000120,-0.1274272505936995
ACH-000123,0.07317416737532546
ACH-000127,-0.07141186645595518
ACH-000128,-0.3490406245579351
ACH-000132,-0.0069629074591638475
ACH-000133,-0.10088840890225903
ACH-000137,0.03620484776905042
ACH-000138,-0.08414514601321871
ACH-000142,-0.15039957704752954
ACH-000143,-0.1176729878477681
ACH-000146,-0.10491338005304524
ACH-000148,-0.12488388521793095
ACH-000150,-0.2366944206587913
ACH-000152,-0.19430714345794653
ACH-000153,-0.14901350455493242
ACH-000159,-0.06575104416417388
ACH-000160,-0.13433225449725605
ACH-000163,-0.07252525422713338
ACH-000167,-0.2564184199042382
ACH-000168,-0.03010367554648605
ACH-000169,-0.0991517344383964
ACH-000178,0.004656901287897568
ACH-000183,-0.1184886700425956
ACH-000188,-0.11049747417801273
ACH-000189,-0.2072027140939843
ACH-000190,-0.2455895360239305
