,MYOCD (93649)
ACH-000004,0.13347053182663535
ACH-000005,-0.008204238055587041
ACH-000007,0.12190450372678804
ACH-000009,0.06849247084786894
ACH-000011,0.0050397125667259466
ACH-000012,0.21451437726143344
ACH-000013,0.08076505479029382
ACH-000014,0.18914588429335905
ACH-000015,0.17245055942330345
ACH-000017,0.18875299852864247
ACH-000018,0.2935445879829005
ACH-000019,0.1327827257574995
ACH-000021,0.16680662895094628
ACH-000022,-0.016399006856266968
ACH-000025,0.10136662001525457
ACH-000028,0.1685720657282102
ACH-000030,0.18957862889971985
ACH-000035,-0.008813176241419382
ACH-000036,0.07718625302714835
ACH-000037,0.1994825953310881
ACH-000039,0.10606202904808812
ACH-000040,0.13500856514840406
ACH-000041,0.0941586688325676
ACH-000042,0.049113731518900416
ACH-000045,0.22045639093460606
ACH-000047,0.2459633511131017
ACH-000052,0.09097724708410236
ACH-000053,0.16998742635905692
ACH-000054,0.14121309097161827
ACH-000055,0.32578679439153196
ACH-000060,0.02535852117337458
ACH-000067,0.07236816197240989
ACH-000070,0.21825628169658973
ACH-000075,0.04434006848293778
ACH-000078,0.22538115260314576
ACH-000082,0.17236863628683258
ACH-000085,0.18763200306634345
ACH-000086,0.1951070143050427
ACH-000087,0.24572387769422155
ACH-000092,0.26278108904920405
ACH-000095,0.06740907391397162
ACH-000097,0.1080886156128894
ACH-000098,0.1961048609930976
ACH-000099,0.09727950640299013
ACH-000108,0.18679362748863584
ACH-000113,0.04867434870553337
ACH-000116,0.16802084594693878
ACH-000118,0.14001715258829908
ACH-000120,0.17209610401553085
ACH-000123,0.12135075599813312
ACH-000127,0.1402164167322746
ACH-000128,0.2337933014151636
ACH-000132,0.18379048199942072
ACH-000133,0.08091835392581982
ACH-000137,0.0507185843042882
ACH-000138,0.13020475287082806
ACH-000142,0.061553972787485076
ACH-000143,0.08408197719766543
ACH-000146,0.20450085909492186
ACH-000148,0.15413376395083175
ACH-000150,0.189086274501872
ACH-000152,0.09936115290378504
ACH-000153,0.1123141168668322
ACH-000159,0.16918022925862888
ACH-000160,0.36120042321268064
ACH-000163,0.11259912364841845
ACH-000167,0.7391038029991945
ACH-000168,0.1693327742884115
ACH-000169,0.14820262910131135
ACH-000178,0.09196910701811042
ACH-000183,0.05628606387551676
ACH-000188,0.09743728967576276
ACH-000189,0.12281751515600993
ACH-000190,0.19475498030721491
ACH-000198,0.20122243064131895
ACH-000203,-0.06357238800022894
ACH-000204,0.20608816449426645
ACH-000206,0.16870141622067122
ACH-000207,0.22683594697321696
ACH-000208,-0.1342525497210989
ACH-000210,0.013378308441771887
ACH-000211,0.1562846999864558
ACH-000215,0.16989697330682246
ACH-000221,0.03932289744231428
ACH-000222,0.049593828510790035
ACH-000223,0.09892268053006308
ACH-000226,0.05011125206337064
ACH-000227,0.19917911756186152
ACH-000228,0.14989993850143232
ACH-000231,0.2457337201002473
ACH-000232,0.1440604335669454
ACH-000233,0.1207148748587165
ACH-000234,0.13911537695221166
ACH-000235,0.14921827423337364
ACH-000237,0.17169769635195942
ACH-000238,0.01576195947411077
ACH-000242,0.17823171172288022
ACH-000243,0.11733447467923193
ACH-000244,0.06999092168897494
ACH-000246,0.12079577776356965
ACH-000248,0.1825620161948976
ACH-000250,0.1459025318001806
ACH-000251,0.2685383656862753
ACH-000252,-0.06556709362329463
ACH-000253,0.13800531674166822
ACH-000255,0.17981943568535305
ACH-000256,0.2547322234353191
ACH-000257,0.06034477434587832
ACH-000258,-0.03958824908013366
ACH-000259,0.08042724126011107
ACH-000260,0.12804090304260876
ACH-000261,0.20472549360162906
ACH-000262,0.35175338043450977
ACH-000263,0.2521417246325025
ACH-000264,0.15654778644649306
ACH-000265,0.0861454509152472
ACH-000266,0.16260002857418518
ACH-000272,0.10511189324124104
ACH-000274,0.1323949425047665
ACH-000277,0.16053714160191726
ACH-000278,0.10234559894948672
ACH-000279,0.19231924962407995
ACH-000280,0.12891509127550094
ACH-000281,0.13272962665304575
ACH-000288,0.07542596787459334
ACH-000291,0.23191778069358396
ACH-000293,0.19469650503778027
ACH-000294,0.2174620192550793
ACH-000295,-0.05372569714776243
ACH-000296,0.20357117321713405
ACH-000302,0.12803839869355418
ACH-000304,-0.0012710240871271813
ACH-000307,0.2780443304164116
ACH-000308,0.1976548367362881
ACH-000310,0.004300535905207616
ACH-000311,0.2372216133278875
ACH-000312,0.07149771563673116
ACH-000315,0.15001701948257554
ACH-000316,0.14795198395388345
ACH-000317,0.3384726445731417
ACH-000318,0.07960367829356367
ACH-000319,0.22683298872055954
ACH-000320,0.19153905133992186
ACH-000322,0.2222956315750163
ACH-000323,0.05497799480405618
ACH-000324,0.17106644147558964
ACH-000329,0.18854963926860455
ACH-000330,0.0105209720048637
ACH-000331,0.1761716019372769
ACH-000332,0.12425485594710285
ACH-000334,0.13132024861543426
ACH-000335,0.2584172764045637
ACH-000336,0.3539505464883086
ACH-000337,0.2146584124311768
ACH-000338,0.2774575207563905
ACH-000339,0.07510196950601145
ACH-000341,0.25461015061035325
ACH-000348,0.2275856056864308
ACH-000350,0.1578540154338849
ACH-000352,0.09777690094338214
ACH-000356,0.1379561449154148
ACH-000361,0.17430394474315727
ACH-000362,0.11037679530002456
ACH-000363,0.16495159208447055
ACH-000364,0.15644299474061804
ACH-000365,0.16490643068972974
ACH-000366,0.21503763860017344
ACH-000368,0.24394009045430856
ACH-000374,0.1862924942594021
ACH-000375,0.29296161945133603
ACH-000376,0.2405011264127184
ACH-000381,0.17339265198152054
ACH-000383,0.0911500334473443
ACH-000387,0.172963354184879
ACH-000389,0.14255230634957305
ACH-000390,0.21348434037238448
ACH-000393,0.230649126079968
ACH-000395,0.14776374493264685
ACH-000396,0.20441348713016766
ACH-000397,0.16658651785305675
ACH-000401,0.03592664538548016
ACH-000402,0.14144077287992807
ACH-000403,0.18082507053343605
ACH-000404,0.3757355918391319
ACH-000406,0.2015866181491151
ACH-000407,0.10706406061124528
ACH-000408,0.1998783421188643
ACH-000410,0.11694500298130522
ACH-000411,0.21022834898970785
ACH-000414,0.24188953053638604
ACH-000415,0.1340275464982916
ACH-000416,0.1549228840877199
ACH-000420,0.14962921046557334
ACH-000421,0.22749873399226045
ACH-000424,0.21791054385539893
ACH-000425,0.17456652446560736
ACH-000426,0.23830878131186856
ACH-000427,0.19813603535861807
ACH-000433,0.17069849999642273
ACH-000435,0.1180003447775859
ACH-000436,0.04783158083812125
ACH-000444,0.13640245145394558
ACH-000445,0.19201152385394848
ACH-000448,0.05822545636095619
ACH-000450,0.31856490086419115
ACH-000452,0.12045338095801793
ACH-000454,0.06872690856195968
ACH-000458,0.1366849159114402
ACH-000459,0.21811170329131366
ACH-000460,0.08902059090418962
ACH-000461,0.23687491077042094
ACH-000463,0.2227264805899236
ACH-000464,0.0976444581648122
ACH-000466,0.030589798102096083
ACH-000467,0.1729809180963195
ACH-000468,0.21530650451845754
ACH-000469,0.14295543508241046
ACH-000470,0.17044021470813195
ACH-000471,0.14307731053303566
ACH-000472,0.2256681019503543
ACH-000473,0.14138175872576114
ACH-000475,0.12151351026035688
ACH-000476,0.15503762641240634
ACH-000477,0.20934291005661826
ACH-000479,0.12396603153114502
ACH-000480,0.2512910316573961
ACH-000481,0.10049832005707736
ACH-000483,0.0231498481056593
ACH-000484,0.2003012477657697
ACH-000485,0.1790541172025751
ACH-000486,0.12240552127334504
ACH-000487,0.09176178664505527
ACH-000488,0.14986615707320775
ACH-000490,0.21873884957490464
ACH-000491,0.1268161935596104
ACH-000495,0.3415224123108012
ACH-000496,0.1914722342493142
ACH-000499,0.20857935935421185
ACH-000500,-0.08102808747669603
ACH-000502,0.27780083358933283
ACH-000503,0.2032062367949856
ACH-000505,0.1707958849174532
ACH-000507,0.17666952562306348
ACH-000510,0.18178409921206864
ACH-000511,0.158404892052458
ACH-000512,-0.004897222379668243
ACH-000516,0.1399634033554388
ACH-000517,0.2069073026308165
ACH-000518,0.2377074172902709
ACH-000520,0.22131392080791015
ACH-000521,0.2687713244404483
ACH-000522,0.1982568209286135
ACH-000524,0.2281697485950877
