,SMO (6608)
ACH-000178,-0.07681949346567822
ACH-000183,-0.10603253820544987
ACH-000188,-0.11911612320250488
ACH-000189,-0.08626015392708868
ACH-000190,0.06383576554136215
ACH-000198,-0.15856705194833615
ACH-000203,-0.3003403888205297
ACH-000204,-0.13787650315333574
ACH-000206,0.019231672640832316
ACH-000207,0.1145959094937086
ACH-000208,-0.18315937652637432
ACH-000210,-0.040036658600692505
ACH-000211,-0.08237127318825882
ACH-000215,-0.029098373768458363
ACH-000221,-0.08742130702106618
ACH-000222,-0.13329180586369366
ACH-000223,-0.1564230716386868
ACH-000226,-0.11583288100349025
ACH-000227,0.007864267402499205
ACH-000228,-0.01592192212862617
ACH-000231,-0.030110620184886368
ACH-000232,-0.14085755326464292
ACH-000233,-0.03411286878007377
ACH-000234,-0.06142489755562835
ACH-000235,-0.07083624910665882
ACH-000237,-0.07225763420576081
ACH-000238,-0.15301434330534605
ACH-000242,0.03561415507105383
ACH-000243,-0.07744344450034915
ACH-000244,-0.29034018367423786
ACH-000246,-0.11104296027461336
ACH-000248,-0.11797701161587745
ACH-000250,-0.16848523006551325
ACH-000251,0.042156738248512016
ACH-000252,-0.12736572574235655
ACH-000253,-0.31126095948826904
ACH-000255,-0.03707913266926709
ACH-000256,-0.07689678880278505
ACH-000257,-0.2452850196966876
ACH-000258,-0.2520722592790324
ACH-000259,-0.08202253747823747
ACH-000260,-0.1584976271901402
ACH-000261,-0.011647143665459984
ACH-000262,-0.24687054651792106
ACH-000263,0.04802322351880993
ACH-000264,-0.05233737639916142
ACH-000265,0.026533100812456016
ACH-000266,-0.09234538961497356
ACH-000272,-0.03001720916784908
ACH-000274,-0.07942402735492245
ACH-000277,-0.1980599288835355
ACH-000278,-0.24001982918384426
ACH-000279,-0.14525693569945514
ACH-000280,-0.08636862701831591
ACH-000281,-0.18214890609757345
ACH-000288,-0.1760282445770578
ACH-000291,0.013159741439326586
ACH-000293,-0.21469253400151467
ACH-000294,-0.11361446414488655
ACH-000295,-0.0048698699663396045
ACH-000296,-0.017107363929805428
ACH-000302,-0.05724673875169967
ACH-000304,0.22167266173769348
ACH-000307,-0.12929838628483076
ACH-000308,-0.0340468801726432
ACH-000310,-0.0818353733723215
ACH-000311,-0.17161056644207565
ACH-000312,-0.12166593495683667
ACH-000315,-0.16199544189318296
ACH-000316,-0.13139272174001682
ACH-000317,-0.2131400168094392
ACH-000318,-0.19308531395793616
ACH-000319,-0.09918375491527416
ACH-000320,-0.16818308595012044
ACH-000322,-0.11576614550599028
ACH-000323,-0.17682567379033132
ACH-000324,-0.02742678162814984
ACH-000329,-0.13228034192823115
ACH-000330,-0.0719735030937041
ACH-000331,-0.12038514953852672
ACH-000332,-0.09382691602826126
ACH-000334,-0.13931608188803787
ACH-000335,-0.0005320851303541414
ACH-000336,-0.1480155614953887
ACH-000337,-0.18585647346063186
ACH-000338,0.5272963346247348
ACH-000339,-0.13004485190014625
ACH-000341,-0.13850104065483915
ACH-000348,-0.17965043484400486
ACH-000350,-0.05663764895346971
ACH-000352,0.011408386409370024
ACH-000356,-0.07713483488610175
ACH-000361,-0.17227788508524386
ACH-000362,-0.10252176393040424
ACH-000363,-0.1497658796067062
ACH-000364,-0.012055135392472277
ACH-000365,-0.1850929260099673
ACH-000366,-0.10031119474544
ACH-000368,-0.09457976798163722
ACH-000374,-0.1844948634591344
ACH-000375,-0.1141797112250615
ACH-000376,-0.0758448753875792
ACH-000381,-0.2380334940266068
ACH-000383,-0.04794906328528995
ACH-000387,-0.22312024812089648
ACH-000389,0.032362745328335864
ACH-000390,-0.029867116343386887
ACH-000393,-0.15675130386110048
ACH-000395,-0.039025120250850684
ACH-000396,-0.059154862147534126
ACH-000397,-0.1640625771574549
ACH-000401,-0.007975460418752045
ACH-000402,-0.06438636695027737
ACH-000403,-0.1352973992658858
ACH-000404,0.0008638681112228143
ACH-000406,-0.11844195635384942
ACH-000407,-0.1037971775435684
ACH-000408,-0.25748943027341764
ACH-000410,-0.1547489833895616
ACH-000411,0.10665552935764676
ACH-000414,-0.05710660393355293
ACH-000415,-0.13154922451066708
ACH-000416,-0.0033849475534542066
ACH-000420,-0.20029194278605392
ACH-000421,-0.1776968624605705
ACH-000424,0.0674795471310348
ACH-000425,-0.09753096771297501
ACH-000426,-0.029757841520829137
ACH-000427,-0.11779304153009687
ACH-000433,0.010234992969216624
ACH-000435,-0.17925674746629158
ACH-000436,-0.037936681118470456
ACH-000444,-0.1009521168429919
ACH-000445,-0.1883641325014252
ACH-000448,-0.06010245990448295
ACH-000450,0.012472385917753672
ACH-000452,-0.17449061434170948
ACH-000454,0.056933102237983174
ACH-000458,-0.13231254072989296
ACH-000459,0.06882196658737699
ACH-000460,0.013344731711664592
ACH-000461,-0.1544776287859625
ACH-000463,-0.05960568839883885
ACH-000464,-0.09971581878835012
ACH-000466,-0.281108830618732
ACH-000467,-0.006813475901214175
ACH-000468,-0.15840105058337456
ACH-000469,-0.12350180703964304
ACH-000470,0.09805943910875722
ACH-000471,-0.07035295036541771
ACH-000472,-0.09920756547501572
ACH-000473,-0.033327550993690856
ACH-000475,-0.0637699822202849
ACH-000476,0.012723942356577877
ACH-000477,-0.08304318977763152
ACH-000479,-0.16957145620145547
ACH-000480,-0.13626014076486795
ACH-000481,-0.08470195518507095
ACH-000483,-0.15010819064367167
ACH-000484,-0.038187810681103766
ACH-000485,-0.08415739266020304
ACH-000486,0.024452082351879453
ACH-000487,-0.1285190285637081
ACH-000488,-0.09283361079709264
ACH-000490,-0.06901622740670874
ACH-000491,-0.3384500927117796
ACH-000495,-0.006109480522088578
ACH-000496,-0.04866064634376885
ACH-000499,-0.16770669852469924
ACH-000500,-0.26442533957420555
ACH-000502,-0.028014787770845238
ACH-000503,-0.2550554156723097
ACH-000505,-0.15286239317149194
ACH-000507,-0.12283218177742143
ACH-000510,-0.0911462478019574
ACH-000511,-0.01839256586327988
ACH-000512,-0.019393644372597912
ACH-000516,-0.07048734166404011
ACH-000517,-0.08034920374409532
ACH-000518,-0.07130258222145673
ACH-000520,-0.17306977879728574
ACH-000521,-0.03373185452783296
ACH-000522,-0.12045584830371213
ACH-000524,-0.11314184528833172
ACH-000527,0.003457141357920257
ACH-000528,-0.026813681812765208
ACH-000537,0.10731755353200437
ACH-000541,0.07541733882696051
ACH-000542,-0.2043155732138993
ACH-000544,-0.13826945265850005
ACH-000545,-0.11950709327476287
ACH-000547,-0.18862278164916035
ACH-000548,-0.0494757301804584
ACH-000549,0.016521665337438332
ACH-000550,-0.13999005569614184
ACH-000552,-0.232087310047326
ACH-000556,-0.053746260095269616
ACH-000557,-0.15217723913921816
ACH-000569,0.027233176232651018
ACH-000570,-0.02052669050331023
ACH-000571,-0.11040997962950208
ACH-000573,-0.13915569523711074
ACH-000576,-0.18643702865183825
ACH-000579,0.1231969638047312
ACH-000580,0.004797123847531461
ACH-000584,-0.08696008240658787
ACH-000585,-0.07467173275914543
ACH-000588,-0.10828176568609182
ACH-000589,-0.003885287880181848
ACH-000591,-0.1300386858549809
ACH-000593,-0.10930257575666573
ACH-000600,-0.16288972349590175
ACH-000601,0.03515874511554549
ACH-000605,-0.21897353573030715
ACH-000606,-0.09531711750074802
ACH-000608,-0.15637904879075695
ACH-000614,-0.11080961381816967
ACH-000616,-0.1886770136938036
ACH-000618,-0.04505016361620312
ACH-000619,-0.07046784230728775
ACH-000620,-0.04411223288140867
ACH-000621,-0.13391224397868493
ACH-000622,-0.11109253238438874
ACH-000623,-0.09806964266470447
ACH-000624,-0.033485462354996866
ACH-000627,-0.11834617118225248
ACH-000630,-0.1839794149591335
ACH-000631,0.3013836411168416
ACH-000632,-0.18190533778652693
ACH-000633,-0.11222751876159352
ACH-000637,-0.02192326305102473
ACH-000638,-0.047778846275797364
ACH-000646,-0.06666486102447956
ACH-000647,0.008328599831212088
ACH-000648,-0.05532490061117098
ACH-000649,-0.15760182449650445
ACH-000651,-0.010796303132133265
ACH-000652,-0.35301061448435017
ACH-000653,-0.19249521392437932
ACH-000657,-0.08685724521989148
ACH-000658,-0.17487231242314402
ACH-000661,-0.06484018056475413
ACH-000662,-0.08556222064612931
ACH-000663,-0.09397484869358563
ACH-000665,-0.12198459173079924
ACH-000671,-0.13389741114781142
ACH-000672,-0.367846151616228
ACH-000673,-0.12722621300370998
ACH-000676,-0.1926310973714867
ACH-000677,-0.06872564687331667
ACH-000681,-0.18464187889146536
ACH-000683,-0.0964226677536847
ACH-000684,-0.2030429217853151
ACH-000688,-0.14864778127065073
ACH-000693,-0.01799438560224673
ACH-000694,-0.12773923072852955
ACH-000695,0.06978959309928319
ACH-000696,-0.04278612575642808
ACH-000697,0.1595832044031763
ACH-000699,-0.00938758895608231
ACH-000701,-0.07676866287156572
ACH-000706,0.02894348291464025
ACH-000711,0.029155350408510017
ACH-000713,-0.24059907403522635
ACH-000714,-0.19197374360077551
ACH-000718,-0.22490251073388776
ACH-000720,-0.0469251539316033
ACH-000721,-0.07093504973746398
ACH-000724,-0.2683256347065093
ACH-000725,0.012301515252133868
ACH-000732,-0.17450961466855028
ACH-000734,0.03651560811477672
ACH-000735,-0.09445870892151252
ACH-000736,-0.1623732858404618
ACH-000738,-0.014483486893622043
ACH-000746,-0.18916881940102
ACH-000747,0.05764149058472505
ACH-000748,-0.2032626329153467
ACH-000753,-0.09681163401219203
ACH-000756,-0.055500043628727215
ACH-000757,0.026604623065982044
ACH-000758,-0.0641323946948549
ACH-000760,-0.030642068307341837
ACH-000762,-0.09323208112474128
ACH-000763,-0.19898847538224912
ACH-000764,-0.20234745204040108
ACH-000765,0.0029546946159971915
ACH-000766,-0.13833688406671912
ACH-000767,-0.08967787977360532
ACH-000768,-0.08776503277252902
ACH-000769,-0.12497793151328385
ACH-000770,-0.15647981563243146
ACH-000771,-0.04658949026140583
ACH-000773,-0.11745419357573834
ACH-000776,-0.17979429293253316
ACH-000777,-0.12417437391339925
ACH-000778,-0.15864609244702327
ACH-000781,-0.14690080833485414
ACH-000782,-0.16032639798978918
ACH-000783,-0.1854261248152616
ACH-000784,-0.08699711955870937
ACH-000785,-0.26216548294123165
ACH-000787,-0.028672049313248682
ACH-000788,-0.1637757763744376
ACH-000791,-0.13542110498266388
ACH-000792,-0.04441309742966164
ACH-000794,-0.07842201685133061
ACH-000796,-0.08955959923599383
ACH-000798,0.0723113823833291
ACH-000799,-0.1432558841720459
ACH-000800,0.00166774890352139
ACH-000802,-0.07915259250675863
ACH-000804,0.05783651723730005
ACH-000805,-0.01957343233644708
ACH-000809,-0.12234827531104008
ACH-000810,-0.2129125161841657
ACH-000811,-0.16999843028243175
ACH-000817,0.041969512812420735
ACH-000819,-0.11253216022708937
ACH-000820,-0.1766066240291397
ACH-000821,-0.023346383429460417
ACH-000822,0.1004866104350485
ACH-000823,-0.017390709540323582
ACH-000824,-0.20273681540348595
ACH-000827,-0.14220951371459478
ACH-000829,0.06678797551059901
ACH-000831,0.01898101941150511
ACH-000832,-0.01574289661342823
ACH-000833,-0.14663049698647254
ACH-000834,-0.14869938924820894
ACH-000835,-0.04157009949723253
ACH-000836,-0.06765295374753892
ACH-000837,0.003968083925759086
ACH-000838,-0.2606459648856776
ACH-000839,-0.006100116334293685
ACH-000840,-0.1499929315412944
ACH-000841,-0.2720886684080686
ACH-000843,0.1001872604309702
ACH-000846,0.003594986264399264
ACH-000847,-0.3551359789918517
ACH-000848,-0.12646620446347326
ACH-000849,-0.23910564421614536
ACH-000851,-0.09226189677101236
ACH-000855,0.11504021013494048
ACH-000856,-0.2253776514842487
ACH-000858,-0.053593279004667024
ACH-000859,0.005135013697678182
ACH-000861,-0.1286947525222439
ACH-000862,-0.11831259888940948
ACH-000865,-0.1907481661608245
ACH-000866,-0.020799921473692785
ACH-000867,-0.11278534513207455
ACH-000869,-0.07919899901811729
ACH-000872,0.0710173018428275
ACH-000873,-0.310636663197848
ACH-000876,-0.007376898508446219
ACH-000878,-0.1781081657037407
ACH-000880,-0.16195795715280267
ACH-000881,-0.03986890921846554
ACH-000882,-0.2223010889263133
ACH-000884,-0.1525105948907852
ACH-000885,-0.05692898310924311
ACH-000887,-0.06990414852171703
ACH-000889,-0.21869622744706912
ACH-000896,-0.1924145996496254
ACH-000898,-0.0212366864777756
ACH-000900,-0.046616532049454505
ACH-000901,-0.13080341513055518
ACH-000905,-0.13655160601915292
ACH-000906,-0.15602605113963694
ACH-000907,0.026512067353419228
ACH-000910,-0.10629132950959452
ACH-000911,-0.13047881318416807
ACH-000912,-0.005886136889713977
ACH-000913,-0.14272705012868114
ACH-000915,0.020887922428975126
ACH-000916,0.07250936776693936
ACH-000917,-0.054195863492889185
ACH-000920,-0.11834493902094062
ACH-000921,-0.04970186432772418
ACH-000924,-0.12458803780354186
ACH-000926,-0.23052245824344936
ACH-000928,-0.1117003583802242
ACH-000929,-0.2778915503739695
ACH-000932,-0.0835483658194183
ACH-000935,-0.10781097334246348
ACH-000936,-0.21313065199866124
ACH-000937,-0.10241594049029656
ACH-000938,-0.03709044741341716
ACH-000939,-0.08306428682342124
ACH-000941,-0.12285922578899297
ACH-000943,-0.14146947329290901
ACH-000946,-0.09991876762589737
ACH-000947,-0.1662941017322203
ACH-000948,0.06294141761600555
ACH-000950,-0.11931437408520887
ACH-000953,-0.1763225992532046
ACH-000954,-0.3887291934919261
ACH-000957,-0.29642726529193203
ACH-000958,-0.14437168143137494
ACH-000960,-0.030796868990925756
ACH-000963,0.0006292025716174839
ACH-000968,0.051847936882321116
ACH-000969,-0.1480711764679297
ACH-000972,0.011939376074073258
ACH-000973,-0.16859197858409114
ACH-000974,-0.09033483610197464
ACH-000978,0.05917001603474116
ACH-000984,-0.05487940387505205
ACH-000986,-0.05562549179975526
ACH-000988,-0.045846830694464526
ACH-000993,-0.14947385854370765
ACH-000994,-0.056542082050578577
ACH-000996,-0.06630407374033433
ACH-001001,-0.18021832420156766
ACH-001020,-0.29512387395757816
ACH-001028,-0.07564594157365594
ACH-001031,-0.09965371663755684
ACH-001038,-0.1433211334396895
ACH-001048,-0.18287314012239103
ACH-001050,-0.07165581849738438
ACH-001053,-0.0935406301200914
ACH-001054,-0.11568190935637518
ACH-001061,-0.0306607848210734
ACH-001067,-0.21373315724549044
ACH-001075,0.04134782926300397
ACH-001096,-0.06869853029395642
ACH-001111,-0.1644056540883078
ACH-001119,-0.04987397060812288
ACH-001128,0.06266728352748048
ACH-001134,-0.192441011318034
ACH-001151,-0.06270735251621999
ACH-001163,-0.17103251264915748
ACH-001164,-0.14112115537467074
ACH-001183,-0.018753883517278483
ACH-001192,-0.05538275130247269
ACH-001193,-0.11646503347946432
ACH-001196,-0.31461996450356505
ACH-001197,-0.14253808329664144
ACH-001205,-0.19096012450397407
ACH-001211,-0.08715207916918208
ACH-001212,-0.347978292034097
ACH-001228,-0.23856986277933345
ACH-001232,-0.11025448630772612
ACH-001239,-0.062486878090189574
ACH-001270,0.0486246006087709
ACH-001274,-0.043715361392402036
ACH-001275,-0.15686254314189213
ACH-001277,-0.06370922965134633
ACH-001278,0.04970103125996385
ACH-001280,-0.04088222068079511
ACH-001283,-0.051046761507238816
ACH-001289,-0.012000472222455677
ACH-001300,0.006563514743953765
ACH-001301,0.021571304830344886
ACH-001302,-0.1743070323130324
ACH-001306,-0.2432463030673505
ACH-001318,0.06905721157883944
ACH-001322,-0.3348101427715001
ACH-001328,-0.1961728542762735
ACH-001332,-0.3249555014143002
ACH-001336,-0.2687708224182024
ACH-001346,-0.03628817813528799
ACH-001353,-0.040216583199810856
ACH-001354,-0.1923369078586056
ACH-001367,-0.5108277584753028
ACH-001368,-0.04088249769855423
ACH-001374,0.0347360785131168
ACH-001377,-0.04099801217502095
ACH-001380,-0.08278277132722976
ACH-001391,-0.2493146414977892
ACH-001408,-0.11200152760558932
ACH-001430,-0.09382922789234728
ACH-001431,-0.19524833822340734
ACH-001450,-0.2261947637741364
ACH-001496,-0.19404429707482204
ACH-001500,-0.16113865571468372
ACH-001523,-0.16863149546744122
ACH-001532,-0.15876515155923648
ACH-001550,-0.11204540642338587
ACH-001552,-0.09459329076639304
ACH-001554,-0.13847509788016907
ACH-001654,-0.2336919015090323
ACH-001735,-0.2260116553174241
ACH-001736,-0.006430103740599521
ACH-001737,-0.14264086010593965
ACH-001740,0.07085100705264998
ACH-001745,-0.0397234247716653
ACH-001765,0.03338380195936192
