,ERLEC1 (27248)
ACH-000004,0.06530478452885004
ACH-000005,-0.2527376947920105
ACH-000007,-0.10661533449925688
ACH-000009,-0.10756521491571504
ACH-000011,-0.0700341080163551
ACH-000012,-0.0640189141436986
ACH-000013,-0.13659096926628142
ACH-000014,0.07945411963918365
ACH-000015,-0.13942654513441746
ACH-000017,-0.1580737170532071
ACH-000018,-0.2904917775281581
ACH-000019,-0.2140053293779221
ACH-000021,-0.051644444947391316
ACH-000022,-0.1748015129125502
ACH-000025,-0.20514490248188436
ACH-000028,-0.2734279341507104
ACH-000030,-0.19739748265031865
ACH-000035,-0.01228036483961545
ACH-000036,-0.288030681168552
ACH-000037,-0.38885947503055696
ACH-000039,-0.1952614851876
ACH-000040,-0.09697686525467004
ACH-000041,0.02075336599508892
ACH-000042,-0.09957032109453354
ACH-000045,-0.1908109401220152
ACH-000047,-0.2799419005839811
ACH-000052,-0.2141153661797287
ACH-000053,-0.1395617595348526
ACH-000054,-0.13783357036089885
ACH-000055,-0.03558880699805414
ACH-000060,0.033310215749020856
ACH-000067,-0.2995377135624353
ACH-000070,-0.04748216023226341
ACH-000075,-0.02705073979288995
ACH-000078,-0.18086131200027972
ACH-000082,-0.08843284399841929
ACH-000085,-0.027367924746929232
ACH-000086,-0.17754812240298354
ACH-000087,-0.3156613550997359
ACH-000092,-0.3251960292771885
ACH-000095,-0.24491386834064904
ACH-000097,-0.19235215853499515
ACH-000098,-0.08861733256842365
ACH-000099,-0.020885364912413242
ACH-000108,0.038654921521335615
ACH-000113,-0.037423780616571256
ACH-000116,-0.2960347110161305
ACH-000118,-0.17976091738630495
ACH-000120,-0.06594013734813127
ACH-000123,-0.29464686198885703
ACH-000127,-0.11978785575181004
ACH-000128,-0.08661118194208638
ACH-000132,-0.12660407914809854
ACH-000133,-0.39338062009965774
ACH-000137,-0.1438531443376545
ACH-000138,-0.10573174477720948
ACH-000142,-0.12710139423130082
ACH-000143,-0.13923999091434705
ACH-000146,-0.12322450270789645
ACH-000148,-0.030871065263395607
ACH-000150,0.23267442964056506
ACH-000152,-0.12786060731241428
ACH-000153,-0.0011903524776235113
ACH-000159,-0.18615984625450274
ACH-000160,-0.23094922518643946
ACH-000163,-0.2051706859977679
ACH-000167,-0.37749739118360104
ACH-000168,-0.08716504846028862
ACH-000169,-0.10124898420537423
ACH-000178,-0.039207308126728166
ACH-000183,-0.2143400267823359
ACH-000188,-0.060946836126515
ACH-000189,-0.14525146432377636
ACH-000190,-0.3302064387861993
ACH-000198,-0.20378534457425
ACH-000203,-0.27003489813305104
ACH-000204,-0.3983825352842241
ACH-000206,-0.052715844379538745
ACH-000207,-0.2287816666915835
ACH-000208,-0.16770538255243886
ACH-000210,-0.11197379018270144
ACH-000211,-0.10175190849650197
ACH-000215,-0.2307524040467328
ACH-000221,-0.06235214993518436
ACH-000222,0.038591210027512264
ACH-000223,-0.20009673577698406
ACH-000226,-0.0653552322632488
ACH-000227,-0.20267554313477085
ACH-000228,-0.1281705153015102
ACH-000231,-0.06070768980921318
ACH-000232,-0.1102560931435323
ACH-000233,-0.10634295689043836
ACH-000234,-0.17741860277250895
ACH-000235,-0.17404799312144625
ACH-000237,-0.13222210593131006
ACH-000238,-0.1020358232287614
ACH-000242,-0.3193959944353285
ACH-000243,-0.1651083533087929
ACH-000244,-0.2092750856438257
ACH-000246,-0.11765762880936866
ACH-000248,-0.2293223752965968
ACH-000250,-0.08149411476271687
ACH-000251,-0.05868841130918748
ACH-000252,-0.25016704269927553
ACH-000253,-0.12537870722753314
ACH-000255,-0.06159385466620984
ACH-000256,-0.06537191009999573
ACH-000257,-0.0835611285350814
ACH-000258,-0.22314966241754414
ACH-000259,-0.15236029273042265
ACH-000260,-0.20343476165126725
ACH-000261,-0.19556107608954526
ACH-000262,-0.0507566115617168
ACH-000263,-0.12291379042419764
ACH-000264,-0.11656505543614296
ACH-000265,-0.09816366148649616
ACH-000266,-0.1167901954483992
ACH-000272,-0.08616317889142253
ACH-000274,-0.1983653852455823
ACH-000277,-0.1324014695547346
ACH-000278,-0.21192730579973168
ACH-000279,-0.1284049112239503
ACH-000280,-0.03315531456836423
ACH-000281,-0.02939496125819312
ACH-000288,-0.11491793866834055
ACH-000291,-0.1469756278431266
ACH-000293,-0.2577597379128593
ACH-000294,-0.143548469757256
ACH-000295,0.07803470329392291
ACH-000296,-0.09321410549279804
ACH-000302,-0.04035663571398891
ACH-000304,0.008106126549742569
