,MROH2B (133558)
ACH-000004,0.2480441345460776
ACH-000005,0.15782157384144788
ACH-000007,0.11994770754145312
ACH-000009,0.1820075830938758
ACH-000011,0.13831607047625685
ACH-000012,0.2640781638861356
ACH-000013,0.2209859487678726
ACH-000014,0.24739950784815906
ACH-000015,0.2890776152108587
ACH-000017,0.224412599406842
ACH-000018,0.13358302092824126
ACH-000019,0.3771296448101824
ACH-000021,0.31587031825006184
ACH-000022,0.1665710295894823
ACH-000025,0.3449106149366253
ACH-000028,0.1937567163154289
ACH-000030,0.35555949213675025
ACH-000035,0.2321465425979411
ACH-000036,0.08928587308291798
ACH-000037,0.23555537329337495
ACH-000039,0.2048217213457628
ACH-000040,0.2777803281705999
ACH-000041,0.17053705029915991
ACH-000042,0.053868924690841216
ACH-000045,0.31360927478533235
ACH-000047,0.3453847773123147
ACH-000052,0.12485543936411014
ACH-000053,0.19621518032546406
ACH-000054,0.18640776594668002
ACH-000055,0.14188925334951533
ACH-000060,0.2732630500117241
ACH-000067,0.14687425042536215
ACH-000070,0.2407979191228151
ACH-000075,0.15772183700376632
ACH-000078,0.320772700703079
ACH-000082,0.19987368873271832
ACH-000085,0.2753063507585266
ACH-000086,0.2374193031553391
ACH-000087,0.21734298914639685
ACH-000092,0.2301724072044104
ACH-000095,0.1340752075018917
ACH-000097,0.08872348568050427
ACH-000098,0.2364413749850749
ACH-000099,0.17632538134773906
ACH-000108,0.07105720913588183
ACH-000113,0.13293214028428796
ACH-000116,0.22138354460150728
ACH-000118,0.1452838876207439
ACH-000120,0.1544897927328632
ACH-000123,0.11909500691967954
ACH-000127,0.17389056903745348
ACH-000128,0.2408559778196012
ACH-000132,0.14214217756754932
ACH-000133,0.0597482333825977
ACH-000137,0.2759802570373233
ACH-000138,0.22482933123287266
ACH-000142,0.2795427292068338
ACH-000143,0.04662461894036954
ACH-000146,0.15079316194526576
ACH-000148,0.10665638113888938
ACH-000150,0.19206834472798925
ACH-000152,0.13275086692451582
ACH-000153,0.36915867436279737
ACH-000159,0.17531301081259998
ACH-000160,0.26995258111421994
ACH-000163,0.204044834964252
ACH-000167,0.3234644542892727
ACH-000168,0.184664215256406
ACH-000169,0.21813493416073915
ACH-000178,0.1206505028475981
ACH-000183,0.21452941746920431
ACH-000188,0.4029568448625303
ACH-000189,0.2625734523296487
ACH-000190,0.3471344525660753
ACH-000198,0.18926067284632436
ACH-000203,0.2858318112076003
ACH-000204,0.3743591448372458
ACH-000206,0.2862402328235358
ACH-000207,0.3605068855188744
ACH-000208,0.14158098056461066
ACH-000210,0.041260612796516334
ACH-000211,0.14519848116331166
ACH-000215,0.1317952093059489
ACH-000221,0.10506664569474566
ACH-000222,0.2009648418021754
ACH-000223,0.26992209483335683
ACH-000226,0.1904890544066724
ACH-000227,0.2326318649553012
ACH-000228,0.32825189487191353
ACH-000231,0.28406177711770225
ACH-000232,0.17436184038028926
ACH-000233,0.3885182983591426
ACH-000234,0.2777087263213676
ACH-000235,0.14676600981033308
ACH-000237,0.175202527154093
ACH-000238,0.3365789101511277
ACH-000242,0.4031518200200193
ACH-000243,0.25422580263260697
ACH-000244,0.3013146276345367
ACH-000246,0.1563052905824106
ACH-000248,0.26671442229244585
ACH-000250,0.2994276803635157
ACH-000251,0.18769091898727813
ACH-000252,0.21932297854851426
ACH-000253,0.2522439644657717
ACH-000255,0.2911784097998645
ACH-000256,0.29399947153830724
ACH-000257,0.19510452658944208
ACH-000258,0.04451286321524098
ACH-000259,0.18620136306947396
ACH-000260,0.23418652430968045
ACH-000261,0.13433715093705936
ACH-000262,0.008254128488345244
ACH-000263,0.4161882197080198
ACH-000264,0.12957206482704198
ACH-000265,0.20802523894510186
ACH-000266,0.13358869004216484
ACH-000272,0.18152450319716668
ACH-000274,0.15256665749221446
ACH-000277,0.19954815348388466
ACH-000278,0.11984807372351332
ACH-000279,0.14498572903907636
ACH-000280,0.25289111264021097
ACH-000281,0.2082736419134252
ACH-000288,0.1995715138218972
ACH-000291,0.11555378324217412
ACH-000293,0.21544973270182546
ACH-000294,0.1602606517785756
ACH-000295,0.2849927688173529
ACH-000296,0.33588062893899073
ACH-000302,0.16171994815247712
ACH-000304,0.045305062840532206
ACH-000307,0.20653808199680926
ACH-000308,0.17207338147814533
ACH-000310,0.23353439557364064
ACH-000311,0.16782406501352826
ACH-000312,0.1953395862712909
ACH-000315,0.3963561000756275
ACH-000316,0.21476562653371992
ACH-000317,0.3006769295719261
ACH-000318,0.21395394445539226
ACH-000319,0.10194580942240662
ACH-000320,0.2664561806426701
ACH-000322,0.3134406650724705
ACH-000323,0.19444750805887692
ACH-000324,0.20947916262636546
ACH-000329,0.1671492739218877
ACH-000330,0.21587452414780955
ACH-000331,0.07510429817034338
ACH-000332,0.1488974236512631
ACH-000334,0.212896449122931
ACH-000335,0.17233005510364172
ACH-000336,-0.0006441834520297665
ACH-000337,0.3444888673344433
ACH-000338,-0.0572578605768913
ACH-000339,0.23096871380400136
ACH-000341,0.4088606914664704
ACH-000348,0.1759996927553828
ACH-000350,0.15525445982334185
ACH-000352,0.31601395120835035
ACH-000356,0.16496403566339968
ACH-000361,0.1753336175904401
ACH-000362,0.19575904799194568
ACH-000363,0.1869119486260111
ACH-000364,0.2313160293340191
ACH-000365,0.1828918102021565
ACH-000366,0.1990110744138836
ACH-000368,0.15306301669943556
ACH-000374,0.20464287570176887
ACH-000375,0.19667867902781666
ACH-000376,-0.01634823234101356
ACH-000381,0.13723611896073756
ACH-000383,0.19506470510996374
ACH-000387,0.11115314481836733
ACH-000389,0.2453215947425751
ACH-000390,0.0960379342270106
ACH-000393,0.1218139372843065
ACH-000395,0.1459085037512727
ACH-000396,0.08652240146575946
ACH-000397,0.17291297983801734
ACH-000401,0.18350753345233706
ACH-000402,0.1607785534462964
ACH-000403,0.2942865440018251
ACH-000404,0.15348112047234153
ACH-000406,0.1315666914873076
ACH-000407,0.1441816018460511
ACH-000408,0.29955685434579915
ACH-000410,0.2541328692464982
ACH-000411,0.25991671513472525
ACH-000414,-0.05141124303037088
ACH-000415,0.20385345853581308
ACH-000416,0.23528976523696984
ACH-000420,0.09368166835024958
ACH-000421,0.1858432409840008
ACH-000424,0.3718917694069728
ACH-000425,0.13887498100926854
ACH-000426,0.036021885284555376
ACH-000427,0.26520530654587576
ACH-000433,0.18432819906792552
ACH-000435,0.3936628467989595
ACH-000436,0.21926660231528988
ACH-000444,0.18660962575439752
ACH-000445,0.12474094936162874
ACH-000448,0.2245299018402192
ACH-000450,0.2301049688251031
ACH-000452,0.2528885328803554
ACH-000454,0.3106718749974983
ACH-000458,0.18223886842440046
ACH-000459,-0.007408062699638999
ACH-000460,0.1844577223510879
ACH-000461,0.12238950621288865
ACH-000463,0.2355003569152641
ACH-000464,0.2264101550663685
ACH-000466,0.3640156580734165
ACH-000467,0.13449292465681664
ACH-000468,0.33995943800306955
ACH-000469,0.17319615153295626
ACH-000470,0.1881388310742672
ACH-000471,0.104020189310314
ACH-000472,0.30353194199605543
ACH-000473,0.2737262425551569
ACH-000475,0.160992504234411
ACH-000476,0.3371455350068194
ACH-000477,0.2873362019301048
ACH-000479,0.3013415826432029
ACH-000480,0.14948579118760996
ACH-000481,0.28133649097267144
ACH-000483,0.2607874628455771
ACH-000484,0.3843748635608213
ACH-000485,0.1042401301134446
ACH-000486,0.16222981235070627
ACH-000487,0.12620096908342074
ACH-000488,0.19905718292932525
ACH-000490,0.22037542411290065
ACH-000491,0.18790233234637824
ACH-000495,0.15118262345024586
ACH-000496,0.2988869133899326
ACH-000499,-0.04844101445000063
ACH-000500,-0.05982801445838866
ACH-000502,0.07952284805827955
ACH-000503,0.3481804649963776
ACH-000505,0.2460099387373057
ACH-000507,0.14295323884133718
ACH-000510,0.32127807910333955
ACH-000511,0.035955218548707764
