,AVPI1 (60370)
ACH-000356,0.01568798921442025
ACH-000361,-0.2898621116069127
ACH-000362,-0.0924772046092714
ACH-000363,-0.08847886195629588
ACH-000364,-0.2697798459090495
ACH-000365,-0.17327648670158272
ACH-000366,-0.1059109975156846
ACH-000368,-0.1634604413152784
ACH-000374,-0.0007701258456586289
ACH-000375,0.042882089214637334
ACH-000376,-0.18484706676238388
ACH-000381,-0.015653917590923223
ACH-000383,-0.09893267211610612
ACH-000387,-0.09202375885851544
ACH-000389,-0.09600822201254666
ACH-000390,-0.1581943727001114
ACH-000393,-0.11570671557255024
ACH-000395,0.05475653564328698
ACH-000396,-0.013089506219437082
ACH-000397,-0.055801150037658384
ACH-000401,-0.12379081427695368
ACH-000402,-0.2364745032196126
ACH-000403,-0.01506577553948575
ACH-000404,0.2999726831673375
ACH-000406,-0.17302706121021974
ACH-000407,-0.060494482470901376
ACH-000408,-0.13790552105316128
ACH-000410,-0.012399553398236531
ACH-000411,-0.15478122554890106
ACH-000414,-0.05716957761598088
ACH-000415,-0.23061040099905686
ACH-000416,-0.1329145019323935
ACH-000420,-0.10475155150400807
ACH-000421,-0.19568365732257734
ACH-000424,-0.14311025807878736
ACH-000425,-0.1411208704443047
ACH-000426,-0.14977903048494806
ACH-000427,-0.2361593572702563
ACH-000433,-0.3827401408375101
ACH-000435,0.18476767277276174
ACH-000436,0.128684092858926
ACH-000444,-0.18942971750982748
ACH-000445,-0.0610094484625937
ACH-000448,-0.06487591657341528
ACH-000450,0.05206388618616997
ACH-000452,-0.2477145861459673
ACH-000454,-0.07584311611061831
ACH-000458,-0.1425570557844821
ACH-000459,0.04009504902216356
ACH-000460,-0.05383436121779138
ACH-000461,-0.05537490253501018
ACH-000463,-0.1514404047988415
ACH-000464,-0.04705332728104795
ACH-000466,-0.07263715771034447
ACH-000467,-0.08266298682917911
ACH-000468,-0.07517079380652612
ACH-000469,-0.06630982138658317
ACH-000470,-0.05124458835544903
ACH-000471,-0.08220486279074764
ACH-000472,-0.040765394627703934
ACH-000473,-0.0027087367087913184
ACH-000475,-0.1260609290265986
ACH-000476,-0.11542300909248285
ACH-000477,-0.1156876241774411
ACH-000479,-0.2931925057420053
ACH-000480,-0.0693912384443535
ACH-000481,-0.08285345796669567
ACH-000483,0.056714595945434224
ACH-000484,0.008230322819381401
ACH-000485,-0.19335568950319607
ACH-000486,-0.14318661399629873
ACH-000487,0.017803164474476045
ACH-000488,-0.09332670531956164
ACH-000490,-0.056911188301504274
ACH-000491,-0.06478498021736268
ACH-000495,-0.2043751773000855
ACH-000496,-0.09612568631283888
ACH-000499,0.04701235852027071
ACH-000500,-0.5420450966361006
ACH-000502,-0.08770000313156735
ACH-000503,-0.07538195136989846
ACH-000505,-0.1879181855711489
ACH-000507,-0.0938864898817994
ACH-000510,-0.10934863945369357
ACH-000511,7.874384108692011e-05
ACH-000512,0.13210094649778034
ACH-000516,-0.011517747185717004
ACH-000517,-0.031290648190265426
ACH-000518,-0.0964118730262982
ACH-000520,0.16031989360360033
ACH-000521,0.013438065523693038
ACH-000522,0.011105024089033872
ACH-000524,-0.10372451633442477
ACH-000527,-0.12119443937696214
ACH-000528,-0.043634443091328384
ACH-000537,0.03062058325565699
ACH-000541,-0.31033528459267146
ACH-000542,-0.1730016167438567
ACH-000544,-0.20843120928882825
ACH-000545,-0.23445423381969294
ACH-000547,-0.054103459209596125
ACH-000548,-0.201874544466548
ACH-000549,-0.19038171198798992
ACH-000550,-0.07136509209646072
ACH-000552,-0.1011513071301184
ACH-000556,-0.13571154722551199
ACH-000557,-0.022110089347782684
ACH-000569,-0.5607563400163551
ACH-000570,-0.14459524770461174
ACH-000571,-0.14836195083104653
ACH-000573,-0.10402611641911162
ACH-000576,-0.06171635786964892
ACH-000579,0.1219938346423548
ACH-000580,-0.1806984459661206
ACH-000584,-0.12355642508852932
ACH-000585,-0.12420356725725215
ACH-000588,-0.10327956317474392
ACH-000589,-0.032595615224675835
ACH-000591,-0.08690020251624436
ACH-000593,-0.10933305260371153
ACH-000600,-0.07436422640202624
ACH-000601,-0.115874460035645
ACH-000605,-0.0823582939819465
ACH-000606,-0.12870402486921606
ACH-000608,0.015433966543358525
ACH-000614,-0.06625065469001261
ACH-000616,-0.2075530275160972
ACH-000618,0.031979275081840335
ACH-000619,-0.0623574033222665
ACH-000620,-0.023954075428339446
ACH-000621,-0.050081085528457824
ACH-000622,0.01494745941442666
ACH-000623,-0.11959346921524915
ACH-000624,-0.12613128579767188
ACH-000627,-0.06711899538364255
ACH-000630,0.006847450696729457
ACH-000631,-0.04824513599973941
ACH-000632,-0.0480500354928009
ACH-000633,-0.05885619470786154
ACH-000637,-0.09686549563563483
ACH-000638,-0.2103573482006589
ACH-000646,-0.10404613227537736
ACH-000647,-0.10121334999915893
ACH-000648,-0.06096418137359254
ACH-000649,-0.07597844690234683
ACH-000651,-0.19648515903219896
ACH-000652,-0.20364264723990474
ACH-000653,-0.10669801689426303
ACH-000657,-0.09429647958125073
ACH-000658,0.010182602021848786
ACH-000661,-0.021823064290662483
ACH-000662,0.09253462788571494
ACH-000663,-0.2600134495019239
ACH-000665,-0.11654465479850624
ACH-000671,-0.002367504094385322
ACH-000672,0.1797098177591373
ACH-000673,-0.12567533844499232
ACH-000676,-0.08180630232023785
ACH-000677,-0.07813761422462387
ACH-000681,-0.09383430977822883
ACH-000683,-0.1147111011036185
ACH-000684,0.1373673640349957
ACH-000688,-0.0479746405943311
ACH-000693,-0.15373176312163256
ACH-000694,-0.13891950471903486
ACH-000695,0.044959756450215896
ACH-000696,-0.09011571934447206
ACH-000697,-0.02837547939061012
ACH-000699,-0.12919542914900892
ACH-000701,-0.07184422819949587
ACH-000706,0.05756054151222258
ACH-000711,-0.1835550112009332
ACH-000713,0.0789170084160286
ACH-000714,-0.02326287790518505
ACH-000718,-0.009403587244471764
ACH-000720,-0.010585300495027069
ACH-000721,-0.10831005194276147
ACH-000724,-0.018942737214661592
ACH-000725,0.058703955852869374
ACH-000732,-0.18199762870898364
ACH-000734,-0.047381032061044194
ACH-000735,-0.1178449332757476
ACH-000736,-0.07788681814077368
ACH-000738,-0.3677847510262314
ACH-000746,-0.0249844241442652
ACH-000747,-0.1333150966779734
ACH-000748,-0.019243089290650852
ACH-000753,-0.045158802084124136
ACH-000756,-0.032947549988406995
ACH-000757,-0.08562016455273083
ACH-000758,-0.22415176599492076
ACH-000760,0.05213440375088305
ACH-000762,-0.19233321554737529
ACH-000763,0.10277913568333426
ACH-000764,-0.1264920186198398
ACH-000765,-0.18457864679473215
ACH-000766,-0.011826622328338629
ACH-000767,-0.139807565934033
ACH-000768,-0.019899686447409998
ACH-000769,-0.11971105303000475
ACH-000770,0.06424249263002982
ACH-000771,-0.08736191693461398
ACH-000773,-0.24463094685067
ACH-000776,-0.08618582269522147
ACH-000777,-0.03535032769215453
ACH-000778,-0.17016055581333495
ACH-000781,-0.10840448652646004
ACH-000782,-0.17046839777061742
ACH-000783,-0.10756437229658107
ACH-000784,-0.13910633237587353
ACH-000785,-0.029573155169702374
ACH-000787,-0.08627713540617908
ACH-000788,-0.058649039336142725
ACH-000791,0.0027413079898173922
ACH-000792,-0.07623071743275134
ACH-000794,-0.16051227176804309
ACH-000796,-0.02467004785139168
ACH-000798,-0.12877212135423585
ACH-000799,0.008398836533159459
ACH-000800,-0.04820497424920665
ACH-000802,-0.1323596759671776
ACH-000804,-0.08629786045244313
ACH-000805,-0.028195060011024987
ACH-000809,-0.14459003432423212
ACH-000810,0.2929127719117566
ACH-000811,-0.09733319015290896
ACH-000817,0.13327592096857718
ACH-000819,0.01914014367490185
ACH-000820,0.11991298777666907
ACH-000821,-0.15033119343293258
ACH-000822,-0.13327904229715426
ACH-000823,-0.015490139823037
ACH-000824,-0.1390432887768551
ACH-000827,-0.03684062813801205
ACH-000829,-0.2500396999833841
ACH-000831,-0.09758730454263542
ACH-000832,-0.1960253603210461
ACH-000833,0.006199888068780252
ACH-000834,0.022483470457777526
ACH-000835,-0.08320973212569169
ACH-000836,-0.13452811534498346
ACH-000837,-0.0687376142481006
ACH-000838,-0.16731472794350855
ACH-000839,-0.04989759609478138
ACH-000840,-0.02750259989665615
ACH-000841,-0.18857200023299625
ACH-000843,-0.1048186506178396
ACH-000846,-0.13643026939787825
ACH-000847,-0.5580914703491969
ACH-000848,-0.09506831830491866
ACH-000849,-0.09968366405975786
ACH-000851,-0.07115073320701687
ACH-000855,-0.1567257111959199
ACH-000856,-0.09419613724492057
ACH-000858,-0.08288946118535392
ACH-000859,-0.10942239533726772
ACH-000861,-0.10699121607500436
ACH-000862,-0.12627569612186554
ACH-000865,-0.09319320784855477
ACH-000866,-0.09444404629824082
ACH-000867,-0.05550948305338615
ACH-000869,-0.13356905767601285
ACH-000872,-0.06060496254971084
ACH-000873,0.1569807089741078
ACH-000876,-0.1503121900964116
ACH-000878,-0.17269703642189566
ACH-000880,-0.01920609561291685
ACH-000881,-0.07032463386799566
ACH-000882,0.011082834759332777
ACH-000884,-0.04797405238824448
ACH-000885,-0.004684183227627177
ACH-000887,-0.07266806396926381
ACH-000889,-0.20164285127100512
ACH-000896,-0.05820824738598075
ACH-000898,-0.07970597650974942
ACH-000900,-0.2298067712319223
ACH-000901,-0.095611683890632
ACH-000905,-0.15334000522845506
ACH-000906,0.033858944888209716
ACH-000907,-0.10978979099291007
ACH-000910,-0.05847356901266811
ACH-000911,-0.1057054762645492
ACH-000912,-0.07619810592850908
ACH-000913,-0.006969771062909643
ACH-000915,-0.05142759172837133
ACH-000916,-0.4432193696514953
ACH-000917,0.04484100272361394
ACH-000920,-0.04227572848038917
ACH-000921,0.053450247195204616
ACH-000924,-0.09940613454702003
ACH-000926,-0.06834808655268246
ACH-000928,0.07615881053159748
ACH-000929,-0.05726238419457825
ACH-000932,-0.1455723304400344
ACH-000935,0.12717830007853687
ACH-000936,-0.2745665389003925
ACH-000937,-0.06455285847539799
ACH-000938,-0.06663894852479775
ACH-000939,-0.1248541999075806
ACH-000941,0.01645699632830675
ACH-000943,-0.029477139637301832
ACH-000946,-0.07953782963396437
ACH-000947,-0.09031229588540783
ACH-000948,-0.05955488871030198
ACH-000950,-0.13798570787407247
ACH-000953,-0.04636462862104623
ACH-000954,-0.1868349649906398
ACH-000957,-0.06725014783767773
ACH-000958,-0.18540604325440416
ACH-000960,-0.1191024559576695
ACH-000963,-0.03831740000776252
ACH-000968,-0.08020696786962603
ACH-000969,-0.11292083530944315
ACH-000972,-0.13480935694812035
ACH-000973,-0.16897565006075532
ACH-000974,-0.12218874742090445
ACH-000978,-0.2186043129154709
ACH-000984,-0.06611347578537807
ACH-000986,-0.25441899559570075
ACH-000988,-0.051058823404892026
ACH-000993,-0.007705850242521784
ACH-000994,-0.037704005189862604
ACH-000996,-0.07702955665275017
ACH-001001,-0.0494440654064674
ACH-001020,-0.12771768958336566
ACH-001028,-0.19834201019034847
ACH-001031,-0.1085445934916397
ACH-001038,-0.0639350551251556
ACH-001048,-0.09367846039396628
ACH-001050,0.021967066310435844
ACH-001053,-0.18692858485233813
ACH-001054,-0.13894062182190148
ACH-001061,-0.04019867117004604
ACH-001067,-0.10407503060954733
ACH-001075,0.022466292298379337
ACH-001096,-0.03129880190102293
ACH-001111,-0.09716769852702764
ACH-001119,0.13543573256490665
ACH-001128,-0.08850900033870801
ACH-001134,-0.16298941850516416
ACH-001151,-0.07675594860006263
ACH-001163,-0.14321836218883754
ACH-001164,-0.06341613136689764
ACH-001183,-0.09064404704898588
ACH-001192,-0.05971107743652621
ACH-001193,0.04315576795362619
ACH-001196,-0.2736769009824271
ACH-001197,-0.026893248040129582
ACH-001205,0.027986441711082426
ACH-001211,-0.10093826865748214
ACH-001212,0.15259541300409118
ACH-001228,-0.038732248006127
ACH-001232,0.0025317892902924004
ACH-001239,-0.1291987217296419
ACH-001270,-0.028398049940034486
ACH-001274,-0.047228294276846695
ACH-001275,-0.10519661673675952
ACH-001277,-0.1923724763313568
ACH-001278,0.04934599391043645
ACH-001280,-0.039527732843788334
ACH-001283,-0.005517630459365822
ACH-001289,0.07104537183749388
ACH-001300,-0.02713772945553212
ACH-001301,-0.05189216091641239
ACH-001302,0.010741897471762072
ACH-001306,-0.23366092894630106
ACH-001318,-0.07693254332565816
ACH-001322,-0.1165679620574378
ACH-001328,-0.00934361857147497
ACH-001332,-0.047046472680356034
ACH-001336,-0.03597767979261495
ACH-001346,-0.08626584035494676
ACH-001353,-0.17611288308871384
ACH-001354,-0.03415447742411132
ACH-001367,-0.034277929738964416
ACH-001368,-0.02174861862370417
ACH-001374,-0.1610284979245784
ACH-001377,-0.06299447357689494
ACH-001380,-0.16648143215570282
ACH-001391,-0.09025607128123683
ACH-001408,-0.1349418751830698
ACH-001430,-0.1544103552117506
ACH-001431,-0.13488058891560828
ACH-001450,-0.019776470214423237
ACH-001496,-0.022966064480871858
ACH-001500,-0.07288720905664924
ACH-001523,-0.03139970513630036
ACH-001532,-0.11144319682878123
ACH-001550,-0.1837643883611963
ACH-001552,-0.0841774131561966
ACH-001554,-0.05220318074282766
ACH-001654,-0.07053950772834124
ACH-001735,-0.16234536798656893
ACH-001736,-0.08109121497854177
ACH-001737,0.35647047728759995
ACH-001740,0.010266296494875515
ACH-001745,-0.057252662110369626
ACH-001765,-0.019497743088174476
