,C8A (731)
ACH-000004,0.05756287853012215
ACH-000005,0.07887720889694955
ACH-000007,0.12889148552950047
ACH-000009,0.08870983009612275
ACH-000011,0.20505233537062814
ACH-000012,0.18991796360950888
ACH-000013,0.131480182718646
ACH-000014,0.10779030948035824
ACH-000015,0.1789567368080047
ACH-000017,0.15012489316435296
ACH-000018,0.22294480569491404
ACH-000019,0.11930524587815025
ACH-000021,0.18838931925638755
ACH-000022,-0.03375082395944052
ACH-000025,0.20180220795451292
ACH-000028,0.09142796692805903
ACH-000030,0.15566926652124882
ACH-000035,-0.011630694286152696
ACH-000036,0.2019786902947487
ACH-000037,0.22499224181479105
ACH-000039,0.1977248026491817
ACH-000040,0.02695306771032976
ACH-000041,0.12129265435731305
ACH-000042,0.2388995038675548
ACH-000045,0.20458190881015845
ACH-000047,0.110319209230033
ACH-000052,0.17271501358496386
ACH-000053,0.1831759060423403
ACH-000054,0.06261908284743381
ACH-000055,0.1666624396421898
ACH-000060,0.0192957095201408
ACH-000067,0.003750799196900778
ACH-000070,0.07215264779717663
ACH-000075,0.17053282889390778
ACH-000078,0.2075759205029072
ACH-000082,0.16068860446746072
ACH-000085,0.1320624619081643
ACH-000086,0.08611170946590448
ACH-000087,0.19740433762888293
ACH-000092,0.07438948790754284
ACH-000095,0.16514826446806896
ACH-000097,0.0787450246574436
ACH-000098,0.13845666705547424
ACH-000099,0.16624742155446362
ACH-000108,0.10612004977661416
ACH-000113,-0.004278496834781256
ACH-000116,0.16062751762060287
ACH-000118,0.006020836745209738
ACH-000120,0.08980517776280933
ACH-000123,0.2035292381298973
ACH-000127,0.10230995865306343
ACH-000128,0.11806729782101093
ACH-000132,0.02990109260856342
ACH-000133,0.17693607811178932
ACH-000137,0.14606157173852866
ACH-000138,0.17001966627619314
ACH-000142,0.08453392847205726
ACH-000143,0.19727753539894066
ACH-000146,0.12014761310109963
ACH-000148,0.17358366358199273
ACH-000150,0.03868670542451763
ACH-000152,0.1369102819627004
ACH-000153,0.261219001130836
ACH-000159,0.1450940482541256
ACH-000160,0.07820667165608047
ACH-000163,0.21564668568559256
ACH-000167,0.20682632779509055
ACH-000168,0.05291666899316197
ACH-000169,0.18222453120626467
ACH-000178,0.10151731586560003
ACH-000183,0.0667473555605228
ACH-000188,0.1434251453004349
