,EPGN (255324)
ACH-000004,0.170781493569646
ACH-000005,0.16926606989331394
ACH-000007,0.19834708499488185
ACH-000009,0.009608420385359535
ACH-000011,0.15618980638409696
ACH-000012,0.050357365354098585
ACH-000013,0.21758333197189828
ACH-000014,0.029243347886520582
ACH-000015,0.16676330039054169
ACH-000017,0.1049295974594441
ACH-000018,0.1803868607435412
ACH-000019,0.18901640240716155
ACH-000021,0.20806487558808973
ACH-000022,0.05189192698215137
ACH-000025,0.22470740902247105
ACH-000028,0.03238019100023905
ACH-000030,-0.0015703278135089126
ACH-000035,0.15647889858354871
ACH-000036,0.07506392976608564
ACH-000037,0.19838234078351694
ACH-000039,0.2646978208987036
ACH-000040,0.1950018710015093
ACH-000041,0.04088195299772464
ACH-000042,0.13202569088216248
ACH-000045,0.07625797191476784
ACH-000047,0.0929441181296378
ACH-000052,0.2730423700917535
ACH-000053,0.2271909416845549
ACH-000054,0.2256298925301285
ACH-000055,0.16947390798582312
ACH-000060,-0.07860115982729954
ACH-000067,0.11693208110490212
ACH-000070,0.11234891389991744
ACH-000075,0.1849625355424845
ACH-000078,0.26290892503116864
ACH-000082,0.15686267479381474
ACH-000085,0.2036536047587705
ACH-000086,0.10131942903762364
ACH-000087,-0.09898554687620092
ACH-000092,0.22262619350945714
ACH-000095,0.09980752170082333
ACH-000097,0.27143696110405136
ACH-000098,0.1451733667563095
ACH-000099,0.2299391953585817
ACH-000108,0.28019925329392315
ACH-000113,0.08286190513784347
ACH-000116,0.031239140879341588
ACH-000118,0.10578865168084972
ACH-000120,0.14422363692836576
ACH-000123,-0.047072570954826566
ACH-000127,0.04690752535093553
ACH-000128,0.2955823624619445
ACH-000132,0.13142707683654806
ACH-000133,-0.007890614018965587
ACH-000137,0.18806423042870746
ACH-000138,0.2372446114900306
ACH-000142,0.054114898675288514
ACH-000143,0.16608709841601133
ACH-000146,0.17789491698642104
ACH-000148,0.08166164476382888
ACH-000150,0.2543841068471967
ACH-000152,0.11723495003193332
ACH-000153,-0.2952227361904746
ACH-000159,0.09616638040626507
ACH-000160,0.06254473815863155
ACH-000163,0.17096462744845706
ACH-000167,0.034314096853271976
ACH-000168,0.1804384444440212
ACH-000169,0.06637651346708323
ACH-000178,0.2166060772805982
ACH-000183,0.20094412545437731
ACH-000188,0.1391572082111859
ACH-000189,-0.0701284055487072
ACH-000190,0.02587644433861496
ACH-000198,0.1423082637141108
ACH-000203,-0.23672945370983944
ACH-000204,0.224000024236638
ACH-000206,0.2280585262133284
ACH-000207,0.18118382373774564
ACH-000208,0.22570532218113765
ACH-000210,0.07797933012791118
ACH-000211,-0.008976676352219956
ACH-000215,0.18434807311155055
ACH-000221,0.07421185184007875
ACH-000222,0.2101520884026825
ACH-000223,0.14214256273161294
ACH-000226,0.12699825128572334
ACH-000227,0.17297361600457087
ACH-000228,0.09479380319036301
ACH-000231,0.11889606362463932
ACH-000232,0.07669477640204858
ACH-000233,0.16415263415541353
ACH-000234,0.2422913427074005
ACH-000235,0.12500252063735615
ACH-000237,0.19077983851126945
ACH-000238,0.3036156839609448
ACH-000242,0.13345593208371598
ACH-000243,0.15577813486210895
ACH-000244,0.253926802816248
ACH-000246,0.17046027388124474
ACH-000248,0.0945942770803132
ACH-000250,0.1359671996445396
ACH-000251,-0.15281458248967658
ACH-000252,0.024441419421955574
ACH-000253,0.18923122237060694
ACH-000255,0.1225530442916604
ACH-000256,0.17465217893405602
ACH-000257,0.2715969861430551
ACH-000258,0.13677305628777456
ACH-000259,0.176072075816353
ACH-000260,0.2107547321359368
ACH-000261,0.07375820683462962
ACH-000262,0.3751375908969538
ACH-000263,0.040112035720568484
ACH-000264,0.07228518361276233
ACH-000265,0.16274839427951615
ACH-000266,0.1972683902041165
ACH-000272,0.12005648862311218
ACH-000274,0.1885782342855276
ACH-000277,-0.007785788143434146
