,MON1B (22879)
ACH-000004,0.10180399959088912
ACH-000005,-0.2115120603960291
ACH-000007,-0.16833650219428892
ACH-000009,0.0223305651155419
ACH-000011,0.2514659007179677
ACH-000012,-0.058910492078028225
ACH-000013,0.051884141880651116
ACH-000014,-0.005083128367620813
ACH-000015,0.17986271696411424
ACH-000017,-0.1381793853255132
ACH-000018,0.021666835976679292
ACH-000019,-0.004582958825600132
ACH-000021,0.08067537746591377
ACH-000022,-0.011116580083369177
ACH-000025,-0.05357547883883234
ACH-000028,0.19325119925919865
ACH-000030,0.06736732552003925
ACH-000035,0.07238914538120701
ACH-000036,-0.08151708210504229
ACH-000037,-0.06458242818736519
ACH-000039,0.062180520537159126
ACH-000040,-0.19922381011041515
ACH-000041,0.10662477165831524
ACH-000042,-0.0593498737361855
ACH-000045,0.09216912020208144
ACH-000047,-0.019741850492798228
ACH-000052,-0.05384604446268252
ACH-000053,0.0550770844454216
ACH-000054,-0.011504601780470063
ACH-000055,0.08722810012628245
ACH-000060,-0.023849233952047102
ACH-000067,-0.16448499690704416
ACH-000070,0.10357152972308532
ACH-000075,-0.13899515023278794
ACH-000078,0.10374002665807336
ACH-000082,0.007441357646467109
ACH-000085,0.07763268402813987
ACH-000086,-0.03296218828045549
ACH-000087,-0.04213332519549513
ACH-000092,0.11145558830614706
ACH-000095,-0.05592720623225421
ACH-000097,0.020232379291341588
ACH-000098,-0.11598860387032893
ACH-000099,0.10786263070892817
ACH-000108,-0.06200217628437137
ACH-000113,0.10187104335380052
ACH-000116,0.10613876368845412
ACH-000118,-0.10599264317708927
ACH-000120,0.03340424581952151
ACH-000123,0.045125438718727484
ACH-000127,-0.003845683834427328
ACH-000128,-0.04406010944142928
ACH-000132,-0.021678398445882582
ACH-000133,-0.08998521429195283
ACH-000137,-0.19408310158082406
ACH-000138,0.15648265184186647
ACH-000142,0.20953290856011686
ACH-000143,0.1605906109294997
ACH-000146,-0.058430833319233315
ACH-000148,-0.043845270210178026
ACH-000150,0.12564094552622285
ACH-000152,0.04231733616916635
ACH-000153,-0.07256855025452788
ACH-000159,0.1231235727367404
ACH-000160,-0.009469066934873132
ACH-000163,0.05630552029102979
ACH-000167,-0.33745940506139005
ACH-000168,-0.10539647615935108
ACH-000169,0.005291788801198123
ACH-000178,0.03131284211770241
ACH-000183,0.10092472768743044
ACH-000188,-0.039089139504361436
ACH-000189,0.2503423914313166
ACH-000190,0.14198586313844686
ACH-000198,0.2547920900017519
ACH-000203,0.5114540311512266
ACH-000204,0.106584245847622
ACH-000206,0.13968651250417038
ACH-000207,0.16067329586256826
ACH-000208,0.3797387587154077
ACH-000210,0.04387637183463635
ACH-000211,-0.033606239661331166
ACH-000215,0.025460467368113
ACH-000221,-0.13511090438591755
ACH-000222,0.038253635588539184
ACH-000223,0.06478612429142888
ACH-000226,0.002897351096433087
ACH-000227,-0.11320811201222107
ACH-000228,-0.014973894334076697
ACH-000231,0.04033057387769868
ACH-000232,-0.061401528375262165
ACH-000233,0.035733689405005896
ACH-000234,0.10445268901616382
ACH-000235,-0.03713623228029432
ACH-000237,-0.07204098849779916
ACH-000238,0.1688428442701988
ACH-000242,0.3747854915215487
ACH-000243,0.002758800046028793
ACH-000244,-0.1926936355933293
ACH-000246,-0.008265644476909705
ACH-000248,-0.13265639427116327
ACH-000250,0.032993154540071463
ACH-000251,0.0329328961583312
ACH-000252,-0.379850225849462
ACH-000253,0.13664555228367312
ACH-000255,0.012268627216727964
ACH-000256,0.11193066492434177
ACH-000257,-0.25942928961478673
ACH-000258,0.030957077031460438
ACH-000259,0.023533203730557613
ACH-000260,0.10569076098456404
ACH-000261,-0.011442004593300735
ACH-000262,-0.06017185306514415
ACH-000263,-0.2380003739122192
ACH-000264,-0.010786781463073648
ACH-000265,0.04068059538517317
ACH-000266,-0.009469185345967392
ACH-000272,0.24544011805677216
ACH-000274,-0.11326485841423813
ACH-000277,-0.029997898242327795
ACH-000278,0.1029594768686399
ACH-000279,-0.1146051045871936
ACH-000280,0.2322645966253317
ACH-000281,8.303766421240563e-06
ACH-000288,0.09289541861945723
ACH-000291,0.04123133267029706
ACH-000293,-0.06334943706182157
ACH-000294,0.11724686186550436
ACH-000295,-0.032154795266188786
ACH-000296,0.03274936389075956
ACH-000302,0.1628320141934519
ACH-000304,-0.0942221240803642
