,POGZ (23126)
ACH-000277,-0.3685807046813012
ACH-000278,-0.25169845832154336
ACH-000279,-0.5522816589476128
ACH-000280,-0.4810869434008384
ACH-000281,-0.3484906602898469
ACH-000288,-0.3656215903937048
ACH-000291,-0.6569477823660823
ACH-000293,-0.511286462581467
ACH-000294,-0.10567208548886337
ACH-000295,-0.5459810479908235
ACH-000296,-0.5155345257710703
ACH-000302,-0.5421173077114887
ACH-000304,-0.5800955261619504
ACH-000307,-0.3469617028682968
ACH-000308,-0.5958516683731623
ACH-000310,-0.6025661451141883
ACH-000311,-0.5400764642056264
ACH-000312,-0.5170716750237896
ACH-000315,-0.3195167406227413
ACH-000316,-0.484629435009758
ACH-000317,-0.35901953073860704
ACH-000318,-0.3775794597255929
ACH-000319,-0.3781922098841776
ACH-000320,-0.3208978181505823
ACH-000322,-0.4650847450946281
ACH-000323,-0.6803780941325263
ACH-000324,-0.5307070491585056
ACH-000329,-0.5000394004233394
ACH-000330,-0.6347467781687608
ACH-000331,-0.4338985403822841
ACH-000332,-0.5667800035714863
ACH-000334,-0.6570751024610969
ACH-000335,-0.25456258338860993
ACH-000336,-0.5683249186190993
ACH-000337,-0.461854460508314
ACH-000338,-0.3941247996534355
ACH-000339,-0.4072337947203963
ACH-000341,-0.6168161594851856
ACH-000348,-0.3959589088861429
ACH-000350,-0.4150733833550238
ACH-000352,-0.6118724906129854
ACH-000356,-0.6955505535756492
ACH-000361,-0.21538281864269931
ACH-000362,-0.4891014188083445
ACH-000363,-0.5158603316232796
ACH-000364,-0.2477105264727013
ACH-000365,-0.6186834825378089
ACH-000366,-0.38588472944293856
ACH-000368,-0.5020874569744795
ACH-000374,-0.4752918550813341
ACH-000375,-0.6737155415871379
ACH-000376,-0.6172088799216366
ACH-000381,-0.3971158264734317
ACH-000383,-0.5741203632956047
ACH-000387,-0.4707689698073276
ACH-000389,-0.31239698421931905
ACH-000390,-0.487007295205631
ACH-000393,-0.655886647440989
ACH-000395,-0.4271501041874444
ACH-000396,-0.3685828037644617
ACH-000397,-0.4317806711193076
ACH-000401,-0.3733341515357386
ACH-000402,-0.19282170069628268
ACH-000403,-0.5465026876002506
ACH-000404,-0.6969396886066896
ACH-000406,-0.3983233119810331
ACH-000407,-0.4779784295094933
ACH-000408,-0.26187260052445066
ACH-000410,-0.4618548251058298
ACH-000411,-0.5085486402111995
ACH-000414,-0.5232166282397079
ACH-000415,-0.6095918741766782
ACH-000416,-0.558301894175742
ACH-000420,-0.43802358532997415
ACH-000421,-0.4931743753431418
ACH-000424,-0.555962506845042
ACH-000425,-0.7321957610900363
ACH-000426,-0.6096692495391631
ACH-000427,-0.7228276692067869
ACH-000433,-0.6410253953105015
ACH-000435,-0.35181396801964154
ACH-000436,-0.6344313141789829
ACH-000444,-0.2566303241034296
ACH-000445,-0.30021470681017515
ACH-000448,-0.5686482642482187
ACH-000450,-0.4602977656631558
ACH-000452,-0.441239313237096
ACH-000454,-0.3929448093421311
ACH-000458,-0.4837528742651671
ACH-000459,-0.24511113360894554
ACH-000460,-0.3463410737110371
ACH-000461,-0.33280562385037404
ACH-000463,-0.4358207083193193
ACH-000464,-0.47838586734361893
ACH-000466,-0.4842883699648009
ACH-000467,-0.5260940062087087
ACH-000468,-0.3903845067315776
ACH-000469,-0.42162520233379175
ACH-000470,-0.5061381726250705
ACH-000471,-0.5368389472971412
ACH-000472,-0.5464368948309222
ACH-000473,-0.4925131998810496
ACH-000475,-0.5426340830231416
ACH-000476,-0.3281609750264693
ACH-000477,-0.3302394090808213
ACH-000479,-0.4341000970561358
ACH-000480,-0.4981191880716943
ACH-000481,-0.3422835688703917
ACH-000483,-0.35294395647552324
ACH-000484,-0.6365618284277044
ACH-000485,-0.5204954986525177
ACH-000486,-0.4605343399638327
ACH-000487,-0.4567422662876048
ACH-000488,-0.380114223737021
ACH-000490,-0.3859580261675761
ACH-000491,-0.41123844526574094
ACH-000495,-0.7146446178204416
ACH-000496,-0.3979772079752159
ACH-000499,-0.28640147134970817
ACH-000500,-0.704949221997298
ACH-000502,-0.5164772853156231
ACH-000503,-0.26265139688488065
ACH-000505,-0.3837087715725162
ACH-000507,-0.4843910160654861
ACH-000510,-0.4897820203367266
ACH-000511,-0.5056966032464644
ACH-000512,-0.3462302010142441
ACH-000516,-0.5538380681890531
ACH-000517,-0.7092105321174076
ACH-000518,-0.4011478108260882
ACH-000520,-0.4942985104045726
ACH-000521,-0.4712677310998181
ACH-000522,-0.673255032986625
ACH-000524,-0.5706280723657688
ACH-000527,-0.4392652022585298
ACH-000528,-0.3738998551482067
ACH-000537,-0.4875050469406438
ACH-000541,-0.3330466793048085
ACH-000542,-0.5375673329319981
ACH-000544,-0.3658786635980984
ACH-000545,-0.4581154816664518
ACH-000547,-0.5469538925017561
ACH-000548,-0.25622469244311297
ACH-000549,-0.3629384964835556
ACH-000550,-0.23451559614147705
ACH-000552,-0.4743334741676932
ACH-000556,-0.5442781815332219
ACH-000557,-0.6500529600001409
ACH-000569,-0.40332506392138495
ACH-000570,-0.2657044474509865
ACH-000571,-0.5301702987120093
ACH-000573,-0.4885916979620244
ACH-000576,-0.28469795023516165
ACH-000579,-0.5453053037212421
ACH-000580,-0.33467827482410306
ACH-000584,-0.6152359744673601
ACH-000585,-0.34558927199677136
ACH-000588,-0.5447291936713663
ACH-000589,-0.3975782680453488
ACH-000591,-0.26147299883280184
ACH-000593,-0.4688061270480066
ACH-000600,-0.5283213251456652
ACH-000601,-0.4846541240563197
ACH-000605,-0.4840152984417628
ACH-000606,-0.49873028965603
ACH-000608,-0.4902312421597975
ACH-000614,-0.6977456396987934
ACH-000616,-0.5067432906972229
ACH-000618,-0.36567202748567657
ACH-000619,-0.5399461587499652
ACH-000620,-0.5771005448564135
ACH-000621,-0.6157422969051092
ACH-000622,-0.451443355865519
ACH-000623,-0.4823017945908252
ACH-000624,-0.5999186877824403
ACH-000627,-0.4799085503636658
ACH-000630,-0.3812823241232935
ACH-000631,-0.40544060129172105
ACH-000632,-0.4541738970069782
ACH-000633,-0.3944729013234594
ACH-000637,-0.2884979043912918
ACH-000638,-0.42032127455763546
ACH-000646,-0.5632345086160001
ACH-000647,-0.6501636650522071
ACH-000648,-0.48300576105221704
ACH-000649,-0.4728792270341345
ACH-000651,-0.4864481080766289
ACH-000652,-0.4093208983629008
ACH-000653,-0.6373368645297812
ACH-000657,-0.5271488614357186
ACH-000658,-0.4761377732885744
ACH-000661,-0.4553096167584845
ACH-000662,-0.4153110594356062
ACH-000663,-0.4487537020042541
ACH-000665,-0.6147360787919627
ACH-000671,-0.4212178564943054
ACH-000672,-1.0228591420462838
ACH-000673,-0.5224711948374132
ACH-000676,-0.5450305879852648
ACH-000677,-0.3905112294046296
ACH-000681,-0.4132334074765317
ACH-000683,-0.6832482706651675
ACH-000684,-0.4463340273914764
ACH-000688,-0.4785640106264597
ACH-000693,-0.4978354200544753
ACH-000694,-0.37737501332665147
ACH-000695,-0.4611556587039578
ACH-000696,-0.5101671619036318
ACH-000697,-0.4149668075975018
ACH-000699,-0.4495388880224875
ACH-000701,-0.3593989417351099
ACH-000706,-0.4424346262325445
ACH-000711,-0.5725781704740666
ACH-000713,-0.6380603775339448
ACH-000714,-0.33602805145423736
ACH-000718,-0.4842754066922148
ACH-000720,-0.530273961159561
ACH-000721,-0.6276129734640279
ACH-000724,-0.498472640717037
ACH-000725,-0.7840380690024664
ACH-000732,-0.4107178765951073
ACH-000734,-0.3490067399201381
ACH-000735,-0.6019669162862731
ACH-000736,-0.4123077862754366
ACH-000738,-0.3927707156362297
ACH-000746,-0.4708650744370799
ACH-000747,-0.5922817003712848
ACH-000748,-0.4061366458328655
ACH-000753,-0.3621006528175352
ACH-000756,-0.4957992131726536
ACH-000757,-0.5386921145383836
ACH-000758,-0.4603102517658154
ACH-000760,-0.6502766242523896
ACH-000762,-0.6067652969964821
ACH-000763,-0.6986169873033891
ACH-000764,-0.3509719499780395
ACH-000765,-0.3818728581507604
ACH-000766,-0.4213204539642591
ACH-000767,-0.3718469370426512
ACH-000768,-0.2257224175709005
ACH-000769,-0.6031722532538984
ACH-000770,-0.4690000376274676
ACH-000771,-0.3080354968715341
ACH-000773,-0.2401628068849784
ACH-000776,-0.2964564637132309
ACH-000777,-0.3398449753003808
ACH-000778,-0.37049953698782695
ACH-000781,-0.4312073076293568
ACH-000782,-0.5365053786532886
ACH-000783,-0.6253917702927667
ACH-000784,-0.30805819241736465
ACH-000785,-0.6862257613788314
ACH-000787,-0.3895722387000087
ACH-000788,-0.6097631291615165
ACH-000791,-0.50879789196917
ACH-000792,-0.2428405855524002
ACH-000794,-0.468694463307316
ACH-000796,-0.6927225106866228
ACH-000798,-0.33606809252456343
ACH-000799,-0.8751360486020253
ACH-000800,-0.3073383712456152
ACH-000802,-0.2698978543445979
ACH-000804,-0.6446138653299005
ACH-000805,-0.6832859062674026
ACH-000809,-0.4226593195273584
ACH-000810,-0.4161776013154246
ACH-000811,-0.4866193768606436
ACH-000817,-0.5049490135668034
ACH-000819,-0.5218510005442318
ACH-000820,-0.2290344606465851
ACH-000821,-0.4646620437561426
ACH-000822,-0.8573598165862684
ACH-000823,-0.2861795347974261
ACH-000824,-0.5085290821289729
ACH-000827,-0.35551656767094897
ACH-000829,-0.26512368610473663
ACH-000831,-0.3678409917203068
ACH-000832,-0.400825478827384
ACH-000833,-0.09654738178247388
ACH-000834,-0.3972248410187695
ACH-000835,-0.43555363243568496
ACH-000836,-0.4522192376347721
ACH-000837,-0.3942374785149904
ACH-000838,-0.3636551502644241
ACH-000839,-0.3882342401101227
ACH-000840,-0.4544259067071851
ACH-000841,-0.3754025218850047
ACH-000843,-0.3296453221108224
ACH-000846,-0.2680734122630968
ACH-000847,-0.4186349352750103
ACH-000848,-0.566499829410875
ACH-000849,-0.5971178576859127
ACH-000851,-0.4122228290420513
ACH-000855,-0.4926941598040712
ACH-000856,-0.4898225541426324
ACH-000858,-0.3425708523675176
ACH-000859,-0.4340853081848253
ACH-000861,-0.31750581686973595
ACH-000862,-0.3666747339078499
ACH-000865,-0.3498737111041135
ACH-000866,-0.5576826991430531
ACH-000867,-0.5442185030607501
ACH-000869,-0.5639712783213334
ACH-000872,-0.4269048454503956
ACH-000873,-0.3068469883944999
ACH-000876,-0.6323152724498756
ACH-000878,-0.3108807297096172
ACH-000880,-0.7673680309147334
ACH-000881,-0.446476753080661
ACH-000882,-0.5144628049296956
ACH-000884,-0.5222085234388979
ACH-000885,-0.4068797034931795
ACH-000887,-0.5599203285668862
ACH-000889,-0.590238781669107
ACH-000896,-0.6467216555307391
ACH-000898,-0.3785933231866848
ACH-000900,-0.4574309801571685
ACH-000901,-0.5875410636963279
ACH-000905,-0.362554687989238
ACH-000906,-0.4316994976640805
ACH-000907,-0.4952981598559805
ACH-000910,-0.6150833608729315
ACH-000911,-0.3223796645320076
ACH-000912,-0.2853385718473288
ACH-000913,-0.22327087207852672
ACH-000915,-0.5591476762166231
ACH-000916,-0.7816027079279741
ACH-000917,-0.6094016329389682
ACH-000920,-0.3382211807999615
ACH-000921,-0.5344484373430665
ACH-000924,-0.4712510620286446
ACH-000926,-0.4699615952895364
ACH-000928,-0.6477781088730269
ACH-000929,-0.4315466146009901
ACH-000932,-0.5238091087942499
ACH-000935,-0.3177507148746438
ACH-000936,-0.394048933739526
ACH-000937,-0.4590609687143641
ACH-000938,-0.4885661218399072
ACH-000939,-0.1547853934539578
ACH-000941,-0.318281767969855
ACH-000943,-0.4481309976932363
ACH-000946,-0.4808199323841434
ACH-000947,-0.5107004493645269
ACH-000948,-0.5213831962927732
ACH-000950,-0.41878668138746505
ACH-000953,-0.4903964622695096
ACH-000954,-0.3741532460209129
ACH-000957,-0.3888069365594025
ACH-000958,-0.43779091309890905
ACH-000960,-0.5951808652321743
ACH-000963,-0.9546314561298608
ACH-000968,-0.5631990045179742
ACH-000969,-0.5677683071960894
ACH-000972,-0.4786285882230151
ACH-000973,-0.5419042825409386
ACH-000974,-0.5611416584433766
ACH-000978,-0.609178242037038
ACH-000984,-0.6057076368936775
ACH-000986,-0.6335031913800273
ACH-000988,-0.446128693849788
ACH-000993,-0.4806826115620858
ACH-000994,-0.5338108532305307
ACH-000996,-0.5201332178765327
ACH-001001,-0.5064880217311865
ACH-001020,-0.4731876319814618
ACH-001028,-0.6650884463253535
ACH-001031,-0.6329453458932224
ACH-001038,-0.597360947296908
ACH-001048,-0.3018791697586896
ACH-001050,-0.5382657052845671
ACH-001053,-0.5630956073662197
ACH-001054,-0.7568071478913467
ACH-001061,-0.4297596823702553
ACH-001067,-0.3709143420379776
ACH-001075,-0.5109221691920159
ACH-001096,-0.5294622719901134
ACH-001111,-0.19124926126086386
ACH-001119,-0.5209125651760276
ACH-001128,-0.3057149774512374
ACH-001134,-0.4537199504385721
ACH-001151,-0.4704192234719641
ACH-001163,-0.5371381430950399
ACH-001164,-0.5659900375718047
ACH-001183,-0.4244031942409008
ACH-001192,-0.451229753808649
ACH-001193,-0.5810326745703022
ACH-001196,-0.4999109579877653
ACH-001197,-0.22192328773801828
ACH-001205,-0.8318230303674347
ACH-001211,-0.491445262168353
ACH-001212,-0.4986956366614275
ACH-001228,-0.4002196012087359
ACH-001232,-0.5894808734908052
ACH-001239,-0.6511809717368179
ACH-001270,-0.6167682340341084
ACH-001274,-0.19039536530898976
ACH-001275,-0.5846827418950777
ACH-001277,-0.3648326566750403
ACH-001278,-0.3124855271663197
ACH-001280,-0.32628020689730874
ACH-001283,-0.37587050568271
ACH-001289,-0.3050239285627401
ACH-001300,-0.3882418476764429
ACH-001301,-0.7043429651208867
ACH-001302,-0.29326655036983595
ACH-001306,-0.4304054714371427
ACH-001318,-0.4568377161202138
ACH-001322,-0.3522748854100696
ACH-001328,-0.4692107116012372
ACH-001332,-0.6816938020191082
ACH-001336,-0.4550403909389142
ACH-001346,-0.1867874531916701
ACH-001353,-0.5417643935844855
ACH-001354,-0.5153845086633162
ACH-001367,-0.2531073089228585
ACH-001368,-0.6734320764325921
ACH-001374,-0.6300447524339157
ACH-001377,-0.3508171250550114
ACH-001380,-0.5557911875054065
ACH-001391,-0.4948895002144184
ACH-001408,-0.3622252107317545
ACH-001430,-0.4602833415996536
ACH-001431,-0.8241848824611548
ACH-001450,-0.6497226136549858
ACH-001496,-0.3634964280932503
ACH-001500,-0.4877292733034048
ACH-001523,-0.4694174581196475
ACH-001532,-0.5191084388175281
ACH-001550,-0.39316541075352857
ACH-001552,-0.5236025452141629
ACH-001554,-0.491525690908665
ACH-001654,-0.4788439677461413
ACH-001735,-0.4989934203691905
ACH-001736,-0.6926741403289882
ACH-001737,-0.5139735814441074
ACH-001740,-0.3308366357638409
ACH-001745,-0.5124674438428376
ACH-001765,-0.4685505206624344
