,XYLT2 (64132)
ACH-000004,-0.0952497884877483
ACH-000005,-0.3329157053105986
ACH-000007,-0.3090310362739351
ACH-000009,-0.4384342718615903
ACH-000011,-0.41801739024514095
ACH-000012,-0.4608374057684415
ACH-000013,-0.25484912013630323
ACH-000014,-0.3972695110028133
ACH-000015,-0.6932494169017284
ACH-000017,-0.2570455555801545
ACH-000018,-0.22535872010326466
ACH-000019,-0.6000560429956383
ACH-000021,-0.3915453581104368
ACH-000022,-0.2651964411295714
ACH-000025,-0.2085844389528986
ACH-000028,-0.4348531982481055
ACH-000030,-0.26400940015598834
ACH-000035,-0.2166807171394204
ACH-000036,-0.5234288175905946
ACH-000037,-0.07376026592875977
ACH-000039,-0.6763443771172766
ACH-000040,-0.2998289794822151
ACH-000041,-0.2658865058967209
ACH-000042,-0.33164523850838185
ACH-000045,-0.1565764522931512
ACH-000047,-0.4948426033631431
ACH-000052,-0.22088465879278604
ACH-000053,-0.2801618763228133
ACH-000054,-0.33090087676446045
ACH-000055,-0.27279146727544473
ACH-000060,-0.18351501107828674
ACH-000067,-0.2519268733985828
ACH-000070,-0.26427186609611675
ACH-000075,-0.2394362403950584
ACH-000078,-0.3776660489678516
ACH-000082,-0.2920500731632952
ACH-000085,-0.5915348749225472
ACH-000086,-0.5384271592653819
ACH-000087,-0.24861818008095654
ACH-000092,-0.5246149505620478
ACH-000095,-0.3660008294320561
ACH-000097,-0.3853528658033045
ACH-000098,-0.4115945590369233
ACH-000099,-0.2995197232543591
ACH-000108,-0.41584564790830175
ACH-000113,-0.2428741102735433
ACH-000116,-0.34086333117417345
ACH-000118,-0.12295995480687125
ACH-000120,-0.527635865998775
ACH-000123,-0.21589990664058212
ACH-000127,-0.09194552167288678
ACH-000128,-0.3567767266420324
ACH-000132,-0.5100211894261671
ACH-000133,-0.21913608766134304
ACH-000137,-0.32971208115677186
ACH-000138,-0.5267850672712237
ACH-000142,-0.5083499325956274
ACH-000143,-0.3999108543400649
ACH-000146,-0.32730475793586583
ACH-000148,-0.5681174682004881
ACH-000150,-0.5962291458752316
ACH-000152,-0.35984107694874584
ACH-000153,-0.1806529999217465
ACH-000159,-0.4088897273467851
ACH-000160,-0.3801420839836524
ACH-000163,-0.5440614216373288
ACH-000167,-0.4715963335719375
ACH-000168,-0.16325380112229496
ACH-000169,-0.4519039012556935
ACH-000178,-0.21532191962738376
ACH-000183,-0.286114097357652
ACH-000188,-0.35592004837386904
ACH-000189,-0.5522684293798382
ACH-000190,-0.29642434949008695
ACH-000198,-0.2482402886365515
ACH-000203,-0.7469362969803743
ACH-000204,-0.35887710660288097
ACH-000206,-0.3478541920022367
ACH-000207,-0.5217565994278031
ACH-000208,-0.06247148165959146
ACH-000210,-0.3782951713356996
ACH-000211,-0.38868800237729795
ACH-000215,-0.214920027694351
ACH-000221,-0.2825208376751288
ACH-000222,-0.24803447307517495
ACH-000223,-0.18711657311463328
ACH-000226,-0.3766604653590348
ACH-000227,-0.3254157112625048
ACH-000228,-0.30037270732703497
ACH-000231,-0.4156858710718657
ACH-000232,-0.4663551377383966
ACH-000233,-0.2345069979805096
ACH-000234,-0.3862250744313309
ACH-000235,-0.3121814143434414
ACH-000237,-0.42709011028236177
ACH-000238,-0.546050647528911
ACH-000242,-0.5090981331984374
ACH-000243,-0.6117598579095815
ACH-000244,-0.2887251570704057
ACH-000246,-0.4697305036228491
ACH-000248,-0.3669720478877022
ACH-000250,-0.5120266124811381
ACH-000251,-0.3625598307271464
ACH-000252,-0.4065583953567714
ACH-000253,-0.4330096344050321
ACH-000255,-0.36158663195476176
ACH-000256,-0.4195024618281396
ACH-000257,-0.1557554506770189
ACH-000258,-0.03590622368074596
ACH-000259,-0.371978637608307
ACH-000260,-0.39020214990600893
ACH-000261,-0.4765280097010405
ACH-000262,-0.25970902860828304
ACH-000263,-0.37598802479740256
ACH-000264,-0.3903410950297157
ACH-000265,-0.34281330401333565
ACH-000266,-0.3076664641393899
ACH-000272,-0.3111921289016454
ACH-000274,-0.4227175414210285
ACH-000277,-0.5180388755706091
ACH-000278,-0.2668150604038148
ACH-000279,-0.2963995205764282
ACH-000280,-0.3935544830752485
ACH-000281,-0.2760430910634442
ACH-000288,-0.6555827655624553
ACH-000291,-0.3844783534505322
ACH-000293,-0.6912429056655132
ACH-000294,-0.1345278493740394
ACH-000295,-0.2221051668908772
ACH-000296,-0.4371613741974304
ACH-000302,-0.20428995672369485
ACH-000304,-0.2965872553871803
ACH-000307,-0.2569459262087381
ACH-000308,-0.20315260079236933
ACH-000310,-0.3131666992610912
ACH-000311,-0.5011286044228955
ACH-000312,-0.4606740020472616
ACH-000315,-0.3524392305026069
ACH-000316,-0.7676213875142727
ACH-000317,-0.3164088327994187
ACH-000318,-0.4459464385879388
ACH-000319,-0.6359162022741864
ACH-000320,-0.3109217073064021
ACH-000322,-0.3993108538871785
ACH-000323,-0.4340091875271711
ACH-000324,-0.3767832803423283
ACH-000329,-0.38414827111374794
ACH-000330,-0.3812651555244751
ACH-000331,-0.7025357937014786
ACH-000332,-0.34985897663681226
ACH-000334,-0.16061937664437986
ACH-000335,-0.3744143256708071
ACH-000336,-0.3609360956582655
ACH-000337,-0.5364562762551125
ACH-000338,-0.6656366107862641
ACH-000339,-0.4417819500147099
ACH-000341,-0.36465393251649547
ACH-000348,-0.3511631735281407
ACH-000350,-0.17566076899737512
ACH-000352,-0.35235558577753584
ACH-000356,-0.25038484008328804
ACH-000361,-0.7669015151531252
ACH-000362,-0.07224634950508267
ACH-000363,-0.366932306778555
ACH-000364,-0.3191610660659924
ACH-000365,-0.1895776838401161
ACH-000366,-0.08163953757931904
ACH-000368,-0.3482879376263858
ACH-000374,-0.6626736413775883
ACH-000375,-0.22285634164697826
ACH-000376,-0.20758539247131752
ACH-000381,-0.2246770016673243
ACH-000383,-0.3114572789962096
ACH-000387,-0.20456884171836512
ACH-000389,-0.3475239912205066
ACH-000390,-0.3878730230998149
ACH-000393,-0.3886017721613537
ACH-000395,-0.4082630893125333
ACH-000396,-0.4468656445165795
ACH-000397,-0.1236944393023528
ACH-000401,-0.10472463471131292
ACH-000402,-0.6681456311717309
ACH-000403,-0.3643651843678745
ACH-000404,-0.10634327035027406
ACH-000406,-0.21353203155834435
ACH-000407,-0.27320644625098384
ACH-000408,-0.1086165210302167
ACH-000410,-0.1881761445112632
ACH-000411,-0.5418445807670859
ACH-000414,-0.5294992171485321
ACH-000415,-0.5418351047554901
ACH-000416,-0.4929095633562111
ACH-000420,-0.4686121128932539
ACH-000421,-0.27540974003847235
ACH-000424,-0.6015681673888738
ACH-000425,-0.2700289102233988
ACH-000426,-0.08324089846584952
ACH-000427,-0.3820793354720485
ACH-000433,-0.5457899749355021
ACH-000435,0.0016835782797468973
ACH-000436,-0.06801267535748019
ACH-000444,-0.4876741909008827
ACH-000445,-0.3639042809955905
ACH-000448,-0.1706561702827204
ACH-000450,-0.11624406365472095
ACH-000452,-0.2261504674844215
ACH-000454,-0.05369839124304547
ACH-000458,-0.27960968447028484
ACH-000459,-0.4351978031665193
ACH-000460,-0.5370521664653627
ACH-000461,-0.07890600527340895
ACH-000463,-0.4422144638135839
ACH-000464,-0.4061415068191983
ACH-000466,-0.6108186921462102
ACH-000467,-0.20881525481142735
ACH-000468,-0.4655509454985033
ACH-000469,-0.3139219284280305
ACH-000470,-0.3262812158810011
ACH-000471,-0.8527845211858432
ACH-000472,-0.2419610856928938
ACH-000473,-0.4656638928466784
ACH-000475,-0.579888568324441
ACH-000476,-0.28559581611167845
ACH-000477,-0.3332287944398661
ACH-000479,-0.01278291776301247
ACH-000480,-0.5035519240877244
ACH-000481,-0.18816503173380889
ACH-000483,-0.4752949832508285
ACH-000484,-0.05762490725510381
ACH-000485,-0.5007243662782895
ACH-000486,-0.4032105098357459
ACH-000487,-0.2813688635284616
ACH-000488,-0.47638710710509097
ACH-000490,-0.3525916171687169
ACH-000491,-0.27546346104909725
ACH-000495,-0.2105034785847636
ACH-000496,-0.4236453299081546
ACH-000499,-0.5119388200361306
ACH-000500,-0.38206300933389
ACH-000502,-0.488312927382783
ACH-000503,-0.3752470893743115
ACH-000505,-0.3176646361813899
ACH-000507,-0.2782690082757982
ACH-000510,-0.3454430176944942
ACH-000511,-0.421887541963612
ACH-000512,-0.1697426233767769
ACH-000516,-0.21365786415097027
ACH-000517,-0.3482813315734321
ACH-000518,-0.32557050545336697
ACH-000520,-0.7436076372653669
ACH-000521,-0.6002581270548446
ACH-000522,-0.14469335821573362
ACH-000524,-0.29336856771932057
ACH-000527,-0.4679769501379346
ACH-000528,-0.2604552921953245
ACH-000537,-0.6103659840626269
ACH-000541,-0.12354760501507113
ACH-000542,-0.3720265256725034
ACH-000544,-0.523187299747383
ACH-000545,-0.33780896257323384
ACH-000547,-0.28980654256262883
ACH-000548,-0.2942665135633124
ACH-000549,-0.4370106730492928
ACH-000550,-0.5083808380211602
ACH-000552,-0.5883916488686738
ACH-000556,-0.4400536440285103
ACH-000557,-0.11247135245779692
ACH-000569,-0.35979704114846944
ACH-000570,-0.6076704979200953
ACH-000571,-0.2933008902124549
ACH-000573,-0.24549293833601146
ACH-000576,-0.07222093094486763
ACH-000579,-0.16304714699069398
ACH-000580,-0.09073771091929828
ACH-000584,-0.3382338045610384
ACH-000585,-0.22924279592339114
ACH-000588,-0.3984822021651174
ACH-000589,-0.212903396093588
ACH-000591,-0.4528758983746191
ACH-000593,-0.4340023073578336
ACH-000600,-0.2486859450039877
ACH-000601,-0.6406041340404184
ACH-000605,-0.4822731340186264
ACH-000606,-0.6169642057422726
ACH-000608,-0.3777878803651893
ACH-000614,-0.2085039491366916
ACH-000616,-0.3363748470061265
ACH-000618,-0.5063365564877256
ACH-000619,-0.6564443394548747
ACH-000620,-0.3214579185403663
ACH-000621,-0.4882172761253224
ACH-000622,-0.14384264320703916
ACH-000623,-0.6480418919172243
ACH-000624,-0.2742891084437549
ACH-000627,-0.3797234467056309
ACH-000630,-0.5230627836335624
ACH-000631,-0.6906951872407505
ACH-000632,-0.4332991861212491
ACH-000633,-0.26753082507713394
ACH-000637,-0.3171290242843501
ACH-000638,-0.038035154762899384
ACH-000646,-0.5242407346439772
ACH-000647,-0.4191574041542291
ACH-000648,-0.4075080356516344
ACH-000649,-0.2957098146680985
ACH-000651,-0.08821765699604794
ACH-000652,-0.1257629628463664
ACH-000653,-0.345744310614831
ACH-000657,-0.5419602757963647
ACH-000658,-0.2458389472201051
ACH-000661,-0.18603356923977668
ACH-000662,-0.29177329448634204
ACH-000663,-0.5253896254312389
ACH-000665,-0.1638266382330457
ACH-000671,-0.1463002907854578
ACH-000672,-0.5389259939005655
ACH-000673,-0.4281758887498464
ACH-000676,-0.4691066752677864
ACH-000677,-0.3853402199148697
ACH-000681,-0.3682077283219736
ACH-000683,-0.157714156663975
ACH-000684,-0.5474330307217041
ACH-000688,-0.7014557093922287
ACH-000693,-0.4276312510839413
ACH-000694,-0.4304685021725415
ACH-000695,-0.12707829427350206
ACH-000696,-0.5002528084743468
ACH-000697,-0.3924722332067681
ACH-000699,-0.4154373401782883
ACH-000701,-0.3771912450424971
ACH-000706,-0.3708717075808358
ACH-000711,-0.25431815999507595
ACH-000713,-0.2479397168660709
ACH-000714,-0.21149195290594155
ACH-000718,-0.27286933580052697
ACH-000720,-0.6729600425552356
ACH-000721,-0.3464697748848941
ACH-000724,-0.23823347481533355
ACH-000725,-0.3795974301564677
ACH-000732,-0.5340625065973893
ACH-000734,-0.4671675413447846
ACH-000735,-0.36934357658696415
ACH-000736,-0.2079203904873984
ACH-000738,-0.6010652347909721
ACH-000746,-0.3986885049998905
ACH-000747,-0.2985805930385735
ACH-000748,-0.4586216609220306
ACH-000753,-1.0626530593583805
ACH-000756,-0.7299754941457075
ACH-000757,-0.4640270025983461
ACH-000758,-0.34083126942193104
ACH-000760,-0.2296901579710491
ACH-000762,-0.3987487223110238
ACH-000763,-0.20448009727952446
ACH-000764,-0.43707438105704494
ACH-000765,-0.38644378825120135
ACH-000766,-0.6556360677262238
ACH-000767,-0.2424468714752414
ACH-000768,-0.2575097529058213
ACH-000769,-0.4767952108927291
ACH-000770,-0.2857374874909181
ACH-000771,-0.2786266352048744
ACH-000773,-0.36910337320782016
ACH-000776,-0.6026246836693498
ACH-000777,-0.2511705936319806
ACH-000778,-0.3584903266158804
ACH-000781,-0.5134344973369686
ACH-000782,-0.2455091555595757
ACH-000783,-0.34752626848103285
ACH-000784,-0.3991854786676749
ACH-000785,-0.2637436035779404
ACH-000787,-0.5568375769549027
ACH-000788,-0.38857622841818623
ACH-000791,-0.4129132396955037
ACH-000792,-0.41169575350908294
ACH-000794,-0.5453590949857009
ACH-000796,-0.28490340519080404
ACH-000798,-0.2882641911457168
ACH-000799,-0.2910343055198745
ACH-000800,-0.4211010266194275
ACH-000802,-0.39885925951702267
ACH-000804,-0.1938920592506887
ACH-000805,-0.2884543869536096
ACH-000809,-0.37957299406455897
ACH-000810,-0.5046490956031333
ACH-000811,-0.464544490841759
ACH-000817,-0.6170771208684718
ACH-000819,-0.19784253688809736
ACH-000820,-0.26958381203720283
ACH-000821,0.1326552593470975
ACH-000822,-0.2153324153023327
ACH-000823,-0.2856413743113078
ACH-000824,-0.3695665954871111
ACH-000827,-0.5004591368743079
ACH-000829,-0.33497394873387354
ACH-000831,-0.2893016751317646
ACH-000832,-0.727791834052327
ACH-000833,-0.3284853489259276
ACH-000834,-0.41595935168552256
ACH-000835,-0.3312343298950124
ACH-000836,-0.4331223653684293
ACH-000837,-0.4539405409292749
ACH-000838,-0.3391998628053282
ACH-000839,-0.5733728314546208
ACH-000840,-0.1672925937350312
ACH-000841,-0.2850612185271167
ACH-000843,-0.5327112249402203
ACH-000846,-0.4915344249755234
ACH-000847,-0.24051620757898856
ACH-000848,-0.3197679790248781
ACH-000849,-0.19701457972307126
ACH-000851,-0.2491318628961505
ACH-000855,-0.12188684004952073
ACH-000856,-0.4521471935468798
ACH-000858,-0.21647517873887925
ACH-000859,-0.3135189322090317
ACH-000861,-0.2657905817325244
ACH-000862,-0.20034773433468275
ACH-000865,-0.4391492083023428
ACH-000866,-0.5512614954217238
ACH-000867,-0.2440615182009645
ACH-000869,-0.2737290524278512
ACH-000872,-0.4156845101829452
ACH-000873,-0.4221863725551169
ACH-000876,-0.4121984100305892
ACH-000878,-0.4216947658756042
ACH-000880,-0.4020615297235449
ACH-000881,-0.3678454121324379
ACH-000882,-0.24275449610125815
ACH-000884,-0.32897159897325345
ACH-000885,-0.4967746458752869
ACH-000887,-0.4511585643198791
ACH-000889,-0.12072518540082867
ACH-000896,-0.4038457414468225
ACH-000898,-0.4681616753146778
ACH-000900,-0.43378650827293386
ACH-000901,-0.2832147765747486
ACH-000905,-0.2709022227119345
ACH-000906,-0.2752235412638205
ACH-000907,-0.3895807076616289
ACH-000910,-0.3331022678765861
ACH-000911,-0.3540246926625044
ACH-000912,-0.3955065484779672
ACH-000913,-0.2432757866771819
ACH-000915,-0.1703202427459498
ACH-000916,-0.7285349722239405
ACH-000917,-0.4353884487186631
ACH-000920,-0.3981898269100687
ACH-000921,-0.4696278933721096
ACH-000924,-0.5516404001074549
ACH-000926,-0.313083300330258
ACH-000928,-0.4393061123460936
ACH-000929,-0.3125585055854225
ACH-000932,-0.28236134816599057
ACH-000935,-0.3848578758387514
ACH-000936,-0.2042395774843468
ACH-000937,-0.29388497559542537
ACH-000938,-0.32232624990679765
ACH-000939,-0.4493163117497981
ACH-000941,-0.31540400423337644
ACH-000943,-0.22946842490138386
ACH-000946,-0.24259922029834705
ACH-000947,-0.4678979944220495
ACH-000948,-0.2682716461978757
ACH-000950,-0.5254534148924815
ACH-000953,-0.17697403591572305
ACH-000954,-0.2406912860407745
ACH-000957,-0.4364032514302024
ACH-000958,-0.3259826024860842
ACH-000960,-0.26289958895102755
ACH-000963,-0.4309272010028476
ACH-000968,-0.33600128244325345
ACH-000969,-0.2118759468037511
ACH-000972,-0.08449204046275671
ACH-000973,-0.5565666638720752
ACH-000974,-0.4383798031856411
ACH-000978,-0.481986012044611
ACH-000984,-0.3717835004236345
ACH-000986,-0.23989225762495114
ACH-000988,-0.3679538288501387
ACH-000993,-0.4815778759610008
ACH-000994,-0.26940136348979965
ACH-000996,-0.3546854916918766
ACH-001001,-0.2482044141544575
ACH-001020,0.03134267853449072
ACH-001028,-0.22434772253027807
ACH-001031,-0.5825122464735374
ACH-001038,-0.3682197265730399
ACH-001048,-0.5009415760204071
ACH-001050,-0.4975123319555811
ACH-001053,-0.5729156829834918
ACH-001054,-0.3587906697497731
ACH-001061,-0.3642557651663669
ACH-001067,-0.27367831634643386
ACH-001075,-0.5101513405523457
ACH-001096,-0.4342600258694992
ACH-001111,-0.5974310992528643
ACH-001119,-0.12559716563876194
ACH-001128,-0.7966503751157465
ACH-001134,-0.2200137843765607
ACH-001151,-0.2085145562138623
ACH-001163,-0.4333228534104429
ACH-001164,-0.3007856145923298
ACH-001183,-0.1858900757206055
ACH-001192,-0.3507994280839524
ACH-001193,-0.3576404608070425
ACH-001196,-0.3960497881339024
ACH-001197,-0.18930995639185946
ACH-001205,-0.6063273914578772
ACH-001211,-0.4843930304405161
ACH-001212,-0.6996338620637784
ACH-001228,-0.2060237106366073
ACH-001232,-0.7593889971754958
ACH-001239,-0.2890279707099033
ACH-001270,-0.2138679469518023
ACH-001274,-0.4151574932798578
ACH-001275,-0.1044131827496198
ACH-001277,-0.2461152385533902
ACH-001278,-0.23557020496408315
ACH-001280,-0.6155344032343926
ACH-001283,-0.37335875517880507
ACH-001289,-0.6583780260459069
ACH-001300,-0.349590802702532
ACH-001301,-0.4247538190437712
ACH-001302,-0.3946831194110163
ACH-001306,-0.3175545837612837
ACH-001318,-0.27410259027436323
ACH-001322,-0.43314534956714
ACH-001328,-0.6674555498121807
ACH-001332,-0.5758695295252299
ACH-001336,-0.18027320117675386
ACH-001346,-0.28811436269763074
ACH-001353,-0.2923341655283763
ACH-001354,-0.0158172020071537
ACH-001367,-0.4775791057029285
ACH-001368,-0.5455294211799089
ACH-001374,-0.21223460975803066
ACH-001377,-0.201998926803698
ACH-001380,-0.3925441722805561
ACH-001391,-0.4315979778894661
ACH-001408,-0.5768967831746498
ACH-001430,-0.04039867428869768
ACH-001431,-0.2047142462640239
ACH-001450,-0.16891353870817266
ACH-001496,-0.16009810619046402
ACH-001500,-0.4064769108542626
ACH-001523,-0.5192314446841955
ACH-001532,-0.7435527582534633
ACH-001550,-0.3564626093986072
ACH-001552,-0.4714850361399507
ACH-001554,-0.3986775157030938
ACH-001654,-0.32777667049946874
ACH-001735,-0.2736986868104989
ACH-001736,-0.1888237389300279
ACH-001737,-0.6438232479778663
ACH-001740,-0.3578060999967694
ACH-001745,-0.4282243016787159
ACH-001765,-0.3917167645313435
