,SKAP1 (8631)
ACH-000004,-0.3855779938842544
ACH-000005,-0.5765841551469058
ACH-000007,-0.4901574052660478
ACH-000009,-0.45108282052438897
ACH-000011,-0.17102927430295112
ACH-000012,-0.32757022670665137
ACH-000013,-0.13616973697534476
ACH-000014,-0.2950757080240441
ACH-000015,-0.2632754370182805
ACH-000017,-0.34496917867715776
ACH-000018,-0.2793523062206521
ACH-000019,-0.3748755920210592
ACH-000021,-0.3386566997372125
ACH-000022,-0.3900006858684497
ACH-000025,-0.26980721881019143
ACH-000028,-0.4103805205318317
ACH-000030,-0.301141626587492
ACH-000035,-0.27231370519483644
ACH-000036,-0.2350765876659219
ACH-000037,-0.11836265260270455
ACH-000039,-0.5116631801793677
ACH-000040,-0.4062198930738067
ACH-000041,-0.32500965425461154
ACH-000042,-0.35523122917395844
ACH-000045,-0.3052279122545916
ACH-000047,-0.15096533152474306
ACH-000052,-0.5941590764651145
ACH-000053,-0.15280643047353082
ACH-000054,-0.3599549446763876
ACH-000055,-0.4386089176370094
ACH-000060,-0.2944155760180524
ACH-000067,-0.3625427082253479
ACH-000070,-0.2528110294427371
ACH-000075,-0.029581571454015312
ACH-000078,-0.2757643783922488
ACH-000082,-0.2699669201401029
ACH-000085,-0.4023629710099347
ACH-000086,-0.2120704472701745
ACH-000087,-0.3567562139236665
ACH-000092,-0.405056742158044
ACH-000095,-0.15339928437184475
ACH-000097,-0.1958552562196676
ACH-000098,-0.26973885008999665
ACH-000099,-0.16838095961888205
ACH-000108,-0.22452504178548366
ACH-000113,-0.2075294800021475
ACH-000116,-0.36023286194036297
ACH-000118,-0.16783915243784087
ACH-000120,-0.3341974463158687
ACH-000123,-0.2440613533312779
ACH-000127,-0.33865439681964965
ACH-000128,-0.2436403031308735
ACH-000132,-0.1772422236441024
ACH-000133,-0.1645987219176334
ACH-000137,-0.19833831954386705
ACH-000138,-0.33094880189288906
ACH-000142,-0.1581518793070356
ACH-000143,-0.3381952166601817
ACH-000146,-0.17693229974476302
ACH-000148,-0.3539380530555508
ACH-000150,-0.4637130965440376
ACH-000152,-0.3837145450809475
ACH-000153,-0.1427578895956147
ACH-000159,-0.3387201812247961
ACH-000160,-0.1866491856010253
ACH-000163,-0.3068682676055544
ACH-000167,-0.21428719594664172
ACH-000168,-0.18258169428816934
ACH-000169,-0.19399465136517724
ACH-000178,-0.1824102286417606
ACH-000183,-0.2779903008570283
ACH-000188,-0.3330697084992896
ACH-000189,-0.3418462424877308
ACH-000190,-0.2472498763816841
ACH-000198,-0.31395709994625504
ACH-000203,0.24580372659732586
ACH-000204,-0.18531588702376686
ACH-000206,-0.22389501566412934
ACH-000207,-0.3223378880822973
ACH-000208,-0.2260311030213441
ACH-000210,-0.4973902145194568
ACH-000211,-0.3444589415212435
ACH-000215,-0.3637470502056693
ACH-000221,-0.3523677998338356
ACH-000222,-0.2302754280508429
ACH-000223,-0.20901577667478904
ACH-000226,-0.26715412918288034
ACH-000227,-0.3449757038759536
ACH-000228,-0.3585692970127441
ACH-000231,-0.3377712637083379
ACH-000232,-0.2405009578692883
ACH-000233,-0.14706090949499853
ACH-000234,-0.3460676382080038
ACH-000235,-0.3060285966290707
ACH-000237,-0.2950973904031661
ACH-000238,-0.22087716176468347
ACH-000242,-0.2673959528436771
ACH-000243,-0.2987466142445309
ACH-000244,-0.12495145163107688
ACH-000246,-0.3253430231569001
ACH-000248,-0.37573794117703774
ACH-000250,-0.38845624785792543
ACH-000251,-0.08100589937198023
ACH-000252,-0.13350802160211814
ACH-000253,-0.27755687552724506
ACH-000255,-0.22812072639142425
ACH-000256,-0.3012399099881693
ACH-000257,-0.1815751082716173
ACH-000258,-0.21666585802636354
ACH-000259,-0.2806694644829261
ACH-000260,-0.2772190943091288
ACH-000261,-0.31563979805788955
ACH-000262,-0.17883406468298746
ACH-000263,-0.08221683860814036
ACH-000264,-0.24783246001182904
ACH-000265,-0.38915246694727
ACH-000266,-0.18678470506670256
ACH-000272,-0.3621129671517534
ACH-000274,-0.2617561644766912
ACH-000277,-0.2319199476156838
ACH-000278,-0.30598782872271474
ACH-000279,-0.24956006989977306
ACH-000280,-0.2357418866346285
ACH-000281,-0.2998459880244457
ACH-000288,-0.2876568921410939
